exposure_id,archive,site,start,ra_deg,dec_deg,launch_id,launch_datetime_utc,launch_date_utc,rocket,flight_number,launch_site,outcome,delta_days,source_url,classification,geometric_visibility
APPLAUSE:11775,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 17:23:29+00:00,68.9063,17.2147,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11776,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 17:39:27+00:00,68.9063,17.2147,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11777,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 17:50:25+00:00,68.9063,17.2147,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11778,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 18:04:23+00:00,68.9063,17.2147,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11779,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 18:24:19+00:00,68.9063,17.2147,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11780,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 18:40:17+00:00,68.9063,17.2147,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11781,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 18:51:15+00:00,68.9063,17.2147,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11782,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 19:06:13+00:00,68.9063,17.2147,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11783,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 19:38:08+00:00,68.9063,17.2147,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11784,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 19:54:05+00:00,68.9063,17.2147,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11785,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 20:05:03+00:00,68.9063,17.2147,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11786,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 20:20:01+00:00,68.9063,17.2147,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11787,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 21:10:53+00:00,86.4218,9.05,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11788,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 21:13:52+00:00,86.4218,9.05,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11789,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 21:29:50+00:00,86.4218,9.05,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11790,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 21:32:49+00:00,86.4218,9.05,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11791,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30 21:53:46+00:00,103.1056,-5.0619,L0006,,1951-01-31,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11985,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-08 22:23:05+00:00,301.6492,35.5591,L0017,1951-06-09T06:11:00Z,1951-06-09,Aerobee XASR-SC-1,SC 18,White Sands LC-35,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11986,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-08 22:28:05+00:00,301.6492,35.5591,L0017,1951-06-09T06:11:00Z,1951-06-09,Aerobee XASR-SC-1,SC 18,White Sands LC-35,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11987,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-08 22:33:04+00:00,301.6492,35.5591,L0017,1951-06-09T06:11:00Z,1951-06-09,Aerobee XASR-SC-1,SC 18,White Sands LC-35,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11988,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-08 22:38:03+00:00,301.6492,35.5591,L0017,1951-06-09T06:11:00Z,1951-06-09,Aerobee XASR-SC-1,SC 18,White Sands LC-35,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11989,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-08 22:43:02+00:00,301.6492,35.5591,L0017,1951-06-09T06:11:00Z,1951-06-09,Aerobee XASR-SC-1,SC 18,White Sands LC-35,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11990,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-08 22:48:01+00:00,301.6492,35.5591,L0017,1951-06-09T06:11:00Z,1951-06-09,Aerobee XASR-SC-1,SC 18,White Sands LC-35,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11991,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-08 22:53:01+00:00,301.6492,35.5591,L0017,1951-06-09T06:11:00Z,1951-06-09,Aerobee XASR-SC-1,SC 18,White Sands LC-35,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11992,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-08 22:58:00+00:00,301.6492,35.5591,L0017,1951-06-09T06:11:00Z,1951-06-09,Aerobee XASR-SC-1,SC 18,White Sands LC-35,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11993,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-08 23:02:59+00:00,301.6492,35.5591,L0017,1951-06-09T06:11:00Z,1951-06-09,Aerobee XASR-SC-1,SC 18,White Sands LC-35,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11994,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-08 23:07:58+00:00,301.6492,35.5591,L0017,1951-06-09T06:11:00Z,1951-06-09,Aerobee XASR-SC-1,SC 18,White Sands LC-35,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11995,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-08 23:12:57+00:00,301.6492,35.5591,L0017,1951-06-09T06:11:00Z,1951-06-09,Aerobee XASR-SC-1,SC 18,White Sands LC-35,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11996,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-08 23:17:57+00:00,301.6492,35.5591,L0017,1951-06-09T06:11:00Z,1951-06-09,Aerobee XASR-SC-1,SC 18,White Sands LC-35,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:11997,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-08 23:27:55+00:00,303.3256,39.7827,L0017,1951-06-09T06:11:00Z,1951-06-09,Aerobee XASR-SC-1,SC 18,White Sands LC-35,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12012,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-24 23:14:52+00:00,301.6488,35.559,L0027,,1951-06-25,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12013,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-24 23:19:51+00:00,301.6488,35.559,L0027,,1951-06-25,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12014,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-24 23:24:51+00:00,301.6488,35.559,L0027,,1951-06-25,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12015,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-24 23:29:50+00:00,301.6488,35.559,L0027,,1951-06-25,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12016,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-24 23:34:49+00:00,301.6488,35.559,L0027,,1951-06-25,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12017,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-06-24 23:39:48+00:00,301.6488,35.559,L0027,,1951-06-25,R-1,,Kapustin Yar,Successful[2],-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12271,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 00:04:09+00:00,301.6477,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12271,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 00:04:09+00:00,301.6477,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12272,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 00:14:07+00:00,301.6477,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12272,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 00:14:07+00:00,301.6477,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12273,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 00:24:05+00:00,301.6477,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12273,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 00:24:05+00:00,301.6477,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12274,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 00:34:04+00:00,301.6477,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12274,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 00:34:04+00:00,301.6477,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12275,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 00:44:02+00:00,301.6477,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12275,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 00:44:02+00:00,301.6477,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12276,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 00:54:00+00:00,301.6477,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12276,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 00:54:00+00:00,301.6477,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12277,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 01:03:59+00:00,301.6477,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12277,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 01:03:59+00:00,301.6477,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12278,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 01:13:57+00:00,301.6477,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12278,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 01:13:57+00:00,301.6477,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12279,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:10:40+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12279,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:10:40+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12280,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:15:40+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12280,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:15:40+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12281,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:20:39+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12281,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:20:39+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12282,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:25:38+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12282,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:25:38+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12283,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:30:37+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12283,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:30:37+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12284,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:35:36+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12284,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:35:36+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12285,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:40:36+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12285,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:40:36+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12286,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:45:35+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12286,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:45:35+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12287,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:50:34+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12287,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:50:34+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12288,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:55:33+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12288,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 21:55:33+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12289,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 22:00:32+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12289,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 22:00:32+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12290,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 22:05:32+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12290,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 22:05:32+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12291,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 22:10:31+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12291,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 22:10:31+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12292,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 22:15:30+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12292,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 22:15:30+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12293,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 22:20:29+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12293,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 22:20:29+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12294,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 22:25:28+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12294,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 22:25:28+00:00,301.6476,35.5587,L0038,1951-08-07T18:00:00Z,1951-08-07,Viking (first model),,White Sands LC-33 – Army Launch Area 1,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
APPLAUSE:12295,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-08-06 22:37:26+00:00,301.6476,35.5587,L0037,1951-08-07T16:36:00Z,1951-08-07,Aerobee RTV-A-1,USAF 16,Holloman LC-A,Successful,-1,https://en.wikipedia.org/wiki/1951_in_spaceflight,date_screen_only,not_evaluated
