solutionset_id,process_id,scan_id,plate_id,archive_id,num_solutions,num_duplicate_solutions,pattern_ratio,mean_pixel_scale,min_pixel_scale,max_pixel_scale,mean_fov1,mean_fov2,source_density,max_separation,header_wcs,timestamp_insert,timestamp_update
94143,103595,113574,89024,208,1,0,0.5269836783409119,15.03503704071045,15.03503704071045,15.03503704071045,34.22587585449219,44.5549430847168,25.049907684326172,0.0,"HISTORY   Astrometric solution by SCAMP version 2.10.0 (2021-06-07)             \nCOMMENT   (c) 2010-2018 Sorbonne Universite/Universite de Bordeaux/CNRS         \nCOMMENT                                                                         \nEQUINOX =        2000.00000000 / Mean equinox                                   \nRADESYS = 'ICRS    '           / Astrometric system                             \nCTYPE1  = 'RA---TPV'           / WCS projection type for this axis              \nCTYPE2  = 'DEC--TPV'           / WCS projection type for this axis              \nCUNIT1  = 'deg     '           / Axis unit                                      \nCUNIT2  = 'deg     '           / Axis unit                                      \nCRVAL1  =   2.842475293826E+02 / World coordinate on this axis                  \nCRVAL2  =   1.018049094467E+01 / World coordinate on this axis                  \nCRPIX1  =   4.056000000000E+03 / Reference pixel on this axis                   \nCRPIX2  =   5.390500000000E+03 / Reference pixel on this axis                   \nCD1_1   =  -4.353198742691E-03 / Linear projection matrix                       \nCD1_2   =  -6.764723493126E-05 / Linear projection matrix                       \nCD2_1   =  -6.822714326935E-05 / Linear projection matrix                       \nCD2_2   =   4.352644256157E-03 / Linear projection matrix                       \nPV1_0   =   1.769208293360E-02 / Projection distortion parameter                \nPV1_1   =   9.990771249553E-01 / Projection distortion parameter                \nPV1_2   =   2.407542940559E-04 / Projection distortion parameter                \nPV1_4   =  -1.101239494404E-04 / Projection distortion parameter                \nPV1_5   =  -3.273525111785E-05 / Projection distortion parameter                \nPV1_6   =  -3.060700275539E-05 / Projection distortion parameter                \nPV1_7   =   3.816936876131E-07 / Projection distortion parameter                \nPV1_8   =   5.145706558320E-06 / Projection distortion parameter                \nPV1_9   =   4.413936923527E-06 / Projection distortion parameter                \nPV1_10  =  -1.998336942442E-06 / Projection distortion parameter                \nPV2_0   =   8.657300605160E-04 / Projection distortion parameter                \nPV2_1   =   9.991112397050E-01 / Projection distortion parameter                \nPV2_2   =   4.703271661252E-04 / Projection distortion parameter                \nPV2_4   =  -1.392440836474E-05 / Projection distortion parameter                \nPV2_5   =  -1.214634865769E-04 / Projection distortion parameter                \nPV2_6   =   6.629708911751E-06 / Projection distortion parameter                \nPV2_7   =   2.517379790154E-06 / Projection distortion parameter                \nPV2_8   =   4.138026172797E-06 / Projection distortion parameter                \nPV2_9   =   4.195487914694E-06 / Projection distortion parameter                \nPV2_10  =  -2.309316434486E-06 / Projection distortion parameter                \nFGROUPNO=                    1 / SCAMP field group label                        \nASTIRMS1=   0.000000000000E+00 / Astrom. dispersion RMS (intern., high S/N)     \nASTIRMS2=   0.000000000000E+00 / Astrom. dispersion RMS (intern., high S/N)     \nASTRRMS1=   2.017316346931E-03 / Astrom. dispersion RMS (ref., high S/N)        \nASTRRMS2=   2.404142952689E-03 / Astrom. dispersion RMS (ref., high S/N)        \nASTINST =                    1 / SCAMP astrometric instrument label             \nFLXSCALE=   0.000000000000E+00 / SCAMP relative flux scale                      \nMAGZEROP=           0.00000000 / SCAMP zero-point                               \nPHOTIRMS=           0.00000000 / mag dispersion RMS (internal, high S/N)        \nPHOTINST=                    1 / SCAMP photometric instrument label             \nPHOTLINK=                    F / True if linked to a photometric field          \nEND",2022-05-01 09:54:13.374495+00:00,2022-05-01 09:54:13.374495+00:00
90977,103596,113574,89024,208,1,0,0.36018285155296326,15.038594245910645,15.038594245910645,15.038594245910645,34.28140640258789,44.5024528503418,25.03883171081543,0.0,"HISTORY   Astrometric solution by SCAMP version 2.10.0 (2021-06-07)             \nCOMMENT   (c) 2010-2018 Sorbonne Universite/Universite de Bordeaux/CNRS         \nCOMMENT                                                                         \nEQUINOX =        2000.00000000 / Mean equinox                                   \nRADESYS = 'ICRS    '           / Astrometric system                             \nCTYPE1  = 'RA---TPV'           / WCS projection type for this axis              \nCTYPE2  = 'DEC--TPV'           / WCS projection type for this axis              \nCUNIT1  = 'deg     '           / Axis unit                                      \nCUNIT2  = 'deg     '           / Axis unit                                      \nCRVAL1  =   2.842593509580E+02 / World coordinate on this axis                  \nCRVAL2  =   1.018143297298E+01 / World coordinate on this axis                  \nCRPIX1  =   4.056000000000E+03 / Reference pixel on this axis                   \nCRPIX2  =   5.390500000000E+03 / Reference pixel on this axis                   \nCD1_1   =  -4.353103517349E-03 / Linear projection matrix                       \nCD1_2   =  -6.827869624357E-05 / Linear projection matrix                       \nCD2_1   =  -6.810933206948E-05 / Linear projection matrix                       \nCD2_2   =   4.353253020620E-03 / Linear projection matrix                       \nPV1_0   =   1.560924537359E-02 / Projection distortion parameter                \nPV1_1   =   9.980384356478E-01 / Projection distortion parameter                \nPV1_2   =   3.392201052397E-04 / Projection distortion parameter                \nPV1_4   =  -1.223568059157E-04 / Projection distortion parameter                \nPV1_5   =  -3.488451949069E-05 / Projection distortion parameter                \nPV1_6   =  -2.532972578465E-05 / Projection distortion parameter                \nPV1_7   =   9.234260447204E-06 / Projection distortion parameter                \nPV1_8   =   6.748764756992E-06 / Projection distortion parameter                \nPV1_9   =   4.288736193958E-06 / Projection distortion parameter                \nPV1_10  =  -1.655953745494E-06 / Projection distortion parameter                \nPV2_0   =   3.356920562580E-04 / Projection distortion parameter                \nPV2_1   =   9.999361640028E-01 / Projection distortion parameter                \nPV2_2   =  -7.042890692627E-06 / Projection distortion parameter                \nPV2_4   =  -7.127827482670E-06 / Projection distortion parameter                \nPV2_5   =  -1.283297818879E-04 / Projection distortion parameter                \nPV2_6   =   1.402083438454E-05 / Projection distortion parameter                \nPV2_7   =  -1.628921229902E-06 / Projection distortion parameter                \nPV2_8   =   3.500963038093E-06 / Projection distortion parameter                \nPV2_9   =   1.029473987229E-05 / Projection distortion parameter                \nPV2_10  =   2.280178767736E-06 / Projection distortion parameter                \nFGROUPNO=                    1 / SCAMP field group label                        \nASTIRMS1=   0.000000000000E+00 / Astrom. dispersion RMS (intern., high S/N)     \nASTIRMS2=   0.000000000000E+00 / Astrom. dispersion RMS (intern., high S/N)     \nASTRRMS1=   2.144538222126E-03 / Astrom. dispersion RMS (ref., high S/N)        \nASTRRMS2=   1.846018673013E-03 / Astrom. dispersion RMS (ref., high S/N)        \nASTINST =                    1 / SCAMP astrometric instrument label             \nFLXSCALE=   0.000000000000E+00 / SCAMP relative flux scale                      \nMAGZEROP=           0.00000000 / SCAMP zero-point                               \nPHOTIRMS=           0.00000000 / mag dispersion RMS (internal, high S/N)        \nPHOTINST=                    1 / SCAMP photometric instrument label             \nPHOTLINK=                    F / True if linked to a photometric field          \nEND",2022-04-24 21:22:43.249696+00:00,2022-04-24 21:22:43.249696+00:00
