solution_id,process_id,solutionset_id,scan_id,plate_id,archive_id,solution_num,ra_icrs,dec_icrs,fov1,fov2,pixel_scale,stc_polygon,header_wcs,filename_scan,naxis1,naxis2,file_size,fits_checksum
110940,103596,90977,113574,89024,208,1,284.259350958,10.18143297298,34.28140640258789,44.5024528503418,15.038594245910645,Polygon ICRS 300.84877 -11.33186 268.22319 -11.97883 265.19826 30.82696 302.62216 31.37634,"SIMPLE  =                    T / conforms to FITS standard                      \nBITPIX  =                    8 / array data type                                \nNAXIS   =                    2 / number of array dimensions                     \nEXTEND  =                    T                                                  \nNAXIS1  =                 8111                                                  \nNAXIS2  =                10780                                                  \nIMAGEW  =                 8111                                                  \nIMAGEH  =                10780                                                  \nEQUINOX =        2000.00000000 / Mean equinox                                   \nRADESYS = 'ICRS    '           / Astrometric system                             \nCTYPE1  = 'RA---TPV'           / WCS projection type for this axis              \nCTYPE2  = 'DEC--TPV'           / WCS projection type for this axis              \nCUNIT1  = 'deg     '           / Axis unit                                      \nCUNIT2  = 'deg     '           / Axis unit                                      \nCRVAL1  =   2.842593509580E+02 / World coordinate on this axis                  \nCRVAL2  =   1.018143297298E+01 / World coordinate on this axis                  \nCRPIX1  =   4.056000000000E+03 / Reference pixel on this axis                   \nCRPIX2  =   5.390500000000E+03 / Reference pixel on this axis                   \nCD1_1   =  -4.353103517349E-03 / Linear projection matrix                       \nCD1_2   =  -6.827869624357E-05 / Linear projection matrix                       \nCD2_1   =  -6.810933206948E-05 / Linear projection matrix                       \nCD2_2   =   4.353253020620E-03 / Linear projection matrix                       \nPV1_0   =   1.560924537359E-02 / Projection distortion parameter                \nPV1_1   =   9.980384356478E-01 / Projection distortion parameter                \nPV1_2   =   3.392201052397E-04 / Projection distortion parameter                \nPV1_4   =  -1.223568059157E-04 / Projection distortion parameter                \nPV1_5   =  -3.488451949069E-05 / Projection distortion parameter                \nPV1_6   =  -2.532972578465E-05 / Projection distortion parameter                \nPV1_7   =   9.234260447204E-06 / Projection distortion parameter                \nPV1_8   =   6.748764756992E-06 / Projection distortion parameter                \nPV1_9   =   4.288736193958E-06 / Projection distortion parameter                \nPV1_10  =  -1.655953745494E-06 / Projection distortion parameter                \nPV2_0   =   3.356920562580E-04 / Projection distortion parameter                \nPV2_1   =   9.999361640028E-01 / Projection distortion parameter                \nPV2_2   =  -7.042890692627E-06 / Projection distortion parameter                \nPV2_4   =  -7.127827482670E-06 / Projection distortion parameter                \nPV2_5   =  -1.283297818879E-04 / Projection distortion parameter                \nPV2_6   =   1.402083438454E-05 / Projection distortion parameter                \nPV2_7   =  -1.628921229902E-06 / Projection distortion parameter                \nPV2_8   =   3.500963038093E-06 / Projection distortion parameter                \nPV2_9   =   1.029473987229E-05 / Projection distortion parameter                \nPV2_10  =   2.280178767736E-06 / Projection distortion parameter                \nFGROUPNO=                    1 / SCAMP field group label                        \nASTIRMS1=   0.000000000000E+00 / Astrom. dispersion RMS (intern., high S/N)     \nASTIRMS2=   0.000000000000E+00 / Astrom. dispersion RMS (intern., high S/N)     \nASTRRMS1=   2.144538222126E-03 / Astrom. dispersion RMS (ref., high S/N)        \nASTRRMS2=   1.846018673013E-03 / Astrom. dispersion RMS (ref., high S/N)        \nASTINST =                    1 / SCAMP astrometric instrument label             \nFLXSCALE=   0.000000000000E+00 / SCAMP relative flux scale                      \nMAGZEROP=           0.00000000 / SCAMP zero-point                               \nPHOTIRMS=           0.00000000 / mag dispersion RMS (internal, high S/N)        \nPHOTINST=                    1 / SCAMP photometric instrument label             \nPHOTLINK=                    F / True if linked to a photometric field          \nHISTORY   Astrometric solution by SCAMP version 2.10.0 (2021-06-07)             \nCOMMENT   (c) 2010-2018 Sorbonne Universite/Universite de Bordeaux/CNRS         \nCOMMENT                                                                         \nEND",DR4/scans/Bamberg-North/012087_1952_h.fits,8111,10780,174888000,nfkRpZiRnfiRnZiR
