endpoint,exposure_id,plate_id,archive_id,v052_geometry_status,exposure_ra_icrs,exposure_dec_icrs,solution_id,process_id,solutionset_id,scan_id,solution_num,solution_ra_icrs,solution_dec_icrs,exposure_center_sep_deg,filename_scan,naxis1,naxis2,file_size,fits_checksum,official_stc_polygon_present,header_wcs_present,header_wcs_footprint_state,exact_polygon_provenance,exact_polygon_icrs_deg,official_vs_header_max_corner_sep_arcsec
APPLAUSE:132097,132097,89024,208,UNRESOLVED_APPLAUSE_SOLUTION_EXPOSURE_ASSOCIATION,285.5965,0.0702,110940,103596,90977,113574,1,284.259350958,10.18143297298,10.198333697550337,DR4/scans/Bamberg-North/012087_1952_h.fits,8111,10780,174888000,nfkRpZiRnfiRnZiR,True,True,NO_USABLE_CELESTIAL_HEADER_WCS,OFFICIAL_STC_POLYGON,"[[300.84877, -11.33186], [268.22319, -11.97883], [265.19826, 30.82696], [302.62216, 31.37634]]",
