raw_match_row,population,v078_catalog_recurrence_class,selection_role,physical_plate_id,archive_family,archive_id,archive_names,institutes,representative_exposure_start_utc,seconds_from_science_epoch,coverage_class,edge_distance_arcsec,scan_id,filename_scan,expected_file_size,fits_checksum,solution_id,solution_num,v078_plate_recurrence_class,v078_nearest_separation_arcsec
293628,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,89595,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-12-04T18:50:00+00:00,165661.5,COVERED_INTERIOR,0.0,114131,DR4/scans/Bamberg-North/012688_1953_h.fits,174888000,SFRMUCPMSCPMSCPM,111428,1,NO_SOURCE_WITHIN_15_ARCSEC,
293672,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,7810,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1954-04-06T19:53:18+00:00,10796659.5,COVERED_INTERIOR,0.0,10190,DR4/scans/HAM-LA/LA08293_x.fits,427711680,TY9oVX7mTX7mTX7m,14878,1,DIAGNOSTIC_GT3_LE5,3.091873870839642
293672,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,7679,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-11-25T21:12:01+00:00,-603417.5,COVERED_INTERIOR,0.0,9986,DR4/scans/HAM-LA/LA08157_x.fits,427155840,nTlgqSkgnSkgnSkg,14588,1,NO_SOURCE_WITHIN_15_ARCSEC,
293672,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7688,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-12-05T20:44:39+00:00,258940.5,COVERED_INTERIOR,0.0,10002,DR4/scans/HAM-LA/LA08168_x.fits,427161600,ZdIFfd9CZdGCdd9C,14604,1,NO_SOURCE_WITHIN_15_ARCSEC,
293672,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,89097,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-03-05T19:49:00+00:00,-23504398.5,COVERED_INTERIOR,0.0,113642,DR4/scans/Bamberg-North/012160_1953_h.fits,174444480,8KLaAJJY2JJa8JJY,110998,1,NO_SOURCE_WITHIN_15_ARCSEC,
293672,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,89595,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-12-04T18:50:00+00:00,165661.5,COVERED_INTERIOR,0.0,114131,DR4/scans/Bamberg-North/012688_1953_h.fits,174888000,SFRMUCPMSCPMSCPM,111428,1,NO_SOURCE_WITHIN_15_ARCSEC,
293710,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,POSITIVE_STRICT_RECURRENCE_CONTROL,406,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1918-12-24T22:26:37+00:00,-1102630941.5,COVERED_INTERIOR,0.0,400,DR4/scans/HAM-LA/LA00578_x.fits,1027598400,HiUqIhUnHhUnHhUn,421,1,STRICT_LE3,2.370832156635015
293710,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,80418,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1931-10-08T03:29:00+00:00,-699124798.5,COVERED_INTERIOR,0.0,105353,DR4/scans/Bamberg-North/003481_1931_h.fits,423414720,WNCKYLAHWLAHWLAH,106035,1,DIAGNOSTIC_GT3_LE5,4.852065684861436
293710,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,7679,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-11-25T21:12:01+00:00,-603417.5,COVERED_INTERIOR,0.0,9986,DR4/scans/HAM-LA/LA08157_x.fits,427155840,nTlgqSkgnSkgnSkg,14588,1,NO_SOURCE_WITHIN_15_ARCSEC,
293710,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7688,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-12-05T20:44:39+00:00,258940.5,COVERED_INTERIOR,0.0,10002,DR4/scans/HAM-LA/LA08168_x.fits,427161600,ZdIFfd9CZdGCdd9C,14604,1,NO_SOURCE_WITHIN_15_ARCSEC,
293710,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,89097,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-03-05T19:49:00+00:00,-23504398.5,COVERED_INTERIOR,0.0,113642,DR4/scans/Bamberg-North/012160_1953_h.fits,174444480,8KLaAJJY2JJa8JJY,110998,1,NO_SOURCE_WITHIN_15_ARCSEC,
293710,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,89595,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-12-04T18:50:00+00:00,165661.5,COVERED_INTERIOR,0.0,114131,DR4/scans/Bamberg-North/012688_1953_h.fits,174888000,SFRMUCPMSCPMSCPM,111428,1,NO_SOURCE_WITHIN_15_ARCSEC,
293841,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,24966,HAMBURG,104,Hamburger Schmidt-Spiegel (Calar Alto),Hamburger Sternwarte,1981-12-02T00:42:00+00:00,883540381.5,COVERED_INTERIOR,0.0,27458,DR4/scans/HAM-HS/HS00422_x.fits,1020948480,kUdAmRa6kRaAkRa3,46450,1,DIAGNOSTIC_GT3_LE5,4.856225593694534
293841,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,7679,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-11-25T21:12:01+00:00,-603417.5,COVERED_INTERIOR,0.0,9986,DR4/scans/HAM-LA/LA08157_x.fits,427155840,nTlgqSkgnSkgnSkg,14588,1,NO_SOURCE_WITHIN_15_ARCSEC,
293841,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7687,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-12-02T21:53:18+00:00,3859.5,COVERED_INTERIOR,0.0,10000,DR4/scans/HAM-LA/LA08167_x.fits,1312346880,PeNSSZKPPdKPPZKP,14628,1,NO_SOURCE_WITHIN_15_ARCSEC,
293841,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,89544,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-11-18T04:08:00+00:00,-1269658.5,COVERED_INTERIOR,0.0,114080,DR4/scans/Bamberg-North/012637_1953_h.fits,174444480,T9miT9lhT9lhT9lh,111370,1,NO_SOURCE_WITHIN_15_ARCSEC,
293841,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,90160,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1958-12-02T00:05:00+00:00,157691761.5,COVERED_INTERIOR,0.0,114694,DR4/scans/Bamberg-North/013251_1958_h.fits,174444480,1eHe4cHc1cHc1cHc,112089,1,NO_SOURCE_WITHIN_15_ARCSEC,
293892,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,POSITIVE_STRICT_RECURRENCE_CONTROL,53425,BAMBERG,206,Zeiss Objective (South Africa),"Dr. Karl Remeis-Sternwarte, Bamberg",1964-11-09T00:11:00+00:00,345093721.5,COVERED_INTERIOR,0.0,60226,DR4/scans/Bamberg-South/011406_1964_h.fits,176094720,jHagl9WZjEafj9WZ,37094,1,STRICT_LE3,2.6237077536869426
293892,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,5171,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1939-01-16T19:43:41+00:00,-469501517.5,COVERED_INTERIOR,0.0,6367,DR4/scans/HAM-LA/LA05491_y.fits,1314996480,aVIYaSHYaSHYaSHY,8086,1,DIAGNOSTIC_GT3_LE5,3.1208681499210154
293892,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,7665,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-11-10T22:11:59+00:00,-1895819.5,COVERED_INTERIOR,0.0,9959,DR4/scans/HAM-LA/LA08142_x.fits,428077440,AbbaAZaYAaaaAYaW,14552,1,NO_SOURCE_WITHIN_15_ARCSEC,
293892,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7736,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1954-02-01T17:53:27+00:00,5259868.5,COVERED_INTERIOR,0.0,10085,DR4/scans/HAM-LA/LA08217_x.fits,427161600,b5WCc2TBb2TBb2TB,14719,1,NO_SOURCE_WITHIN_15_ARCSEC,
293892,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,89097,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-03-05T19:49:00+00:00,-23504398.5,COVERED_INTERIOR,0.0,113642,DR4/scans/Bamberg-North/012160_1953_h.fits,174444480,8KLaAJJY2JJa8JJY,110998,1,NO_SOURCE_WITHIN_15_ARCSEC,
293892,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,90160,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1958-12-02T00:05:00+00:00,157691761.5,COVERED_INTERIOR,0.0,114694,DR4/scans/Bamberg-North/013251_1958_h.fits,174444480,1eHe4cHc1cHc1cHc,112089,1,NO_SOURCE_WITHIN_15_ARCSEC,
293903,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,POSITIVE_STRICT_RECURRENCE_CONTROL,65025,HAMBURG,111,Schmidtsches Spiegelteleskop (Hamburg),Hamburger Sternwarte,1939-02-21T05:09:00+00:00,-466443598.5,COVERED_INTERIOR,0.0,73141,DR4/scans/HAM-SS/SS00265_x.fits,138810240,9kbjAiaj4iaj9iaj,83403,1,STRICT_LE3,2.8883295654432404
293903,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,6108,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1947-03-23T20:08:09+00:00,-211336849.5,COVERED_INTERIOR,0.0,7824,DR4/scans/HAM-LA/LA06511_x.fits,197536320,nOA0oO40nO90nO90,9915,1,DIAGNOSTIC_GT3_LE5,3.1284189940311644
293903,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,7665,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-11-10T22:11:59+00:00,-1895819.5,COVERED_INTERIOR,0.0,9959,DR4/scans/HAM-LA/LA08142_x.fits,428077440,AbbaAZaYAaaaAYaW,14552,1,NO_SOURCE_WITHIN_15_ARCSEC,
293903,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7863,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1954-08-27T01:22:03+00:00,23085184.5,COVERED_INTERIOR,0.0,10240,DR4/scans/HAM-LA/LA08347_x.fits,427161600,ahYcdZVaafVaaZVa,14921,1,NO_SOURCE_WITHIN_15_ARCSEC,
293903,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,89097,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-03-05T19:49:00+00:00,-23504398.5,COVERED_INTERIOR,0.0,113642,DR4/scans/Bamberg-North/012160_1953_h.fits,174444480,8KLaAJJY2JJa8JJY,110998,1,NO_SOURCE_WITHIN_15_ARCSEC,
293903,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,89595,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-12-04T18:50:00+00:00,165661.5,COVERED_INTERIOR,0.0,114131,DR4/scans/Bamberg-North/012688_1953_h.fits,174888000,SFRMUCPMSCPMSCPM,111428,1,NO_SOURCE_WITHIN_15_ARCSEC,
293964,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,POSITIVE_STRICT_RECURRENCE_CONTROL,407,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1918-12-31T23:51:07+00:00,-1102021071.5,COVERED_INTERIOR,0.0,403,DR4/scans/HAM-LA/LA00579_y.fits,1602362880,SgnaSekXSekaSekW,436,1,STRICT_LE3,1.2630415565050794
293964,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,49486,OTHER,301,Tartu Old Observatory,"Tartu Observatory, University of Tartu, Estonia",1952-12-08T21:30:00+00:00,-31015138.5,COVERED_INTERIOR,0.0,43261,DR4/scans/Tartu/plaat0947.fits,79240320,j5D7k4D4j4D4j4D4,62206,1,DIAGNOSTIC_GT3_LE5,4.324814971630863
293964,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,7679,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-11-25T21:12:01+00:00,-603417.5,COVERED_INTERIOR,0.0,9986,DR4/scans/HAM-LA/LA08157_x.fits,427155840,nTlgqSkgnSkgnSkg,14588,1,NO_SOURCE_WITHIN_15_ARCSEC,
293964,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7688,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-12-05T20:44:39+00:00,258940.5,COVERED_INTERIOR,0.0,10002,DR4/scans/HAM-LA/LA08168_x.fits,427161600,ZdIFfd9CZdGCdd9C,14604,1,NO_SOURCE_WITHIN_15_ARCSEC,
293964,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,89097,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-03-05T19:49:00+00:00,-23504398.5,COVERED_INTERIOR,0.0,113642,DR4/scans/Bamberg-North/012160_1953_h.fits,174444480,8KLaAJJY2JJa8JJY,110998,1,NO_SOURCE_WITHIN_15_ARCSEC,
293964,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,89595,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-12-04T18:50:00+00:00,165661.5,COVERED_INTERIOR,0.0,114131,DR4/scans/Bamberg-North/012688_1953_h.fits,174888000,SFRMUCPMSCPMSCPM,111428,1,NO_SOURCE_WITHIN_15_ARCSEC,
293985,DIAGNOSTIC_179,DIAGNOSTIC_RECURRENCE_ONLY,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,405,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1918-12-24T22:26:07+00:00,-1102630971.5,COVERED_INTERIOR,0.0,398,DR4/scans/HAM-LA/LA00577_x.fits,1611489600,YTZAbSZ6ZSZAaSZ3,420,1,DIAGNOSTIC_GT3_LE5,3.0913727438804584
293985,DIAGNOSTIC_179,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,7665,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-11-10T22:11:59+00:00,-1895819.5,COVERED_INTERIOR,0.0,9959,DR4/scans/HAM-LA/LA08142_x.fits,428077440,AbbaAZaYAaaaAYaW,14552,1,NO_SOURCE_WITHIN_15_ARCSEC,
293985,DIAGNOSTIC_179,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7691,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-12-28T18:42:18+00:00,2238799.5,COVERED_INTERIOR,0.0,10008,DR4/scans/HAM-LA/LA08171_x.fits,427161600,2hTl4eRk2eRk2eRk,14612,1,NO_SOURCE_WITHIN_15_ARCSEC,
293985,DIAGNOSTIC_179,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,89097,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-03-05T19:49:00+00:00,-23504398.5,COVERED_INTERIOR,0.0,113642,DR4/scans/Bamberg-North/012160_1953_h.fits,174444480,8KLaAJJY2JJa8JJY,110998,1,NO_SOURCE_WITHIN_15_ARCSEC,
293985,DIAGNOSTIC_179,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,89595,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-12-04T18:50:00+00:00,165661.5,COVERED_INTERIOR,0.0,114131,DR4/scans/Bamberg-North/012688_1953_h.fits,174888000,SFRMUCPMSCPMSCPM,111428,1,NO_SOURCE_WITHIN_15_ARCSEC,
293995,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,POSITIVE_STRICT_RECURRENCE_CONTROL,18509,HAMBURG,103,1m-Spiegelteleskop (Hamburg),Hamburger Sternwarte,1933-03-27T20:28:47+00:00,-652753211.5,COVERED_INTERIOR,0.0,21463,DR4/scans/HAM-ST/S04887_y.fits,416111040,BcIcBaFbBaFbBaFb,54158,1,STRICT_LE3,2.0201288766143444
293995,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,5562,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1941-01-26T19:43:13+00:00,-405479145.5,COVERED_INTERIOR,0.0,6921,DR4/scans/HAM-LA/LA05888_y.fits,426124800,82I4A2I312I382I3,8742,1,DIAGNOSTIC_GT3_LE5,3.5132543498533977
293995,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,7665,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-11-10T22:11:59+00:00,-1895819.5,COVERED_INTERIOR,0.0,9959,DR4/scans/HAM-LA/LA08142_x.fits,428077440,AbbaAZaYAaaaAYaW,14552,1,NO_SOURCE_WITHIN_15_ARCSEC,
293995,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7804,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1954-03-30T19:42:55+00:00,10191236.5,COVERED_INTERIOR,0.0,10186,DR4/scans/HAM-LA/LA08287_x.fits,429632640,laQpnVNnlZNnlZNn,14871,1,NO_SOURCE_WITHIN_15_ARCSEC,
293995,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,89097,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-03-05T19:49:00+00:00,-23504398.5,COVERED_INTERIOR,0.0,113642,DR4/scans/Bamberg-North/012160_1953_h.fits,174444480,8KLaAJJY2JJa8JJY,110998,1,NO_SOURCE_WITHIN_15_ARCSEC,
293995,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,90160,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1958-12-02T00:05:00+00:00,157691761.5,COVERED_INTERIOR,0.0,114694,DR4/scans/Bamberg-North/013251_1958_h.fits,174444480,1eHe4cHc1cHc1cHc,112089,1,NO_SOURCE_WITHIN_15_ARCSEC,
294052,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,53685,BAMBERG,206,Zeiss Objective (South Africa),"Dr. Karl Remeis-Sternwarte, Bamberg",1965-02-18T18:02:00+00:00,353884381.5,COVERED_INTERIOR,0.0,60386,DR4/scans/Bamberg-South/011666_1965_h.fits,176094720,9FnJDDmI9DmIADmI,37346,1,DIAGNOSTIC_GT3_LE5,3.0882679184058976
294052,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,7665,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-11-10T22:11:59+00:00,-1895819.5,COVERED_INTERIOR,0.0,9959,DR4/scans/HAM-LA/LA08142_x.fits,428077440,AbbaAZaYAaaaAYaW,14552,1,NO_SOURCE_WITHIN_15_ARCSEC,
294052,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7689,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-12-05T21:34:01+00:00,261902.5,COVERED_INTERIOR,0.0,10005,DR4/scans/HAM-LA/LA08169_y.fits,1320575040,YL7dZL6cYL6cYL6c,14642,1,NO_SOURCE_WITHIN_15_ARCSEC,
294052,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,89097,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-03-05T19:49:00+00:00,-23504398.5,COVERED_INTERIOR,0.0,113642,DR4/scans/Bamberg-North/012160_1953_h.fits,174444480,8KLaAJJY2JJa8JJY,110998,1,NO_SOURCE_WITHIN_15_ARCSEC,
294052,PRIMARY_424,DIAGNOSTIC_RECURRENCE_ONLY,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,89595,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-12-04T18:50:00+00:00,165661.5,COVERED_INTERIOR,0.0,114131,DR4/scans/Bamberg-North/012688_1953_h.fits,174888000,SFRMUCPMSCPMSCPM,111428,1,NO_SOURCE_WITHIN_15_ARCSEC,
294096,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,POSITIVE_STRICT_RECURRENCE_CONTROL,19280,HAMBURG,103,1m-Spiegelteleskop (Hamburg),Hamburger Sternwarte,1939-02-13T19:36:18+00:00,-467082760.5,COVERED_INTERIOR,0.0,22189,DR4/scans/HAM-ST/S05639_y.fits,415598400,9d3SHa1Q9a1QEa1Q,54957,1,STRICT_LE3,2.112033873885207
294096,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,19294,HAMBURG,103,1m-Spiegelteleskop (Hamburg),Hamburger Sternwarte,1939-02-22T21:35:30+00:00,-466298008.5,COVERED_INTERIOR,0.0,22202,DR4/scans/HAM-ST/S05652_y.fits,415854720,lERdn9PdlEPdl9Pd,54968,1,DIAGNOSTIC_GT3_LE5,3.4053006838473414
294096,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,7665,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-11-10T22:11:59+00:00,-1895819.5,COVERED_INTERIOR,0.0,9959,DR4/scans/HAM-LA/LA08142_x.fits,428077440,AbbaAZaYAaaaAYaW,14552,1,NO_SOURCE_WITHIN_15_ARCSEC,
294096,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7804,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1954-03-30T19:42:55+00:00,10191236.5,COVERED_INTERIOR,0.0,10186,DR4/scans/HAM-LA/LA08287_x.fits,429632640,laQpnVNnlZNnlZNn,14871,1,NO_SOURCE_WITHIN_15_ARCSEC,
294096,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,89097,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-03-05T19:49:00+00:00,-23504398.5,COVERED_INTERIOR,0.0,113642,DR4/scans/Bamberg-North/012160_1953_h.fits,174444480,8KLaAJJY2JJa8JJY,110998,1,NO_SOURCE_WITHIN_15_ARCSEC,
294096,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,90160,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1958-12-02T00:05:00+00:00,157691761.5,COVERED_INTERIOR,0.0,114694,DR4/scans/Bamberg-North/013251_1958_h.fits,174444480,1eHe4cHc1cHc1cHc,112089,1,NO_SOURCE_WITHIN_15_ARCSEC,
294130,PRIMARY_424,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,POSITIVE_STRICT_RECURRENCE_CONTROL,53602,BAMBERG,206,Zeiss Objective (South Africa),"Dr. Karl Remeis-Sternwarte, Bamberg",1965-01-19T18:22:00+00:00,351293581.5,COVERED_INTERIOR,0.0,60320,DR4/scans/Bamberg-South/011583_1965_h.fits,175919040,MheeMZcbMfcbMZcb,37257,1,STRICT_LE3,2.995854814418249
