raw_match_row,population,v078_catalog_recurrence_class,selection_role,physical_plate_id,archive_family,archive_id,archive_names,institutes,representative_exposure_start_utc,seconds_from_science_epoch,coverage_class,edge_distance_arcsec,scan_id,filename_scan,expected_file_size,fits_checksum,solution_id,solution_num,v078_plate_recurrence_class,v078_nearest_separation_arcsec
293565,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,90160,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1958-12-02T00:05:00+00:00,157691761.5,COVERED_INTERIOR,0.0,114694,DR4/scans/Bamberg-North/013251_1958_h.fits,174444480,1eHe4cHc1cHc1cHc,112089,1,NO_SOURCE_WITHIN_15_ARCSEC,
293614,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,POSITIVE_STRICT_RECURRENCE_CONTROL,49487,OTHER,301,Tartu Old Observatory,"Tartu Observatory, University of Tartu, Estonia",1952-12-08T22:36:00+00:00,-31011178.5,COVERED_INTERIOR,0.0,43262,DR4/scans/Tartu/plaat0948.fits,79237440,9GOkA9Ok9GOkA9Ok,62212,1,STRICT_LE3,2.854579672650736
293614,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,53610,BAMBERG,206,Zeiss Objective (South Africa),"Dr. Karl Remeis-Sternwarte, Bamberg",1965-01-24T18:29:00+00:00,351726001.5,COVERED_INTERIOR,0.0,60328,DR4/scans/Bamberg-South/011591_1965_h.fits,176094720,WCcMY9cJWCcJW9cJ,37274,1,DIAGNOSTIC_GT3_LE5,3.187097330944799
293614,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,7665,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-11-10T22:11:59+00:00,-1895819.5,COVERED_INTERIOR,0.0,9959,DR4/scans/HAM-LA/LA08142_x.fits,428077440,AbbaAZaYAaaaAYaW,14552,1,NO_SOURCE_WITHIN_15_ARCSEC,
293614,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7691,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-12-28T18:42:18+00:00,2238799.5,COVERED_INTERIOR,0.0,10008,DR4/scans/HAM-LA/LA08171_x.fits,427161600,2hTl4eRk2eRk2eRk,14612,1,NO_SOURCE_WITHIN_15_ARCSEC,
293614,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,89097,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-03-05T19:49:00+00:00,-23504398.5,COVERED_INTERIOR,0.0,113642,DR4/scans/Bamberg-North/012160_1953_h.fits,174444480,8KLaAJJY2JJa8JJY,110998,1,NO_SOURCE_WITHIN_15_ARCSEC,
293614,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,90160,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1958-12-02T00:05:00+00:00,157691761.5,COVERED_INTERIOR,0.0,114694,DR4/scans/Bamberg-North/013251_1958_h.fits,174444480,1eHe4cHc1cHc1cHc,112089,1,NO_SOURCE_WITHIN_15_ARCSEC,
293628,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,POSITIVE_STRICT_RECURRENCE_CONTROL,25593,HAMBURG,104,Hamburger Schmidt-Spiegel (Calar Alto),Hamburger Sternwarte,1985-11-07T01:24:00+00:00,1007613301.5,COVERED_INTERIOR,0.0,28118,DR4/scans/HAM-HS/HS01218_x.fits,1020948480,YkQNYiOMYiOMYiOM,47283,1,STRICT_LE3,2.194074819043385
293628,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,24940,HAMBURG,104,Hamburger Schmidt-Spiegel (Calar Alto),Hamburger Sternwarte,1981-11-23T23:14:00+00:00,882843901.5,COVERED_INTERIOR,0.0,27429,DR4/scans/HAM-HS/HS00360_x.fits,1020948480,UGAjW95hUGAhU93h,46434,1,DIAGNOSTIC_GT3_LE5,3.175773558661926
293628,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,7679,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-11-25T21:12:01+00:00,-603417.5,COVERED_INTERIOR,0.0,9986,DR4/scans/HAM-LA/LA08157_x.fits,427155840,nTlgqSkgnSkgnSkg,14588,1,NO_SOURCE_WITHIN_15_ARCSEC,
293628,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7688,HAMBURG,101,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1953-12-05T20:44:39+00:00,258940.5,COVERED_INTERIOR,0.0,10002,DR4/scans/HAM-LA/LA08168_x.fits,427161600,ZdIFfd9CZdGCdd9C,14604,1,NO_SOURCE_WITHIN_15_ARCSEC,
293628,DIAGNOSTIC_179,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,89097,BAMBERG,208,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1953-03-05T19:49:00+00:00,-23504398.5,COVERED_INTERIOR,0.0,113642,DR4/scans/Bamberg-North/012160_1953_h.fits,174444480,8KLaAJJY2JJa8JJY,110998,1,NO_SOURCE_WITHIN_15_ARCSEC,
