scan_id,filename_scan,physical_plate_id,archive_id,expected_file_size,fits_checksum,candidate_ids,selection_roles,candidate_count_using_scan,filename_scan_raw,scan_basename,normalized_repository_relative_scan,scan_reference_source,plate_page_url,plate_page_cached,plate_page_refetched_v079b,plate_page_exact_basename_present,resolved_scan_url,url_resolution_method,range_probe_ok,range_probe_http_status,range_probe_content_range,range_probe_content_length,range_probe_reported_total_bytes,range_probe_expected_size_match,range_probe_error,url_resolution_status
7824,DR4/scans/HAM-LA/LA06511_x.fits,6108,101,197536320,nOA0oO40nO90nO90,293903,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/HAM-LA/LA06511_x.fits,LA06511_x.fits,DR4/scans/HAM-LA/LA06511_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_6108/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA06511_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/197536320,2880,197536320,True,,RESOLVED
8084,DR4/scans/HAM-LA/LA06708_x.fits,6282,101,1067690880,7RaAAOT30OY97OY9,292800,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/HAM-LA/LA06708_x.fits,LA06708_x.fits,DR4/scans/HAM-LA/LA06708_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_6282/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA06708_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/1067690880,2880,1067690880,True,,RESOLVED
9698,DR4/scans/HAM-LA/LA08001_y.fits,7526,101,426130560,0mbT3jZT0jaT0jYT,293470,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,1,DR4/scans/HAM-LA/LA08001_y.fits,LA08001_y.fits,DR4/scans/HAM-LA/LA08001_y.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7526/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08001_y.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/426130560,2880,426130560,True,,RESOLVED
9870,DR4/scans/HAM-LA/LA08095_x.fits,7619,101,427155840,caBhdYBfcaBfcYBf,292800,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,1,DR4/scans/HAM-LA/LA08095_x.fits,LA08095_x.fits,DR4/scans/HAM-LA/LA08095_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7619/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08095_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/427155840,2880,427155840,True,,RESOLVED
9905,DR4/scans/HAM-LA/LA08113_x.fits,7637,101,427155840,inUFllU9ilUEilU9,293565,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/HAM-LA/LA08113_x.fits,LA08113_x.fits,DR4/scans/HAM-LA/LA08113_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7637/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08113_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/427155840,2880,427155840,True,,RESOLVED
9959,DR4/scans/HAM-LA/LA08142_x.fits,7665,101,428077440,AbbaAZaYAaaaAYaW,293343;293349;293614;293892;293903;293985;293995;294052;294096;294130,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,10,DR4/scans/HAM-LA/LA08142_x.fits,LA08142_x.fits,DR4/scans/HAM-LA/LA08142_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7665/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08142_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/428077440,2880,428077440,True,,RESOLVED
9972,DR4/scans/HAM-LA/LA08149_x.fits,7672,101,427155840,YAiQa7fOZAfOa5fO,294179,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,1,DR4/scans/HAM-LA/LA08149_x.fits,LA08149_x.fits,DR4/scans/HAM-LA/LA08149_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7672/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08149_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/427155840,2880,427155840,True,,RESOLVED
9986,DR4/scans/HAM-LA/LA08157_x.fits,7679,101,427155840,nTlgqSkgnSkgnSkg,293118;293327;293328;293565;293628;293672;293710;293841;293964;294166,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,10,DR4/scans/HAM-LA/LA08157_x.fits,LA08157_x.fits,DR4/scans/HAM-LA/LA08157_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7679/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08157_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/427155840,2880,427155840,True,,RESOLVED
10000,DR4/scans/HAM-LA/LA08167_x.fits,7687,101,1312346880,PeNSSZKPPdKPPZKP,292800;293118;293328;293841;294166,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,5,DR4/scans/HAM-LA/LA08167_x.fits,LA08167_x.fits,DR4/scans/HAM-LA/LA08167_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7687/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08167_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/1312346880,2880,1312346880,True,,RESOLVED
10002,DR4/scans/HAM-LA/LA08168_x.fits,7688,101,427161600,ZdIFfd9CZdGCdd9C,293327;293565;293628;293672;293710;293964;294179,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7,DR4/scans/HAM-LA/LA08168_x.fits,LA08168_x.fits,DR4/scans/HAM-LA/LA08168_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7688/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08168_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/427161600,2880,427161600,True,,RESOLVED
10005,DR4/scans/HAM-LA/LA08169_y.fits,7689,101,1320575040,YL7dZL6cYL6cYL6c,294052,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,1,DR4/scans/HAM-LA/LA08169_y.fits,LA08169_y.fits,DR4/scans/HAM-LA/LA08169_y.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7689/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08169_y.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/1320575040,2880,1320575040,True,,RESOLVED
10008,DR4/scans/HAM-LA/LA08171_x.fits,7691,101,427161600,2hTl4eRk2eRk2eRk,293343;293614;293985,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,3,DR4/scans/HAM-LA/LA08171_x.fits,LA08171_x.fits,DR4/scans/HAM-LA/LA08171_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7691/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08171_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/427161600,2880,427161600,True,,RESOLVED
10030,DR4/scans/HAM-LA/LA08184_x.fits,7703,101,427161600,9Hf4DGe49Ge4CGe4,294130,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,1,DR4/scans/HAM-LA/LA08184_x.fits,LA08184_x.fits,DR4/scans/HAM-LA/LA08184_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7703/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08184_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/427161600,2880,427161600,True,,RESOLVED
10085,DR4/scans/HAM-LA/LA08217_x.fits,7736,101,427161600,b5WCc2TBb2TBb2TB,293892,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,1,DR4/scans/HAM-LA/LA08217_x.fits,LA08217_x.fits,DR4/scans/HAM-LA/LA08217_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7736/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08217_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/427161600,2880,427161600,True,,RESOLVED
10186,DR4/scans/HAM-LA/LA08287_x.fits,7804,101,429632640,laQpnVNnlZNnlZNn,293349;293995;294096,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,3,DR4/scans/HAM-LA/LA08287_x.fits,LA08287_x.fits,DR4/scans/HAM-LA/LA08287_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7804/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08287_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/429632640,2880,429632640,True,,RESOLVED
10190,DR4/scans/HAM-LA/LA08293_x.fits,7810,101,427711680,TY9oVX7mTX7mTX7m,293672,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/HAM-LA/LA08293_x.fits,LA08293_x.fits,DR4/scans/HAM-LA/LA08293_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7810/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08293_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/427711680,2880,427711680,True,,RESOLVED
10240,DR4/scans/HAM-LA/LA08347_x.fits,7863,101,427161600,ahYcdZVaafVaaZVa,293903,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,1,DR4/scans/HAM-LA/LA08347_x.fits,LA08347_x.fits,DR4/scans/HAM-LA/LA08347_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_7863/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08347_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/427161600,2880,427161600,True,,RESOLVED
10815,DR4/scans/HAM-LA/LA08773_x.fits,8285,101,430007040,WPFJZMEJWMEJWMEJ,293470,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,1,DR4/scans/HAM-LA/LA08773_x.fits,LA08773_x.fits,DR4/scans/HAM-LA/LA08773_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_8285/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08773_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/430007040,2880,430007040,True,,RESOLVED
10960,DR4/scans/HAM-LA/LA08860_x.fits,8369,101,425269440,JOUfLLSZJLSdJLSZ,293470,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/HAM-LA/LA08860_x.fits,LA08860_x.fits,DR4/scans/HAM-LA/LA08860_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/101_8369/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08860_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/425269440,2880,425269440,True,,RESOLVED
21463,DR4/scans/HAM-ST/S04887_y.fits,18509,103,416111040,BcIcBaFbBaFbBaFb,293995,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/HAM-ST/S04887_y.fits,S04887_y.fits,DR4/scans/HAM-ST/S04887_y.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/103_18509/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-ST/S04887_y.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/416111040,2880,416111040,True,,RESOLVED
22189,DR4/scans/HAM-ST/S05639_y.fits,19280,103,415598400,9d3SHa1Q9a1QEa1Q,293349;294096,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL;POSITIVE_STRICT_RECURRENCE_CONTROL,2,DR4/scans/HAM-ST/S05639_y.fits,S05639_y.fits,DR4/scans/HAM-ST/S05639_y.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/103_19280/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-ST/S05639_y.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/415598400,2880,415598400,True,,RESOLVED
22202,DR4/scans/HAM-ST/S05652_y.fits,19294,103,415854720,lERdn9PdlEPdl9Pd,294096,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/HAM-ST/S05652_y.fits,S05652_y.fits,DR4/scans/HAM-ST/S05652_y.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/103_19294/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-ST/S05652_y.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/415854720,2880,415854720,True,,RESOLVED
27429,DR4/scans/HAM-HS/HS00360_x.fits,24940,104,1020948480,UGAjW95hUGAhU93h,293628,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/HAM-HS/HS00360_x.fits,HS00360_x.fits,DR4/scans/HAM-HS/HS00360_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/104_24940/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-HS/HS00360_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/1020948480,2880,1020948480,True,,RESOLVED
27458,DR4/scans/HAM-HS/HS00422_x.fits,24966,104,1020948480,kUdAmRa6kRaAkRa3,293841,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/HAM-HS/HS00422_x.fits,HS00422_x.fits,DR4/scans/HAM-HS/HS00422_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/104_24966/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-HS/HS00422_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/1020948480,2880,1020948480,True,,RESOLVED
28118,DR4/scans/HAM-HS/HS01218_x.fits,25593,104,1020948480,YkQNYiOMYiOMYiOM,293628,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/HAM-HS/HS01218_x.fits,HS01218_x.fits,DR4/scans/HAM-HS/HS01218_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/104_25593/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-HS/HS01218_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/1020948480,2880,1020948480,True,,RESOLVED
43261,DR4/scans/Tartu/plaat0947.fits,49486,301,79240320,j5D7k4D4j4D4j4D4,293964,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Tartu/plaat0947.fits,plaat0947.fits,DR4/scans/Tartu/plaat0947.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/301_49486/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Tartu/plaat0947.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/79240320,2880,79240320,True,,RESOLVED
43262,DR4/scans/Tartu/plaat0948.fits,49487,301,79237440,9GOkA9Ok9GOkA9Ok,293614,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/Tartu/plaat0948.fits,plaat0948.fits,DR4/scans/Tartu/plaat0948.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/301_49487/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Tartu/plaat0948.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/79237440,2880,79237440,True,,RESOLVED
60226,DR4/scans/Bamberg-South/011406_1964_h.fits,53425,206,176094720,jHagl9WZjEafj9WZ,293892,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/Bamberg-South/011406_1964_h.fits,011406_1964_h.fits,DR4/scans/Bamberg-South/011406_1964_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/206_53425/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-South/011406_1964_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/176094720,2880,176094720,True,,RESOLVED
60247,DR4/scans/Bamberg-South/011465_1964_h.fits,53484,206,175919040,SJPkS9PiSGPiS9Pi,293349,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/Bamberg-South/011465_1964_h.fits,011465_1964_h.fits,DR4/scans/Bamberg-South/011465_1964_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/206_53484/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-South/011465_1964_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/175919040,2880,175919040,True,,RESOLVED
60320,DR4/scans/Bamberg-South/011583_1965_h.fits,53602,206,175919040,MheeMZcbMfcbMZcb,294130,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/Bamberg-South/011583_1965_h.fits,011583_1965_h.fits,DR4/scans/Bamberg-South/011583_1965_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/206_53602/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-South/011583_1965_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/175919040,2880,175919040,True,,RESOLVED
