scan_id,filename_scan,physical_plate_id,archive_id,expected_file_size,fits_checksum,candidate_ids,selection_roles,candidate_count_using_scan,filename_scan_raw,scan_basename,normalized_repository_relative_scan,scan_reference_source,plate_page_url,plate_page_cached,plate_page_refetched_v079b,plate_page_exact_basename_present,resolved_scan_url,url_resolution_method,range_probe_ok,range_probe_http_status,range_probe_content_range,range_probe_content_length,range_probe_reported_total_bytes,range_probe_expected_size_match,range_probe_error,url_resolution_status
60328,DR4/scans/Bamberg-South/011591_1965_h.fits,53610,206,176094720,WCcMY9cJWCcJW9cJ,293614,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Bamberg-South/011591_1965_h.fits,011591_1965_h.fits,DR4/scans/Bamberg-South/011591_1965_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/206_53610/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-South/011591_1965_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/176094720,2880,176094720,True,,RESOLVED
60366,DR4/scans/Bamberg-South/011634_1965_h.fits,53653,206,176094720,faUhiURZfZRffZRZ,293343,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Bamberg-South/011634_1965_h.fits,011634_1965_h.fits,DR4/scans/Bamberg-South/011634_1965_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/206_53653/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-South/011634_1965_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/176094720,2880,176094720,True,,RESOLVED
60386,DR4/scans/Bamberg-South/011666_1965_h.fits,53685,206,176094720,9FnJDDmI9DmIADmI,294052,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Bamberg-South/011666_1965_h.fits,011666_1965_h.fits,DR4/scans/Bamberg-South/011666_1965_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/206_53685/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-South/011666_1965_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/176094720,2880,176094720,True,,RESOLVED
73141,DR4/scans/HAM-SS/SS00265_x.fits,65025,111,138810240,9kbjAiaj4iaj9iaj,293903,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/HAM-SS/SS00265_x.fits,SS00265_x.fits,DR4/scans/HAM-SS/SS00265_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/111_65025/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-SS/SS00265_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/138810240,2880,138810240,True,,RESOLVED
105353,DR4/scans/Bamberg-North/003481_1931_h.fits,80418,208,423414720,WNCKYLAHWLAHWLAH,293710,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Bamberg-North/003481_1931_h.fits,003481_1931_h.fits,DR4/scans/Bamberg-North/003481_1931_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_80418/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/003481_1931_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/423414720,2880,423414720,True,,RESOLVED
105655,DR4/scans/Bamberg-North/003789_1931_h.fits,80726,208,174156480,4LWI5IVH4IVH4IVH,293470,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/Bamberg-North/003789_1931_h.fits,003789_1931_h.fits,DR4/scans/Bamberg-North/003789_1931_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_80726/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/003789_1931_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/174156480,2880,174156480,True,,RESOLVED
108559,DR4/scans/Bamberg-North/006804_1933_h.fits,83743,208,174444480,aO8AdL54aL59aL59,293328,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Bamberg-North/006804_1933_h.fits,006804_1933_h.fits,DR4/scans/Bamberg-North/006804_1933_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_83743/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/006804_1933_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/174444480,2880,174444480,True,,RESOLVED
111636,DR4/scans/Bamberg-North/009979_1938_h.fits,86917,208,408816000,iPfCjNd9iNdAiNd9,294130,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Bamberg-North/009979_1938_h.fits,009979_1938_h.fits,DR4/scans/Bamberg-North/009979_1938_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_86917/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/009979_1938_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/408816000,2880,408816000,True,,RESOLVED
113642,DR4/scans/Bamberg-North/012160_1953_h.fits,89097,208,174444480,8KLaAJJY2JJa8JJY,292800;293118;293327;293328;293343;293349;293470;293565;293614;293628;293672;293710;293892;293903;293964;293985;293995;294052;294096;294130;294179,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,21,DR4/scans/Bamberg-North/012160_1953_h.fits,012160_1953_h.fits,DR4/scans/Bamberg-North/012160_1953_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_89097/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/012160_1953_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/174444480,2880,174444480,True,,RESOLVED
114080,DR4/scans/Bamberg-North/012637_1953_h.fits,89544,208,174444480,T9miT9lhT9lhT9lh,293841;294166,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,2,DR4/scans/Bamberg-North/012637_1953_h.fits,012637_1953_h.fits,DR4/scans/Bamberg-North/012637_1953_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_89544/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/012637_1953_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/174444480,2880,174444480,True,,RESOLVED
114131,DR4/scans/Bamberg-North/012688_1953_h.fits,89595,208,174888000,SFRMUCPMSCPMSCPM,292800;293327;293328;293349;293628;293672;293710;293903;293964;293985;294052;294130;294179,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,13,DR4/scans/Bamberg-North/012688_1953_h.fits,012688_1953_h.fits,DR4/scans/Bamberg-North/012688_1953_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_89595/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/012688_1953_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/174888000,2880,174888000,True,,RESOLVED
114694,DR4/scans/Bamberg-North/013251_1958_h.fits,90160,208,174444480,1eHe4cHc1cHc1cHc,293118;293343;293470;293565;293614;293841;293892;293995;294096;294166,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,10,DR4/scans/Bamberg-North/013251_1958_h.fits,013251_1958_h.fits,DR4/scans/Bamberg-North/013251_1958_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_90160/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/013251_1958_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/174444480,2880,174444480,True,,RESOLVED
116503,DR4/scans/Bamberg-North/015063_1959_h.fits,91972,208,174888000,9AabD9VZ9AZaC9ZY,293118,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Bamberg-North/015063_1959_h.fits,015063_1959_h.fits,DR4/scans/Bamberg-North/015063_1959_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_91972/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/015063_1959_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/174888000,2880,174888000,True,,RESOLVED
