scan_id,filename_scan,physical_plate_id,archive_id,expected_file_size,fits_checksum,candidate_ids,selection_roles,candidate_count_using_scan,filename_scan_raw,scan_basename,normalized_repository_relative_scan,scan_reference_source,plate_page_url,plate_page_cached,plate_page_refetched_v079b,plate_page_exact_basename_present,resolved_scan_url,url_resolution_method,range_probe_ok,range_probe_http_status,range_probe_content_range,range_probe_content_length,range_probe_reported_total_bytes,range_probe_expected_size_match,range_probe_error,url_resolution_status,local_path,actual_file_size,sha256,download_status,download_attempts
22189,DR4/scans/HAM-ST/S05639_y.fits,19280,103,415598400,9d3SHa1Q9a1QEa1Q,293349;294096,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL;POSITIVE_STRICT_RECURRENCE_CONTROL,2,DR4/scans/HAM-ST/S05639_y.fits,S05639_y.fits,DR4/scans/HAM-ST/S05639_y.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/103_19280/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-ST/S05639_y.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/415598400,2880,415598400,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/22189/S05639_y.fits,415598400,fa12c17effb01725cd81020e44fdd09a9c87906ca4e8c475694e57c8b0d396e2,COMPLETE,1
22202,DR4/scans/HAM-ST/S05652_y.fits,19294,103,415854720,lERdn9PdlEPdl9Pd,294096,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/HAM-ST/S05652_y.fits,S05652_y.fits,DR4/scans/HAM-ST/S05652_y.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/103_19294/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-ST/S05652_y.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/415854720,2880,415854720,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/22202/S05652_y.fits,415854720,a8abafc399826bec995d6fad7ed0fa7494b1bad5300a2b1e309a1fccc65f86e1,COMPLETE,1
27429,DR4/scans/HAM-HS/HS00360_x.fits,24940,104,1020948480,UGAjW95hUGAhU93h,293628,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/HAM-HS/HS00360_x.fits,HS00360_x.fits,DR4/scans/HAM-HS/HS00360_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/104_24940/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-HS/HS00360_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/1020948480,2880,1020948480,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/27429/HS00360_x.fits,1020948480,4aefb7c006c8a0f941e83f15a85cc01f1aa52a3c361fdeca09e23290d016c890,COMPLETE,1
27458,DR4/scans/HAM-HS/HS00422_x.fits,24966,104,1020948480,kUdAmRa6kRaAkRa3,293841,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/HAM-HS/HS00422_x.fits,HS00422_x.fits,DR4/scans/HAM-HS/HS00422_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/104_24966/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-HS/HS00422_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/1020948480,2880,1020948480,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/27458/HS00422_x.fits,1020948480,7dc4cc508ac602b30947b6c72ac29f7d1d3d27834f8d963842549c5215819ce4,COMPLETE,1
28118,DR4/scans/HAM-HS/HS01218_x.fits,25593,104,1020948480,YkQNYiOMYiOMYiOM,293628,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/HAM-HS/HS01218_x.fits,HS01218_x.fits,DR4/scans/HAM-HS/HS01218_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/104_25593/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-HS/HS01218_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/1020948480,2880,1020948480,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/28118/HS01218_x.fits,1020948480,51661f952f31c2652b9d66ed770be6b9b6f0e0d6e1b1538b00cd2c0bb8cfff76,COMPLETE,1
43261,DR4/scans/Tartu/plaat0947.fits,49486,301,79240320,j5D7k4D4j4D4j4D4,293964,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Tartu/plaat0947.fits,plaat0947.fits,DR4/scans/Tartu/plaat0947.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/301_49486/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Tartu/plaat0947.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/79240320,2880,79240320,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/43261/plaat0947.fits,79240320,abaa9c594b8152dc1cdf6c8eb04e7b1c9d032226a5745153c3a51501db30f576,COMPLETE,1
43262,DR4/scans/Tartu/plaat0948.fits,49487,301,79237440,9GOkA9Ok9GOkA9Ok,293614,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/Tartu/plaat0948.fits,plaat0948.fits,DR4/scans/Tartu/plaat0948.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/301_49487/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Tartu/plaat0948.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/79237440,2880,79237440,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/43262/plaat0948.fits,79237440,015c998c28cef9a009b2ea3bb5131d728fedeed8a3cbf9535999d6ff1ef25ac9,COMPLETE,1
60226,DR4/scans/Bamberg-South/011406_1964_h.fits,53425,206,176094720,jHagl9WZjEafj9WZ,293892,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/Bamberg-South/011406_1964_h.fits,011406_1964_h.fits,DR4/scans/Bamberg-South/011406_1964_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/206_53425/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-South/011406_1964_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/176094720,2880,176094720,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/60226/011406_1964_h.fits,176094720,0bcb73409069739da7822989abdd23ed2ceb93a88fd11e1730cdbb8bb8fe8531,COMPLETE,1
60247,DR4/scans/Bamberg-South/011465_1964_h.fits,53484,206,175919040,SJPkS9PiSGPiS9Pi,293349,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/Bamberg-South/011465_1964_h.fits,011465_1964_h.fits,DR4/scans/Bamberg-South/011465_1964_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/206_53484/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-South/011465_1964_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/175919040,2880,175919040,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/60247/011465_1964_h.fits,175919040,0d83abacb94ed1160b6d2677e8e10141c142f515ed8ee137d4c9072b385788e2,COMPLETE,1
60320,DR4/scans/Bamberg-South/011583_1965_h.fits,53602,206,175919040,MheeMZcbMfcbMZcb,294130,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/Bamberg-South/011583_1965_h.fits,011583_1965_h.fits,DR4/scans/Bamberg-South/011583_1965_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/206_53602/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-South/011583_1965_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/175919040,2880,175919040,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/60320/011583_1965_h.fits,175919040,01603013809f3cc02da9657e170ff002ff021a03d4e3f8e7a8c304112dbf1e00,COMPLETE,1
60328,DR4/scans/Bamberg-South/011591_1965_h.fits,53610,206,176094720,WCcMY9cJWCcJW9cJ,293614,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Bamberg-South/011591_1965_h.fits,011591_1965_h.fits,DR4/scans/Bamberg-South/011591_1965_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/206_53610/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-South/011591_1965_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/176094720,2880,176094720,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/60328/011591_1965_h.fits,176094720,769c6cc52c357be9d7bcd2c07deccfba4dbb88d16f38d0c19d66583775e6e369,COMPLETE,1
60366,DR4/scans/Bamberg-South/011634_1965_h.fits,53653,206,176094720,faUhiURZfZRffZRZ,293343,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Bamberg-South/011634_1965_h.fits,011634_1965_h.fits,DR4/scans/Bamberg-South/011634_1965_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/206_53653/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-South/011634_1965_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/176094720,2880,176094720,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/60366/011634_1965_h.fits,176094720,4cd79fe1a0c6f4f5ff53ecca8f316eb426afa0f51a47ee13ed63edee19a0db45,COMPLETE,1
60386,DR4/scans/Bamberg-South/011666_1965_h.fits,53685,206,176094720,9FnJDDmI9DmIADmI,294052,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Bamberg-South/011666_1965_h.fits,011666_1965_h.fits,DR4/scans/Bamberg-South/011666_1965_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/206_53685/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-South/011666_1965_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/176094720,2880,176094720,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/60386/011666_1965_h.fits,176094720,c2dd8bff6cff1f5b8260796657a32184b9b03147e34c024980b5d642772541b3,COMPLETE,1
73141,DR4/scans/HAM-SS/SS00265_x.fits,65025,111,138810240,9kbjAiaj4iaj9iaj,293903,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/HAM-SS/SS00265_x.fits,SS00265_x.fits,DR4/scans/HAM-SS/SS00265_x.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/111_65025/,True,False,True,https://www.plate-archive.org/files/DR4/scans/HAM-SS/SS00265_x.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/138810240,2880,138810240,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/73141/SS00265_x.fits,138810240,2f308f57665e474428261ec0cbbbf6f55bb11708f30080c5b335c023cc8b7692,COMPLETE,1
105353,DR4/scans/Bamberg-North/003481_1931_h.fits,80418,208,423414720,WNCKYLAHWLAHWLAH,293710,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Bamberg-North/003481_1931_h.fits,003481_1931_h.fits,DR4/scans/Bamberg-North/003481_1931_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_80418/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/003481_1931_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/423414720,2880,423414720,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/105353/003481_1931_h.fits,423414720,8622653f0028b4605fe83d396f7c63f84c511d58f67ad63d7d97afd049fff4d1,COMPLETE,1
105655,DR4/scans/Bamberg-North/003789_1931_h.fits,80726,208,174156480,4LWI5IVH4IVH4IVH,293470,POSITIVE_STRICT_RECURRENCE_CONTROL,1,DR4/scans/Bamberg-North/003789_1931_h.fits,003789_1931_h.fits,DR4/scans/Bamberg-North/003789_1931_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_80726/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/003789_1931_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/174156480,2880,174156480,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/105655/003789_1931_h.fits,174156480,0d5af9150af1dd38fb2abac164736a99c0986bfd477ff61a499c781d3cfa8865,COMPLETE,1
108559,DR4/scans/Bamberg-North/006804_1933_h.fits,83743,208,174444480,aO8AdL54aL59aL59,293328,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Bamberg-North/006804_1933_h.fits,006804_1933_h.fits,DR4/scans/Bamberg-North/006804_1933_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_83743/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/006804_1933_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/174444480,2880,174444480,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/108559/006804_1933_h.fits,174444480,c444c838a9b7c41c600d9773aaa2cea8f3a401235b181cbe5263e636717343ae,COMPLETE,1
111636,DR4/scans/Bamberg-North/009979_1938_h.fits,86917,208,408816000,iPfCjNd9iNdAiNd9,294130,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Bamberg-North/009979_1938_h.fits,009979_1938_h.fits,DR4/scans/Bamberg-North/009979_1938_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_86917/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/009979_1938_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/408816000,2880,408816000,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/111636/009979_1938_h.fits,408816000,85772b37af2b253c86f5a613eceb87c9906171ae08ddf35abfea0f67140674e1,COMPLETE,1
113642,DR4/scans/Bamberg-North/012160_1953_h.fits,89097,208,174444480,8KLaAJJY2JJa8JJY,292800;293118;293327;293328;293343;293349;293470;293565;293614;293628;293672;293710;293892;293903;293964;293985;293995;294052;294096;294130;294179,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,21,DR4/scans/Bamberg-North/012160_1953_h.fits,012160_1953_h.fits,DR4/scans/Bamberg-North/012160_1953_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_89097/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/012160_1953_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/174444480,2880,174444480,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/113642/012160_1953_h.fits,174444480,d900aec1efd1d4fa8efbcb24ceb9ede15fe369067466bbfc1a73fbf9481ae2e4,COMPLETE,1
114080,DR4/scans/Bamberg-North/012637_1953_h.fits,89544,208,174444480,T9miT9lhT9lhT9lh,293841;294166,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,2,DR4/scans/Bamberg-North/012637_1953_h.fits,012637_1953_h.fits,DR4/scans/Bamberg-North/012637_1953_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_89544/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/012637_1953_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/174444480,2880,174444480,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/114080/012637_1953_h.fits,174444480,e0fcd22380b5711de5c6cddf8cbfd0b78275529e42aa4a1f180797c4a34d785b,COMPLETE,1
114131,DR4/scans/Bamberg-North/012688_1953_h.fits,89595,208,174888000,SFRMUCPMSCPMSCPM,292800;293327;293328;293349;293628;293672;293710;293903;293964;293985;294052;294130;294179,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,13,DR4/scans/Bamberg-North/012688_1953_h.fits,012688_1953_h.fits,DR4/scans/Bamberg-North/012688_1953_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_89595/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/012688_1953_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/174888000,2880,174888000,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/114131/012688_1953_h.fits,174888000,47bf193e23f232242f21236d81e90c398ee40cdf4477e50495914fa0f0311063,COMPLETE,1
114694,DR4/scans/Bamberg-North/013251_1958_h.fits,90160,208,174444480,1eHe4cHc1cHc1cHc,293118;293343;293470;293565;293614;293841;293892;293995;294096;294166,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,10,DR4/scans/Bamberg-North/013251_1958_h.fits,013251_1958_h.fits,DR4/scans/Bamberg-North/013251_1958_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_90160/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/013251_1958_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/174444480,2880,174444480,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/114694/013251_1958_h.fits,174444480,6b660437f1a91ec581af4863380b5501f36780246b36d408d2d0bb0abb55abda,COMPLETE,1
116503,DR4/scans/Bamberg-North/015063_1959_h.fits,91972,208,174888000,9AabD9VZ9AZaC9ZY,293118,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,1,DR4/scans/Bamberg-North/015063_1959_h.fits,015063_1959_h.fits,DR4/scans/Bamberg-North/015063_1959_h.fits,FROZEN_REPOSITORY_RELATIVE_FILENAME_SCAN,https://www.plate-archive.org/objects/dr.4/plates/208_91972/,True,False,True,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/015063_1959_h.fits,DIRECT_FROM_FROZEN_DR4_SCAN_FILENAME_PLUS_RANGE_PROBE,True,206,bytes 0-2879/174888000,2880,174888000,True,,RESOLVED,work/pair17_pixel_followup_v079/scans/116503/015063_1959_h.fits,174888000,9989712eeecd24d1af26067333f06478e61bd1adff1240d506f0a13275bad026,COMPLETE,1
