v075_ordinal,pair_index,population,raw_match_row,raw_separation_arcsec,corrected_separation_arcsec,loo_corrected_sep_min_arcsec,loo_corrected_sep_max_arcsec,window_arcmin,common_same_gaia_refs,triage_class,a_endpoint,a_tile_id,a_candidate_index,a_gaia_source_id,a_gaia_epoch_ra_deg,a_gaia_epoch_dec_deg,a_gaia_separation_arcsec,a_gaia_strict_le3,a_gaia_diagnostic_le5,a_pm_incomplete_static_neighbor_within15,a_pm_incomplete_source_id,a_pm_incomplete_static_catalog_sep_arcsec,a_pm_incomplete_ref_epoch,b_endpoint,b_tile_id,b_candidate_index,b_gaia_source_id,b_gaia_epoch_ra_deg,b_gaia_epoch_dec_deg,b_gaia_separation_arcsec,b_gaia_strict_le3,b_gaia_diagnostic_le5,b_pm_incomplete_static_neighbor_within15,b_pm_incomplete_source_id,b_pm_incomplete_static_catalog_sep_arcsec,b_pm_incomplete_ref_epoch,same_gaia_source_id,candidate_disposition_changed,a_x,b_x,a_y,b_y,a_x_global,b_x_global,a_y_global,b_y_global,a_ra_deg,b_ra_deg,a_dec_deg,b_dec_deg,a_snr,b_snr,a_signal,b_signal,a_polarity,b_polarity,a_noise,b_noise,a_local_sigma,b_local_sigma,a_threshold,b_threshold,a_gaia_catalog_ra,a_gaia_catalog_dec,a_gaia_catalog_ref_epoch,a_gaia_catalog_pmra,a_gaia_catalog_pmdec,a_gaia_catalog_parallax,b_gaia_catalog_ra,b_gaia_catalog_dec,b_gaia_catalog_ref_epoch,b_gaia_catalog_pmra,b_gaia_catalog_pmdec,b_gaia_catalog_parallax
136,17,DIAGNOSTIC_179,292920,3.2657790691712107,1.4100122769299466,0.6870247604291198,3.08639740036395,10.0,8,SAME_GAIA_STRICT_BOTH_ENDPOINTS,APPLAUSE:14120,x07168-08192_y05120-06144,43,3336159488333613696,86.00007843969429,9.304861675929262,2.022217151196095,True,True,True,3336159488330896384,2.3235090743950986,2016.0,APPLAUSE:132654,x00000-01024_y04096-05120,128,3336159488333613696,86.00007843969429,9.304861675929262,2.611145193606372,True,True,True,3336159488330896384,2.0070724366635613,2016.0,True,False,,,,,,,,,86.00064338435685,86.00018501954445,9.304792984617569,9.305579327712303,18.64715742450434,10.555545043189204,16332.294934214371,10852.976101293214,-1,-1,,,,,,,,,,,,,,,,,,
137,17,PRIMARY_424,292923,3.2876156605640787,2.0051935009928656,1.7823372654134777,2.289291893650054,10.0,9,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x10240-11264_y03072-04096,79,3334503658182014080,85.22250309774765,8.028004920117098,1.311506790022075,True,True,False,,,,APPLAUSE:132654,x01024-02048_y03072-04096,154,3334503658182014080,85.22250309774765,8.028004920117098,3.1302170453288323,False,True,False,,,,True,False,,,,,,,,,85.22213561694886,85.2224696580605,8.028022573917283,8.028873794148977,27.604126587812047,16.599118322511462,25537.15621378649,18400.71574604691,-1,-1,,,,,,,,,,,,,,,,,,
138,17,DIAGNOSTIC_179,292924,3.2986394977989666,1.1289153221092674,1.0296160302077897,3.296597359185883,10.0,6,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x08192-09216_y00000-01024,545,3334848591298950016,84.08638299705495,8.828745301257133,1.6957088980930997,True,True,False,,,,APPLAUSE:132654,x02048-03072_y04096-05120,36,3334848591298950016,84.08638299705495,8.828745301257133,3.199747763227791,False,True,False,,,,True,False,,,,,,,,,84.08591359934336,84.08635400729182,8.828827311366844,8.829633658332334,17.014733060452993,11.04516422193954,15547.477938954233,12560.0324195772,-1,-1,,,,,,,,,,,,,,,,,,
139,17,PRIMARY_424,292925,3.306859398803669,1.3582486301707688,1.3592263405864913,2.1071090742411145,10.0,10,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x08192-09216_y03072-04096,34,3336134989840128896,85.11662455894698,8.984119274643133,1.9727143269998617,True,True,False,,,,APPLAUSE:132654,x01024-02048_y04096-05120,77,3336134989840128896,85.11662455894698,8.984119274643133,3.624014655598781,False,True,False,,,,True,False,,,,,,,,,85.11614972374296,85.11672991018722,8.984402661181504,8.985120552716086,9.7456807796081,6.709065228115557,8846.031510401459,7349.415494426823,-1,-1,,,,,,,,,,,,,,,,,,
140,17,PRIMARY_424,292926,3.310441012070691,1.5840528638769429,0.9428075357423654,2.3408934268394628,10.0,6,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x04096-05120_y04096-05120,96,3336583998603315968,85.82573971204623,10.523505997503158,0.37598332767146586,True,True,True,3336583934181306880,8.550062361643075,2016.0,APPLAUSE:132654,x00000-01024_y05120-06144,177,3336583998603315968,85.82573971204623,10.523505997503158,3.0991553150390834,False,True,True,3336583934181306880,5.71505204686183,2016.0,True,False,,,,,,,,,85.82565113005342,85.82570707239437,10.523563639943976,10.522645719353596,21.42554819785565,10.794631581985524,17540.50934265469,11026.701122958071,-1,-1,,,,,,,,,,,,,,,,,,
141,17,PRIMARY_424,292930,3.3288193455927706,1.2471371055467775,1.0872808338871673,2.3423403847531254,10.0,5,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x07168-08192_y02048-03072,93,3336402544824958720,84.89864348376932,9.49674548587817,1.2647528633398768,True,True,False,,,,APPLAUSE:132654,x01024-02048_y04096-05120,232,3336402544824958720,84.89864348376932,9.49674548587817,4.382122794684062,False,True,False,,,,True,False,,,,,,,,,84.89854888332088,84.8989276583334,9.497084189720786,9.497930034907045,18.001335417391328,10.655876365380257,16112.577747887712,11672.932100619804,-1,-1,,,,,,,,,,,,,,,,,,
142,17,PRIMARY_424,292931,3.3312168849001016,2.5591683908013025,2.13275505190849,2.7837537521895155,10.0,5,SAME_GAIA_STRICT_BOTH_ENDPOINTS,APPLAUSE:14120,x15360-16384_y01024-02048,110,3332901154342673024,84.53396924249996,6.1101763594163865,1.5983968742539323,True,True,True,3332901150048272384,12.42119392602945,2016.0,APPLAUSE:132654,x02048-03072_y01024-02048,256,3332901154342673024,84.53396924249996,6.1101763594163865,2.0881619328267114,True,True,True,3332901150048272384,11.723194434845269,2016.0,True,False,,,,,,,,,84.53441550126406,84.53362004974981,6.110160719829323,6.110641007876725,20.770858810104286,13.598587082020988,20889.794756575702,15422.781140360552,-1,-1,,,,,,,,,,,,,,,,,,
143,17,PRIMARY_424,292938,3.362960751340074,2.104300971656276,2.1166356590553073,2.750804307172363,10.0,9,SAME_GAIA_STRICT_BOTH_ENDPOINTS,APPLAUSE:14120,x10240-11264_y01024-02048,77,3334488776117326976,84.45734321066979,8.279907439263033,0.40558556076460556,True,True,False,,,,APPLAUSE:132654,x02048-03072_y03072-04096,256,3334488776117326976,84.45734321066979,8.279907439263033,2.9584518738556063,True,True,False,,,,True,False,,,,,,,,,84.45735082667599,84.45735215191459,8.279795028972787,8.28072918381652,11.369276453545192,6.951595601300669,10841.55382228507,7881.888519293017,-1,-1,,,,,,,,,,,,,,,,,,
144,17,DIAGNOSTIC_179,292940,3.3667513173931694,2.7017546210868675,2.0533108533770656,3.3746569889432387,20.0,14,SAME_GAIA_STRICT_BOTH_ENDPOINTS,APPLAUSE:14120,x16384-17168_y00000-01024,873,3332982655642453248,84.09752810991817,5.771881960284082,1.8859491231827976,True,True,False,,,,APPLAUSE:132654,x02048-03072_y01024-02048,170,3332982655642453248,84.09752810991817,5.771881960284082,1.7224404284818275,True,True,False,,,,True,False,,,,,,,,,84.09767238714295,84.09711974477197,5.772385785047199,5.771629286014058,5.814124123137107,10.7210846965239,4130.788303869449,12159.27374398835,-1,-1,,,,,,,,,,,,,,,,,,
145,17,PRIMARY_424,292941,3.3839288851045253,0.47223037894753206,0.44735687442283595,0.8167785399313602,10.0,13,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x07168-08192_y01024-02048,12,3337915885141623552,84.20924700072547,9.510763846123755,1.774210339647461,True,True,False,,,,APPLAUSE:132654,x02048-03072_y04096-05120,256,3337915885141623552,84.20924700072547,9.510763846123755,4.081526841549891,False,True,False,,,,True,False,,,,,,,,,84.20879174951497,84.20902992810822,9.510967051441286,9.511877206836738,4.097754259551243,6.4765858253724975,3781.4239797061273,7364.863600060469,-1,-1,,,,,,,,,,,,,,,,,,
146,17,PRIMARY_424,292945,3.412600537777933,2.112507029012014,1.5602378019828056,2.724387738255977,20.0,11,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x14336-15360_y00000-01024,213,3333067043159628672,83.85406657067776,6.356389885605802,3.9009938616878164,False,True,False,,,,APPLAUSE:132654,x02048-03072_y02048-03072,28,3333067043159628672,83.85406657067776,6.356389885605802,1.8314728717685882,True,True,False,,,,True,False,,,,,,,,,83.85308367399558,83.85364910577675,6.356858890820608,6.3560954743110365,7.27151174006149,10.978703549255677,7020.6906039776,12407.039481859048,-1,-1,,,,,,,,,,,,,,,,,,
147,17,PRIMARY_424,292947,3.4187368369128066,2.4324602993679703,1.5354557493626453,2.952475958859468,10.0,11,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x06144-07168_y00000-01024,487,3337940834609260416,84.0174404115197,9.831966076738873,1.8395667300155336,True,True,False,,,,APPLAUSE:132654,x02048-03072_y04096-05120,355,3337940834609260416,84.0174404115197,9.831966076738873,3.192767188605685,False,True,False,,,,True,False,,,,,,,,,84.01742264623326,84.01832330098318,9.831455385881425,9.831793477271418,31.493487364898133,14.890541048455386,27472.165227508733,16932.811007205004,-1,-1,,,,,,,,,,,,,,,,,,
148,17,PRIMARY_424,292949,3.426663335899953,2.18545897682584,1.8284781921224926,2.6007272398229873,20.0,14,SAME_GAIA_STRICT_BOTH_ENDPOINTS,APPLAUSE:14120,x15360-16384_y01024-02048,6,3332991035122121472,84.21374195732199,5.939473998440312,1.389703557488699,True,True,False,,,,APPLAUSE:132654,x02048-03072_y01024-02048,219,3332991035122121472,84.21374195732199,5.939473998440312,2.2739282151637767,True,True,False,,,,True,False,,,,,,,,,84.21391503066353,84.21314810529358,5.939819519187113,5.939250182938737,6.300269746404971,7.746503229026011,6336.345700325055,8785.664509390248,-1,-1,,,,,,,,,,,,,,,,,,
149,17,PRIMARY_424,292952,3.4372094412259013,2.0408162041608575,1.5261867629273957,2.372459796173779,10.0,9,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x10240-11264_y00000-01024,523,3334452599610179200,84.15055620434687,7.959054911873382,0.84968179796033,True,True,False,,,,APPLAUSE:132654,x02048-03072_y03072-04096,132,3334452599610179200,84.15055620434687,7.959054911873382,4.1870071985838,False,True,False,,,,True,False,,,,,,,,,84.15068263816843,84.15069628408298,7.959254981127429,7.960209665877834,25.933663211902,16.870361775409574,24417.0860788848,19128.027350877725,-1,-1,,,,,,,,,,,,,,,,,,
150,17,PRIMARY_424,292953,3.4404612263496843,1.2477626580200463,0.950526209422856,1.5229921606974877,10.0,13,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x06144-07168_y03072-04096,26,3336429487157459840,85.11158361109153,9.690614389526074,1.8972895670150836,True,True,False,,,,APPLAUSE:132654,x01024-02048_y04096-05120,297,3336429487157459840,85.11158361109153,9.690614389526074,3.748198883472895,False,True,False,,,,True,False,,,,,,,,,85.11105566535095,85.11130964297726,9.69069761276766,9.691619922122568,16.221880698883478,13.68369974442937,13953.137971036256,14989.74767771648,-1,-1,,,,,,,,,,,,,,,,,,
151,17,PRIMARY_424,292955,3.455367999736765,1.5398410812177017,1.1191629565175802,1.760056118385939,10.0,9,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x07168-08192_y03072-04096,26,3336356330976853376,85.08156285841457,9.499424504085113,1.7229551103473957,True,True,False,,,,APPLAUSE:132654,x01024-02048_y04096-05120,231,3336356330976853376,85.08156285841457,9.499424504085113,3.872444250504823,False,True,False,,,,True,False,,,,,,,,,85.08115483082202,85.08167552916083,9.499683550283692,9.500494427603083,31.937587822245103,17.056285692447844,28424.744593630152,18684.2318688644,-1,-1,,,,,,,,,,,,,,,,,,
152,17,PRIMARY_424,292956,3.4601328339482147,1.4106637904264039,1.2848923275162518,2.509997380542709,10.0,9,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x08192-09216_y00000-01024,488,3334849798185907584,83.94756959908757,8.81016110707162,2.7848208156907366,True,True,False,,,,APPLAUSE:132654,x02048-03072_y04096-05120,32,3334849798185907584,83.94756959908757,8.81016110707162,4.4854405267596755,False,True,False,,,,True,False,,,,,,,,,83.94683368971835,83.94714661144681,8.810424809687026,8.811334855234563,16.677704617316028,13.94296525597948,15239.512937925145,15855.273142275548,-1,-1,,,,,,,,,,,,,,,,,,
153,17,DIAGNOSTIC_179,292958,3.472872037976285,2.510707526760081,1.8843507278226657,3.164567920694665,10.0,9,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x06144-07168_y01024-02048,50,3339426034300423680,84.36865601241918,9.783630206129095,1.2099529045027322,True,True,True,3339426034300423680,11.637373646695796,2016.0,APPLAUSE:132654,x02048-03072_y04096-05120,340,3339426034300423680,84.36865601241918,9.783630206129095,4.5623063758424935,False,True,False,,,,True,False,,,,,,,,,84.36864450781535,84.36812904953776,9.783966112888749,9.78478623266718,30.06639859850161,16.761903371188232,26552.121235242383,19060.83472600241,-1,-1,,,,,,,84.36864676151265,9.7834717222212,2016.0,-0.5286572827872711,-9.190468363297756,,84.36864676151265,9.7834717222212,2016.0,-0.5286572827872711,-9.190468363297756,
154,17,DIAGNOSTIC_179,292963,3.5018103856459435,1.8106164581559,1.2773638398107712,4.213935138461371,5.0,5,SAME_GAIA_STRICT_BOTH_ENDPOINTS,APPLAUSE:14120,x06144-07168_y00000-01024,409,3337992477296664832,83.84835118186734,9.965892005944607,1.5239460414353445,True,True,False,,,,APPLAUSE:132654,x02048-03072_y05120-06144,3,3337992477296664832,83.84835118186734,9.965892005944607,2.0199198794804434,True,True,False,,,,True,False,,,,,,,,,83.84798503258963,83.84890458193627,9.965670311671252,9.96602520336802,16.622268177958883,14.529656090096342,14499.813645592563,15890.334818422052,-1,-1,,,,,,,,,,,,,,,,,,
155,17,DIAGNOSTIC_179,292966,3.509342882685269,2.828922851949552,2.581066623867698,3.0827585171555683,10.0,8,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x05120-06144_y03072-04096,96,3336561634711373056,85.40574491287597,10.272611104235471,3.353082290147964,False,True,True,3336561669069576192,14.527100843824483,2016.0,APPLAUSE:132654,x01024-02048_y05120-06144,107,3336561634711373056,85.40574491287597,10.272611104235471,1.0235461351853914,True,True,True,3336561669069576192,14.294374208363338,2016.0,True,False,,,,,,,,,85.40484328188504,85.40565791413417,10.27289472966122,10.272339979074378,18.678771166784195,12.144766765745516,15669.958627587092,13020.128374927928,-1,-1,,,,,,,,,,,,,,,,,,
156,17,DIAGNOSTIC_179,292967,3.5101862575016045,2.6710960396497314,1.7701953546171425,3.0043332324410175,10.0,7,SAME_GAIA_STRICT_BOTH_ENDPOINTS,APPLAUSE:14120,x08192-09216_y03072-04096,9,3336324513860538112,85.03667934710745,9.093223083920106,1.512288769912965,True,True,True,3336324518156225024,7.330016107505077,2016.0,APPLAUSE:132654,x01024-02048_y04096-05120,107,3336324513860538112,85.03667934710745,9.093223083920106,2.929926396104629,True,True,True,3336324518156225024,6.778092490881165,2016.0,True,False,,,,,,,,,85.03631018432812,85.03639224240675,9.09301430161361,9.09398598085991,17.794843077264773,13.831848184464585,16152.154594834108,15152.03622368368,-1,-1,,,,,,,,,,,,,,,,,,
157,17,PRIMARY_424,292969,3.51623774187459,1.8836466332682051,1.4789853463580918,2.198859279382845,20.0,18,SAME_GAIA_STRICT_BOTH_ENDPOINTS,APPLAUSE:14120,x14336-15360_y00000-01024,271,3333183866270097408,83.96191727601374,6.634315953894992,1.8682830733567133,True,True,False,,,,APPLAUSE:132654,x02048-03072_y02048-03072,84,3333183866270097408,83.96191727601374,6.634315953894992,2.669005057776405,True,True,False,,,,True,False,,,,,,,,,83.96140900091535,83.96187458293274,6.634436087390518,6.633575777433135,6.80699211375888,8.377191689257725,6572.1939649942,9467.069364740124,-1,-1,,,,,,,83.96199366660547,6.634294232321613,2016.0,4.400220308194951,-1.2596325338918466,,83.96199366660547,6.634294232321613,2016.0,4.400220308194951,-1.2596325338918466,
158,17,PRIMARY_424,292970,3.518045971169097,2.2372756138855583,1.1316329482612633,2.4683987360849877,10.0,7,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x09216-10240_y01024-02048,61,3334587392864063744,84.45831126766538,8.400841449413766,0.35986710082519097,True,True,False,,,,APPLAUSE:132654,x02048-03072_y03072-04096,289,3334587392864063744,84.45831126766538,8.400841449413766,3.424245247429854,False,True,False,,,,True,False,,,,,,,,,84.45841184025669,84.4580177156418,8.400851127662325,8.401747213543656,7.302066032931342,8.192557160420279,6887.069036921926,9288.920980139665,-1,-1,,,,,,,,,,,,,,,,,,
159,17,PRIMARY_424,292971,3.535886291419581,1.730442680666892,1.4655358317521558,1.987242579199891,20.0,14,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x13312-14336_y02048-03072,9,3333203382601965568,84.6531276360997,6.885257752923762,1.6630603418217047,True,True,False,,,,APPLAUSE:132654,x01024-02048_y02048-03072,114,3333203382601965568,84.6531276360997,6.885257752923762,3.355303678204658,False,True,False,,,,True,False,,,,,,,,,84.65321147394312,84.65223587932911,6.884803351801624,6.884966418488364,5.8553838390870805,11.430771105894337,5544.716261776812,12489.466292909008,-1,-1,,,,,,,84.65324509431588,6.885130342374842,2016.0,6.762269720733623,-7.388527739800672,,84.65324509431588,6.885130342374842,2016.0,6.762269720733623,-7.388527739800672,
160,17,PRIMARY_424,292974,3.539910615075727,0.9515361342570801,0.4494263833610313,1.4073301764742392,10.0,8,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x11264-12288_y00000-01024,410,3334427345202569984,83.93134415984619,7.568001979588478,3.787799800566827,False,True,False,,,,APPLAUSE:132654,x02048-03072_y03072-04096,29,3334427345202569984,83.93134415984619,7.568001979588478,4.515960320265173,False,True,False,,,,True,False,,,,,,,,,83.93028337278251,83.93055612381889,7.568038090219893,7.568983496510678,7.947492639856559,15.629466775393428,7515.987796817681,17721.070356364784,-1,-1,,,,,,,,,,,,,,,,,,
161,17,DIAGNOSTIC_179,292979,3.576956549745155,2.971050686227103,2.6229763125260326,3.1412883009697077,10.0,11,SAME_GAIA_STRICT_BOTH_ENDPOINTS,APPLAUSE:14120,x05120-06144_y02048-03072,66,3339463172880698624,84.89147345644761,10.067138361634502,0.8891292221085948,True,True,False,,,,APPLAUSE:132654,x01024-02048_y05120-06144,32,3339463172880698624,84.89147345644761,10.067138361634502,2.696267416455839,True,True,False,,,,True,False,,,,,,,,,84.89152122512448,84.89121221916403,10.067380822284504,10.066434951338689,16.29907203176387,11.552466008719774,13805.615320181329,12385.136197491182,-1,-1,,,,,,,,,,,,,,,,,,
162,17,PRIMARY_424,292982,3.592924520991866,2.3504172247257307,2.185694820983516,2.7364807844511416,20.0,13,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x15360-16384_y02048-03072,25,3332883523500524032,84.73594231604945,5.955535900555053,1.1224853867833255,True,True,False,,,,APPLAUSE:132654,x01024-02048_y01024-02048,218,3332883523500524032,84.73594231604945,5.955535900555053,3.2918054984001923,False,True,False,,,,True,False,,,,,,,,,84.73617026569578,84.73524145340537,5.95574995320127,5.956127669079071,27.85319779525763,17.341692048969072,27069.532000244188,19136.817398795647,-1,-1,,,,,,,84.73592006679863,5.955370383302316,2016.0,-1.2832684136859336,-9.598331451983494,,84.73592006679863,5.955370383302316,2016.0,-1.2832684136859336,-9.598331451983494,
163,17,PRIMARY_424,292984,3.6027047824536957,1.0718762381757456,0.9448807289465455,1.8823042746988254,20.0,9,DIFFERENT_GAIA_SOURCES,APPLAUSE:14120,x15360-16384_y03072-04096,81,3332868134634136320,85.43991696495489,6.1175218264597575,2.3875905764394667,True,True,False,,,,APPLAUSE:132654,x01024-02048_y01024-02048,256,3332868203353198976,85.43833449631883,6.11851481894367,2.6690330792165424,True,True,False,,,,False,False,,,,,,,,,85.43926998947845,85.4383532987403,6.117360468045909,6.117773656617225,25.193795049489964,14.128586589057424,24061.683725155133,15591.107309158928,-1,-1,,,,,,,,,,,,,,,,,,
164,17,PRIMARY_424,292986,3.621109470745692,1.5609101211584155,1.6828456193610724,2.490461222126034,10.0,7,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x11264-12288_y00000-01024,434,3334430712456904704,83.96867747606716,7.683526445530897,3.481691741397308,False,True,False,,,,APPLAUSE:132654,x02048-03072_y03072-04096,62,3334430712456904704,83.96867747606716,7.683526445530897,4.161489063103108,False,True,False,,,,True,False,,,,,,,,,83.96770167413884,83.96803386601627,7.683540053681597,7.684490518472376,5.364810693706239,4.444502872839307,5073.531179370912,5039.285680087967,-1,-1,,,,,,,83.96869500975215,7.683472271404522,2016.0,1.0076479574178894,-3.141553007105068,,83.96869500975215,7.683472271404522,2016.0,1.0076479574178894,-3.141553007105068,
165,17,PRIMARY_424,292987,3.6300564258343937,2.529798950619976,2.077414863206264,2.5968513053708797,20.0,17,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x14336-15360_y02048-03072,15,3333148711961240064,84.68698273934041,6.650418419739391,2.0157107577058437,True,True,True,3333148716257529344,12.533359752607364,2016.0,APPLAUSE:132654,x01024-02048_y02048-03072,73,3333148711961240064,84.68698273934041,6.650418419739391,4.919586006891706,False,True,True,3333148716257529344,9.030188366937955,2016.0,True,False,,,,,,,,,84.68704652070504,84.68621395106882,6.65097474385704,6.651551714278392,4.288531045765836,6.639864778559213,4066.57432482333,7254.835791307778,-1,-1,,,,,,,84.68711709888312,6.650064331274748,2016.0,7.739071346527858,-20.53356103717517,,84.68711709888312,6.650064331274748,2016.0,7.739071346527858,-20.53356103717517,
166,17,DIAGNOSTIC_179,292988,3.643871147927397,2.382001515538643,1.3867325508778874,3.428528684330582,20.0,12,SAME_GAIA_STRICT_BOTH_ENDPOINTS,APPLAUSE:14120,x13312-14336_y02048-03072,12,3333586283229347968,84.66577834746573,7.083602900554008,1.9130123560075412,True,True,False,,,,APPLAUSE:132654,x01024-02048_y02048-03072,162,3333586283229347968,84.66577834746573,7.083602900554008,2.0039193945864833,True,True,False,,,,True,False,,,,,,,,,84.66585927999623,84.6653378671507,7.083077612703967,7.083947546213589,4.439491329654094,9.20505939261936,4203.946392929909,10057.61360658005,-1,-1,,,,,,,,,,,,,,,,,,
167,17,PRIMARY_424,292989,3.65862877125578,2.2198383089178955,2.059836469738092,2.6086726757531435,20.0,31,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x06144-07168_y02048-03072,11,3336426115605469952,84.64016004425706,9.791659539714933,0.6278373854920833,True,True,False,,,,APPLAUSE:132654,x01024-02048_y04096-05120,325,3336426115605469952,84.64016004425706,9.791659539714933,3.302938925259009,False,True,False,,,,True,False,,,,,,,,,84.64031013778698,84.64019031135537,9.791567135169249,9.792576537817515,5.046870406032649,8.955512202463087,4389.351138529135,9810.275784097212,-1,-1,,,,,,,,,,,,,,,,,,
168,17,PRIMARY_424,292991,3.6710135770243095,1.5193446505685801,1.423224083759651,2.07194753047859,20.0,13,ONE_ENDPOINT_GAIA_ONLY,APPLAUSE:14120,x13312-14336_y03072-04096,89,3333548453157406720,85.41190084681713,7.030883093165121,2.8101333564946085,True,True,False,,,,APPLAUSE:132654,x01024-02048_y02048-03072,154,3333548453157406720,85.41190084681713,7.030883093165121,6.338391185113119,False,False,False,,,,True,False,,,,,,,,,85.41111810222635,85.410227592038,7.030959353372276,7.031467994029563,9.533645676000408,5.4911118182907,8872.79750661231,5999.687626477957,-1,-1,,,,,,,85.41192604820654,7.0304429908645485,2016.0,1.450436968855251,-25.521495064455543,,85.41192604820654,7.0304429908645485,2016.0,1.450436968855251,-25.521495064455543,
169,17,PRIMARY_424,292993,3.688692520762673,0.9441676805819943,0.7177506029140774,1.8435846853386006,10.0,6,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x12288-13312_y02048-03072,0,3334364913558254208,84.61412276111665,7.484788824328515,1.176810043534077,True,True,False,,,,APPLAUSE:132654,x01024-02048_y03072-04096,2,3334364913558254208,84.61412276111665,7.484788824328515,3.3688027086259584,False,True,False,,,,True,False,,,,,,,,,84.6144493873418,84.61414765726288,7.484744285121061,7.485724277244535,30.89942917799609,16.924889993265996,29451.95868715883,18761.845282881368,-1,-1,,,,,,,,,,,,,,,,,,
170,17,PRIMARY_424,292994,3.689713197190759,0.476316961477702,1.2055409840169493,1.751860334891263,10.0,8,SAME_GAIA_STRICT_BOTH_ENDPOINTS,APPLAUSE:14120,x04096-05120_y03072-04096,54,3339570860597634176,85.33825658447104,10.438404774892675,2.456773010227382,True,True,False,,,,APPLAUSE:132654,x01024-02048_y05120-06144,182,3339570860597634176,85.33825658447104,10.438404774892675,2.4981291313934886,True,True,False,,,,True,False,,,,,,,,,85.33760873412594,85.33807706066838,10.438649290074276,10.437733685749905,4.016303858097576,4.887389345778291,3301.2627216304063,5239.659017558919,-1,-1,,,,,,,,,,,,,,,,,,
171,17,DIAGNOSTIC_179,292996,3.6984035069929697,2.782182508524631,2.4463165581854183,3.933939640597157,10.0,9,SAME_GAIA_STRICT_BOTH_ENDPOINTS,APPLAUSE:14120,x07168-08192_y00000-01024,477,3337908295937114112,84.03201279754686,9.429085428797242,2.923238093098335,True,True,False,,,,APPLAUSE:132654,x02048-03072_y04096-05120,232,3337908295937114112,84.03201279754686,9.429085428797242,1.5028677453561639,True,True,False,,,,True,False,,,,,,,,,84.03121669958554,84.03224832962836,9.42929182532502,9.429432256107614,5.566384388676245,8.03046984643475,4906.129007855616,9131.86618043294,-1,-1,,,,,,,84.03203955617565,9.42891699951046,2016.0,1.530765371082134,-9.767200091695102,,84.03203955617565,9.42891699951046,2016.0,1.530765371082134,-9.767200091695102,
172,17,PRIMARY_424,293004,3.730166165484357,2.169936114243298,1.9036275557561158,2.4062891973346936,10.0,9,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x05120-06144_y02048-03072,38,3339487984908437376,84.7978607066813,10.419270187736382,0.5718506725831335,True,True,True,3339487984908839936,6.507726170097302,2016.0,APPLAUSE:132654,x01024-02048_y05120-06144,177,3339487984908437376,84.7978607066813,10.419270187736382,3.375678203766669,False,True,True,3339487984908839936,2.8187405876374263,2016.0,True,False,,,,,,,,,84.79790370402644,84.79847313166741,10.41942330271205,10.418551535223749,28.00960174528572,16.968736414193184,23724.650471714434,18191.796576634148,-1,-1,,,,,,,,,,,,,,,,,,
173,17,PRIMARY_424,293006,3.740212973742594,1.7728072362764613,0.9271445378667156,2.9603241540563268,10.0,12,SAME_GAIA_DIAGNOSTIC_ONLY,APPLAUSE:14120,x06144-07168_y05120-06144,5,3336492502918056704,85.85153195693671,10.003270689672913,0.7990689478815035,True,True,False,,,,APPLAUSE:132654,x00000-01024_y05120-06144,5,3336492502918056704,85.85153195693671,10.003270689672913,3.0225329796663916,False,True,False,,,,True,False,,,,,,,,,85.85154343051462,85.8510781941949,10.00349236548896,10.002559896328847,33.27619983336898,17.902467491454935,28502.88170886894,18287.34560252927,-1,-1,,,,,,,,,,,,,,,,,,
