priority_rank,dasch_plate_id,poss_exposure_id,detected_in,ra_deg,dec_deg,peak_snr,polarity,nearest_other_arcsec,status
1,bi05397,POSS-I:266:E,POSS,260.00337991998185,-6.187580386145148,42.45805522820925,1,20.157188115227218,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.91444103775484,-6.128178069384587,42.23906820590668,1,67.05946658579587,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.87716964386226,-6.279406513602381,42.18145720423004,1,58.06461837698125,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.0510008318651,-6.24514492978089,42.002262775736575,1,30.176730392034738,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.00350032687425,-6.250414563708541,41.94893637058099,1,95.48026251387735,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.8515415885982,-6.297390720950903,41.782987611742364,1,25.49473812872546,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.03304754998527,-6.296196371086523,41.7300994341397,1,101.87375514155381,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.9798239814387,-6.038797120594645,41.677214045064595,1,13.605346736686023,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.104936762914,-6.137813823680414,41.554432783878674,1,56.455275151045754,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.9895052181405,-6.135632651959628,41.20673975427795,1,92.7669619754158,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.8836467277451,-6.17593414933419,40.96349481363908,1,39.8256482602143,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.8698076338651,-6.138156396502683,40.88483323091805,1,61.22053586119189,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.92797305282045,-6.259025561450359,40.83649652744375,1,94.63023015488984,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.8593504711081,-6.133917303621878,40.737647278053174,1,30.977656612594927,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.84415874486257,-6.139132428539416,40.38449510605224,1,30.801670052477448,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.0725830600089,-6.111883024692257,40.3770816977326,1,26.501820545789904,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.9806384394134,-6.220212000072408,40.292063218592354,1,84.76590798274933,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.8017188100805,-6.032410495069658,40.244449296308666,1,118.53130394958067,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.8135496017091,-6.005468349126557,40.14303998733294,1,95.44889931357294,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.03109962901186,-6.030689346243272,40.105643338083794,1,53.29806907420328,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.0513043536104,-6.159633134464058,40.069748257197624,1,78.26207833954663,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.86231271311686,-6.201944835472045,40.030352553263796,1,36.596405622552304,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.0706281949959,-6.084957292407468,40.021311449850764,1,67.52397246684629,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.10613798414704,-6.031513704606421,39.94484039804674,1,126.68388731306761,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.0168217406376,-6.25984335262629,39.81019195453528,1,108.85387121016181,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.85630133985006,-6.012504692396854,39.734614600537,1,16.26619355374052,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.08287681444966,-6.266353445314668,39.72601123429186,1,39.84878240404383,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.0570513647516,-6.18277349623394,39.53687744607484,1,89.48557507253547,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.96542274803204,-6.21314719145558,39.41726271337589,1,120.09795798897446,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.04691404502216,-6.1020026888533865,39.19938107605034,1,69.499571015785,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.9046032949134,-6.2075606472784335,38.948164520570494,1,80.50175738554927,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.82688923282853,-6.032381903399077,38.88280183352752,1,40.92768070350266,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.9070964362669,-6.001574644706921,38.810821069347874,1,65.08894987494934,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.98315139134525,-6.293436459048233,38.771873536176436,1,85.25582902446762,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.85516973968384,-6.19155987837566,38.6928949314556,1,20.163214534647032,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.9560127079657,-6.26323900322047,38.64571158899515,1,50.891796846405875,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,260.0055376221001,-6.074192160655725,38.589262512899396,1,111.52921968465044,unvetted_single-image_peak
1,bi05397,POSS-I:266:E,POSS,259.85343728084194,-6.003531878934269,38.45998644259563,1,50.12349103928369,unvetted_single-image_peak
