exposure_a,archive_a,site_a,start_a_utc,exposure_b,archive_b,site_b,start_b_utc,exposure_c,archive_c,site_c,start_c_utc,classification,validation_needed
APPLAUSE:12424,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T22:13:00+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139001,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T18:30:30+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12422,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T22:03:01+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139005,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T21:04:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12406,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T20:43:14+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139005,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T21:04:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12415,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T21:28:07+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139005,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T21:04:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12420,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T21:53:03+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139005,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T21:04:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12411,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T21:08:10+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139005,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T21:04:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12425,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T22:17:59+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139005,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T21:04:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12422,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T22:03:01+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139006,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T21:49:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12422,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T22:03:01+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139001,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T18:30:30+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12406,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T20:43:14+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139006,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T21:49:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12406,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T20:43:14+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139001,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T18:30:30+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12415,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T21:28:07+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139001,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T18:30:30+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12420,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T21:53:03+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139001,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T18:30:30+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12411,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T21:08:10+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139001,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T18:30:30+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12425,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T22:17:59+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139001,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T18:30:30+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12415,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T21:28:07+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139006,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T21:49:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12420,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T21:53:03+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139006,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T21:49:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12411,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T21:08:10+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139006,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T21:49:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12425,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T22:17:59+00:00,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-09-01T19:54:00+00:00,APPLAUSE:139006,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T21:49:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12585,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:27:09+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12592,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T22:02:04+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12582,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:12:12+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12596,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T22:27:00+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12567,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T19:57:24+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12577,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:47:16+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12589,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:47:06+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12595,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T22:22:00+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12581,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:07:12+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12568,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:02:23+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
