exposure_a,archive_a,site_a,start_a_utc,exposure_b,archive_b,site_b,start_b_utc,exposure_c,archive_c,site_c,start_c_utc,classification,validation_needed
APPLAUSE:12588,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:42:07+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12586,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:32:08+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12583,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:17:11+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12576,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:42:17+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12573,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:27:19+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12590,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:52:05+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12578,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:52:15+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12594,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T22:17:01+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12572,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:22:20+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12587,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:37:08+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12569,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:07:22+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12575,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:37:17+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12574,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:32:18+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12566,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T19:47:25+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12597,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T22:31:59+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12565,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T19:42:26+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12598,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T22:36:58+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12571,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:17:21+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12570,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:12:21+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12579,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:57:14+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12580,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:02:13+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12593,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T22:07:03+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12584,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:22:10+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12591,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:57:04+00:00,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12585,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:27:09+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12592,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T22:02:04+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12582,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:12:12+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12596,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T22:27:00+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12567,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T19:57:24+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12577,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:47:16+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12589,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:47:06+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12595,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T22:22:00+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12581,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:07:12+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12568,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:02:23+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12588,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:42:07+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12586,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:32:08+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12583,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:17:11+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12576,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:42:17+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12573,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:27:19+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12590,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:52:05+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12578,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:52:15+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12594,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T22:17:01+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12572,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:22:20+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12587,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:37:08+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12569,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:07:22+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12575,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:37:17+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12574,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:32:18+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12566,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T19:47:25+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12597,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T22:31:59+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12565,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T19:42:26+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12598,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T22:36:58+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12571,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:17:21+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12570,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:12:21+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12579,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:57:14+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12580,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:02:13+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12593,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T22:07:03+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12584,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:22:10+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:12591,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T21:57:04+00:00,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/ac42138,Harvard DASCH,DASCH historical observing site unresolved,1951-09-20T01:17:38.399990343+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:131872,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-11-27T22:00:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05501,Harvard DASCH,DASCH historical observing site unresolved,1951-11-27T18:02:50.799985739+00:00,POSS-I:435:E,POSS-I Palomar,Palomar Observatory,1951-11-28T00:10:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:131873,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-11-27T22:00:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05501,Harvard DASCH,DASCH historical observing site unresolved,1951-11-27T18:02:50.799985739+00:00,POSS-I:435:E,POSS-I Palomar,Palomar Observatory,1951-11-28T00:10:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:131875,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-11-27T23:57:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05501,Harvard DASCH,DASCH historical observing site unresolved,1951-11-27T18:02:50.799985739+00:00,POSS-I:435:E,POSS-I Palomar,Palomar Observatory,1951-11-28T00:10:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
APPLAUSE:131874,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1951-11-27T22:58:00+00:00,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05501,Harvard DASCH,DASCH historical observing site unresolved,1951-11-27T18:02:50.799985739+00:00,POSS-I:435:E,POSS-I Palomar,Palomar Observatory,1951-11-28T00:10:00+00:00,candidate_three_site_pairwise_overlap,verify three timestamps and true footprint intersection; inspect all pixels
