exposure_id,plate_id,archive_id,site_group,start_utc,end_utc,duration_seconds,ra_icrs,dec_icrs,scan_id,solution_id,solution_assoc_sep_deg,fov1_deg,fov2_deg,flag_time,num_sub
144,98,101,Hamburg,1912-10-07T21:43:23+00:00,1912-10-07T21:51:22+00:00,479.000,51.0853000000,49.8610000000,15,8,0.99473331,4.01688430,4.00381660,NULL,1
145,98,101,Hamburg,1912-10-07T21:52:22+00:00,1912-10-07T21:56:21+00:00,239.000,51.0853000000,49.8610000000,15,8,0.99473331,4.01688430,4.00381660,NULL,1
146,98,101,Hamburg,1912-10-07T21:57:21+00:00,1912-10-07T21:59:21+00:00,120.000,51.0853000000,49.8610000000,15,8,0.99473331,4.01688430,4.00381660,NULL,1
147,98,101,Hamburg,1912-10-07T22:00:20+00:00,1912-10-07T22:01:20+00:00,60.000,51.0853000000,49.8610000000,15,8,0.99473331,4.01688430,4.00381660,NULL,1
148,98,101,Hamburg,1912-10-07T22:02:20+00:00,1912-10-07T22:02:50+00:00,30.000,51.0853000000,49.8610000000,15,8,0.99473331,4.01688430,4.00381660,NULL,1
149,98,101,Hamburg,1912-10-07T22:03:20+00:00,1912-10-07T22:03:35+00:00,15.000,51.0853000000,49.8610000000,15,8,0.99473331,4.01688430,4.00381660,NULL,1
150,98,101,Hamburg,1912-10-07T22:04:50+00:00,1912-10-07T22:04:57+00:00,7.000,51.0853000000,49.8610000000,15,8,0.99473331,4.01688430,4.00381660,NULL,1
166,101,101,Hamburg,1912-10-09T17:59:06+00:00,1912-10-09T19:04:56+00:00,3950.000,235.2835000000,3.6378000000,17,5,0.12164441,2.98837700,2.12761200,NULL,2
397,163,101,Hamburg,1914-01-14T17:37:41+00:00,1914-01-14T17:42:40+00:00,299.000,57.1048000000,24.1468000000,19,16,0.02708288,3.96662700,3.96884010,NULL,1
398,163,101,Hamburg,1914-01-14T18:05:08+00:00,1914-01-14T18:10:07+00:00,299.000,57.1048000000,24.1468000000,19,16,0.02708288,3.96662700,3.96884010,NULL,1
399,163,101,Hamburg,1914-01-14T18:34:32+00:00,1914-01-14T18:39:31+00:00,299.000,57.1048000000,24.1468000000,19,16,0.02708288,3.96662700,3.96884010,NULL,1
403,166,101,Hamburg,1914-03-19T23:16:55+00:00,1914-03-19T23:36:51+00:00,1196.000,50.7818000000,49.8078000000,23,18,0.26116205,11.30447200,11.29319100,NULL,1
404,167,101,Hamburg,1914-03-19T23:16:59+00:00,1914-03-19T23:36:55+00:00,1196.000,50.7818000000,49.8078000000,25,20,0.25950014,11.38740500,11.39631000,NULL,1
405,168,101,Hamburg,1914-03-20T00:33:44+00:00,1914-03-20T01:09:38+00:00,2154.000,105.6614000000,33.8749000000,26,21,2.01424000,11.28688500,11.29696300,NULL,1
406,169,101,Hamburg,1914-03-20T00:35:29+00:00,1914-03-20T01:10:23+00:00,2094.000,105.6614000000,33.8749000000,28,23,2.04592556,11.33510300,11.34233100,NULL,1
407,170,101,Hamburg,1914-03-23T23:34:38+00:00,1914-03-24T01:34:18+00:00,7180.000,150.8991000000,11.9009000000,31,32,0.05397670,11.29486200,11.29361500,NULL,1
408,171,101,Hamburg,1914-03-23T23:35:37+00:00,1914-03-24T01:35:18+00:00,7181.000,150.8991000000,11.9009000000,33,34,0.08034953,11.33438900,11.33414800,NULL,1
409,172,101,Hamburg,1914-04-16T01:37:55+00:00,1914-04-16T02:02:51+00:00,1496.000,258.1506000000,1.6157000000,35,29,0.58058303,11.28621300,11.29390050,NULL,1
410,173,101,Hamburg,1914-04-16T01:38:05+00:00,1914-04-16T02:03:01+00:00,1496.000,258.1506000000,1.6157000000,37,27,0.56626488,11.33699300,11.34116000,NULL,1
411,174,101,Hamburg,1914-04-17T20:48:54+00:00,1914-04-17T23:18:29+00:00,8975.000,156.8150000000,19.2954000000,39,40,0.07802626,11.28851700,11.29133600,NULL,1
412,175,101,Hamburg,1914-04-17T21:39:46+00:00,1914-04-17T23:19:29+00:00,5983.000,156.8150000000,19.2954000000,41,37,0.06747033,11.32008100,11.32891800,NULL,1
413,176,101,Hamburg,1914-04-17T23:34:23+00:00,1914-04-18T01:34:14+00:00,7191.000,215.5551000000,-8.1385000000,43,44,0.04690587,11.29452200,11.29482100,NULL,1
414,177,101,Hamburg,1914-04-17T23:34:35+00:00,1914-04-18T01:34:14+00:00,7179.000,215.5551000000,-8.1385000000,45,45,0.06406258,11.34426100,11.33501200,NULL,1
415,178,101,Hamburg,1914-04-18T23:23:56+00:00,1914-04-19T01:23:36+00:00,7180.000,215.5550000000,-8.1385000000,47,47,0.04131894,11.29519700,11.29441450,NULL,1
416,179,101,Hamburg,1914-04-18T23:23:40+00:00,1914-04-19T01:23:20+00:00,7180.000,215.5550000000,-8.1385000000,49,49,0.05981708,11.34151900,11.32931700,NULL,1
417,180,101,Hamburg,1914-04-19T20:38:19+00:00,1914-04-19T22:38:00+00:00,7181.000,156.8149000000,19.2954000000,51,51,0.08114921,11.28831800,11.28959500,NULL,1
418,181,101,Hamburg,1914-04-19T20:38:04+00:00,1914-04-19T22:37:45+00:00,7181.000,156.8149000000,19.2954000000,53,55,0.07992667,11.32499300,11.32726700,NULL,1
419,182,101,Hamburg,1914-04-19T22:55:44+00:00,1914-04-20T00:55:24+00:00,7180.000,223.1374000000,-8.3323000000,55,64,0.14716134,11.29612200,11.29615100,NULL,1
420,183,101,Hamburg,1914-04-19T22:52:09+00:00,1914-04-20T00:51:49+00:00,7180.000,223.1374000000,-8.3323000000,57,60,0.14558193,11.34299900,11.33595100,NULL,1
421,184,101,Hamburg,1914-04-20T20:46:30+00:00,1914-04-20T22:47:11+00:00,7241.000,156.8149000000,19.2954000000,58,53,0.05703228,11.24918500,11.25316100,NULL,1
422,185,101,Hamburg,1914-04-20T20:46:20+00:00,1914-04-20T22:47:01+00:00,7241.000,156.8149000000,19.2954000000,60,52,0.09087320,11.26117800,11.26365800,NULL,1
423,56038,101,Hamburg,1914-04-20T23:06:48+00:00,1914-04-21T00:56:30+00:00,6582.000,207.0719000000,-8.0579000000,61552,58,0.00895819,9.01023900,11.23597500,NULL,1
424,186,101,Hamburg,1914-04-20T23:06:38+00:00,1914-04-21T00:56:20+00:00,6582.000,207.0719000000,-8.0579000000,62,62,0.01547220,9.04700100,11.27239000,NULL,1
425,187,101,Hamburg,1914-04-22T23:55:05+00:00,1914-04-23T01:44:46+00:00,6581.000,207.0719000000,-8.0579000000,64,66,0.02563908,11.35388000,11.35643600,NULL,1
426,188,101,Hamburg,1914-04-25T21:13:53+00:00,1914-04-25T23:28:31+00:00,8078.000,235.9092000000,-10.1689000000,66,67,0.07319023,10.89378500,11.22988000,NULL,2
427,189,101,Hamburg,1914-04-25T21:13:37+00:00,1914-04-25T23:28:15+00:00,8078.000,235.9092000000,-10.1689000000,68,70,0.09872025,11.37621800,11.32840250,NULL,2
428,190,101,Hamburg,1914-04-25T23:43:01+00:00,1914-04-26T01:32:43+00:00,6582.000,244.0016000000,-14.8777000000,69,71,0.05153080,11.22129250,11.21507550,NULL,1
429,191,101,Hamburg,1914-04-25T23:42:51+00:00,1914-04-26T01:32:33+00:00,6582.000,244.0016000000,-14.8777000000,71,74,0.01041046,11.36278800,11.35377300,NULL,1
430,192,101,Hamburg,1914-04-27T21:10:07+00:00,1914-04-27T23:27:40+00:00,8253.000,235.9092000000,-10.1689000000,73,79,0.06341037,11.31673700,11.31777600,NULL,2
431,193,101,Hamburg,1914-04-27T21:10:13+00:00,1914-04-27T23:27:46+00:00,8253.000,235.9092000000,-10.1689000000,75,72,0.03855565,10.91585900,11.30063000,NULL,2
432,194,101,Hamburg,1914-04-27T23:48:47+00:00,1914-04-28T01:56:36+00:00,7669.000,244.0015000000,-14.8777000000,77,78,0.03389352,11.24075800,11.32543400,NULL,1
433,195,101,Hamburg,1914-04-27T23:48:57+00:00,1914-04-28T01:56:46+00:00,7669.000,244.0015000000,-14.8777000000,79,88,0.02068926,11.35807200,11.34944000,NULL,1
434,196,101,Hamburg,1914-04-28T21:00:36+00:00,1914-04-28T23:00:16+00:00,7180.000,245.6544000000,-2.1157000000,80,77,0.08517965,11.41240400,11.22589800,NULL,2
435,197,101,Hamburg,1914-04-28T23:19:24+00:00,1914-04-29T01:19:04+00:00,7180.000,244.7960000000,-20.2216000000,82,82,0.02681376,11.34091950,11.34955100,NULL,1
436,198,101,Hamburg,1914-04-28T23:19:34+00:00,1914-04-29T01:19:14+00:00,7180.000,244.7960000000,-20.2216000000,84,16597,0.04657830,11.38009600,11.34580300,NULL,1
437,199,101,Hamburg,1914-04-29T20:48:35+00:00,1914-04-29T22:48:16+00:00,7181.000,245.6544000000,-2.1157000000,85,87,0.09022015,11.30567500,11.33059000,NULL,1
438,200,101,Hamburg,1914-04-29T20:48:45+00:00,1914-04-29T22:48:26+00:00,7181.000,245.6544000000,-2.1157000000,88,90,0.10234697,11.19157800,11.26957700,NULL,1
439,201,101,Hamburg,1914-04-29T23:01:51+00:00,1914-04-30T01:01:32+00:00,7181.000,244.7960000000,-20.2216000000,90,96,0.08019562,11.25397700,11.26888600,NULL,1
440,202,101,Hamburg,1914-04-29T23:02:01+00:00,1914-04-30T01:01:42+00:00,7181.000,244.7960000000,-20.2216000000,91,97,0.04579736,11.33879500,11.39177600,NULL,1
441,203,101,Hamburg,1914-05-01T22:46:10+00:00,1914-05-02T00:15:55+00:00,5385.000,243.4989000000,1.9681000000,93,91,4.27746643,6.73715800,4.84441660,NULL,1
443,205,101,Hamburg,1914-05-12T21:44:23+00:00,1914-05-12T23:15:33+00:00,5470.000,246.6337000000,-21.4911000000,95,92,1.24729298,11.30405700,9.06617000,NULL,1
444,206,101,Hamburg,1914-05-12T21:44:33+00:00,1914-05-12T23:15:33+00:00,5460.000,246.6337000000,-21.4911000000,98,102,1.19639699,11.38909900,11.35047150,NULL,1
445,207,101,Hamburg,1914-05-14T23:34:54+00:00,1914-05-15T00:59:40+00:00,5086.000,248.2107000000,-21.4957000000,99,98,1.44521751,9.01972400,9.05321600,NULL,1
446,208,101,Hamburg,1914-05-17T22:15:15+00:00,1914-05-17T22:58:08+00:00,2573.000,56.9217000000,50.1662000000,101,120,0.24414009,11.31052100,11.30998900,NULL,1
448,210,101,Hamburg,1914-05-17T23:05:07+00:00,1914-05-18T00:03:57+00:00,3530.000,56.9217000000,50.1662000000,103,127,0.08262121,11.18528300,11.29444300,NULL,1
449,211,101,Hamburg,1914-05-18T22:14:29+00:00,1914-05-18T23:24:27+00:00,4198.000,61.6499000000,50.3492000000,105,111,0.55922742,11.13823600,11.12667800,NULL,1
452,214,101,Hamburg,1914-05-18T23:48:47+00:00,1914-05-19T01:03:35+00:00,4488.000,248.1102000000,-21.4798000000,110,110,0.05012169,11.64786200,11.28693400,NULL,1
469,221,101,Hamburg,1915-06-08T22:28:26+00:00,1915-06-08T23:28:16+00:00,3590.000,251.7891000000,-1.9330000000,114,105,0.65451191,3.94865630,3.95202780,NULL,1
470,222,101,Hamburg,1915-06-17T22:24:48+00:00,1915-06-17T22:32:46+00:00,478.000,216.5004000000,-10.1618000000,117,115,0.40573981,3.95948720,3.95094730,NULL,2
471,223,101,Hamburg,1915-06-17T23:08:21+00:00,1915-06-17T23:13:20+00:00,299.000,282.7675000000,16.0012000000,118,117,0.28403912,3.95056080,3.95052170,NULL,1
472,224,101,Hamburg,1915-06-18T21:55:56+00:00,1915-06-18T22:00:55+00:00,299.000,216.5004000000,-10.1618000000,121,119,0.41076610,3.95681930,3.93996950,NULL,1
473,225,101,Hamburg,1915-06-18T22:40:49+00:00,1915-06-18T22:45:48+00:00,299.000,250.7000000000,31.6499000000,123,123,0.07567309,3.94881870,3.94967080,NULL,1
474,226,101,Hamburg,1915-08-01T22:19:54+00:00,1915-08-01T22:29:53+00:00,599.000,282.3728000000,-6.2696000000,125,132,0.44914564,3.95321130,3.94951870,NULL,1
475,227,101,Hamburg,1915-08-03T21:31:33+00:00,1915-08-03T22:47:21+00:00,4548.000,282.3728000000,-6.2696000000,126,133,0.46606717,3.95042970,3.95226600,NULL,4
476,228,101,Hamburg,1915-09-09T20:28:51+00:00,1915-09-09T22:40:29+00:00,7898.000,298.3064000000,18.7535000000,129,150,0.11197380,3.95092490,3.94961640,NULL,4
477,229,101,Hamburg,1915-09-10T21:08:18+00:00,1915-09-10T23:07:58+00:00,7180.000,300.9324000000,44.0073000000,131,149,0.32557318,3.95022700,3.94962220,NULL,1
478,230,101,Hamburg,1915-09-12T20:36:30+00:00,1915-09-12T22:56:07+00:00,8377.000,34.8084000000,57.0075000000,133,148,0.27351811,3.97988770,3.98088620,NULL,2
479,231,101,Hamburg,1915-09-13T22:00:50+00:00,1915-09-13T23:00:40+00:00,3590.000,34.8084000000,57.0074000000,135,146,0.38683865,3.97462060,3.94092300,NULL,1
480,232,101,Hamburg,1915-09-18T21:06:46+00:00,1915-09-18T22:06:36+00:00,3590.000,5.0979000000,30.1687000000,137,142,0.37222513,3.98345300,3.95794940,NULL,1
481,233,101,Hamburg,1915-09-20T20:45:26+00:00,1915-09-20T21:15:21+00:00,1795.000,9.8528000000,19.3629000000,139,136,0.52644999,3.98565530,3.95854640,NULL,1
482,234,101,Hamburg,1915-09-20T21:40:17+00:00,1915-09-20T22:10:12+00:00,1795.000,9.8528000000,19.3629000000,141,140,0.51706397,3.98586230,3.97239160,NULL,1
483,235,101,Hamburg,1915-09-30T20:30:03+00:00,1915-09-30T20:59:58+00:00,1795.000,34.2404000000,32.0909000000,142,137,0.43275191,3.95100400,3.95147680,NULL,1
484,236,101,Hamburg,1915-09-30T21:17:55+00:00,1915-09-30T21:57:49+00:00,2394.000,34.2404000000,32.0909000000,144,152,0.43135100,3.94990230,3.95058510,NULL,2
485,56039,101,Hamburg,1915-10-03T22:19:55+00:00,1915-10-03T23:19:46+00:00,3591.000,34.2367000000,31.5075000000,61553,155,0.79343568,3.96444600,3.96109080,NULL,1
486,237,101,Hamburg,1915-10-04T21:59:02+00:00,1915-10-04T22:57:43+00:00,3521.000,8.0025000000,2.1299000000,146,151,0.24538735,3.95058010,3.95186200,NULL,1
487,238,101,Hamburg,1915-10-29T20:10:16+00:00,1915-10-29T21:10:06+00:00,3590.000,38.7200000000,17.8676000000,148,158,0.53132191,3.95019100,3.95113230,NULL,1
488,239,101,Hamburg,1915-10-28T22:22:36+00:00,1915-10-28T23:22:26+00:00,3590.000,44.0972000000,-5.2635000000,151,162,0.34817789,3.95431950,3.95100620,NULL,1
489,240,101,Hamburg,1915-11-11T21:44:41+00:00,1915-11-11T22:44:31+00:00,3590.000,35.6351000000,17.3658000000,153,160,0.33976239,3.94977070,3.95001080,NULL,1
491,242,101,Hamburg,1915-11-27T19:53:29+00:00,1915-11-27T20:53:19+00:00,3590.000,359.0561000000,56.7044000000,156,165,0.10417104,3.95019030,3.98779060,NULL,1
492,243,101,Hamburg,1915-12-08T21:14:38+00:00,1915-12-08T22:34:25+00:00,4787.000,75.5243000000,44.6224000000,158,167,0.14955253,3.95308830,3.94941700,NULL,4
493,244,101,Hamburg,1915-12-08T23:37:15+00:00,1915-12-09T00:22:08+00:00,2693.000,75.5178000000,44.2058000000,160,168,0.51031632,3.99170200,3.97978040,NULL,1
494,245,101,Hamburg,1915-12-12T22:29:10+00:00,1915-12-12T23:29:00+00:00,3590.000,81.0869000000,1.0747000000,162,183,0.29011256,3.98976160,3.97626780,NULL,1
495,246,101,Hamburg,1915-12-18T23:18:08+00:00,1915-12-18T23:48:03+00:00,1795.000,81.0923000000,1.7747000000,164,166,0.20025964,3.98227980,3.96685200,NULL,1
496,247,101,Hamburg,1916-01-09T18:26:01+00:00,1916-01-09T19:11:53+00:00,2752.000,77.9147000000,10.9007000000,166,179,0.20073159,3.95436640,3.95276500,NULL,1
497,248,101,Hamburg,1916-01-11T19:12:10+00:00,1916-01-11T19:42:05+00:00,1795.000,51.6562000000,12.5921000000,167,170,0.30058997,3.99318170,3.97458240,NULL,1
498,249,101,Hamburg,1916-01-11T20:37:56+00:00,1916-01-11T20:57:53+00:00,1197.000,77.8236000000,11.9848000000,170,184,0.31435723,3.97999800,3.95948080,NULL,1
499,250,101,Hamburg,1916-02-01T19:59:15+00:00,1916-02-01T20:15:18+00:00,963.000,130.1063000000,19.7512000000,171,181,0.04835423,3.95426080,3.95157860,NULL,1
500,251,101,Hamburg,1916-02-03T18:15:38+00:00,1916-02-03T20:38:16+00:00,8558.000,67.1228000000,15.9512000000,174,187,0.11065834,3.97646780,3.97231860,NULL,2
501,252,101,Hamburg,1916-02-21T18:56:34+00:00,1916-02-21T19:07:52+00:00,678.000,37.9887000000,89.2771000000,175,201,1.49367835,3.99382800,3.98017900,NULL,2
502,252,101,Hamburg,1916-02-21T19:10:32+00:00,1916-02-21T19:50:25+00:00,2393.000,37.9887000000,89.2771000000,175,201,1.49367835,3.99382800,3.98017900,NULL,1
503,253,101,Hamburg,1916-02-29T20:18:48+00:00,1916-02-29T23:04:21+00:00,9933.000,131.6246000000,44.5917000000,176,188,0.67119109,3.97611860,3.96605470,NULL,3
504,254,101,Hamburg,1916-02-29T23:23:18+00:00,1916-02-29T23:38:16+00:00,898.000,156.7896000000,19.3049000000,178,190,0.11905165,3.96126600,3.94637900,NULL,1
505,255,101,Hamburg,1916-03-05T18:37:22+00:00,1916-03-05T19:07:17+00:00,1795.000,136.1375000000,10.7656000000,180,192,0.14952775,3.97892050,3.97513130,NULL,1
506,256,101,Hamburg,1916-03-05T21:20:55+00:00,1916-03-05T21:35:53+00:00,898.000,136.1375000000,10.7656000000,182,195,0.15974615,3.98334880,3.98066970,NULL,1
507,257,101,Hamburg,1916-04-02T22:55:08+00:00,1916-04-02T23:25:03+00:00,1795.000,156.7884000000,19.3054000000,185,196,0.04879965,3.97785140,3.99505470,NULL,1
508,258,101,Hamburg,1916-04-06T21:26:44+00:00,1916-04-06T21:58:40+00:00,1916.000,193.0379000000,16.5280000000,187,199,0.49369350,3.98291100,3.98054700,NULL,1
509,259,101,Hamburg,1916-04-06T21:26:14+00:00,1916-04-06T21:58:10+00:00,1916.000,193.0379000000,16.5280000000,189,207,0.51658528,11.38579300,11.39213700,NULL,1
510,260,101,Hamburg,1916-04-24T20:26:56+00:00,1916-04-24T23:01:41+00:00,9285.000,210.2715000000,10.7629000000,191,202,0.12866771,3.98125430,3.97969530,NULL,2
511,261,101,Hamburg,1916-04-24T20:25:57+00:00,1916-04-24T23:02:38+00:00,9401.000,210.2715000000,10.7629000000,192,214,0.21636976,11.34411700,11.35399800,NULL,2
512,262,101,Hamburg,1916-04-25T20:16:02+00:00,1916-04-25T22:15:42+00:00,7180.000,210.2714000000,10.7629000000,195,204,0.16943960,3.98258110,3.98056800,NULL,2
513,263,101,Hamburg,1916-04-25T20:14:57+00:00,1916-04-25T22:16:27+00:00,7290.000,210.2714000000,10.7629000000,196,213,0.24683538,11.34984900,11.35277700,NULL,2
514,264,101,Hamburg,1916-04-25T23:08:49+00:00,1916-04-25T23:53:51+00:00,2702.000,208.8973000000,11.0407000000,199,208,0.06950428,3.98433600,3.97976950,NULL,1
515,265,101,Hamburg,1916-04-25T23:08:09+00:00,1916-04-25T23:54:11+00:00,2762.000,208.8973000000,11.0407000000,200,224,0.05384932,11.35379300,11.35340600,NULL,1
516,266,101,Hamburg,1916-04-26T20:52:54+00:00,1916-04-26T22:17:01+00:00,5047.000,195.8650000000,12.3509000000,202,210,0.41882217,3.95467930,4.09078450,NULL,2
517,267,101,Hamburg,1916-04-26T20:52:14+00:00,1916-04-26T22:17:26+00:00,5112.000,195.8650000000,12.3509000000,205,228,0.39449337,11.35367600,11.34877900,NULL,2
518,268,101,Hamburg,1916-04-27T20:49:48+00:00,1916-04-27T21:49:38+00:00,3590.000,196.0407000000,11.8681000000,206,217,0.11376213,3.98284270,3.98063680,NULL,1
519,269,101,Hamburg,1916-04-27T20:49:18+00:00,1916-04-27T21:50:08+00:00,3650.000,196.0407000000,11.8681000000,208,231,0.07845524,11.35165200,11.35161700,NULL,1
520,270,101,Hamburg,1916-04-27T22:44:00+00:00,1916-04-27T23:43:50+00:00,3590.000,211.1307000000,-15.3981000000,211,221,0.38052525,3.99050970,3.98097540,NULL,1
521,271,101,Hamburg,1916-04-27T22:43:20+00:00,1916-04-27T23:44:20+00:00,3660.000,211.1307000000,-15.3981000000,212,236,0.40918886,11.35423100,11.37236300,NULL,1
522,272,101,Hamburg,1916-04-28T20:54:11+00:00,1916-04-28T21:01:10+00:00,419.000,151.5237000000,41.5902000000,215,223,0.01076233,3.97979700,3.98101540,NULL,1
523,273,101,Hamburg,1916-04-28T21:12:08+00:00,1916-04-28T21:19:07+00:00,419.000,154.0075000000,41.5807000000,217,230,0.24500163,3.98157620,3.98045350,NULL,1
524,274,101,Hamburg,1916-04-28T21:28:35+00:00,1916-04-28T21:34:34+00:00,359.000,156.4908000000,41.5721000000,219,234,0.05241954,3.98106980,3.97965740,NULL,1
525,275,101,Hamburg,1916-04-28T21:46:02+00:00,1916-04-28T21:53:01+00:00,419.000,158.9739000000,41.5642000000,221,235,0.07468793,4.00218150,3.99306040,NULL,1
526,276,101,Hamburg,1916-04-28T22:32:55+00:00,1916-04-28T23:32:45+00:00,3590.000,198.2695000000,18.2561000000,222,238,0.10502893,3.98000900,3.98013040,NULL,1
527,277,101,Hamburg,1916-04-28T22:32:35+00:00,1916-04-28T23:33:25+00:00,3650.000,198.2695000000,18.2561000000,225,245,0.17440170,11.29930500,11.29470800,NULL,1
528,278,101,Hamburg,1916-04-29T20:49:35+00:00,1916-04-29T21:49:25+00:00,3590.000,190.8897000000,2.1095000000,226,240,0.66207842,3.98198960,3.98129130,NULL,1
529,279,101,Hamburg,1916-04-29T20:48:55+00:00,1916-04-29T21:50:15+00:00,3680.000,190.8897000000,2.1095000000,228,246,0.56925757,11.04146100,11.24706500,NULL,1
530,280,101,Hamburg,1916-04-29T23:27:14+00:00,1916-04-30T00:16:56+00:00,2982.000,206.2442000000,-14.7501000000,231,243,0.07558573,3.99013140,3.98066280,NULL,1
531,281,101,Hamburg,1916-04-29T23:25:15+00:00,1916-04-30T00:18:06+00:00,3171.000,206.2442000000,-14.7501000000,232,252,0.06426256,11.28979500,11.32904100,NULL,1
532,282,101,Hamburg,1916-04-30T20:34:31+00:00,1916-04-30T22:10:30+00:00,5759.000,208.6240000000,-14.9080000000,235,249,0.29428875,3.98931120,3.98155100,NULL,2
533,283,101,Hamburg,1916-04-30T20:34:01+00:00,1916-04-30T22:11:15+00:00,5834.000,208.6240000000,-14.9080000000,236,255,0.29690525,11.35117000,11.37421100,NULL,2
534,284,101,Hamburg,1916-05-01T20:29:05+00:00,1916-05-01T21:58:51+00:00,5386.000,187.2580000000,10.2876000000,239,251,0.37638124,3.98319600,3.98026680,NULL,1
535,285,101,Hamburg,1916-05-01T20:28:05+00:00,1916-05-01T21:59:51+00:00,5506.000,187.2580000000,10.2876000000,241,261,0.44594932,11.35404300,11.35170600,NULL,1
537,287,101,Hamburg,1916-05-01T22:49:42+00:00,1916-05-01T23:51:32+00:00,3710.000,231.0842000000,-3.2940000000,243,263,0.13062607,11.21839200,11.30831000,NULL,1
538,288,101,Hamburg,1916-05-02T20:51:45+00:00,1916-05-02T21:51:35+00:00,3590.000,190.2396000000,2.3086000000,245,254,0.07864275,3.98282200,3.98065100,NULL,1
539,289,101,Hamburg,1916-05-02T20:51:05+00:00,1916-05-02T21:52:05+00:00,3660.000,190.3145000000,2.3087000000,247,267,0.11015525,11.35208300,11.35270500,NULL,1
540,290,101,Hamburg,1916-05-02T22:31:04+00:00,1916-05-02T22:49:41+00:00,1117.000,231.0968000000,-5.2938000000,248,260,0.05703303,3.98146900,3.98355130,NULL,1
541,291,101,Hamburg,1916-05-02T22:30:29+00:00,1916-05-02T22:49:26+00:00,1137.000,231.0968000000,-5.2938000000,251,271,0.07076918,11.36447200,11.35413900,NULL,1
542,292,101,Hamburg,1916-05-04T20:48:42+00:00,1916-05-04T21:48:33+00:00,3591.000,204.8653000000,-14.4215000000,252,258,0.04140050,3.98229000,3.98745180,NULL,1
543,293,101,Hamburg,1916-05-04T20:48:12+00:00,1916-05-04T21:49:13+00:00,3661.000,204.8653000000,-14.4215000000,255,273,0.00901740,11.36152600,11.35290600,NULL,1
544,294,101,Hamburg,1916-05-04T22:24:28+00:00,1916-05-04T23:24:18+00:00,3590.000,231.0967000000,-5.2938000000,257,268,0.03237837,3.98422360,3.98119430,NULL,1
545,295,101,Hamburg,1916-05-04T22:23:57+00:00,1916-05-04T23:24:47+00:00,3650.000,231.0967000000,-5.2938000000,259,282,0.10454634,11.36261900,11.35052100,NULL,1
546,296,101,Hamburg,1916-05-07T20:47:38+00:00,1916-05-07T21:41:29+00:00,3231.000,194.2921000000,12.5478000000,261,277,0.08452462,3.98294660,3.98110440,NULL,1
547,297,101,Hamburg,1916-05-07T20:47:03+00:00,1916-05-07T21:41:54+00:00,3291.000,194.2921000000,12.5478000000,262,283,0.05643506,11.35118800,11.35396700,NULL,1
548,298,101,Hamburg,1916-05-07T21:57:27+00:00,1916-05-07T22:52:18+00:00,3291.000,229.8214000000,-1.3019000000,265,279,0.04296029,3.98439570,3.98127370,NULL,1
549,299,101,Hamburg,1916-05-07T21:56:52+00:00,1916-05-07T22:52:43+00:00,3351.000,229.8214000000,-1.3019000000,266,292,0.06608329,11.35040600,11.35444000,NULL,1
550,300,101,Hamburg,1916-06-03T22:20:11+00:00,1916-06-03T23:30:10+00:00,4199.000,220.3229000000,-1.8557000000,268,280,0.19654841,3.98014550,3.98356650,NULL,2
551,301,101,Hamburg,1916-06-03T22:19:41+00:00,1916-06-03T22:59:35+00:00,2394.000,220.3229000000,-1.8557000000,271,287,0.16647726,11.30969600,11.29584500,NULL,1
552,302,101,Hamburg,1916-06-03T23:02:34+00:00,1916-06-03T23:30:29+00:00,1675.000,220.3229000000,-1.8557000000,273,290,0.15700289,11.36465300,11.35273700,NULL,1
553,303,101,Hamburg,1916-06-04T22:16:15+00:00,1916-06-04T23:15:05+00:00,3530.000,226.3332000000,-3.5224000000,275,289,0.07006403,3.98560450,3.98083880,NULL,1
554,304,101,Hamburg,1916-06-04T22:15:45+00:00,1916-06-04T23:15:35+00:00,3590.000,226.3332000000,-3.5224000000,276,296,0.14148953,11.35238700,11.36064150,NULL,1
555,305,101,Hamburg,1916-06-09T23:03:25+00:00,1916-06-10T00:02:17+00:00,3532.000,224.0646000000,-0.3355000000,278,291,0.19245528,3.97973920,3.98411200,NULL,1
556,306,101,Hamburg,1916-06-09T23:02:55+00:00,1916-06-10T00:02:45+00:00,3590.000,224.0646000000,-0.3355000000,281,300,0.13661278,11.35585200,11.35550800,NULL,1
557,307,101,Hamburg,1916-07-22T22:22:29+00:00,1916-07-22T22:34:57+00:00,748.000,282.7608000000,-6.4009000000,283,299,0.20195137,3.98644850,3.98059340,NULL,1
558,308,101,Hamburg,1916-07-26T21:58:27+00:00,1916-07-26T22:53:18+00:00,3291.000,282.7606000000,-6.4010000000,285,304,0.18958064,3.98857260,3.98110530,NULL,1
559,309,101,Hamburg,1916-07-26T21:57:47+00:00,1916-07-26T22:52:38+00:00,3291.000,282.7606000000,-6.4010000000,287,333,0.29497500,11.36339400,11.35355700,NULL,1
560,310,101,Hamburg,1916-07-27T21:37:19+00:00,1916-07-27T22:37:09+00:00,3590.000,314.4629000000,4.0556000000,289,302,0.19501257,3.98510670,3.98039130,NULL,1
561,311,101,Hamburg,1916-07-27T21:36:39+00:00,1916-07-27T22:36:29+00:00,3590.000,314.4629000000,4.0556000000,290,318,0.25553803,11.35016700,11.35373800,NULL,1
562,312,101,Hamburg,1916-07-30T21:39:34+00:00,1916-07-31T22:02:28+00:00,87774.000,314.4628000000,4.0556000000,292,303,0.08788993,3.98484700,3.98344400,NULL,2
