raw_match_row,population,registered_target_ra_deg,registered_target_dec_deg,hamburg_exposure,hamburg_physical_plate_id,hamburg_science_scan,hamburg_science_snr,hamburg_science_polarity,bamberg_exposure,bamberg_physical_plate_id,bamberg_science_scan,bamberg_science_snr,bamberg_science_polarity,science_common_overlap_seconds,v080_strict_native_recurrence_physical_plate_count,v080_sensitivity_qualified_negative_physical_plate_count,v080_mechanical_evidence_state,hamburg_same_series_within_1h,hamburg_same_series_within_2h,hamburg_same_series_within_6h,hamburg_same_series_within_24h,bamberg_same_series_within_1h,bamberg_same_series_within_2h,bamberg_same_series_within_6h,bamberg_same_series_within_24h,v081_bilateral_same_series_bracketing_both_observatories_within_24h,close_time_frozen_plate_count,close_time_min_gap_hours,close_time_classes,close_time_sensitivity_qualified_negative_count,close_time_strict_native_recurrence_count,formal_candidate_disposition_changed
293118,PRIMARY_424,84.58520063532714,8.489140707562505,APPLAUSE:14120,7685,LA08164_y.fits,6.63770837135238,1,APPLAUSE:132654,89580,012673_1953_h.fits,14.174717528884273,-1,299,0,4,TRANSIENT_LIKE_NATIVE_NONRECURRENCE_SUPPORTED,0,1,1,1,0,0,0,0,False,1,1.0305555555555554,CLOSE_TIME_SENSITIVITY_QUALIFIED_NEGATIVE,1,0,False
293470,PRIMARY_424,85.65287674596517,7.458103366022922,APPLAUSE:14120,7685,LA08164_y.fits,30.312581774659808,-1,APPLAUSE:132654,89580,012673_1953_h.fits,15.724045987777178,-1,299,0,5,TRANSIENT_LIKE_NATIVE_NONRECURRENCE_SUPPORTED,0,1,1,1,0,0,0,0,False,1,1.0305555555555554,CLOSE_TIME_DIAGNOSTIC_NATIVE_CONTEXT,0,0,False
293841,PRIMARY_424,85.89675681131874,6.892443679814256,APPLAUSE:14120,7685,LA08164_y.fits,7.026656847288644,1,APPLAUSE:132654,89580,012673_1953_h.fits,12.36711794701912,-1,299,0,4,TRANSIENT_LIKE_NATIVE_NONRECURRENCE_SUPPORTED,0,1,1,1,0,0,0,0,False,1,1.0305555555555554,CLOSE_TIME_SENSITIVITY_QUALIFIED_NEGATIVE,1,0,False
294052,PRIMARY_424,84.02124377025727,11.074999835920735,APPLAUSE:14120,7685,LA08164_y.fits,7.1855515956535685,-1,APPLAUSE:132654,89580,012673_1953_h.fits,9.53858626946974,-1,299,0,3,TRANSIENT_LIKE_NATIVE_NONRECURRENCE_SUPPORTED,0,1,1,1,0,0,0,0,False,1,1.0305555555555554,CLOSE_TIME_DIAGNOSTIC_NATIVE_CONTEXT,0,0,False
294130,PRIMARY_424,84.13133968034256,11.777025961501543,APPLAUSE:14120,7685,LA08164_y.fits,7.962903336042102,-1,APPLAUSE:132654,89580,012673_1953_h.fits,9.197383368758429,-1,299,0,6,TRANSIENT_LIKE_NATIVE_NONRECURRENCE_SUPPORTED,0,0,0,0,0,0,0,0,False,0,,,0,0,False
294179,PRIMARY_424,83.96216079452886,11.985825446039769,APPLAUSE:14120,7685,LA08164_y.fits,10.85601340378266,-1,APPLAUSE:132654,89580,012673_1953_h.fits,11.731560802522957,-1,299,0,2,TRANSIENT_LIKE_NATIVE_NONRECURRENCE_SUPPORTED,0,0,0,0,0,0,0,0,False,0,,,0,0,False
