raw_match_row,population,selection_role,physical_plate_id,scan_id,archive_family,filename_scan,scan_epoch_isot,scan_epoch_source,wcs_key,registration_mode,registration_window_arcmin,registration_refs,registration_shift_east_arcsec,registration_shift_north_arcsec,gaia_propagated_rows,gaia_pm_incomplete_rows,reciprocal_gaia_detector_matches_15arcsec,registration_refs_corrected_le3_arcsec,baseline_detector_peak_count,strict_native_recurrence,strict_native_peak_count,diagnostic_native_peak_count,closest_corrected_peak_sep_arcsec,closest_peak_detector_snr,closest_peak_polarity,forced_target_residual_sigma,science_pair_reference_snr,injection_run,injection_positions,worst_sixway_90pct_recovery_snr,injection_sensitivity_reason,sensitivity_qualified_negative,candidate_disposition_changed,v082_measurement_source,v081_nearest_relation,v081_nearest_gap_seconds,v081_nearest_gap_hours,v081_nearest_exposure_start_utc,v081_nearest_exposure_end_utc,v082_close_time_class
293118,PRIMARY_424,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7687,10000,HAMBURG,DR4/scans/HAM-LA/LA08167_x.fits,1953-12-02T22:33:11.000,DATE-AVG, ,PRIMARY,5.0,75,1.4681480484245626,1.4032035845316695,10645,112,2040,51,3483,False,0,0,8.016643915507517,7.061646328353156,-1,-5.887383658840017,6.63770837135238,True,24,6.0,QUALIFIED,True,False,REUSED_BANKED_V080,FOLLOWING,3710.0,1.0305555555555554,1953-12-02T21:53:18+00:00,1953-12-02T23:13:05+00:00,CLOSE_TIME_SENSITIVITY_QUALIFIED_NEGATIVE
293470,PRIMARY_424,V081_FROZEN_CLOSE_TIME,7687,10000,HAMBURG,DR4/scans/HAM-LA/LA08167_x.fits,1953-12-02T22:33:11.000,DATE-AVG, ,PRIMARY,5.0,54,1.7197142624625297,3.409020619006199,10320,104,1743,35,3085,False,0,1,4.531595856973258,14.522016655678462,-1,-13.50088700055423,15.724045987777178,True,24,6.0,QUALIFIED,False,False,NEW_FROZEN_V080_METHOD_EXECUTION,FOLLOWING,3710.0,1.0305555555555554,1953-12-02T21:53:18+00:00,1953-12-02T23:13:05+00:00,CLOSE_TIME_DIAGNOSTIC_NATIVE_CONTEXT
293841,PRIMARY_424,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7687,10000,HAMBURG,DR4/scans/HAM-LA/LA08167_x.fits,1953-12-02T22:33:11.000,DATE-AVG, ,PRIMARY,5.0,40,1.1880231828286636,3.064609073687782,9422,93,1492,23,2754,False,0,0,5.726952034802727,5.709081285767448,-1,-4.396162158066653,7.026656847288644,True,24,6.0,QUALIFIED,True,False,REUSED_BANKED_V080,FOLLOWING,3710.0,1.0305555555555554,1953-12-02T21:53:18+00:00,1953-12-02T23:13:05+00:00,CLOSE_TIME_SENSITIVITY_QUALIFIED_NEGATIVE
294052,PRIMARY_424,V081_FROZEN_CLOSE_TIME,7687,10000,HAMBURG,DR4/scans/HAM-LA/LA08167_x.fits,1953-12-02T22:33:11.000,DATE-AVG, ,PRIMARY,5.0,68,-0.23059311564192986,9.484144353384497,11604,116,1975,17,3977,False,0,1,4.879344651489158,17.05376930711381,-1,-14.550598210014957,7.1855515956535685,True,24,6.0,QUALIFIED,False,False,NEW_FROZEN_V080_METHOD_EXECUTION,FOLLOWING,3710.0,1.0305555555555554,1953-12-02T21:53:18+00:00,1953-12-02T23:13:05+00:00,CLOSE_TIME_DIAGNOSTIC_NATIVE_CONTEXT
