adjudication_order,pair_key,endpoint_a,endpoint_b,shift_radius_arcsec,direction,unit_dx,unit_dy,gate_3arcsec,gate_10arcsec,population_null_not_individual_rejection
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,60,SW,-1,-1,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,60,W,-1,0,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,60,NW,-1,1,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,120,N,0,1,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,120,NE,1,1,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,120,E,1,0,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,120,SE,1,-1,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,120,S,0,-1,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,120,SW,-1,-1,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,120,W,-1,0,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,120,NW,-1,1,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,60,N,0,1,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,60,NE,1,1,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,60,E,1,0,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,60,SE,1,-1,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,60,S,0,-1,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,60,SW,-1,-1,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,60,W,-1,0,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,60,NW,-1,1,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,120,N,0,1,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,120,NE,1,1,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,120,E,1,0,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,120,SE,1,-1,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,120,S,0,-1,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,120,SW,-1,-1,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,120,W,-1,0,True,True,True
25,APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,DASCH:bi05468:exp0,APPLAUSE:131772,120,NW,-1,1,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,60,N,0,1,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,60,NE,1,1,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,60,E,1,0,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,60,SE,1,-1,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,60,S,0,-1,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,60,SW,-1,-1,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,60,W,-1,0,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,60,NW,-1,1,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,120,N,0,1,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,120,NE,1,1,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,120,E,1,0,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,120,SE,1,-1,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,120,S,0,-1,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,120,SW,-1,-1,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,120,W,-1,0,True,True,True
26,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,DASCH:mf40301:exp0,APPLAUSE:132099,120,NW,-1,1,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,60,N,0,1,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,60,NE,1,1,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,60,E,1,0,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,60,SE,1,-1,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,60,S,0,-1,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,60,SW,-1,-1,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,60,W,-1,0,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,60,NW,-1,1,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,120,N,0,1,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,120,NE,1,1,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,120,E,1,0,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,120,SE,1,-1,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,120,S,0,-1,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,120,SW,-1,-1,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,120,W,-1,0,True,True,True
27,APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,DASCH:bi05361:exp0,APPLAUSE:11819,120,NW,-1,1,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,60,N,0,1,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,60,NE,1,1,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,60,E,1,0,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,60,SE,1,-1,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,60,S,0,-1,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,60,SW,-1,-1,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,60,W,-1,0,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,60,NW,-1,1,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,120,N,0,1,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,120,NE,1,1,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,120,E,1,0,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,120,SE,1,-1,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,120,S,0,-1,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,120,SW,-1,-1,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,120,W,-1,0,True,True,True
28,APPLAUSE:13877 | APPLAUSE:139431,APPLAUSE:139431,APPLAUSE:13877,120,NW,-1,1,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,60,N,0,1,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,60,NE,1,1,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,60,E,1,0,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,60,SE,1,-1,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,60,S,0,-1,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,60,SW,-1,-1,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,60,W,-1,0,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,60,NW,-1,1,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,120,N,0,1,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,120,NE,1,1,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,120,E,1,0,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,120,SE,1,-1,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,120,S,0,-1,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,120,SW,-1,-1,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,120,W,-1,0,True,True,True
29,APPLAUSE:13876 | APPLAUSE:139430,APPLAUSE:139430,APPLAUSE:13876,120,NW,-1,1,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,60,N,0,1,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,60,NE,1,1,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,60,E,1,0,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,60,SE,1,-1,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,60,S,0,-1,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,60,SW,-1,-1,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,60,W,-1,0,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,60,NW,-1,1,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,120,N,0,1,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,120,NE,1,1,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,120,E,1,0,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,120,SE,1,-1,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,120,S,0,-1,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,120,SW,-1,-1,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,120,W,-1,0,True,True,True
30,APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,APPLAUSE:139532,DASCH:j04686:exp0,120,NW,-1,1,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,60,N,0,1,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,60,NE,1,1,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,60,E,1,0,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,60,SE,1,-1,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,60,S,0,-1,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,60,SW,-1,-1,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,60,W,-1,0,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,60,NW,-1,1,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,120,N,0,1,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,120,NE,1,1,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,120,E,1,0,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,120,SE,1,-1,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,120,S,0,-1,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,120,SW,-1,-1,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,120,W,-1,0,True,True,True
31,APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,APPLAUSE:11790,DASCH:b75711:exp0,120,NW,-1,1,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,60,N,0,1,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,60,NE,1,1,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,60,E,1,0,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,60,SE,1,-1,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,60,S,0,-1,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,60,SW,-1,-1,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,60,W,-1,0,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,60,NW,-1,1,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,120,N,0,1,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,120,NE,1,1,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,120,E,1,0,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,120,SE,1,-1,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,120,S,0,-1,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,120,SW,-1,-1,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,120,W,-1,0,True,True,True
32,APPLAUSE:12405 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12405,120,NW,-1,1,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,60,N,0,1,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,60,NE,1,1,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,60,E,1,0,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,60,SE,1,-1,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,60,S,0,-1,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,60,SW,-1,-1,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,60,W,-1,0,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,60,NW,-1,1,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,120,N,0,1,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,120,NE,1,1,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,120,E,1,0,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,120,SE,1,-1,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,120,S,0,-1,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,120,SW,-1,-1,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,120,W,-1,0,True,True,True
33,APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12471,120,NW,-1,1,True,True,True
