adjudication_order,pair_key,endpoint_a,endpoint_b,shift_radius_arcsec,direction,unit_dx,unit_dy,gate_3arcsec,gate_10arcsec,population_null_not_individual_rejection
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,60,S,0,-1,True,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,60,SW,-1,-1,True,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,60,W,-1,0,True,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,60,NW,-1,1,True,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,120,N,0,1,True,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,120,NE,1,1,True,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,120,E,1,0,True,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,120,SE,1,-1,True,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,120,S,0,-1,True,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,120,SW,-1,-1,True,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,120,W,-1,0,True,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,120,NW,-1,1,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,60,N,0,1,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,60,NE,1,1,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,60,E,1,0,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,60,SE,1,-1,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,60,S,0,-1,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,60,SW,-1,-1,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,60,W,-1,0,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,60,NW,-1,1,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,120,N,0,1,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,120,NE,1,1,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,120,E,1,0,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,120,SE,1,-1,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,120,S,0,-1,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,120,SW,-1,-1,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,120,W,-1,0,True,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,120,NW,-1,1,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,60,N,0,1,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,60,NE,1,1,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,60,E,1,0,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,60,SE,1,-1,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,60,S,0,-1,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,60,SW,-1,-1,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,60,W,-1,0,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,60,NW,-1,1,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,120,N,0,1,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,120,NE,1,1,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,120,E,1,0,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,120,SE,1,-1,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,120,S,0,-1,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,120,SW,-1,-1,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,120,W,-1,0,True,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,120,NW,-1,1,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,60,N,0,1,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,60,NE,1,1,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,60,E,1,0,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,60,SE,1,-1,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,60,S,0,-1,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,60,SW,-1,-1,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,60,W,-1,0,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,60,NW,-1,1,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,120,N,0,1,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,120,NE,1,1,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,120,E,1,0,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,120,SE,1,-1,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,120,S,0,-1,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,120,SW,-1,-1,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,120,W,-1,0,True,True,True
15,APPLAUSE:13683 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28458,APPLAUSE:13683,DASCH:am28458:exp0,120,NW,-1,1,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,60,N,0,1,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,60,NE,1,1,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,60,E,1,0,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,60,SE,1,-1,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,60,S,0,-1,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,60,SW,-1,-1,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,60,W,-1,0,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,60,NW,-1,1,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,120,N,0,1,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,120,NE,1,1,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,120,E,1,0,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,120,SE,1,-1,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,120,S,0,-1,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,120,SW,-1,-1,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,120,W,-1,0,True,True,True
16,APPLAUSE:11788 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11788,120,NW,-1,1,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,60,N,0,1,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,60,NE,1,1,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,60,E,1,0,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,60,SE,1,-1,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,60,S,0,-1,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,60,SW,-1,-1,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,60,W,-1,0,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,60,NW,-1,1,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,120,N,0,1,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,120,NE,1,1,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,120,E,1,0,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,120,SE,1,-1,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,120,S,0,-1,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,120,SW,-1,-1,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,120,W,-1,0,True,True,True
17,APPLAUSE:132654 | APPLAUSE:14120,APPLAUSE:14120,APPLAUSE:132654,120,NW,-1,1,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,60,N,0,1,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,60,NE,1,1,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,60,E,1,0,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,60,SE,1,-1,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,60,S,0,-1,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,60,SW,-1,-1,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,60,W,-1,0,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,60,NW,-1,1,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,120,N,0,1,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,120,NE,1,1,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,120,E,1,0,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,120,SE,1,-1,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,120,S,0,-1,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,120,SW,-1,-1,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,120,W,-1,0,True,True,True
18,APPLAUSE:11787 | DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,DASCH:rb16848:exp0,APPLAUSE:11787,120,NW,-1,1,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,60,N,0,1,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,60,NE,1,1,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,60,E,1,0,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,60,SE,1,-1,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,60,S,0,-1,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,60,SW,-1,-1,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,60,W,-1,0,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,60,NW,-1,1,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,120,N,0,1,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,120,NE,1,1,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,120,E,1,0,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,120,SE,1,-1,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,120,S,0,-1,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,120,SW,-1,-1,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,120,W,-1,0,True,True,True
19,APPLAUSE:12404 | APPLAUSE:131662,APPLAUSE:131662,APPLAUSE:12404,120,NW,-1,1,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,60,N,0,1,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,60,NE,1,1,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,60,E,1,0,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,60,SE,1,-1,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,60,S,0,-1,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,60,SW,-1,-1,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,60,W,-1,0,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,60,NW,-1,1,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,120,N,0,1,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,120,NE,1,1,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,120,E,1,0,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,120,SE,1,-1,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,120,S,0,-1,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,120,SW,-1,-1,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,120,W,-1,0,True,True,True
20,APPLAUSE:12470 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12470,120,NW,-1,1,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,60,N,0,1,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,60,NE,1,1,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,60,E,1,0,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,60,SE,1,-1,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,60,S,0,-1,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,60,SW,-1,-1,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,60,W,-1,0,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,60,NW,-1,1,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,120,N,0,1,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,120,NE,1,1,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,120,E,1,0,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,120,SE,1,-1,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,120,S,0,-1,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,120,SW,-1,-1,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,120,W,-1,0,True,True,True
21,APPLAUSE:12562 | APPLAUSE:139010,APPLAUSE:12562,APPLAUSE:139010,120,NW,-1,1,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,60,N,0,1,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,60,NE,1,1,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,60,E,1,0,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,60,SE,1,-1,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,60,S,0,-1,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,60,SW,-1,-1,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,60,W,-1,0,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,60,NW,-1,1,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,120,N,0,1,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,120,NE,1,1,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,120,E,1,0,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,120,SE,1,-1,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,120,S,0,-1,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,120,SW,-1,-1,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,120,W,-1,0,True,True,True
22,APPLAUSE:12570 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12570,120,NW,-1,1,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,60,N,0,1,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,60,NE,1,1,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,60,E,1,0,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,60,SE,1,-1,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,60,S,0,-1,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,60,SW,-1,-1,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,60,W,-1,0,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,60,NW,-1,1,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,120,N,0,1,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,120,NE,1,1,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,120,E,1,0,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,120,SE,1,-1,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,120,S,0,-1,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,120,SW,-1,-1,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,120,W,-1,0,True,True,True
23,APPLAUSE:12564 | APPLAUSE:139011,APPLAUSE:12564,APPLAUSE:139011,120,NW,-1,1,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,60,N,0,1,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,60,NE,1,1,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,60,E,1,0,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,60,SE,1,-1,True,True,True
24,APPLAUSE:131918 | DASCH:ivo://org.gavo.dc/~?dasch/q/am28316,DASCH:am28316:exp0,APPLAUSE:131918,60,S,0,-1,True,True,True
