pair_id,exposure_a,exposure_b,plate_a,plate_b,archive_a,archive_b,site_a,site_b,site_pair,timing_bin,min_fragment_gap_seconds,fragment_overlap_intervals_json,fragment_overlap_count,total_fragment_overlap_seconds,max_fragment_overlap_seconds,scan_id_a,scan_id_b,solution_id_a,solution_id_b,solution_num_a,solution_num_b,common_tangent_area_deg2,common_fraction_of_a,common_fraction_of_b,common_fraction_of_smaller,site_separation_km_diagnostic,site_separation_band,epoch_label,in_1951_1955,pre_sputnik
4535|124873,4535,124873,3575,82167,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":720.0,""end_utc"":""1932-10-06T00:43:00+00:00"",""exposure_active"":4535,""exposure_current"":124873,""start_utc"":""1932-10-06T00:31:00+00:00""}]",1,720.000000,720.000000,4292,107018,4900,106903,1,1,44.4506762498,0.4103260777,0.0339336026,0.4103260777,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4535|124895,4535,124895,3575,82189,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":496.0,""end_utc"":""1932-10-06T00:26:00+00:00"",""exposure_active"":124895,""exposure_current"":4535,""start_utc"":""1932-10-06T00:17:44+00:00""}]",1,496.000000,496.000000,4292,107040,4900,106917,1,1,0.8383202855,0.0073457517,0.0004408164,0.0073457517,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4605|125016,4605,125016,3604,82310,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":291.0,""end_utc"":""1932-11-22T17:23:51+00:00"",""exposure_active"":4605,""exposure_current"":125016,""start_utc"":""1932-11-22T17:19:00+00:00""}]",1,291.000000,291.000000,4328,107138,4910,106980,1,1,34.4401497282,1.0000000000,0.0263782046,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4658|125117,4658,125117,3644,82411,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",GT0_LE5MIN,259.000000,[],0,0.000000,0.000000,4367,107238,4988,107041,7,1,34.4145591767,1.0000000000,0.0272903333,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4659|125117,4659,125117,3644,82411,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",GT0_LE5MIN,140.000000,[],0,0.000000,0.000000,4367,107238,4988,107041,7,1,34.4145591767,1.0000000000,0.0272903333,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4660|125117,4660,125117,3644,82411,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",GT0_LE5MIN,20.000000,[],0,0.000000,0.000000,4367,107238,4988,107041,7,1,34.4145591767,1.0000000000,0.0272903333,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4661|125117,4661,125117,3644,82411,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":60.0,""end_utc"":""1932-12-19T17:20:40+00:00"",""exposure_active"":125117,""exposure_current"":4661,""start_utc"":""1932-12-19T17:19:40+00:00""}]",1,60.000000,60.000000,4367,107238,4988,107041,7,1,34.4145591767,1.0000000000,0.0272903333,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4662|125117,4662,125117,3644,82411,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":59.0,""end_utc"":""1932-12-19T17:22:39+00:00"",""exposure_active"":125117,""exposure_current"":4662,""start_utc"":""1932-12-19T17:21:40+00:00""}]",1,59.000000,59.000000,4367,107238,4988,107041,7,1,34.4145591767,1.0000000000,0.0272903333,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4753|125163,4753,125163,3713,82457,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1800.0,""end_utc"":""1933-01-25T21:08:00+00:00"",""exposure_active"":4753,""exposure_current"":125163,""start_utc"":""1933-01-25T20:38:00+00:00""}]",1,1800.000000,1800.000000,4436,107283,5065,107060,1,1,102.4638196728,0.9730613374,0.0599851441,0.9730613374,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4793|125241,4793,125241,3728,82535,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":38.0,""end_utc"":""1933-02-16T19:59:38+00:00"",""exposure_active"":4793,""exposure_current"":125241,""start_utc"":""1933-02-16T19:59:00+00:00""}]",1,38.000000,38.000000,4454,107360,5074,107104,1,1,89.4033409469,0.8491069556,0.0673150059,0.8491069556,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4835|125332,4835,125332,3745,82626,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":771.0,""end_utc"":""1933-02-28T21:18:00+00:00"",""exposure_active"":125332,""exposure_current"":4835,""start_utc"":""1933-02-28T21:05:09+00:00""}]",1,771.000000,771.000000,4472,107451,5105,107163,1,1,104.7534097229,1.0000000000,0.0830745887,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4848|125349,4848,125349,3753,82643,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""1090"",""duration_seconds"":1800.0,""end_utc"":""1933-03-02T00:44:00+00:00"",""exposure_active"":4848,""exposure_current"":125349,""start_utc"":""1933-03-02T00:14:00+00:00""}]",1,1800.000000,1800.000000,4482,107468,5125,107172,1,1,103.5084128736,1.0000000000,0.0823691868,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4848|125353,4848,125353,3753,82647,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""1091"",""duration_seconds"":579.0,""end_utc"":""1933-03-02T02:27:39+00:00"",""exposure_active"":4848,""exposure_current"":125353,""start_utc"":""1933-03-02T02:18:00+00:00""}]",1,579.000000,579.000000,4482,107472,5125,107181,1,1,99.5017493603,0.9499065746,0.0783215686,0.9499065746,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4848|125424,4848,125424,3753,82718,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""1090"",""duration_seconds"":1800.0,""end_utc"":""1933-03-02T00:13:00+00:00"",""exposure_active"":4848,""exposure_current"":125424,""start_utc"":""1933-03-01T23:43:00+00:00""}]",1,1800.000000,1800.000000,4482,107543,5125,107219,1,1,102.7708859938,1.0000000000,0.0635389699,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4848|125425,4848,125425,3753,82719,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""1090"",""duration_seconds"":1800.0,""end_utc"":""1933-03-02T00:44:00+00:00"",""exposure_active"":4848,""exposure_current"":125425,""start_utc"":""1933-03-02T00:14:00+00:00""}]",1,1800.000000,1800.000000,4482,107544,5125,107222,1,1,102.8349847897,1.0000000000,0.0639521607,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4848|125426,4848,125426,3753,82720,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""1090"",""duration_seconds"":1572.0,""end_utc"":""1933-03-02T01:11:12+00:00"",""exposure_active"":4848,""exposure_current"":125426,""start_utc"":""1933-03-02T00:45:00+00:00""},{""a_fragment"":""1091"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":49.0,""end_utc"":""1933-03-02T01:15:00+00:00"",""exposure_active"":125426,""exposure_current"":4848,""start_utc"":""1933-03-02T01:14:11+00:00""}]",2,1621.000000,1572.000000,4482,107545,5125,107221,1,1,102.7648479080,1.0000000000,0.0628166273,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4848|125427,4848,125427,3753,82721,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""1091"",""duration_seconds"":1800.0,""end_utc"":""1933-03-02T01:46:00+00:00"",""exposure_active"":4848,""exposure_current"":125427,""start_utc"":""1933-03-02T01:16:00+00:00""}]",1,1800.000000,1800.000000,4482,107546,5125,107223,1,1,102.7707325115,1.0000000000,0.0631187629,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4848|125428,4848,125428,3753,82722,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""1091"",""duration_seconds"":1800.0,""end_utc"":""1933-03-02T02:17:00+00:00"",""exposure_active"":4848,""exposure_current"":125428,""start_utc"":""1933-03-02T01:47:00+00:00""}]",1,1800.000000,1800.000000,4482,107547,5125,107224,1,1,92.4474304866,0.8846789910,0.0562615156,0.8846789910,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4848|125429,4848,125429,3753,82723,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""1091"",""duration_seconds"":579.0,""end_utc"":""1933-03-02T02:27:39+00:00"",""exposure_active"":4848,""exposure_current"":125429,""start_utc"":""1933-03-02T02:18:00+00:00""}]",1,579.000000,579.000000,4482,107548,5125,107226,1,1,92.7664593083,0.8877832534,0.0554182150,0.8877832534,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4859|125450,4859,125450,3764,82744,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1800.0,""end_utc"":""1933-03-21T20:32:00+00:00"",""exposure_active"":4859,""exposure_current"":125450,""start_utc"":""1933-03-21T20:02:00+00:00""}]",1,1800.000000,1800.000000,4497,107569,5133,107243,1,1,105.4946289082,1.0000000000,0.0826700337,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4859|125451,4859,125451,3764,82745,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":934.0,""end_utc"":""1933-03-21T20:48:34+00:00"",""exposure_active"":4859,""exposure_current"":125451,""start_utc"":""1933-03-21T20:33:00+00:00""}]",1,934.000000,934.000000,4497,107570,5133,107248,1,1,43.3793801006,0.4006705822,0.0320330671,0.4006705822,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4861|125454,4861,125454,3766,82748,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""1102"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1580.0,""end_utc"":""1933-03-21T22:37:00+00:00"",""exposure_active"":125454,""exposure_current"":4861,""start_utc"":""1933-03-21T22:10:40+00:00""}]",1,1580.000000,1580.000000,4499,107573,5140,107245,1,1,2.0983891768,0.0188975113,0.0015135469,0.0188975113,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4861|125457,4861,125457,3766,82751,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""1100"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":559.0,""end_utc"":""1933-03-21T21:31:47+00:00"",""exposure_active"":125457,""exposure_current"":4861,""start_utc"":""1933-03-21T21:22:28+00:00""}]",1,559.000000,559.000000,4499,107576,5140,107241,1,1,75.5492552759,0.7097343996,0.0440459720,0.7097343996,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4861|125458,4861,125458,3766,82752,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""1101"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1317.0,""end_utc"":""1933-03-21T22:01:42+00:00"",""exposure_active"":125458,""exposure_current"":4861,""start_utc"":""1933-03-21T21:39:45+00:00""}]",1,1317.000000,1317.000000,4499,107577,5140,107240,1,1,0.1703953190,0.0015339947,0.0000936531,0.0015339947,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4876|125477,4876,125477,3781,82771,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1364.0,""end_utc"":""1933-03-23T22:38:00+00:00"",""exposure_active"":125477,""exposure_current"":4876,""start_utc"":""1933-03-23T22:15:16+00:00""}]",1,1364.000000,1364.000000,4515,107592,5146,107251,1,1,105.0083471029,1.0000000000,0.0632085652,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4885|125488,4885,125488,3787,82782,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":60.0,""end_utc"":""1933-03-25T00:03:47+00:00"",""exposure_active"":125488,""exposure_current"":4885,""start_utc"":""1933-03-25T00:02:47+00:00""}]",1,60.000000,60.000000,4523,107603,5151,107259,1,1,13.8234631438,0.3863651813,0.0105552174,0.3863651813,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4886|125488,4886,125488,3788,82782,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",GT0_LE5MIN,118.000000,[],0,0.000000,0.000000,4524,107603,5153,107259,1,1,34.7692836229,1.0000000000,0.0277397742,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4893|125568,4893,125568,3792,82862,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":452.0,""end_utc"":""1933-03-25T21:19:32+00:00"",""exposure_active"":4893,""exposure_current"":125568,""start_utc"":""1933-03-25T21:12:00+00:00""}]",1,452.000000,452.000000,4530,107683,5189,107311,1,1,2.7781711842,0.0256393173,0.0015728501,0.0256393173,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4896|125503,4896,125503,3795,82797,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1800.0,""end_utc"":""1933-03-25T23:50:00+00:00"",""exposure_active"":4896,""exposure_current"":125503,""start_utc"":""1933-03-25T23:20:00+00:00""}]",1,1800.000000,1800.000000,4532,107618,5173,107271,1,1,105.4389967896,1.0000000000,0.0808592552,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4896|125506,4896,125506,3795,82800,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1563.0,""end_utc"":""1933-03-26T01:19:03+00:00"",""exposure_active"":4896,""exposure_current"":125506,""start_utc"":""1933-03-26T00:53:00+00:00""}]",1,1563.000000,1563.000000,4532,107621,5173,107269,1,1,106.6796620374,0.9977150213,0.0804584378,0.9977150213,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4896|125569,4896,125569,3795,82863,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":3660.0,""end_utc"":""1933-03-25T23:19:00+00:00"",""exposure_active"":4896,""exposure_current"":125569,""start_utc"":""1933-03-25T22:18:00+00:00""}]",1,3660.000000,3660.000000,4532,107684,5173,107309,1,1,0.1590036191,0.0014254792,0.0000892024,0.0014254792,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4896|125570,4896,125570,3795,82864,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":3660.0,""end_utc"":""1933-03-26T00:21:00+00:00"",""exposure_active"":4896,""exposure_current"":125570,""start_utc"":""1933-03-25T23:20:00+00:00""}]",1,3660.000000,3660.000000,4532,107685,5173,107313,1,1,106.2063170757,1.0000000000,0.0636913577,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4898|125510,4898,125510,3797,82804,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1680.0,""end_utc"":""1933-03-26T03:25:00+00:00"",""exposure_active"":4898,""exposure_current"":125510,""start_utc"":""1933-03-26T02:57:00+00:00""}]",1,1680.000000,1680.000000,4534,107625,5183,107274,1,1,30.6227653597,0.2836548469,0.0221933387,0.2836548469,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4901|125520,4901,125520,3800,82814,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":599.0,""end_utc"":""1933-03-27T00:12:08+00:00"",""exposure_active"":125520,""exposure_current"":4901,""start_utc"":""1933-03-27T00:02:09+00:00""}]",1,599.000000,599.000000,4537,107635,5161,107278,1,1,34.4690917320,1.0000000000,0.0260985778,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4901|125581,4901,125581,3800,82875,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":599.0,""end_utc"":""1933-03-27T00:12:08+00:00"",""exposure_active"":125581,""exposure_current"":4901,""start_utc"":""1933-03-27T00:02:09+00:00""}]",1,599.000000,599.000000,4537,107696,5161,107318,1,1,34.3592708284,1.0000000000,0.0208627694,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4902|125520,4902,125520,3800,82814,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":413.0,""end_utc"":""1933-03-27T00:20:00+00:00"",""exposure_active"":125520,""exposure_current"":4902,""start_utc"":""1933-03-27T00:13:07+00:00""}]",1,413.000000,413.000000,4537,107635,5161,107278,1,1,34.4690917320,1.0000000000,0.0260985778,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4902|125581,4902,125581,3800,82875,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":599.0,""end_utc"":""1933-03-27T00:23:06+00:00"",""exposure_active"":125581,""exposure_current"":4902,""start_utc"":""1933-03-27T00:13:07+00:00""}]",1,599.000000,599.000000,4537,107696,5161,107318,1,1,34.3592708284,1.0000000000,0.0208627694,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4903|125520,4903,125520,3800,82814,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",GT0_LE5MIN,246.000000,[],0,0.000000,0.000000,4537,107635,5161,107278,1,1,34.4690917320,1.0000000000,0.0260985778,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4903|125581,4903,125581,3800,82875,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":59.0,""end_utc"":""1933-03-27T00:25:05+00:00"",""exposure_active"":125581,""exposure_current"":4903,""start_utc"":""1933-03-27T00:24:06+00:00""}]",1,59.000000,59.000000,4537,107696,5161,107318,1,1,34.3592708284,1.0000000000,0.0208627694,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
4904|125581,4904,125581,3800,82875,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":60.0,""end_utc"":""1933-03-27T00:29:25+00:00"",""exposure_active"":125581,""exposure_current"":4904,""start_utc"":""1933-03-27T00:28:25+00:00""}]",1,60.000000,60.000000,4537,107696,5161,107318,1,1,34.3592708284,1.0000000000,0.0208627694,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
