pair_id,exposure_a,exposure_b,plate_a,plate_b,archive_a,archive_b,site_a,site_b,site_pair,timing_bin,min_fragment_gap_seconds,fragment_overlap_intervals_json,fragment_overlap_count,total_fragment_overlap_seconds,max_fragment_overlap_seconds,scan_id_a,scan_id_b,solution_id_a,solution_id_b,solution_num_a,solution_num_b,common_tangent_area_deg2,common_fraction_of_a,common_fraction_of_b,common_fraction_of_smaller,site_separation_km_diagnostic,site_separation_band,epoch_label,in_1951_1955,pre_sputnik
3018|85397,3018,85397,2194,57812,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""667"",""duration_seconds"":1197.0,""end_utc"":""1928-10-15T22:24:56+00:00"",""exposure_active"":3018,""exposure_current"":85397,""start_utc"":""1928-10-15T22:04:59+00:00""}]",1,1197.000000,1197.000000,2479,61893,2858,63900,1,1,11.3974074144,0.1081246956,0.2964500136,0.2964500136,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3018|85398,3018,85398,2194,57812,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""667"",""duration_seconds"":359.0,""end_utc"":""1928-10-15T22:31:55+00:00"",""exposure_active"":3018,""exposure_current"":85398,""start_utc"":""1928-10-15T22:25:56+00:00""}]",1,359.000000,359.000000,2479,61893,2858,63900,1,1,11.3974074144,0.1081246956,0.2964500136,0.2964500136,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3018|85399,3018,85399,2194,57813,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""667"",""duration_seconds"":1317.0,""end_utc"":""1928-10-15T23:03:50+00:00"",""exposure_active"":3018,""exposure_current"":85399,""start_utc"":""1928-10-15T22:41:53+00:00""}]",1,1317.000000,1317.000000,2479,61895,2858,63896,1,1,35.5540872147,0.3388256076,0.9318008433,0.9318008433,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3018|85400,3018,85400,2194,57813,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""667"",""duration_seconds"":478.0,""end_utc"":""1928-10-15T23:12:48+00:00"",""exposure_active"":3018,""exposure_current"":85400,""start_utc"":""1928-10-15T23:04:50+00:00""}]",1,478.000000,478.000000,2479,61895,2858,63896,1,1,35.5540872147,0.3388256076,0.9318008433,0.9318008433,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3075|85573,3075,85573,2248,57900,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1197.0,""end_utc"":""1929-01-31T21:12:20+00:00"",""exposure_active"":3075,""exposure_current"":85573,""start_utc"":""1929-01-31T20:52:23+00:00""}]",1,1197.000000,1197.000000,2536,62069,2938,64162,1,1,3.8288097331,0.0361973516,0.1003462770,0.1003462770,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3075|85574,3075,85574,2248,57900,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":359.0,""end_utc"":""1929-01-31T21:19:19+00:00"",""exposure_active"":3075,""exposure_current"":85574,""start_utc"":""1929-01-31T21:13:20+00:00""}]",1,359.000000,359.000000,2536,62069,2938,64162,1,1,3.8288097331,0.0361973516,0.1003462770,0.1003462770,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3104|85663,3104,85663,2277,57945,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":898.0,""end_utc"":""1929-02-08T21:24:34+00:00"",""exposure_active"":85663,""exposure_current"":3104,""start_utc"":""1929-02-08T21:09:36+00:00""}]",1,898.000000,898.000000,2570,62158,2955,64302,1,2,1.8602300323,0.0544358385,0.0484250881,0.0544358385,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3104|85664,3104,85664,2277,57945,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",GT0_LE5MIN,251.000000,[],0,0.000000,0.000000,2570,62158,2955,64302,1,2,1.8602300323,0.0544358385,0.0484250881,0.0544358385,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3141|120929,3141,120929,2314,78250,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1800.0,""end_utc"":""1929-03-28T21:30:00+00:00"",""exposure_active"":3141,""exposure_current"":120929,""start_utc"":""1929-03-28T21:00:00+00:00""}]",1,1800.000000,1800.000000,2612,103913,3008,105195,1,1,131.1925648944,1.0000000000,0.1031404213,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3170|120977,3170,120977,2338,78298,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1800.0,""end_utc"":""1929-05-02T23:12:00+00:00"",""exposure_active"":3170,""exposure_current"":120977,""start_utc"":""1929-05-02T22:42:00+00:00""}]",1,1800.000000,1800.000000,2635,103940,3046,105213,1,1,103.7310082770,0.7792745075,0.0772886517,0.7792745075,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3202|121066,3202,121066,2370,78387,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1800.0,""end_utc"":""1929-06-11T22:51:00+00:00"",""exposure_active"":3202,""exposure_current"":121066,""start_utc"":""1929-06-11T22:21:00+00:00""}]",1,1800.000000,1800.000000,2684,103982,3081,105242,1,1,19.5650536808,0.1445461045,0.0146922335,0.1445461045,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3207|85825,3207,85825,2375,58026,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":599.0,""end_utc"":""1929-06-17T22:23:29+00:00"",""exposure_active"":85825,""exposure_current"":3207,""start_utc"":""1929-06-17T22:13:30+00:00""}]",1,599.000000,599.000000,2690,62321,3075,64557,1,1,4.2309819237,0.1256065352,0.1105897507,0.1256065352,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3207|85826,3207,85826,2375,58026,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",GT0_LE5MIN,61.000000,[],0,0.000000,0.000000,2690,62321,3075,64557,1,1,4.2309819237,0.1256065352,0.1105897507,0.1256065352,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3274|121194,3274,121194,2442,78513,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""760"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1073.0,""end_utc"":""1929-09-02T20:21:00+00:00"",""exposure_active"":121194,""exposure_current"":3274,""start_utc"":""1929-09-02T20:03:07+00:00""}]",1,1073.000000,1073.000000,2794,104052,3248,105285,-1,1,73.5431488877,0.5479004120,0.0537962000,0.5479004120,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3274|121195,3274,121195,2442,78514,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""760"",""duration_seconds"":1800.0,""end_utc"":""1929-09-02T20:52:00+00:00"",""exposure_active"":3274,""exposure_current"":121195,""start_utc"":""1929-09-02T20:22:00+00:00""}]",1,1800.000000,1800.000000,2794,104053,3248,105288,-1,1,56.4689378868,0.4193939432,0.0422249595,0.4193939432,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3291|85975,3291,85975,2459,58101,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":898.0,""end_utc"":""1929-09-11T23:47:43+00:00"",""exposure_active"":3291,""exposure_current"":85975,""start_utc"":""1929-09-11T23:32:45+00:00""}]",1,898.000000,898.000000,2813,62471,3231,64734,1,1,9.9718959985,0.0769890150,0.2590829730,0.2590829730,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3291|85976,3291,85976,2459,58101,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":269.0,""end_utc"":""1929-09-11T23:53:12+00:00"",""exposure_active"":3291,""exposure_current"":85976,""start_utc"":""1929-09-11T23:48:43+00:00""}]",1,269.000000,269.000000,2813,62471,3231,64734,1,1,9.9718959985,0.0769890150,0.2590829730,0.2590829730,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3308|85985,3308,85985,2475,58106,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":208.0,""end_utc"":""1929-09-25T22:38:11+00:00"",""exposure_active"":3308,""exposure_current"":85985,""start_utc"":""1929-09-25T22:34:43+00:00""}]",1,208.000000,208.000000,2833,62481,3241,64748,1,1,1.3762090508,0.0133630840,0.0353962923,0.0353962923,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3317|85993,3317,85993,2483,58110,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1227.0,""end_utc"":""1929-09-26T22:38:46+00:00"",""exposure_active"":3317,""exposure_current"":85993,""start_utc"":""1929-09-26T22:18:19+00:00""}]",1,1227.000000,1227.000000,2846,62489,3255,64752,1,1,20.7006590750,0.2011990969,0.5393144417,0.5393144417,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3317|85994,3317,85994,2483,58110,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":419.0,""end_utc"":""1929-09-26T22:46:45+00:00"",""exposure_active"":3317,""exposure_current"":85994,""start_utc"":""1929-09-26T22:39:46+00:00""}]",1,419.000000,419.000000,2846,62489,3255,64752,1,1,20.7006590750,0.2011990969,0.5393144417,0.5393144417,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3400|86067,3400,86067,2562,58147,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":598.0,""end_utc"":""1929-11-09T22:51:15+00:00"",""exposure_active"":3400,""exposure_current"":86067,""start_utc"":""1929-11-09T22:41:17+00:00""}]",1,598.000000,598.000000,2941,62563,3352,64868,1,1,4.1800844155,0.0325283902,0.1078956016,0.1078956016,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3400|86068,3400,86068,2562,58147,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":180.0,""end_utc"":""1929-11-09T22:54:45+00:00"",""exposure_active"":3400,""exposure_current"":86068,""start_utc"":""1929-11-09T22:51:45+00:00""}]",1,180.000000,180.000000,2941,62563,3352,64868,1,1,4.1800844155,0.0325283902,0.1078956016,0.1078956016,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3400|86069,3400,86069,2562,58148,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":598.0,""end_utc"":""1929-11-09T23:12:12+00:00"",""exposure_active"":3400,""exposure_current"":86069,""start_utc"":""1929-11-09T23:02:14+00:00""}]",1,598.000000,598.000000,2941,62565,3352,64876,1,1,6.4249778430,0.0501252243,0.1668512846,0.1668512846,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3400|86070,3400,86070,2562,58148,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":179.0,""end_utc"":""1929-11-09T23:15:41+00:00"",""exposure_active"":3400,""exposure_current"":86070,""start_utc"":""1929-11-09T23:12:42+00:00""}]",1,179.000000,179.000000,2941,62565,3352,64876,1,1,6.4249778430,0.0501252243,0.1668512846,0.1668512846,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3400|86071,3400,86071,2562,58149,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":598.0,""end_utc"":""1929-11-09T23:31:09+00:00"",""exposure_active"":3400,""exposure_current"":86071,""start_utc"":""1929-11-09T23:21:11+00:00""}]",1,598.000000,598.000000,2941,62567,3352,64870,1,1,3.5261840247,0.0274206436,0.0912701663,0.0912701663,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3400|86072,3400,86072,2562,58149,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":179.0,""end_utc"":""1929-11-09T23:34:38+00:00"",""exposure_active"":3400,""exposure_current"":86072,""start_utc"":""1929-11-09T23:31:39+00:00""}]",1,179.000000,179.000000,2941,62567,3352,64870,1,1,3.5261840247,0.0274206436,0.0912701663,0.0912701663,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3400|86073,3400,86073,2562,58150,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":598.0,""end_utc"":""1929-11-09T23:49:06+00:00"",""exposure_active"":3400,""exposure_current"":86073,""start_utc"":""1929-11-09T23:39:08+00:00""}]",1,598.000000,598.000000,2941,62569,3352,64880,1,1,5.8955916380,0.0459894074,0.1531055821,0.1531055821,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3400|86074,3400,86074,2562,58150,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":179.0,""end_utc"":""1929-11-09T23:52:35+00:00"",""exposure_active"":3400,""exposure_current"":86074,""start_utc"":""1929-11-09T23:49:36+00:00""}]",1,179.000000,179.000000,2941,62569,3352,64880,1,1,5.8955916380,0.0459894074,0.1531055821,0.1531055821,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3527|121680,3527,121680,2687,78997,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":548.0,""end_utc"":""1930-02-19T19:27:08+00:00"",""exposure_active"":3527,""exposure_current"":121680,""start_utc"":""1930-02-19T19:18:00+00:00""}]",1,548.000000,548.000000,3117,104127,3527,105324,1,1,33.5138670019,1.0000000000,0.0255346826,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3706|121863,3706,121863,2866,79179,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""854"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":1786.0,""end_utc"":""1930-06-17T23:06:00+00:00"",""exposure_active"":121863,""exposure_current"":3706,""start_utc"":""1930-06-17T22:36:14+00:00""}]",1,1786.000000,1786.000000,3357,104270,3803,105408,1,1,130.9619393582,1.0000000000,0.1025363914,1.0000000000,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3708|86395,3708,86395,2868,58311,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":718.0,""end_utc"":""1930-06-18T23:09:24+00:00"",""exposure_active"":3708,""exposure_current"":86395,""start_utc"":""1930-06-18T22:57:26+00:00""}]",1,718.000000,718.000000,3359,62891,3804,65403,1,1,10.4799693383,0.0809442554,0.2740437265,0.2740437265,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3708|86396,3708,86396,2868,58311,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":209.0,""end_utc"":""1930-06-18T23:14:23+00:00"",""exposure_active"":3708,""exposure_current"":86396,""start_utc"":""1930-06-18T23:10:54+00:00""}]",1,209.000000,209.000000,3359,62891,3804,65403,1,1,10.4799693383,0.0809442554,0.2740437265,0.2740437265,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
3736|121932,3736,121932,2896,79239,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""878"",""duration_seconds"":1800.0,""end_utc"":""1930-08-25T21:13:00+00:00"",""exposure_active"":3736,""exposure_current"":121932,""start_utc"":""1930-08-25T20:43:00+00:00""}]",1,1800.000000,1800.000000,3396,104321,3866,105426,1,1,0.9949110276,0.0072166085,0.0007344480,0.0072166085,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3737|121935,3737,121935,2897,79242,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":849.0,""end_utc"":""1930-08-25T22:49:09+00:00"",""exposure_active"":3737,""exposure_current"":121935,""start_utc"":""1930-08-25T22:35:00+00:00""}]",1,849.000000,849.000000,3398,104324,3844,105435,1,1,9.1145444299,0.2581889337,0.0066974490,0.2581889337,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3751|121952,3751,121952,2909,79259,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""882"",""duration_seconds"":1107.0,""end_utc"":""1930-08-27T21:45:27+00:00"",""exposure_active"":3751,""exposure_current"":121952,""start_utc"":""1930-08-27T21:27:00+00:00""}]",1,1107.000000,1107.000000,3418,104338,3888,105445,1,1,124.8745176732,0.9466956865,0.0974555882,0.9466956865,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3786|121982,3786,121982,2941,79289,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":52.0,""end_utc"":""1930-10-16T18:20:52+00:00"",""exposure_active"":3786,""exposure_current"":121982,""start_utc"":""1930-10-16T18:20:00+00:00""}]",1,52.000000,52.000000,3471,104368,3922,105460,1,1,15.9379449261,0.4510203062,0.0118580868,0.4510203062,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3938|122170,3938,122170,3009,79464,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":911.0,""end_utc"":""1931-02-13T19:47:00+00:00"",""exposure_active"":122170,""exposure_current"":3938,""start_utc"":""1931-02-13T19:31:49+00:00""}]",1,911.000000,911.000000,3556,104520,4069,105542,1,1,6.2011512909,0.1740725379,0.0046491143,0.1740725379,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3958|122228,3958,122228,3029,79522,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":299.0,""end_utc"":""1931-03-06T20:39:10+00:00"",""exposure_active"":122228,""exposure_current"":3958,""start_utc"":""1931-03-06T20:34:11+00:00""}]",1,299.000000,299.000000,3584,104577,4115,105576,1,1,18.0323382779,0.5089922857,0.0132335919,0.5089922857,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3967|122339,3967,122339,3038,79633,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":3540.0,""end_utc"":""1931-03-15T20:59:00+00:00"",""exposure_active"":3967,""exposure_current"":122339,""start_utc"":""1931-03-15T20:00:00+00:00""}]",1,3540.000000,3540.000000,3592,104675,4137,105667,1,1,42.9880021192,0.3210247628,0.0313739544,0.3210247628,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3970|122349,3970,122349,3041,79643,101,208,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany","Dr. Remeis-Observatory, Bamberg, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":28.0,""end_utc"":""1931-03-16T03:08:00+00:00"",""exposure_active"":122349,""exposure_current"":3970,""start_utc"":""1931-03-16T03:07:32+00:00""}]",1,28.000000,28.000000,3596,104685,4120,105669,1,1,3.4867000245,0.0999442034,0.0025198755,0.0999442034,402.491931,GE100_LT500,PRE_SPUTNIK,False,True
3983|86495,3983,86495,3053,58360,101,105,"Hamburg-Bergedorf, Germany","Bonn, Germany","Bonn, Germany | Hamburg-Bergedorf, Germany",OVERLAP,0.000000,"[{""a_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""b_fragment"":""PARENT_PROVISIONAL_CONTINUOUS"",""duration_seconds"":748.0,""end_utc"":""1931-03-17T23:55:53+00:00"",""exposure_active"":3983,""exposure_current"":86495,""start_utc"":""1931-03-17T23:43:25+00:00""}]",1,748.000000,748.000000,3605,62989,4130,65560,1,2,23.3611208427,0.1795417291,0.6148911106,0.6148911106,428.609118,GE100_LT500,PRE_SPUTNIK,False,True
