result_id,pair_key,source_id,old_result,old_status,invalidation_reason,replacement_result,replacement_status,replacement_input_sha256,notes
HIST-HARVARD-11876,APPLAUSE:13623 | DASCH:bi05607,40095480011876,"nearest_peak_sep_arcsec=2.03646760535242",superseded,"historical Harvard pixel/input layer was unpreserved and later shown inconsistent with byte-identical current StarGlass and GAVO SODA FITS","nearest_peak_sep_arcsec=52.810906810025216; nearest_peak_snr=4.248096443610508; peak_count=22; sigma=30.590377168891756",verified_negative,e593c06650d0f36a5eb8f72c0d517c39889c1f1f7f685d2bb6320eb0db843fb3,"Old positives and negatives from affected historical Harvard layer are not scientific evidence"
