canonical_pair,direction,endpoint_a,endpoint_b,pair_index,position_angle_deg_east_of_north,primary_corrected_le3,primary_loo_crosses_gt3,primary_loo_robust_corrected_le3,primary_raw_gt3_to_corrected_le3,primary_raw_le3_to_corrected_gt3,primary_raw_le3_to_corrected_le3,primary_registered,primary_window_10arcmin,primary_window_20arcmin,primary_window_30arcmin,primary_window_5arcmin,raw_control_le10_associations,raw_control_le3_associations,shift_radius_arcsec,sparse_diagnostic_corrected_le3,sparse_diagnostic_registered,unregistered
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,SW,DASCH:bi05468:exp0,APPLAUSE:131772,25,225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,W,DASCH:bi05468:exp0,APPLAUSE:131772,25,270.0,0,0,0,0,0,0,0,0,0,0,0,3,0,60.0,1,3,0
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,E,DASCH:bi05468:exp0,APPLAUSE:131772,25,90.0,0,0,0,0,0,0,0,0,0,0,0,4,0,120.0,1,4,0
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,N,DASCH:bi05468:exp0,APPLAUSE:131772,25,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,120.0,1,1,0
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,NE,DASCH:bi05468:exp0,APPLAUSE:131772,25,45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,120.0,0,1,0
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,NW,DASCH:bi05468:exp0,APPLAUSE:131772,25,315.0,0,0,0,0,0,0,0,0,0,0,0,2,0,120.0,0,2,0
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,S,DASCH:bi05468:exp0,APPLAUSE:131772,25,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,0,0,0
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,SE,DASCH:bi05468:exp0,APPLAUSE:131772,25,135.0,0,0,0,0,0,0,0,0,0,0,0,2,0,120.0,0,2,0
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,SW,DASCH:bi05468:exp0,APPLAUSE:131772,25,225.0,0,0,0,0,0,0,0,0,0,0,0,2,0,120.0,1,2,0
APPLAUSE:131772 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05468,W,DASCH:bi05468:exp0,APPLAUSE:131772,25,270.0,0,0,0,0,0,0,0,0,0,0,0,2,1,120.0,0,2,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,E,DASCH:mf40301:exp0,APPLAUSE:132099,26,90.0,11,11,0,7,11,4,121,0,25,96,0,441,49,60.0,30,320,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,N,DASCH:mf40301:exp0,APPLAUSE:132099,26,0.0,13,12,1,12,12,1,177,0,16,161,0,789,69,60.0,51,612,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,NE,DASCH:mf40301:exp0,APPLAUSE:132099,26,45.0,12,10,2,9,13,3,160,0,22,138,0,656,60,60.0,40,496,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,NW,DASCH:mf40301:exp0,APPLAUSE:132099,26,315.0,9,7,2,8,12,1,135,0,18,117,0,521,56,60.0,37,386,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,S,DASCH:mf40301:exp0,APPLAUSE:132099,26,180.0,6,6,0,6,4,0,91,0,11,80,0,358,26,60.0,27,267,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,SE,DASCH:mf40301:exp0,APPLAUSE:132099,26,135.0,13,8,5,11,10,2,99,0,11,88,0,342,36,60.0,19,243,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,SW,DASCH:mf40301:exp0,APPLAUSE:132099,26,225.0,10,8,2,7,5,3,101,0,17,84,0,405,37,60.0,24,304,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,W,DASCH:mf40301:exp0,APPLAUSE:132099,26,270.0,9,8,1,8,8,1,111,0,17,94,0,404,25,60.0,18,293,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,E,DASCH:mf40301:exp0,APPLAUSE:132099,26,90.0,10,8,2,6,8,4,119,0,23,96,0,372,25,120.0,17,253,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,N,DASCH:mf40301:exp0,APPLAUSE:132099,26,0.0,7,6,1,6,9,1,131,0,10,121,0,518,46,120.0,31,387,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,NE,DASCH:mf40301:exp0,APPLAUSE:132099,26,45.0,32,27,5,23,15,9,309,0,33,276,0,1115,95,120.0,64,806,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,NW,DASCH:mf40301:exp0,APPLAUSE:132099,26,315.0,17,16,1,16,12,1,176,0,19,157,0,614,55,120.0,34,438,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,S,DASCH:mf40301:exp0,APPLAUSE:132099,26,180.0,11,9,2,9,6,2,112,0,12,100,0,382,40,120.0,22,270,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,SE,DASCH:mf40301:exp0,APPLAUSE:132099,26,135.0,12,10,2,9,9,3,106,0,14,92,0,347,37,120.0,23,241,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,SW,DASCH:mf40301:exp0,APPLAUSE:132099,26,225.0,8,5,3,6,5,2,102,0,12,90,0,381,27,120.0,17,279,0
APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40301,W,DASCH:mf40301:exp0,APPLAUSE:132099,26,270.0,8,8,0,6,4,2,91,0,13,78,0,370,34,120.0,24,279,0
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,E,DASCH:bi05361:exp0,APPLAUSE:11819,27,90.0,72,60,12,47,54,25,855,10,491,354,0,993,87,60.0,10,137,1
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,N,DASCH:bi05361:exp0,APPLAUSE:11819,27,0.0,36,32,4,21,22,15,417,9,213,195,0,544,47,60.0,11,126,1
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,NE,DASCH:bi05361:exp0,APPLAUSE:11819,27,45.0,54,41,13,30,39,24,613,16,337,260,0,760,78,60.0,13,147,0
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,NW,DASCH:bi05361:exp0,APPLAUSE:11819,27,315.0,78,65,13,57,55,21,762,15,422,325,0,944,95,60.0,15,181,1
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,S,DASCH:bi05361:exp0,APPLAUSE:11819,27,180.0,36,28,8,20,22,16,403,13,199,191,0,505,49,60.0,7,102,0
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,SE,DASCH:bi05361:exp0,APPLAUSE:11819,27,135.0,55,48,7,38,25,17,534,12,315,207,0,656,57,60.0,14,122,0
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,SW,DASCH:bi05361:exp0,APPLAUSE:11819,27,225.0,57,43,14,40,43,17,746,22,420,304,0,865,72,60.0,13,119,0
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,W,DASCH:bi05361:exp0,APPLAUSE:11819,27,270.0,100,86,14,77,68,23,1269,22,707,540,0,1463,114,60.0,18,194,0
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,E,DASCH:bi05361:exp0,APPLAUSE:11819,27,90.0,34,25,9,21,32,13,460,14,226,220,0,575,54,120.0,10,115,0
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,N,DASCH:bi05361:exp0,APPLAUSE:11819,27,0.0,32,27,5,25,34,7,485,14,283,188,0,594,50,120.0,11,109,0
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,NE,DASCH:bi05361:exp0,APPLAUSE:11819,27,45.0,31,25,6,22,34,9,400,12,235,152,1,531,57,120.0,13,130,1
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,NW,DASCH:bi05361:exp0,APPLAUSE:11819,27,315.0,41,31,10,30,34,11,447,14,252,181,0,568,54,120.0,7,121,0
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,S,DASCH:bi05361:exp0,APPLAUSE:11819,27,180.0,36,29,7,26,25,10,404,14,233,157,0,493,42,120.0,8,89,0
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,SE,DASCH:bi05361:exp0,APPLAUSE:11819,27,135.0,36,28,8,25,32,11,446,15,236,195,0,555,52,120.0,11,109,0
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,SW,DASCH:bi05361:exp0,APPLAUSE:11819,27,225.0,41,35,6,29,25,12,446,14,253,179,0,541,48,120.0,8,95,0
APPLAUSE:11819 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05361,W,DASCH:bi05361:exp0,APPLAUSE:11819,27,270.0,26,18,8,14,29,12,433,8,241,184,0,534,45,120.0,4,101,0
APPLAUSE:13877 | APPLAUSE:139431,E,APPLAUSE:139431,APPLAUSE:13877,28,90.0,1592,270,1322,829,942,763,18410,2600,7,0,15803,18410,1705,60.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,N,APPLAUSE:139431,APPLAUSE:13877,28,0.0,1641,270,1371,847,863,794,18732,2579,12,0,16141,18732,1657,60.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,NE,APPLAUSE:139431,APPLAUSE:13877,28,45.0,1638,257,1381,849,850,789,18507,2678,8,0,15821,18507,1639,60.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,NW,APPLAUSE:139431,APPLAUSE:13877,28,315.0,1681,275,1406,869,844,812,18416,2520,11,0,15885,18416,1656,60.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,S,APPLAUSE:139431,APPLAUSE:13877,28,180.0,1760,283,1477,894,839,866,18476,2461,9,0,16006,18476,1705,60.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,SE,APPLAUSE:139431,APPLAUSE:13877,28,135.0,1628,269,1359,833,910,795,18812,2620,6,0,16186,18812,1705,60.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,SW,APPLAUSE:139431,APPLAUSE:13877,28,225.0,1663,282,1381,880,905,783,18562,2604,4,0,15954,18562,1688,60.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,W,APPLAUSE:139431,APPLAUSE:13877,28,270.0,1731,315,1416,900,855,831,18647,2519,8,0,16120,18647,1686,60.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,E,APPLAUSE:139431,APPLAUSE:13877,28,90.0,1643,277,1366,844,830,799,18647,2708,10,0,15929,18647,1629,120.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,N,APPLAUSE:139431,APPLAUSE:13877,28,0.0,1670,286,1384,880,919,790,18500,2494,8,0,15998,18500,1709,120.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,NE,APPLAUSE:139431,APPLAUSE:13877,28,45.0,1631,275,1356,829,903,802,18561,2590,13,0,15958,18561,1705,120.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,NW,APPLAUSE:139431,APPLAUSE:13877,28,315.0,1608,276,1332,819,863,789,18409,2502,4,0,15903,18409,1652,120.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,S,APPLAUSE:139431,APPLAUSE:13877,28,180.0,1647,256,1391,826,897,821,18578,2549,9,0,16020,18578,1718,120.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,SE,APPLAUSE:139431,APPLAUSE:13877,28,135.0,1584,243,1341,791,921,793,18322,2513,8,0,15801,18322,1714,120.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,SW,APPLAUSE:139431,APPLAUSE:13877,28,225.0,1654,270,1384,890,886,764,18459,2483,5,0,15971,18459,1650,120.0,0,0,0
APPLAUSE:13877 | APPLAUSE:139431,W,APPLAUSE:139431,APPLAUSE:13877,28,270.0,1667,242,1425,858,843,809,18268,2532,13,0,15723,18268,1652,120.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,E,APPLAUSE:139430,APPLAUSE:13876,29,90.0,2037,308,1729,1067,1073,970,22267,2707,29,0,19531,22267,2043,60.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,N,APPLAUSE:139430,APPLAUSE:13876,29,0.0,2053,317,1736,1069,982,984,22421,2795,26,0,19600,22421,1966,60.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,NE,APPLAUSE:139430,APPLAUSE:13876,29,45.0,2017,307,1710,1090,1012,927,22312,2832,22,0,19458,22312,1939,60.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,NW,APPLAUSE:139430,APPLAUSE:13876,29,315.0,2000,288,1712,1010,974,990,22142,2759,21,0,19362,22142,1964,60.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,S,APPLAUSE:139430,APPLAUSE:13876,29,180.0,2021,274,1747,1057,986,964,22526,2860,25,0,19641,22526,1950,60.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,SE,APPLAUSE:139430,APPLAUSE:13876,29,135.0,2057,309,1748,1093,1059,964,22226,2804,27,0,19395,22226,2023,60.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,SW,APPLAUSE:139430,APPLAUSE:13876,29,225.0,1996,249,1747,1038,1021,958,22179,2770,27,0,19382,22179,1979,60.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,W,APPLAUSE:139430,APPLAUSE:13876,29,270.0,1992,307,1685,1006,999,986,22367,2726,42,0,19599,22367,1985,60.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,E,APPLAUSE:139430,APPLAUSE:13876,29,90.0,1991,280,1711,1023,994,968,22349,2759,28,0,19562,22349,1962,120.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,N,APPLAUSE:139430,APPLAUSE:13876,29,0.0,1992,274,1718,1059,1054,933,22210,2864,29,0,19317,22210,1987,120.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,NE,APPLAUSE:139430,APPLAUSE:13876,29,45.0,1994,309,1685,1038,1056,956,22462,2795,28,0,19639,22462,2012,120.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,NW,APPLAUSE:139430,APPLAUSE:13876,29,315.0,1931,270,1661,1002,1044,929,22154,2753,31,0,19370,22154,1973,120.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,S,APPLAUSE:139430,APPLAUSE:13876,29,180.0,2024,300,1724,1008,1006,1016,22298,2801,30,0,19467,22298,2022,120.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,SE,APPLAUSE:139430,APPLAUSE:13876,29,135.0,1927,280,1647,1010,1009,917,22137,2753,29,0,19355,22137,1926,120.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,SW,APPLAUSE:139430,APPLAUSE:13876,29,225.0,1979,283,1696,1036,998,943,22104,2748,29,0,19327,22104,1941,120.0,0,0,0
APPLAUSE:13876 | APPLAUSE:139430,W,APPLAUSE:139430,APPLAUSE:13876,29,270.0,2011,279,1732,1003,984,1008,22122,2721,16,0,19385,22122,1992,120.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,E,APPLAUSE:139532,DASCH:j04686:exp0,30,90.0,2319,149,2170,954,984,1365,25783,1050,201,0,24532,25783,2349,60.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,N,APPLAUSE:139532,DASCH:j04686:exp0,30,0.0,2335,138,2197,1013,1038,1322,26260,1144,181,0,24935,26260,2360,60.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,NE,APPLAUSE:139532,DASCH:j04686:exp0,30,45.0,2367,160,2207,1003,950,1364,25972,1021,202,0,24749,25972,2314,60.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,NW,APPLAUSE:139532,DASCH:j04686:exp0,30,315.0,2329,177,2152,970,988,1359,26039,1084,183,0,24772,26039,2347,60.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,S,APPLAUSE:139532,DASCH:j04686:exp0,30,180.0,2313,169,2144,972,1009,1341,26070,1129,222,0,24719,26070,2350,60.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,SE,APPLAUSE:139532,DASCH:j04686:exp0,30,135.0,2266,149,2117,943,972,1323,25759,1158,204,0,24397,25759,2295,60.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,SW,APPLAUSE:139532,DASCH:j04686:exp0,30,225.0,2284,127,2157,967,949,1317,26516,1197,230,0,25089,26516,2266,60.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,W,APPLAUSE:139532,DASCH:j04686:exp0,30,270.0,2423,160,2263,1015,966,1408,25813,1088,199,0,24526,25813,2374,60.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,E,APPLAUSE:139532,DASCH:j04686:exp0,30,90.0,2307,181,2126,955,954,1352,25585,1103,187,0,24295,25585,2306,120.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,N,APPLAUSE:139532,DASCH:j04686:exp0,30,0.0,2346,162,2184,1021,926,1325,25967,976,152,0,24839,25967,2251,120.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,NE,APPLAUSE:139532,DASCH:j04686:exp0,30,45.0,2279,178,2101,966,981,1313,25899,1009,250,0,24640,25899,2294,120.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,NW,APPLAUSE:139532,DASCH:j04686:exp0,30,315.0,2344,164,2180,1000,934,1344,25814,1006,160,0,24648,25814,2278,120.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,S,APPLAUSE:139532,DASCH:j04686:exp0,30,180.0,2309,155,2154,1003,980,1306,25693,1191,179,0,24323,25693,2286,120.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,SE,APPLAUSE:139532,DASCH:j04686:exp0,30,135.0,2254,173,2081,959,980,1295,25535,1119,180,0,24236,25535,2275,120.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,SW,APPLAUSE:139532,DASCH:j04686:exp0,30,225.0,2407,176,2231,1019,1007,1388,26136,1253,225,0,24658,26136,2395,120.0,0,0,0
APPLAUSE:139532 | DASCH:ivo://org.gavo.dc/~?dasch/q/j04686,W,APPLAUSE:139532,DASCH:j04686:exp0,30,270.0,2282,159,2123,960,1023,1322,25702,1103,207,0,24392,25702,2345,120.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,E,APPLAUSE:11790,DASCH:b75711:exp0,31,90.0,603,421,182,388,422,215,7081,2075,409,0,4597,7081,637,60.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,N,APPLAUSE:11790,DASCH:b75711:exp0,31,0.0,608,402,206,378,426,230,6650,1922,369,0,4359,6650,656,60.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,NE,APPLAUSE:11790,DASCH:b75711:exp0,31,45.0,631,439,192,421,437,210,7115,2124,372,0,4619,7115,647,60.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,NW,APPLAUSE:11790,DASCH:b75711:exp0,31,315.0,581,402,179,360,380,221,6731,1910,360,0,4461,6731,601,60.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,S,APPLAUSE:11790,DASCH:b75711:exp0,31,180.0,584,400,184,374,385,210,6596,1891,381,0,4324,6596,595,60.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,SE,APPLAUSE:11790,DASCH:b75711:exp0,31,135.0,610,421,189,393,394,217,6808,1978,374,0,4456,6808,611,60.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,SW,APPLAUSE:11790,DASCH:b75711:exp0,31,225.0,571,382,189,375,429,196,6631,1855,367,0,4409,6631,625,60.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,W,APPLAUSE:11790,DASCH:b75711:exp0,31,270.0,564,364,200,376,380,188,6623,1780,349,0,4494,6623,568,60.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,E,APPLAUSE:11790,DASCH:b75711:exp0,31,90.0,603,418,185,384,404,219,6932,1970,360,0,4602,6932,623,120.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,N,APPLAUSE:11790,DASCH:b75711:exp0,31,0.0,549,361,188,350,419,199,6771,1943,407,0,4421,6771,618,120.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,NE,APPLAUSE:11790,DASCH:b75711:exp0,31,45.0,575,376,199,360,389,215,6947,1978,352,0,4617,6947,604,120.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,NW,APPLAUSE:11790,DASCH:b75711:exp0,31,315.0,599,388,211,380,415,219,6623,1960,316,0,4347,6623,634,120.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,S,APPLAUSE:11790,DASCH:b75711:exp0,31,180.0,565,390,175,372,428,193,6543,1858,354,0,4331,6543,621,120.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,SE,APPLAUSE:11790,DASCH:b75711:exp0,31,135.0,547,392,155,373,401,174,6904,1958,347,0,4599,6904,575,120.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,SW,APPLAUSE:11790,DASCH:b75711:exp0,31,225.0,587,413,174,391,402,196,6660,1887,317,0,4456,6660,598,120.0,0,0,0
APPLAUSE:11790 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75711,W,APPLAUSE:11790,DASCH:b75711:exp0,31,270.0,585,388,197,369,414,216,6541,1868,362,0,4311,6541,630,120.0,0,0,0
APPLAUSE:12405 | APPLAUSE:131662,E,APPLAUSE:131662,APPLAUSE:12405,32,90.0,28,7,21,15,16,13,325,53,179,93,0,381,34,60.0,5,56,0
APPLAUSE:12405 | APPLAUSE:131662,N,APPLAUSE:131662,APPLAUSE:12405,32,0.0,31,11,20,15,28,16,437,66,252,118,1,521,50,60.0,7,84,0
APPLAUSE:12405 | APPLAUSE:131662,NE,APPLAUSE:131662,APPLAUSE:12405,32,45.0,24,13,11,14,14,10,358,45,208,105,0,416,29,60.0,8,58,0
APPLAUSE:12405 | APPLAUSE:131662,NW,APPLAUSE:131662,APPLAUSE:12405,32,315.0,50,19,31,27,17,23,449,83,248,118,0,521,50,60.0,13,72,0
APPLAUSE:12405 | APPLAUSE:131662,S,APPLAUSE:131662,APPLAUSE:12405,32,180.0,29,17,12,16,15,13,348,57,182,109,0,408,33,60.0,5,60,0
APPLAUSE:12405 | APPLAUSE:131662,SE,APPLAUSE:131662,APPLAUSE:12405,32,135.0,31,14,17,23,19,8,357,64,192,99,2,425,34,60.0,7,68,0
APPLAUSE:12405 | APPLAUSE:131662,SW,APPLAUSE:131662,APPLAUSE:12405,32,225.0,25,13,12,13,16,12,358,59,201,98,0,435,34,60.0,5,77,0
APPLAUSE:12405 | APPLAUSE:131662,W,APPLAUSE:131662,APPLAUSE:12405,32,270.0,35,12,23,22,14,13,361,58,198,105,0,433,37,60.0,11,72,0
APPLAUSE:12405 | APPLAUSE:131662,E,APPLAUSE:131662,APPLAUSE:12405,32,90.0,21,11,10,10,7,11,285,27,142,115,1,337,25,120.0,6,52,0
APPLAUSE:12405 | APPLAUSE:131662,N,APPLAUSE:131662,APPLAUSE:12405,32,0.0,79,48,31,41,100,38,861,158,503,197,3,942,142,120.0,5,81,0
APPLAUSE:12405 | APPLAUSE:131662,NE,APPLAUSE:131662,APPLAUSE:12405,32,45.0,31,15,16,17,22,14,328,41,177,110,0,377,41,120.0,5,49,0
APPLAUSE:12405 | APPLAUSE:131662,NW,APPLAUSE:131662,APPLAUSE:12405,32,315.0,49,27,22,29,16,20,383,53,203,127,0,443,36,120.0,0,60,0
APPLAUSE:12405 | APPLAUSE:131662,S,APPLAUSE:131662,APPLAUSE:12405,32,180.0,32,10,22,17,18,15,303,52,167,84,0,370,42,120.0,10,67,0
APPLAUSE:12405 | APPLAUSE:131662,SE,APPLAUSE:131662,APPLAUSE:12405,32,135.0,28,18,10,22,23,6,316,64,160,91,1,369,34,120.0,3,53,0
APPLAUSE:12405 | APPLAUSE:131662,SW,APPLAUSE:131662,APPLAUSE:12405,32,225.0,31,13,18,20,13,11,293,50,149,94,0,353,29,120.0,4,60,0
APPLAUSE:12405 | APPLAUSE:131662,W,APPLAUSE:131662,APPLAUSE:12405,32,270.0,32,20,12,20,10,12,347,65,167,114,1,416,30,120.0,9,69,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,E,DASCH:bi05459:exp0,APPLAUSE:12471,33,90.0,1,1,0,0,1,1,13,0,9,4,0,73,7,60.0,7,60,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,N,DASCH:bi05459:exp0,APPLAUSE:12471,33,0.0,0,0,0,0,1,0,22,1,16,5,0,72,5,60.0,4,50,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,NE,DASCH:bi05459:exp0,APPLAUSE:12471,33,45.0,2,2,0,2,0,0,13,0,9,4,0,75,2,60.0,3,62,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,NW,DASCH:bi05459:exp0,APPLAUSE:12471,33,315.0,2,2,0,2,1,0,14,0,10,4,0,62,5,60.0,5,48,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,S,DASCH:bi05459:exp0,APPLAUSE:12471,33,180.0,0,0,0,0,1,0,9,0,6,3,0,61,6,60.0,6,52,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,SE,DASCH:bi05459:exp0,APPLAUSE:12471,33,135.0,1,1,0,0,2,1,14,0,7,7,0,71,10,60.0,7,57,0
