raw_match_row,population,registered_target_ra_deg,registered_target_dec_deg,corrected_a_ra_deg,corrected_a_dec_deg,corrected_b_ra_deg,corrected_b_dec_deg,reconstructed_corrected_endpoint_sep_arcsec,frozen_v068a_corrected_endpoint_sep_arcsec,reconstruction_delta_arcsec,v078_raw_target_ra_deg,v078_raw_target_dec_deg,v078_raw_to_registered_target_sep_arcsec,science_pair_reference_snr,a_science_snr,b_science_snr
292800,DIAGNOSTIC_179,83.79898246657882,10.009101741429955,83.79934725403677,10.00903421363506,83.79861767896911,10.009169268827328,2.6317958818619993,2.631796580039671,6.981776716763477e-07,83.79880582936069,10.00896315740292,0.800656024519536,4.317618915390123,12.956275056375391,4.317618915390123
293118,PRIMARY_424,84.58520063532714,8.489140707562505,84.58527545234824,8.489379600614258,84.58512581839916,8.488901814496487,1.8006549288770282,1.8006532170578697,1.7118191584231113e-06,84.58520864371135,8.490080624638162,3.3838216144395137,6.63770837135238,6.63770837135238,14.174717528884273
293327,DIAGNOSTIC_179,84.10813476356391,12.203141184093644,84.10829887176007,12.20303599172679,84.10797065523742,12.203246376363385,1.3810797969423028,1.3810709331817255,8.863760577293434e-06,84.10774155720532,12.202392720430947,3.0289274605213894,4.272636559035584,13.079808987932916,4.272636559035584
293328,PRIMARY_424,84.33054235333405,8.962169116497044,84.33082915445785,8.962033926972081,84.33025555199681,8.96230430580109,2.260099962820498,2.2600961438963445,3.81892415335372e-06,84.33038417106563,8.962720186133716,2.0620557071887156,4.241173401991177,4.241173401991177,5.1981308026666415
293343,PRIMARY_424,86.57072852442005,8.073310548114273,86.57044076324972,8.073460123802928,86.57101628537725,8.073160972224656,2.316857990236543,2.316860959463079,2.9692265357539327e-06,86.57084525332628,8.07411258014754,2.917138109966712,5.144068674459414,5.144068674459414,5.395463936003327
293349,PRIMARY_424,85.43447188917104,9.718994840584454,85.43453076872242,9.718743305059466,85.43441300953113,9.719246376099374,1.8586340065172913,1.8586386272025623,4.620685271072844e-06,85.43360538084201,9.719540292584647,3.6481970239685104,7.029073262992245,9.679914625646582,7.029073262992245
293470,PRIMARY_424,85.65287674596517,7.458103366022922,85.65298259459138,7.458060254008632,85.6527708973181,7.458146478012044,0.8169322815296037,0.8169308748957347,1.4066338690499336e-06,85.65207014061767,7.458604761715397,3.398230969297332,15.724045987777178,30.312581774659808,15.724045987777178
293565,DIAGNOSTIC_179,84.3586271249472,12.255201265859357,84.35864593993928,12.255428576226896,84.35860830998756,12.254973955490538,1.6419797949781572,1.6419793872960469,4.076821102927397e-07,84.35856495685131,12.254734463452172,1.6946604776141387,4.275070924148835,4.275070924148835,4.716709493643118
293614,DIAGNOSTIC_179,84.76708391232438,7.616111832051067,84.76685251048187,7.61581837422046,84.76731531448387,7.6164052897589025,2.681686056396499,2.681685740965749,3.154307499642073e-07,84.76703684648686,7.6166870472970105,2.0775738740926415,4.150621734474684,4.150621734474684,4.977314542460008
293628,DIAGNOSTIC_179,84.1839072289036,11.831277878812763,84.18367092127501,11.831114528417013,84.18414353681449,11.83144122901293,2.038722342426584,2.0387265143002975,4.171873713598728e-06,84.18366135043844,11.83005254980536,4.4954562766419315,4.863687060355005,4.863687060355005,12.484460875918495
293672,PRIMARY_424,83.9496477748303,11.81192224745961,83.94967142929026,11.811870577879969,83.94962412036139,11.811973917037298,0.40766457714556675,0.4076598886499915,4.688495575277951e-06,83.94965995096524,11.810651910414478,4.573414630529881,4.331377672892306,4.331377672892306,10.72597463683146
293710,PRIMARY_424,84.8908264778653,12.006627623022107,84.89083515734809,12.006322602449846,84.89081779836289,12.006932643594102,2.1969986018213956,2.196998602266521,4.451252699766428e-10,84.89085240166918,12.005570486121314,3.8067874679552105,5.822932467663243,5.822932467663243,13.028199684716869
293841,PRIMARY_424,85.89675681131874,6.892443679814256,85.89703781380832,6.892701317242413,85.89647580913461,6.892186042221906,2.7341257540081574,2.7341191529391087,6.601069048706165e-06,85.89640504613965,6.892656008107053,1.4713388812186872,7.026656847288644,7.026656847288644,12.36711794701912
293892,PRIMARY_424,85.10488170249468,8.67261919534629,85.10514515518551,8.672351029922533,85.1046182494277,8.672887360589474,2.6915092621182586,2.6915097052614914,4.431432327756113e-07,85.10466229733937,8.673399264337984,2.9147811260848244,6.1889816242827935,8.395464651770768,6.1889816242827935
293903,PRIMARY_424,86.87840489529526,9.636648472857337,86.87853145089467,9.636473331724874,86.87827833956449,9.636823613943664,1.5482833841006525,1.5482851249556342,1.7408549817243824e-06,86.87792530129158,9.637157254022267,2.500440028489699,7.850406784871655,13.04007728473596,7.850406784871655
293964,DIAGNOSTIC_179,85.29437248064463,12.114999243579627,85.29465842773152,12.114724669303891,85.29408653296942,12.115273817562521,2.8214014526894373,2.8214051851405344,3.7324510970826452e-06,85.29390435526317,12.113948813820459,4.124934428002318,5.026738731422374,5.026738731422374,5.960168633760911
293985,DIAGNOSTIC_179,85.24994823649394,10.619651839638607,85.24988158806059,10.61995195727362,85.25001488479636,10.61935172198955,2.2117216790949734,2.2117202285629376,1.4505320358182416e-06,85.24926049011438,10.618723337555288,4.134594304586668,5.9735184553230525,5.9735184553230525,5.998092026731651
293995,DIAGNOSTIC_179,84.56881724535009,8.683729031048326,84.56882555951526,8.683422327435578,84.56880893117132,8.684035734660888,2.2090587485340345,2.2090590142230764,2.6568904187840303e-07,84.5687348345911,8.684758028914487,3.715983598675864,6.847588035362577,9.497314061158736,6.847588035362577
294052,PRIMARY_424,84.02124377025727,11.074999835920735,84.02122453716174,11.074910011772142,84.02126300336462,11.075089660068112,0.6608580307844497,0.6608622102129132,4.179428463535473e-06,84.02132246124124,11.073589147611566,5.0860818733963615,7.1855515956535685,7.1855515956535685,9.53858626946974
294096,DIAGNOSTIC_179,85.09742108594142,8.447430635384631,85.09709460543134,8.447304285890915,85.09774756666533,8.447556984608024,2.496786551868464,2.496775186692746,1.1365175717870102e-05,85.09720191502434,8.448481573663392,3.86303720647728,7.893988432018631,7.893988432018631,8.070152563581354
294130,PRIMARY_424,84.13133968034256,11.777025961501543,84.1313189300059,11.777066239615396,84.13136043067314,11.776985683386192,0.3247962856831388,0.32479829832555823,2.012642419446653e-06,84.13106753707709,11.775850268665627,4.339800542361809,7.962903336042102,7.962903336042102,9.197383368758429
294166,DIAGNOSTIC_179,86.45028593257122,5.869160054314427,86.45012134610498,5.869264103593873,86.45045051897601,5.869056004986888,1.396720183525683,1.3967149018937282,5.281631954900945e-06,86.44966364697562,5.869176214721106,2.229244109792846,4.260651459583615,6.03303267258336,4.260651459583615
294179,PRIMARY_424,83.96216079452886,11.985825446039769,83.96215555546225,11.986167093149321,83.96216603358219,11.985483798930119,2.4601359224722033,2.460137061993525,1.1395213217468836e-06,83.96192900624624,11.984696310074014,4.146032703233341,10.85601340378266,10.85601340378266,11.731560802522957
