raw_match_row,population,selection_role,physical_plate_id,scan_id,archive_family,filename_scan,scan_epoch_isot,scan_epoch_source,wcs_key,registration_mode,registration_window_arcmin,registration_refs,registration_shift_east_arcsec,registration_shift_north_arcsec,gaia_propagated_rows,gaia_pm_incomplete_rows,reciprocal_gaia_detector_matches_15arcsec,registration_refs_corrected_le3_arcsec,baseline_detector_peak_count,strict_native_recurrence,strict_native_peak_count,diagnostic_native_peak_count,closest_corrected_peak_sep_arcsec,closest_peak_detector_snr,closest_peak_polarity,forced_target_residual_sigma,science_pair_reference_snr,injection_run,injection_positions,worst_sixway_90pct_recovery_snr,injection_sensitivity_reason,sensitivity_qualified_negative,candidate_disposition_changed
293614,DIAGNOSTIC_179,POSITIVE_STRICT_RECURRENCE_CONTROL,49487,43262,OTHER,DR4/scans/Tartu/plaat0948.fits,1952-12-08T22:21:00.000,DATE-AVG, ,PRIMARY,5.0,15,-3.5940296771832028,0.4060684649108196,10155,109,305,2,647,False,0,0,5.591130881885927,6.974176048017503,-1,-5.377548068897279,4.150621734474684,True,24,6.0,WORST_90_THRESHOLD_ABOVE_SCIENCE_REFERENCE_SNR,False,False
293614,DIAGNOSTIC_179,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,53610,60328,BAMBERG,DR4/scans/Bamberg-South/011591_1965_h.fits,1965-01-24T18:59:00.000,DATE-AVG, ,PRIMARY,5.0,6,-2.682828750842879,-8.139943416291658,10155,109,97,2,163,False,0,0,5.177051571437166,4.396130372986758,-1,-3.918193972543103,4.150621734474684,True,24,6.0,WORST_90_THRESHOLD_ABOVE_SCIENCE_REFERENCE_SNR,False,False
293614,DIAGNOSTIC_179,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,89097,113642,BAMBERG,DR4/scans/Bamberg-North/012160_1953_h.fits,1953-03-05T20:18:30.000,DATE-AVG, ,PRIMARY,20.0,12,4.419778844996428,-0.7588713372540774,10155,109,20,2,64,False,0,0,282.90584011609315,15.886307956009075,-1,-0.949549158501543,4.150621734474684,True,24,6.0,WORST_90_THRESHOLD_ABOVE_SCIENCE_REFERENCE_SNR,False,False
293614,DIAGNOSTIC_179,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,90160,114694,BAMBERG,DR4/scans/Bamberg-North/013251_1958_h.fits,1958-12-02T00:35:00.000,DATE-AVG, ,PRIMARY,20.0,7,3.3378548568208903,-4.651334675076168,10155,109,8,1,17,False,0,0,217.09282109021777,5.027331634218233,-1,-1.0830190282404868,4.150621734474684,True,24,6.0,WORST_90_THRESHOLD_ABOVE_SCIENCE_REFERENCE_SNR,False,False
293628,DIAGNOSTIC_179,SENSITIVITY_NEGATIVE_HAMBURG_BEFORE,7679,9986,HAMBURG,DR4/scans/HAM-LA/LA08157_x.fits,1953-11-25T21:15:01.000,DATE-AVG, ,PRIMARY,5.0,20,0.17110718447798157,3.051153174049084,12698,137,719,6,3020,False,0,0,7.73744197737134,4.542312099561835,1,2.0205098322687007,4.863687060355005,True,24,6.0,WORST_90_THRESHOLD_ABOVE_SCIENCE_REFERENCE_SNR,False,False
293628,DIAGNOSTIC_179,SENSITIVITY_NEGATIVE_HAMBURG_AFTER,7688,10002,HAMBURG,DR4/scans/HAM-LA/LA08168_x.fits,1953-12-05T20:47:09.000,DATE-AVG, ,PRIMARY,5.0,21,-0.3098149889298757,-1.8422520552373816,12698,137,1038,1,4722,True,1,0,1.3912193623147175,6.863778505432401,1,4.731282130945733,4.863687060355005,False,0,,NOT_RUN,False,False
293628,DIAGNOSTIC_179,CONTEXTUAL_3_TO_15_ARCSEC_CONTROL,24940,27429,HAMBURG,DR4/scans/HAM-HS/HS00360_x.fits,1981-11-23T23:26:30.000,DATE-AVG, ,PRIMARY,5.0,214,0.48738987531396893,-0.19887575412429565,12698,137,7131,207,11732,False,0,0,5.645193857999936,4.498228553081127,1,-0.44204297082998506,4.863687060355005,True,24,6.0,WORST_90_THRESHOLD_ABOVE_SCIENCE_REFERENCE_SNR,False,False
293628,DIAGNOSTIC_179,POSITIVE_STRICT_RECURRENCE_CONTROL,25593,28118,HAMBURG,DR4/scans/HAM-HS/HS01218_x.fits,1985-11-07T01:36:30.000,DATE-AVG, ,PRIMARY,5.0,213,-0.5938382520903308,1.2372405146236878,12698,137,5539,199,9655,False,0,0,14.007853640729314,5.16705070782767,-1,0.894418693445533,4.863687060355005,True,24,6.0,WORST_90_THRESHOLD_ABOVE_SCIENCE_REFERENCE_SNR,False,False
293628,DIAGNOSTIC_179,SENSITIVITY_NEGATIVE_BAMBERG_BEFORE,89097,113642,BAMBERG,DR4/scans/Bamberg-North/012160_1953_h.fits,1953-03-05T20:18:30.000,DATE-AVG, ,PRIMARY,20.0,10,-2.7767558177166887,0.35436969086873654,12698,137,17,1,58,False,0,0,23.322728310618594,19.90145071947601,-1,-17.848479636200146,4.863687060355005,True,24,6.0,WORST_90_THRESHOLD_ABOVE_SCIENCE_REFERENCE_SNR,False,False
293628,DIAGNOSTIC_179,SENSITIVITY_NEGATIVE_BAMBERG_AFTER,89595,114131,BAMBERG,DR4/scans/Bamberg-North/012688_1953_h.fits,1953-12-04T19:20:00.000,DATE-AVG, ,PRIMARY,20.0,8,2.8401934083759643,4.275499213262285,12698,137,17,2,56,False,0,0,20.408713582295746,24.667564862977382,-1,-22.6438054134051,4.863687060355005,True,24,6.0,WORST_90_THRESHOLD_ABOVE_SCIENCE_REFERENCE_SNR,False,False
