canonical_order,pair_set,legacy_rank,pair_key,exposure_a,archive_a,site_a,start_a_utc,end_a_utc,duration_a_s,ra_a_deg,dec_a_deg,fov_a_deg,exposure_b,archive_b,site_b,start_b_utc,end_b_utc,duration_b_s,ra_b_deg,dec_b_deg,fov_b_deg,midpoint_delta_minutes,actual_exposure_overlap_s,actual_exposure_overlap_minutes,overlap_fraction_a,overlap_fraction_b,center_separation_deg,approx_overlap_fraction_smaller,true_wcs_overlap_fraction,true_wcs_intersection,saved_status,saved_notes,id_integrity,pre_freeze_touched,pre_freeze_reason,publication_cohort,production_action
31,nonPOSS27,,DASCH:ivo://org.gavo.dc/~?dasch/q/fa13406 | APPLAUSE:115054,DASCH:ivo://org.gavo.dc/~?dasch/q/fa13406,Harvard DASCH,DASCH historical observing site unresolved,1954-02-06T01:37:39.099999256+00:00,1954-02-06T02:36:39.099999256+00:00,3540.0,152.78373209477766,27.888070965156697,90.31024427576942,APPLAUSE:115054,Schmidtsches Spiegelteleskop (Hamburg),Hamburger Sternwarte,1954-02-06T02:06:20+00:00,1954-02-06T02:12:20+00:00,360.0,148.9065,27.2467,5.0,2.181666666666666,360.0,6.0,0.1016949152542373,1.0,3.496198386726681,,,,negative_catalogue_pixel_pending,Nine fixed Harvard tiles: zero official DASCH detections; Harvard pixel confirmation pending.,not_applicable,True,pre-existing queue status=negative_catalogue_pixel_pending,development_revalidation,rerun_or_complete_under_protocol_v1
32,nonPOSS27,,DASCH:ivo://org.gavo.dc/~?dasch/q/b75958 | APPLAUSE:13390,DASCH:ivo://org.gavo.dc/~?dasch/q/b75958,Harvard DASCH,DASCH historical observing site unresolved,1951-10-24T18:09:58.600012066+00:00,1951-10-24T18:54:58.600012066+00:00,2700.0,301.1041455850393,25.83879487496264,15.387192,APPLAUSE:13390,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-10-24T18:34:37+00:00,1951-10-24T18:34:57+00:00,20.0,301.6456,35.558,5.0,2.3066664500000003,20.0,0.3333333333333333,0.0074074074074074,1.0,9.730294969471826,,,,rejected_spatial_false_positive,Solved Harvard WCS does not intersect Hamburg field.,not_applicable,True,pre-existing queue status=rejected_spatial_false_positive,development_revalidation,rerun_or_complete_under_protocol_v1
33,nonPOSS27,,DASCH:ivo://org.gavo.dc/~?dasch/q/b76371 | APPLAUSE:132097,DASCH:ivo://org.gavo.dc/~?dasch/q/b76371,Harvard DASCH,DASCH historical observing site unresolved,1952-09-16T19:16:37.200009224+00:00,1952-09-16T20:01:37.200009224+00:00,2700.0,281.7434268035974,-7.67867356301146,15.294721,APPLAUSE:132097,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1952-09-16T19:13:00+00:00,1952-09-16T20:10:00+00:00,3420.0,285.5965,0.0702,5.0,2.3799998333333336,2700.0,45.0,1.0,0.7894736842105263,8.648872737864687,,,,parked_pixel_followup,True WCS thin-strip overlap; AP calibrated edge sparse; no corroboration of one AP unmatched-looking source.,not_applicable,True,pre-existing queue status=parked_pixel_followup,development_revalidation,rerun_or_complete_under_protocol_v1
34,nonPOSS27,,APPLAUSE:12404 | APPLAUSE:139004,APPLAUSE:12404,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T20:33:16+00:00,1951-09-01T20:33:46+00:00,30.0,301.647,35.5585,5.0,APPLAUSE:139004,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T20:18:00+00:00,1951-09-01T20:54:00+00:00,2160.0,298.9175,39.3308,5.0,2.4833333333333334,30.0,0.5,1.0,0.0138888888888888,4.349872984569095,,,,parked_manual_astrometric_solve,1 Sep 1951 Hamburg/Vatican family: Hamburg plate has DR4 source_calib; corresponding Vatican plate 95874/95875/95876 has none. Manual astrometric solve/pixel comparison required.,not_applicable,True,pre-existing queue status=parked_manual_astrometric_solve,development_revalidation,rerun_or_complete_under_protocol_v1
35,POSS47,28.0,POSS-I:989:O:rec258 | DASCH:ivo://org.gavo.dc/~?dasch/q/ai44247,POSS-I:989:O:rec258,POSS-I Palomar,Palomar Observatory,1954-02-26T05:56:00+00:00,1954-02-26T06:08:00+00:00,720.0,121.36208333333336,35.59388888888889,6.5,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44247,Harvard DASCH,DASCH unresolved,1954-02-26T05:34:59.999983792+00:00,1954-02-26T06:33:59.999983792+00:00,3540.0,104.2639607749366,19.82181706456012,90.63511977383725,2.4999997166666663,720.0,12.0,1.0,0.2033898305084746,21.79159142261588,1.0,1.0,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
36,POSS47,38.0,POSS-I:558:O:rec517 | DASCH:ivo://org.gavo.dc/~?dasch/q/ai43708,POSS-I:558:O:rec517,POSS-I Palomar,Palomar Observatory,1952-08-20T07:24:00+00:00,1952-08-20T07:34:00+00:00,600.0,313.7295833333333,12.552222222222223,6.5,DASCH:ivo://org.gavo.dc/~?dasch/q/ai43708,Harvard DASCH,DASCH unresolved,1952-08-20T07:02:59.999994720+00:00,1952-08-20T07:59:59.999994720+00:00,3420.0,336.6776827816166,-7.496542363580271,91.04898060804746,2.4999999,600.0,10.0,1.0,0.175438596491228,30.366261992868832,1.0,1.0,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
37,nonPOSS27,,APPLAUSE:139004 | APPLAUSE:12405,APPLAUSE:139004,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T20:18:00+00:00,1951-09-01T20:54:00+00:00,2160.0,298.9175,39.3308,5.0,APPLAUSE:12405,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T20:38:15+00:00,1951-09-01T20:38:45+00:00,30.0,301.647,35.5585,5.0,2.5,30.0,0.5,0.0138888888888888,1.0,4.349872984569095,,,,parked_manual_astrometric_solve,1 Sep 1951 Hamburg/Vatican family: Hamburg plate has DR4 source_calib; corresponding Vatican plate 95874/95875/95876 has none. Manual astrometric solve/pixel comparison required.,not_applicable,True,pre-existing queue status=parked_manual_astrometric_solve,development_revalidation,rerun_or_complete_under_protocol_v1
38,POSS47,5.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44467 | POSS-I:1102:E:rec140,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44467,Harvard DASCH,DASCH unresolved,1954-06-29T07:02:59.999990945+00:00,1954-06-29T08:01:59.999990945+00:00,3540.0,248.8620262505512,21.406009686880218,91.57713751769856,POSS-I:1102:E:rec140,POSS-I Palomar,Palomar Observatory,1954-06-29T07:10:00+00:00,1954-06-29T08:00:00+00:00,3000.0,266.7420833333333,53.95472222222222,6.5,2.50000015,3000.0,50.0,0.847457627118644,1.0,35.266560590639585,1.0,1.0,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
39,POSS47,6.0,DASCH:ivo://org.gavo.dc/~?dasch/q/fa12528 | POSS-I:236:E:rec425,DASCH:ivo://org.gavo.dc/~?dasch/q/fa12528,Harvard DASCH,DASCH unresolved,1951-02-04T05:33:59.999981083+00:00,1951-02-04T06:58:59.999981083+00:00,5100.0,116.5731833567315,53.43788139363872,90.61968612690966,POSS-I:236:E:rec425,POSS-I Palomar,Palomar Observatory,1951-02-04T05:54:00+00:00,1951-02-04T06:44:00+00:00,3000.0,122.08666666666667,17.575555555555557,6.5,2.5000003000000004,3000.0,50.0,0.5882352941176471,1.0,36.11848379760766,1.0,1.0,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
40,nonPOSS27,,APPLAUSE:13389 | DASCH:ivo://org.gavo.dc/~?dasch/q/b75958,APPLAUSE:13389,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-10-24T18:29:38+00:00,1951-10-24T18:29:58+00:00,20.0,301.6456,35.558,5.0,DASCH:ivo://org.gavo.dc/~?dasch/q/b75958,Harvard DASCH,DASCH historical observing site unresolved,1951-10-24T18:09:58.600012066+00:00,1951-10-24T18:54:58.600012066+00:00,2700.0,301.1041455850393,25.83879487496264,15.387192,2.6766668666666664,20.0,0.3333333333333333,1.0,0.0074074074074074,9.730294969471826,,,,rejected_spatial_false_positive,Solved Harvard WCS does not intersect Hamburg field.,not_applicable,True,pre-existing queue status=rejected_spatial_false_positive,development_revalidation,rerun_or_complete_under_protocol_v1
41,nonPOSS27,,APPLAUSE:12565 | APPLAUSE:139011,APPLAUSE:12565,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T19:42:26+00:00,1951-09-19T19:42:56+00:00,30.0,301.6465,35.5583,5.0,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:38:00+00:00,1951-09-19T19:53:00+00:00,900.0,298.9171,39.3307,5.0,2.816666666666667,30.0,0.5,1.0,0.0333333333333333,4.349922337287497,,,,negative_calibrated_catalogue,Same physical Hamburg/Vatican plate-family comparison; no non-Gaia shared source.,not_applicable,True,pre-existing queue status=negative_calibrated_catalogue,development_revalidation,rerun_or_complete_under_protocol_v1
42,nonPOSS27,,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459 | APPLAUSE:12469,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,Harvard DASCH,DASCH historical observing site unresolved,1951-09-06T19:05:57.899983439+00:00,1951-09-06T21:05:57.899983439+00:00,7200.0,331.64883967684443,2.1600680002439963,90.40144111293112,APPLAUSE:12469,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-06T20:08:37+00:00,1951-09-06T20:09:07+00:00,30.0,301.6468,35.5584,5.0,2.9016669333333334,30.0,0.5,0.0041666666666666,1.0,43.45328036921136,,,,negative_partial_overlap_catalogue_pixel_pending,Live Harvard cutout confirms partial east/south overlap; 3 points inside actual overlap returned zero official DASCH detections; pixel confirmation pending.,not_applicable,True,pre-existing queue status=negative_partial_overlap_catalogue_pixel_pending,development_revalidation,rerun_or_complete_under_protocol_v1
43,nonPOSS27,,APPLAUSE:132099 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05640,APPLAUSE:132099,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1952-09-16T20:17:00+00:00,1952-09-16T21:14:00+00:00,3420.0,315.565,10.1873,5.0,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05640,Harvard DASCH,DASCH historical observing site unresolved,1952-09-16T19:48:25.799983652+00:00,1952-09-16T21:48:25.799983652+00:00,7200.0,0.828486832813951,1.6182960916286755,90.30358801185592,2.9299997166666665,3420.0,57.0,1.0,0.475,45.77564198556228,,,,rejected_spatial_false_positive,Solved Harvard WCS does not intersect Bamberg field.,not_applicable,True,pre-existing queue status=rejected_spatial_false_positive,development_revalidation,rerun_or_complete_under_protocol_v1
44,nonPOSS27,,APPLAUSE:132098 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05640,APPLAUSE:132098,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1952-09-16T20:17:00+00:00,1952-09-16T21:14:00+00:00,3420.0,323.0979,0.2091,5.0,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05640,Harvard DASCH,DASCH historical observing site unresolved,1952-09-16T19:48:25.799983652+00:00,1952-09-16T21:48:25.799983652+00:00,7200.0,0.828486832813951,1.6182960916286755,90.30358801185592,2.9299997166666665,3420.0,57.0,1.0,0.475,37.75096048309389,,,,rejected_spatial_false_positive,Live Harvard cutout: field centre plus 4 cardinal and 4 diagonal interior-edge probes all HTTP422; no solved-WCS overlap sampled.,not_applicable,True,pre-existing queue status=rejected_spatial_false_positive,development_revalidation,rerun_or_complete_under_protocol_v1
45,POSS47,44.0,POSS-I:445:E:rec481 | DASCH:ivo://org.gavo.dc/~?dasch/q/j03761,POSS-I:445:E:rec481,POSS-I Palomar,Palomar Observatory,1951-12-01T09:00:00+00:00,1951-12-01T09:50:00+00:00,3000.0,98.02375,11.899444444444445,6.5,DASCH:ivo://org.gavo.dc/~?dasch/q/j03761,Harvard DASCH,DASCH unresolved,1951-12-01T09:26:29.999980034+00:00,1951-12-01T09:29:29.999980034+00:00,180.0,94.6892007325087,15.372146309713475,8.229518,2.9999996666666666,180.0,3.0,0.06,1.0,4.749415582279492,0.3045835187831072,0.1005,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
46,POSS47,7.0,DASCH:ivo://org.gavo.dc/~?dasch/q/kh00192 | POSS-I:320:E:rec463,DASCH:ivo://org.gavo.dc/~?dasch/q/kh00192,Harvard DASCH,DASCH unresolved,1951-08-13T09:00:00.000013201+00:00,1951-08-13T10:00:00.000013201+00:00,3600.0,4.194620076808971,-7.781839083699936,80.38328711563202,POSS-I:320:E:rec463,POSS-I Palomar,Palomar Observatory,1951-08-13T09:08:00+00:00,1951-08-13T09:58:00+00:00,3000.0,349.8070833333333,18.7925,6.5,2.999999766666667,3000.0,50.0,0.8333333333333334,1.0,30.124459072052552,1.0,1.0,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
47,POSS47,8.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ai43280 | POSS-I:320:E:rec463,DASCH:ivo://org.gavo.dc/~?dasch/q/ai43280,Harvard DASCH,DASCH unresolved,1951-08-13T09:00:00.000013201+00:00,1951-08-13T10:00:00.000013201+00:00,3600.0,3.028439705316796,29.81831881959302,91.53763840043648,POSS-I:320:E:rec463,POSS-I Palomar,Palomar Observatory,1951-08-13T09:08:00+00:00,1951-08-13T09:58:00+00:00,3000.0,349.8070833333333,18.7925,6.5,2.999999766666667,3000.0,50.0,0.8333333333333334,1.0,16.30719940053318,1.0,1.0,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
48,POSS47,45.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ka02481 | POSS-I:314:E:rec646,DASCH:ivo://org.gavo.dc/~?dasch/q/ka02481,Harvard DASCH,DASCH unresolved,1951-08-08T10:02:00.000009611+00:00,1951-08-08T10:30:00.000009611+00:00,1680.0,0.4853447367243575,36.15963195227702,81.56959660258153,POSS-I:314:E:rec646,POSS-I Palomar,Palomar Observatory,1951-08-08T09:54:00+00:00,1951-08-08T10:44:00+00:00,3000.0,7.845416666666668,-5.199166666666667,6.5,2.9999998333333333,1680.0,28.0,1.0,0.56,41.930017839936745,0.273615442776042,0.0586,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
49,POSS47,9.0,DASCH:ivo://org.gavo.dc/~?dasch/q/kh00158 | POSS-I:293:E:rec754,DASCH:ivo://org.gavo.dc/~?dasch/q/kh00158,Harvard DASCH,DASCH unresolved,1951-07-30T07:01:59.999996409+00:00,1951-07-30T07:59:59.999996409+00:00,3480.0,318.030731247535,-7.9453697431351635,80.77715600112795,POSS-I:293:E:rec754,POSS-I Palomar,Palomar Observatory,1951-07-30T07:09:00+00:00,1951-07-30T07:59:00+00:00,3000.0,296.0054166666667,-11.653333333333334,6.5,3.00000005,3000.0,50.0,0.8620689655172413,1.0,22.010470886119183,1.0,1.0,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
50,POSS47,10.0,POSS-I:340:E:rec231 | DASCH:ivo://org.gavo.dc/~?dasch/q/ai43301,POSS-I:340:E:rec231,POSS-I Palomar,Palomar Observatory,1951-09-03T04:01:00+00:00,1951-09-03T04:51:00+00:00,3000.0,286.1566666666667,42.22027777777778,6.5,DASCH:ivo://org.gavo.dc/~?dasch/q/ai43301,Harvard DASCH,DASCH unresolved,1951-09-03T03:57:00.000003600+00:00,1951-09-03T05:01:00.000003600+00:00,3840.0,308.94988161061445,19.943272030449457,91.46284240330588,3.00000005,3000.0,50.0,1.0,0.78125,29.42512421207612,1.0,1.0,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
51,POSS47,11.0,POSS-I:407:E:rec246 | DASCH:ivo://org.gavo.dc/~?dasch/q/ka02643,POSS-I:407:E:rec246,POSS-I Palomar,Palomar Observatory,1951-11-03T07:01:00+00:00,1951-11-03T07:51:00+00:00,3000.0,37.21,36.65277777777778,6.5,DASCH:ivo://org.gavo.dc/~?dasch/q/ka02643,Harvard DASCH,DASCH unresolved,1951-11-03T07:00:00.000003562+00:00,1951-11-03T07:58:00.000003562+00:00,3480.0,41.28772054728878,35.780164473311025,81.51858738816051,3.00000005,3000.0,50.0,1.0,0.8620689655172413,3.4033119731091497,1.0,1.0,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
52,POSS47,18.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44227 | POSS-I:976:E:rec492,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44227,Harvard DASCH,DASCH unresolved,1954-02-10T09:31:59.999984886+00:00,1954-02-10T10:28:59.999984886+00:00,3420.0,148.4884931917143,20.08198913579199,90.71880184527625,POSS-I:976:E:rec492,POSS-I Palomar,Palomar Observatory,1954-02-10T09:41:00+00:00,1954-02-10T10:26:00+00:00,2700.0,163.91041666666666,11.239722222222222,6.5,3.00000025,2700.0,45.0,0.7894736842105263,1.0,17.264149386453962,1.0,1.0,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
53,nonPOSS27,,APPLAUSE:139006 | APPLAUSE:12423,APPLAUSE:139006,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T21:49:00+00:00,1951-09-01T22:21:00+00:00,1920.0,303.6933,36.8,5.0,APPLAUSE:12423,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T22:08:01+00:00,1951-09-01T22:08:31+00:00,30.0,301.647,35.5585,5.0,3.2666666666666666,30.0,0.5,0.015625,1.0,2.066185774218204,,,,parked_manual_astrometric_solve,1 Sep 1951 Hamburg/Vatican family: Hamburg plate has DR4 source_calib; corresponding Vatican plate 95874/95875/95876 has none. Manual astrometric solve/pixel comparison required.,not_applicable,True,pre-existing queue status=parked_manual_astrometric_solve,development_revalidation,rerun_or_complete_under_protocol_v1
54,POSS47,39.0,POSS-I:305:O:rec637 | DASCH:ivo://org.gavo.dc/~?dasch/q/ka02473,POSS-I:305:O:rec637,POSS-I Palomar,Palomar Observatory,1951-08-06T07:37:00+00:00,1951-08-06T07:47:00+00:00,600.0,313.8558333333333,0.5533333333333333,6.5,DASCH:ivo://org.gavo.dc/~?dasch/q/ka02473,Harvard DASCH,DASCH unresolved,1951-08-06T07:30:59.999985109+00:00,1951-08-06T07:59:59.999985109+00:00,1740.0,313.9240088291386,35.43875041524412,77.88966612038239,3.49999975,600.0,10.0,1.0,0.3448275862068966,34.885474858500295,1.0,0.8405,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
55,POSS47,3.0,DASCH:ivo://org.gavo.dc/~?dasch/q/fa12998 | POSS-I:606:E:rec348,DASCH:ivo://org.gavo.dc/~?dasch/q/fa12998,Harvard DASCH,DASCH unresolved,1952-09-18T07:00:00.000005446+00:00,1952-09-18T07:57:00.000005446+00:00,3420.0,356.7035413078454,1.8578125249869584,90.6036476403506,POSS-I:606:E:rec348,POSS-I Palomar,Palomar Observatory,1952-09-18T07:02:00+00:00,1952-09-18T08:02:00+00:00,3600.0,359.01625,31.078888888888887,6.5,3.4999999,3300.000005446,55.00000009076667,0.964912282294152,0.9166666681794444,29.30280491233526,1.0,1.0,True,,,unique_recno_resolved,True,exploratory complete 9/9 previously,development_revalidation,rerun_or_complete_under_protocol_v1
56,POSS47,29.0,POSS-I:1405:O:rec616 | DASCH:ivo://org.gavo.dc/~?dasch/q/ai44487,POSS-I:1405:O:rec616,POSS-I Palomar,Palomar Observatory,1955-04-21T05:52:00+00:00,1955-04-21T06:04:00+00:00,720.0,187.85791666666668,-0.8013888888888889,6.5,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44487,Harvard DASCH,DASCH unresolved,1955-04-21T05:32:59.999994720+00:00,1955-04-21T06:29:59.999994720+00:00,3420.0,165.2967225838179,19.82341073489281,91.64400464428468,3.4999999,720.0,12.0,1.0,0.2105263157894736,30.24044996546522,1.0,1.0,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
57,POSS47,30.0,POSS-I:988:O:rec207 | DASCH:ivo://org.gavo.dc/~?dasch/q/ai44246,POSS-I:988:O:rec207,POSS-I Palomar,Palomar Observatory,1954-02-26T04:53:00+00:00,1954-02-26T05:05:00+00:00,720.0,107.54958333333332,41.77222222222222,6.5,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44246,Harvard DASCH,DASCH unresolved,1954-02-26T04:31:00.000004592+00:00,1954-02-26T05:34:00.000004592+00:00,3780.0,89.41596671461812,21.557509087228787,90.84400297445664,3.5000000666666664,720.0,12.0,1.0,0.1904761904761904,25.31722806439233,1.0,1.0,True,,,unique_recno_resolved,True,exploratory source recovery; pixel access unresolved,development_revalidation,rerun_or_complete_under_protocol_v1
58,nonPOSS27,,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-19T20:02:23+00:00,1951-09-19T20:02:53+00:00,30.0,301.6465,35.5583,5.0,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,1951-09-19T19:59:00+00:00,1951-09-19T20:14:00+00:00,900.0,298.9171,39.3307,5.0,3.866666666666666,30.0,0.5,1.0,0.0333333333333333,4.349922337287497,,,,negative_calibrated_catalogue,Same physical Hamburg/Vatican plate-family comparison; no non-Gaia shared source.,not_applicable,True,pre-existing queue status=negative_calibrated_catalogue,development_revalidation,rerun_or_complete_under_protocol_v1
59,nonPOSS27,,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05485 | APPLAUSE:13388,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05485,Harvard DASCH,DASCH historical observing site unresolved,1951-10-24T17:21:00.499982745+00:00,1951-10-24T19:21:00.499982745+00:00,7200.0,315.61487644013187,0.1921476337237595,83.8295615201287,APPLAUSE:13388,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-10-24T18:24:39+00:00,1951-10-24T18:25:09+00:00,30.0,301.6456,35.558,5.0,3.89166695,30.0,0.5,0.0041666666666666,1.0,37.68222444613895,,,,rejected_spatial_false_positive,Live Harvard cutout: same Hamburg field as 13387; centre plus 8 interior-edge probes all HTTP422; no solved-WCS overlap sampled.,not_applicable,True,pre-existing queue status=rejected_spatial_false_positive,development_revalidation,rerun_or_complete_under_protocol_v1
60,POSS47,19.0,DASCH:ivo://org.gavo.dc/~?dasch/q/fa13203 | POSS-I:832:E:rec760,DASCH:ivo://org.gavo.dc/~?dasch/q/fa13203,Harvard DASCH,DASCH unresolved,1953-10-01T05:05:00.000010613+00:00,1953-10-01T06:04:00.000010613+00:00,3540.0,338.8562749651588,0.3145072653026571,90.56171549984482,POSS-I:832:E:rec760,POSS-I Palomar,Palomar Observatory,1953-10-01T05:16:00+00:00,1953-10-01T06:01:00+00:00,2700.0,332.1175,-11.29,6.5,3.9999998166666666,2700.0,45.0,0.7627118644067796,1.0,13.397822802395916,1.0,1.0,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
61,POSS47,20.0,POSS-I:875:E:rec521 | DASCH:ivo://org.gavo.dc/~?dasch/q/ai44092,POSS-I:875:E:rec521,POSS-I Palomar,Palomar Observatory,1953-10-31T03:31:00+00:00,1953-10-31T04:16:00+00:00,2700.0,337.7875,12.745,6.5,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44092,Harvard DASCH,DASCH unresolved,1953-10-31T03:04:59.999995323+00:00,1953-10-31T04:49:59.999995323+00:00,6300.0,347.18851646480823,23.590021085563325,91.63837794945894,3.999999916666667,2700.0,45.0,1.0,0.4285714285714285,14.038108233659882,1.0,1.0,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
62,POSS47,12.0,POSS-I:306:E:rec703 | DASCH:ivo://org.gavo.dc/~?dasch/q/ai43241,POSS-I:306:E:rec703,POSS-I Palomar,Palomar Observatory,1951-08-06T09:03:00+00:00,1951-08-06T09:53:00+00:00,3000.0,349.87041666666664,-5.206388888888889,6.5,DASCH:ivo://org.gavo.dc/~?dasch/q/ai43241,Harvard DASCH,DASCH unresolved,1951-08-06T09:03:00.000006243+00:00,1951-08-06T10:01:00.000006243+00:00,3480.0,357.7340523060484,21.044601933116475,91.60401473926412,4.0000001,2999.999993757,49.999999895950005,0.999999997919,0.8620689637232759,27.36142719520585,1.0,1.0,True,,,unique_recno_resolved,True,exploratory complete 9/9 previously,development_revalidation,rerun_or_complete_under_protocol_v1
63,nonPOSS27,,APPLAUSE:131892 | DASCH:ivo://org.gavo.dc/~?dasch/q/ax04674,APPLAUSE:131892,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",1952-02-14T18:40:00+00:00,1952-02-14T19:38:00+00:00,3480.0,84.3515,-2.9746,5.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ax04674,Harvard DASCH,DASCH historical observing site unresolved,1952-02-14T19:03:20.900007711+00:00,1952-02-14T19:23:20.900007711+00:00,1200.0,78.8591097084925,-25.550897940586715,49.34463775927831,4.34833345,1200.0,20.0,0.3448275862068966,1.0,23.18584873068712,,,,parked_pixel_followup,Substantial true WCS overlap (~39% smaller field); no DR7 platephot at overlap centroid.,not_applicable,True,pre-existing queue status=parked_pixel_followup,development_revalidation,rerun_or_complete_under_protocol_v1
64,nonPOSS27,,APPLAUSE:139005 | APPLAUSE:12415,APPLAUSE:139005,Zeiss Double Astrograph,Vatican Observatory,1951-09-01T21:04:00+00:00,1951-09-01T21:44:00+00:00,2400.0,303.6933,36.8,5.0,APPLAUSE:12415,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-09-01T21:28:07+00:00,1951-09-01T21:28:37+00:00,30.0,301.647,35.5585,5.0,4.366666666666666,30.0,0.5,0.0125,1.0,2.066185774218204,,,,parked_manual_astrometric_solve,1 Sep 1951 Hamburg/Vatican family: Hamburg plate has DR4 source_calib; corresponding Vatican plate 95874/95875/95876 has none. Manual astrometric solve/pixel comparison required.,not_applicable,True,pre-existing queue status=parked_manual_astrometric_solve,development_revalidation,rerun_or_complete_under_protocol_v1
65,POSS47,22.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44307 | POSS-I:1024:E:rec742,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44307,Harvard DASCH,DASCH unresolved,1954-04-02T09:42:00.000016384+00:00,1954-04-02T10:24:00.000016384+00:00,2520.0,205.81830365001724,18.721784024814585,90.45482402773295,POSS-I:1024:E:rec742,POSS-I Palomar,Palomar Observatory,1954-04-02T09:45:00+00:00,1954-04-02T10:30:00+00:00,2700.0,223.97916666666663,-12.586944444444445,6.5,4.499999716666666,2340.000016384,39.00000027306667,0.928571435073016,0.8666666727348148,36.06647285123351,1.0,1.0,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
66,POSS47,42.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ka02737 | POSS-I:500:E:rec679,DASCH:ivo://org.gavo.dc/~?dasch/q/ka02737,Harvard DASCH,DASCH unresolved,1952-05-24T05:10:00.000010966+00:00,1952-05-24T05:59:00.000010966+00:00,2940.0,211.38570939522583,34.01604060801529,80.7976384835205,POSS-I:500:E:rec679,POSS-I Palomar,Palomar Observatory,1952-05-24T05:04:00+00:00,1952-05-24T06:14:00+00:00,4200.0,205.89625,-6.731388888888889,6.5,4.499999816666668,2940.0,49.0,1.0,0.7,41.07771046239129,0.3601050860084022,0.0726,True,,,unique_recno_resolved,False,,prospective_production,process_under_protocol_v1
