context_json,db_path,final_summary_json,finished_at,invocation_json,run_id,stage,started_at
"{""active_snapshot"": {""activated_at_utc"": ""2026-08-20T15:12:13.433897+00:00"", ""code_fingerprint_sha256"": ""7a5d4b3c906ee5f94312c432299b86179edb55199159b905824a57aeb02f8f46"", ""inputs"": [{""bytes"": 11222, ""logical_role"": ""protocol"", ""path"": ""research_snapshots\\sub5_production_freeze_2026-08-20\\inputs\\PROTOCOL_v1.0_PRE_REMAINING_SUB5_2026-08-20.md"", ""sha256"": ""9479666b93df3f7dc85b3f61861c93ea70fe50be47c1070e6ce7ec444c66a700""}, {""bytes"": 49892, ""logical_role"": ""queue"", ""path"": ""research_snapshots\\sub5_production_freeze_2026-08-20\\inputs\\production_sub5_queue_2026-08-20.csv"", ""sha256"": ""b044684fef65437a352edd28eafd21d668640bbec50cd0bc95f92e3529d0d77c""}, {""bytes"": 304, ""logical_role"": ""frozen_method"", ""path"": ""research_snapshots\\sub5_production_freeze_2026-08-20\\inputs\\frozen_method.json"", ""sha256"": ""2cb3cabd573d7af99399899f2ccecd3002be90297e55bb0e0dcdd9dea1d0c4c1""}, {""bytes"": 43286, ""logical_role"": ""extra_input"", ""path"": ""research_snapshots\\sub5_production_freeze_2026-08-20\\inputs\\canonical_sub5_pairs_74.csv"", ""sha256"": ""58529e1d4de46f3c49865a89454d1cd488ee23ec920b01250006f2180d2ed99a""}, {""bytes"": 5588, ""logical_role"": ""extra_input"", ""path"": ""research_snapshots\\sub5_production_freeze_2026-08-20\\inputs\\PRE_FREEZE_ANALYSIS_INVENTORY_2026-08-20.csv"", ""sha256"": ""c3a4816b66eca61c2bf657a1ffa947061b2bd0eb7cf67eb4b1a54b894d2fbee2""}, {""bytes"": 1343, ""logical_role"": ""extra_input"", ""path"": ""research_snapshots\\sub5_production_freeze_2026-08-20\\inputs\\CURRENT_STATE_PRE_FREEZE_2026-08-18.json"", ""sha256"": ""2bd5df0896076fdeb7cb2c35200f932fde5cc214362e85376735f912795d2ee9""}, {""bytes"": 1885, ""logical_role"": ""extra_input"", ""path"": ""research_snapshots\\sub5_production_freeze_2026-08-20\\inputs\\LEGACY_EVIDENCE_GAPS_AT_FREEZE_2026-08-20.md"", ""sha256"": ""b495da8972a063ebe1dc057302a09bbcddbf69b84076d5b2ed4d4b7ada36fe98""}, {""bytes"": 1520, ""logical_role"": ""extra_input"", ""path"": ""research_snapshots\\sub5_production_freeze_2026-08-20\\inputs\\PAIR13623_BI05607_REVALIDATED_CLOSURE_2026-08-20.md"", ""sha256"": ""110353e55690856790fd1ccd9e20bb443df927f32e99df5466a380e5aaa8d467""}, {""bytes"": 702, ""logical_role"": ""extra_input"", ""path"": ""research_snapshots\\sub5_production_freeze_2026-08-20\\inputs\\superseded_results.csv"", ""sha256"": ""4fdad3c21928ef78f2b6f317d4841be5885094ca2932577e50f42f821c1388d9""}, {""bytes"": 1408, ""logical_role"": ""extra_input"", ""path"": ""research_snapshots\\sub5_production_freeze_2026-08-20\\inputs\\EVIDENCE_POLICY.md"", ""sha256"": ""58499c6dc2a897407ba78eacd26ba93b4b5b303cc42754017a8fa246e1604fa2""}, {""bytes"": 1979, ""logical_role"": ""extra_input"", ""path"": ""research_snapshots\\sub5_production_freeze_2026-08-20\\inputs\\DATA_DICTIONARY.md"", ""sha256"": ""a9a6ce11b3c24908ec2c61b5deebab04db8c9383fb92f564b1feaf6e4145314f""}], ""snapshot_id"": ""2466ae161df12b6ce1a218ece7191506e394e9e1a7e71868e2283531769f09e0"", ""snapshot_path"": ""C:\\Dev\\Transients\\historical_transient_laptop_pipeline_v0.2.0_publication\\transient_laptop_pipeline_v0.2.0\\research_snapshots\\sub5_production_freeze_2026-08-20""}, ""code_fingerprint_sha256"": ""7a5d4b3c906ee5f94312c432299b86179edb55199159b905824a57aeb02f8f46"", ""frozen_config_path"": ""config\\frozen_method.json"", ""frozen_config_sha256"": ""2cb3cabd573d7af99399899f2ccecd3002be90297e55bb0e0dcdd9dea1d0c4c1"", ""manifest_path"": ""examples\\starglass_manifest.csv"", ""manifest_sha256"": ""121d5192c23431f3b6acde08d27849d9f5cc5d06e6bdf1c321e4090c00eec0be""}",state\publication_regression.sqlite,"{""succeeded"": 2}",2026-08-20T15:12:19.511486+00:00,"{""argv"": [""C:\\Dev\\Transients\\historical_transient_laptop_pipeline_v0.2.0_publication\\transient_laptop_pipeline_v0.2.0\\.venv\\Scripts\\transient-pipeline"", ""--db"", "".\\state\\publication_regression.sqlite"", ""starglass"", ""--manifest"", "".\\examples\\starglass_manifest.csv"", ""--plate"", ""bi05607"", ""--cache-dir"", "".\\cache\\verified_starglass"", ""--export"", "".\\results\\publication_regression.csv""], ""db"": "".\\state\\publication_regression.sqlite""}",084d3bbd-dd28-4dff-82d3-8528715b4c44,starglass:bi05607:solution0,2026-08-20T15:12:18.515177+00:00
