raw_match_row,population,target_ra_deg,target_dec_deg,catalog_recurrence_class,tier_A_plate_count,tier_B_plate_count,tier_C_plate_count,strict_recurrence_plate_count_in_short_lag,nonstrict_plate_count_requiring_pixel_validation,best_any_short_lag_minutes,best_any_short_lag_tier,best_nonstrict_short_lag_minutes,best_nonstrict_short_lag_tier,has_pixel_validation_queue,candidate_disposition_changed
292881,PRIMARY_424,84.983828527963,9.623446318136885,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292882,PRIMARY_424,84.97872074909097,6.405293209991697,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292885,DIAGNOSTIC_179,84.33182565574414,9.347208797154039,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292890,PRIMARY_424,85.35676218287473,10.319828715722679,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292891,DIAGNOSTIC_179,84.24947034922292,7.709846111025315,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292892,DIAGNOSTIC_179,84.37640671538456,10.390880052183805,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292893,PRIMARY_424,84.88209643727401,9.988374685140029,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292894,DIAGNOSTIC_179,85.57623616961318,5.848899289136627,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292895,PRIMARY_424,84.32380498925295,6.6513362052489455,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292896,DIAGNOSTIC_179,85.08593418007521,6.186009230064792,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292897,PRIMARY_424,84.1821113837729,8.077646125273871,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,0,1,61.833333,C_GT60_LE120MIN,61.833333,C_GT60_LE120MIN,True,False
292898,PRIMARY_424,85.5511320944457,9.122611992514457,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292899,PRIMARY_424,86.16754646626626,9.987617901206962,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292900,PRIMARY_424,85.05443445238338,7.072937648189322,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292901,DIAGNOSTIC_179,86.07335893255416,6.974586337211351,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292903,PRIMARY_424,85.4329307436485,10.134847097481101,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
292904,DIAGNOSTIC_179,84.17206005824413,7.552161927128624,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,0,0,1,1,0,61.833333,C_GT60_LE120MIN,,,False,False
