canonical_order,legacy_rank,pair_key,publication_cohort,poss_exposure_id,poss_side,poss_region,poss_fits_path,poss_fits_sha256,partner_exposure,partner_dasch_plate_id,true_wcs_intersection,true_wcs_overlap_fraction,overlap_start_utc,overlap_end_utc,actual_overlap_s,pair_execution_state
17,35.0,POSS-I:449:O:rec198 | DASCH:ivo://org.gavo.dc/~?dasch/q/fa15108,prospective_production,POSS-I:449:O:rec198,A,XO197,,,DASCH:ivo://org.gavo.dc/~?dasch/q/fa15108,fa15108,True,1.0,1951-12-22T03:55:00+00:00,1951-12-22T04:05:00+00:00,600.000000000,BLOCKED_POSS_ARCHIVE_UNAVAILABLE_NOT_A_NONDETECTION
18,24.0,POSS-I:872:O:rec148 | DASCH:ivo://org.gavo.dc/~?dasch/q/fa13267,prospective_production,POSS-I:872:O:rec148,A,XO147,,,DASCH:ivo://org.gavo.dc/~?dasch/q/fa13267,fa13267,True,1.0,1953-10-29T04:27:00+00:00,1953-10-29T04:39:00+00:00,720.000000000,POSS_PIXEL_REPAIR_REQUIRED:VALIDATED_BUT_NO_FROZEN_FITS_PATH
19,36.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ka02650 | POSS-I:415:O:rec479,prospective_production,POSS-I:415:O:rec479,B,XO478,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_415_O_rec479\A31W_identity.fits,0a0476f472e6afcfd52cb66cf0fb88b2d7e9a88e35cc6ce78ccf74768ad3c661,DASCH:ivo://org.gavo.dc/~?dasch/q/ka02650,ka02650,True,1.0,1951-11-05T09:26:00+00:00,1951-11-05T09:36:00+00:00,600.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
20,37.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ai43439 | POSS-I:415:O:rec479,prospective_production,POSS-I:415:O:rec479,B,XO478,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_415_O_rec479\A31W_identity.fits,0a0476f472e6afcfd52cb66cf0fb88b2d7e9a88e35cc6ce78ccf74768ad3c661,DASCH:ivo://org.gavo.dc/~?dasch/q/ai43439,ai43439,True,1.0,1951-11-05T09:26:00+00:00,1951-11-05T09:36:00+00:00,600.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
21,25.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44306 | POSS-I:1023:O:rec799,development_revalidation,POSS-I:1023:O:rec799,B,XO799,,,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44306,ai44306,True,1.0,1954-04-02T09:28:00+00:00,1954-04-02T09:40:00+00:00,720.000000000,POSS_PIXEL_REPAIR_REQUIRED:VALIDATED_BUT_NO_FROZEN_FITS_PATH
22,26.0,DASCH:ivo://org.gavo.dc/~?dasch/q/kh00163 | POSS-I:297:O:rec635,prospective_production,POSS-I:297:O:rec635,B,XO634,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_297_O_rec635\A3P0_identity.fits,5839e995fccecf6b139128f85f4c9454c7e95b32e103bc18b9b3078d323a7ee5,DASCH:ivo://org.gavo.dc/~?dasch/q/kh00163,kh00163,True,1.0,1951-07-31T07:26:00+00:00,1951-07-31T07:38:00+00:00,720.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
23,46.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ai43235 | POSS-I:297:O:rec635,development_revalidation,POSS-I:297:O:rec635,B,XO634,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_297_O_rec635\A3P0_identity.fits,5839e995fccecf6b139128f85f4c9454c7e95b32e103bc18b9b3078d323a7ee5,DASCH:ivo://org.gavo.dc/~?dasch/q/ai43235,ai43235,True,0.7934,1951-07-31T07:26:00+00:00,1951-07-31T07:38:00+00:00,720.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
24,27.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44088 | POSS-I:872:O:rec148,prospective_production,POSS-I:872:O:rec148,B,XO147,,,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44088,ai44088,True,1.0,1953-10-29T04:27:00+00:00,1953-10-29T04:39:00+00:00,720.000000000,POSS_PIXEL_REPAIR_REQUIRED:VALIDATED_BUT_NO_FROZEN_FITS_PATH
27,40.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44291 | POSS-I:1009:O:rec785,development_revalidation,POSS-I:1009:O:rec785,B,XO785,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity_v028_extension\POSS-I_1009_O_rec785\A3T4_identity.fits,614e3397f767771e8f12aa46f5f125657f3f16ee40e514a169298c37b8d887a2,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44291,ai44291,True,1.0,1954-03-27T04:13:00+00:00,1954-03-27T04:25:00+00:00,720.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
28,16.0,POSS-I:782:E:rec514 | DASCH:ivo://org.gavo.dc/~?dasch/q/fa13182,prospective_production,POSS-I:782:E:rec514,A,XE513,,,DASCH:ivo://org.gavo.dc/~?dasch/q/fa13182,fa13182,True,1.0,1953-08-13T06:10:00+00:00,1953-08-13T06:55:00+00:00,2700.000000000,POSS_PIXEL_REPAIR_REQUIRED:VALIDATED_BUT_NO_FROZEN_FITS_PATH
29,17.0,POSS-I:876:E:rec239 | DASCH:ivo://org.gavo.dc/~?dasch/q/fa13273,prospective_production,POSS-I:876:E:rec239,A,XE238,,,DASCH:ivo://org.gavo.dc/~?dasch/q/fa13273,fa13273,True,1.0,1953-10-31T04:40:00+00:00,1953-10-31T05:25:00+00:00,2700.000000000,POSS_PIXEL_REPAIR_REQUIRED:VALIDATED_BUT_NO_FROZEN_FITS_PATH
35,28.0,POSS-I:989:O:rec258 | DASCH:ivo://org.gavo.dc/~?dasch/q/ai44247,prospective_production,POSS-I:989:O:rec258,A,XO257,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_989_O_rec258\A3G7_identity.fits,3b7c0b035f065e6a4485edb38f05ee9d28c64036b5cea4398c0c2e4a5e741896,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44247,ai44247,True,1.0,1954-02-26T05:56:00+00:00,1954-02-26T06:08:00+00:00,720.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
36,38.0,POSS-I:558:O:rec517 | DASCH:ivo://org.gavo.dc/~?dasch/q/ai43708,prospective_production,POSS-I:558:O:rec517,A,XO516,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_558_O_rec517\A3LV_identity.fits,8080c441fc28258af610dd1d4284e45b14d62a4c381cbbf472392e31170721d9,DASCH:ivo://org.gavo.dc/~?dasch/q/ai43708,ai43708,True,1.0,1952-08-20T07:24:00+00:00,1952-08-20T07:34:00+00:00,600.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
38,5.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44467 | POSS-I:1102:E:rec140,prospective_production,POSS-I:1102:E:rec140,B,XE139,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_1102_E_rec140\07PT_identity.fits,b794f46dea7db1eeb946cdddc4e79f0a98ae68e47a316f91f4ebc43016aa2493,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44467,ai44467,True,1.0,1954-06-29T07:10:00+00:00,1954-06-29T08:00:00+00:00,3000.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
39,6.0,DASCH:ivo://org.gavo.dc/~?dasch/q/fa12528 | POSS-I:236:E:rec425,prospective_production,POSS-I:236:E:rec425,B,XE424,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_236_E_rec425\08M9_identity.fits,7e321c8af374b9242372d0ab2e5689f0745739487fb28efeeb740f0bbeaf7afd,DASCH:ivo://org.gavo.dc/~?dasch/q/fa12528,fa12528,True,1.0,1951-02-04T05:54:00+00:00,1951-02-04T06:44:00+00:00,3000.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
45,44.0,POSS-I:445:E:rec481 | DASCH:ivo://org.gavo.dc/~?dasch/q/j03761,prospective_production,POSS-I:445:E:rec481,A,XE480,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_445_E_rec481\08WE_identity.fits,5ecd0294099c67384112eb3f79393567d982da36e9bbfa19354915977d54bda0,DASCH:ivo://org.gavo.dc/~?dasch/q/j03761,j03761,True,0.1005,1951-12-01T09:26:29.999980+00:00,1951-12-01T09:29:29.999980+00:00,180.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
46,7.0,DASCH:ivo://org.gavo.dc/~?dasch/q/kh00192 | POSS-I:320:E:rec463,prospective_production,POSS-I:320:E:rec463,B,XE462,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_320_E_rec463\08RI_identity.fits,43a5a53dc38c38d2f10058f0c45bc71496c98fb5fd3f41ef3cfe775ffa3cc157,DASCH:ivo://org.gavo.dc/~?dasch/q/kh00192,kh00192,True,1.0,1951-08-13T09:08:00+00:00,1951-08-13T09:58:00+00:00,3000.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
47,8.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ai43280 | POSS-I:320:E:rec463,prospective_production,POSS-I:320:E:rec463,B,XE462,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_320_E_rec463\08RI_identity.fits,43a5a53dc38c38d2f10058f0c45bc71496c98fb5fd3f41ef3cfe775ffa3cc157,DASCH:ivo://org.gavo.dc/~?dasch/q/ai43280,ai43280,True,1.0,1951-08-13T09:08:00+00:00,1951-08-13T09:58:00+00:00,3000.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
48,45.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ka02481 | POSS-I:314:E:rec646,prospective_production,POSS-I:314:E:rec646,B,XE645,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_314_E_rec646\0D9V_identity.fits,2145cd017731a3a6e6554ea9b509fb7a2e5ae2244c1b382cbfc3bce943cb9430,DASCH:ivo://org.gavo.dc/~?dasch/q/ka02481,ka02481,True,0.0586,1951-08-08T10:02:00.000009+00:00,1951-08-08T10:30:00.000009+00:00,1680.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
49,9.0,DASCH:ivo://org.gavo.dc/~?dasch/q/kh00158 | POSS-I:293:E:rec754,prospective_production,POSS-I:293:E:rec754,B,XE754,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_293_E_rec754\0FHF_identity.fits,c70859e517bfe2002bbefc81313d789d15ac3ab2d26dc52105e4bda519e82418,DASCH:ivo://org.gavo.dc/~?dasch/q/kh00158,kh00158,True,1.0,1951-07-30T07:09:00+00:00,1951-07-30T07:59:00+00:00,3000.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
50,10.0,POSS-I:340:E:rec231 | DASCH:ivo://org.gavo.dc/~?dasch/q/ai43301,prospective_production,POSS-I:340:E:rec231,A,XE230,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_340_E_rec231\0899_identity.fits,c6d30005727c64b05bb5f7a67fe37ca223083e8148eb2708713b5f12414e37f1,DASCH:ivo://org.gavo.dc/~?dasch/q/ai43301,ai43301,True,1.0,1951-09-03T04:01:00+00:00,1951-09-03T04:51:00+00:00,3000.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
51,11.0,POSS-I:407:E:rec246 | DASCH:ivo://org.gavo.dc/~?dasch/q/ka02643,prospective_production,POSS-I:407:E:rec246,A,XE245,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_407_E_rec246\08BI_identity.fits,1bfc0327f7b9392117ecd420e1d8fa66a6513c03d936a0bd59c867843c5895a0,DASCH:ivo://org.gavo.dc/~?dasch/q/ka02643,ka02643,True,1.0,1951-11-03T07:01:00+00:00,1951-11-03T07:51:00+00:00,3000.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
52,18.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44227 | POSS-I:976:E:rec492,prospective_production,POSS-I:976:E:rec492,B,XE491,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_976_E_rec492\08WO_identity.fits,95bdffcde5a3311aaf255f52956d7f597171185d801b5519165597ce4a0bc3c6,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44227,ai44227,True,1.0,1954-02-10T09:41:00+00:00,1954-02-10T10:26:00+00:00,2700.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
54,39.0,POSS-I:305:O:rec637 | DASCH:ivo://org.gavo.dc/~?dasch/q/ka02473,prospective_production,POSS-I:305:O:rec637,A,XO636,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_305_O_rec637\A3P2_identity.fits,41fd8cd85c2d08dc1c9944949dcab07068ce5c1a5b3e0512cb675aa5f2b0681e,DASCH:ivo://org.gavo.dc/~?dasch/q/ka02473,ka02473,True,0.8405,1951-08-06T07:37:00+00:00,1951-08-06T07:47:00+00:00,600.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
55,3.0,DASCH:ivo://org.gavo.dc/~?dasch/q/fa12998 | POSS-I:606:E:rec348,development_revalidation,POSS-I:606:E:rec348,B,XE347,,,DASCH:ivo://org.gavo.dc/~?dasch/q/fa12998,fa12998,True,1.0,1952-09-18T07:02:00+00:00,1952-09-18T07:57:00.000005+00:00,3300.000005000,POSS_PIXEL_REPAIR_REQUIRED:VALIDATED_BUT_NO_FROZEN_FITS_PATH
56,29.0,POSS-I:1405:O:rec616 | DASCH:ivo://org.gavo.dc/~?dasch/q/ai44487,prospective_production,POSS-I:1405:O:rec616,A,XO615,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_1405_O_rec616\A3OI_identity.fits,b2025288697732091b4b61dbce34c4f921462d5b86f1ad17f579b7a7536ad0a4,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44487,ai44487,True,1.0,1955-04-21T05:52:00+00:00,1955-04-21T06:04:00+00:00,720.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
57,30.0,POSS-I:988:O:rec207 | DASCH:ivo://org.gavo.dc/~?dasch/q/ai44246,development_revalidation,POSS-I:988:O:rec207,A,XO206,,,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44246,ai44246,True,1.0,1954-02-26T04:53:00+00:00,1954-02-26T05:05:00+00:00,720.000000000,BLOCKED_POSS_ARCHIVE_UNAVAILABLE_NOT_A_NONDETECTION
60,19.0,DASCH:ivo://org.gavo.dc/~?dasch/q/fa13203 | POSS-I:832:E:rec760,prospective_production,POSS-I:832:E:rec760,B,XE760,,,DASCH:ivo://org.gavo.dc/~?dasch/q/fa13203,fa13203,True,1.0,1953-10-01T05:16:00+00:00,1953-10-01T06:01:00+00:00,2700.000000000,BLOCKED_POSS_ARCHIVE_UNAVAILABLE_NOT_A_NONDETECTION
61,20.0,POSS-I:875:E:rec521 | DASCH:ivo://org.gavo.dc/~?dasch/q/ai44092,prospective_production,POSS-I:875:E:rec521,A,XE520,,,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44092,ai44092,True,1.0,1953-10-31T03:31:00+00:00,1953-10-31T04:16:00+00:00,2700.000000000,POSS_PIXEL_REPAIR_REQUIRED:VALIDATED_BUT_NO_FROZEN_FITS_PATH
62,12.0,POSS-I:306:E:rec703 | DASCH:ivo://org.gavo.dc/~?dasch/q/ai43241,development_revalidation,POSS-I:306:E:rec703,A,XE702,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity_v028_extension\POSS-I_306_E_rec703\0E2B_identity.fits,8b5734bf0752a943f7f709c38c352637ebf4f10ca5adb04155e3b50d1ab054a7,DASCH:ivo://org.gavo.dc/~?dasch/q/ai43241,ai43241,True,1.0,1951-08-06T09:03:00.000006+00:00,1951-08-06T09:53:00+00:00,2999.999994000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
65,22.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44307 | POSS-I:1024:E:rec742,prospective_production,POSS-I:1024:E:rec742,B,XE742,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_1024_E_rec742\0FGT_identity.fits,722cb1c44951398fe20fa86f6a6de77b2ede4af1335c596dcabff2937f0d6bd7,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44307,ai44307,True,1.0,1954-04-02T09:45:00+00:00,1954-04-02T10:24:00.000016+00:00,2340.000016000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
66,42.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ka02737 | POSS-I:500:E:rec679,prospective_production,POSS-I:500:E:rec679,B,XE678,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_500_E_rec679\0DH1_identity.fits,49f4283d4c57131b9d7e7a48604d49e9e363d8a6fabdc98d98337f08cbd0f931,DASCH:ivo://org.gavo.dc/~?dasch/q/ka02737,ka02737,True,0.0726,1952-05-24T05:10:00.000010+00:00,1952-05-24T05:59:00.000010+00:00,2940.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
67,14.0,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44469 | POSS-I:1103:E:rec397,prospective_production,POSS-I:1103:E:rec397,B,XE396,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_1103_E_rec397\072W_identity.fits,aa56bc3e4a26414d186eb085ea5885ffe0428e4c4e85525f41562c7b1da01ee1,DASCH:ivo://org.gavo.dc/~?dasch/q/ai44469,ai44469,True,0.6409,1954-06-29T09:11:00+00:00,1954-06-29T10:00:00.000008+00:00,2940.000008000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
71,31.0,POSS-I:236:O:rec425 | DASCH:ivo://org.gavo.dc/~?dasch/q/kg00061,prospective_production,POSS-I:236:O:rec425,A,XO424,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_236_O_rec425\A34L_identity.fits,702a8392e2dd5f2bd6cc0b9cc6f925c6a9b7c05dd53d7768838d8a9ce3bb3071,DASCH:ivo://org.gavo.dc/~?dasch/q/kg00061,kg00061,False,0.0,1951-02-04T06:49:00+00:00,1951-02-04T07:01:00+00:00,720.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
72,32.0,POSS-I:236:O:rec425 | DASCH:ivo://org.gavo.dc/~?dasch/q/kg00060,prospective_production,POSS-I:236:O:rec425,A,XO424,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_236_O_rec425\A34L_identity.fits,702a8392e2dd5f2bd6cc0b9cc6f925c6a9b7c05dd53d7768838d8a9ce3bb3071,DASCH:ivo://org.gavo.dc/~?dasch/q/kg00060,kg00060,True,1.0,1951-02-04T06:49:00+00:00,1951-02-04T07:01:00+00:00,720.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
73,43.0,POSS-I:236:O:rec425 | DASCH:ivo://org.gavo.dc/~?dasch/q/kg00059,prospective_production,POSS-I:236:O:rec425,A,XO424,C:\Dev\Transients\historical_transient_laptop_pipeline_v0.2.0_publication\transient_laptop_pipeline_v0.2.0\cache\poss1_identity\POSS-I_236_O_rec425\A34L_identity.fits,702a8392e2dd5f2bd6cc0b9cc6f925c6a9b7c05dd53d7768838d8a9ce3bb3071,DASCH:ivo://org.gavo.dc/~?dasch/q/kg00059,kg00059,False,0.0,1951-02-04T06:49:00+00:00,1951-02-04T07:01:00+00:00,720.000000000,POSS_PIXEL_READY_PARTNER_PIXEL_WORK_PENDING
