obs_id,obs_title,access_url,s_ra,s_dec,s_fov,t_min,t_max,t_exptime,facility_name,instrument_name,dasch_id,plate_class,dasch_table,obs_start_utc,obs_end_utc,source_archive,source_url
ivo://org.gavo.dc/~?dasch/q/fa12808,1.5-inch Ross-Xpress observation on 1952-06-23T10:16:00.000011,http://dc.g-vo.org/getproduct/dasch/q/fa12808,315.8104421234473,0.9542618803518306,90.55343454797296,34186.41805555567,34186.43750000012,1680.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12808,L,dasch.wide_plates,1952-06-23T10:02:00.000009611+00:00,1952-06-23T10:30:00.000010056+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12839,1.5-inch Ross-Xpress observation on 1952-07-20T08:41:29.999985,http://dc.g-vo.org/getproduct/dasch/q/fa12839,312.3082124126056,1.3736760474108134,90.468586713122,34213.345138888726,34213.3791666665,2940.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12839,L,dasch.wide_plates,1952-07-20T08:16:59.999985935+00:00,1952-07-20T09:05:59.999985453+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12919,1.5-inch Ross-Xpress observation on 1952-08-19T06:10:59.999998,http://dc.g-vo.org/getproduct/dasch/q/fa12919,311.4302553095427,0.8837225047291076,90.57212932608336,34243.25000000001,34243.26527777779,1320.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12919,L,dasch.wide_plates,1952-08-19T06:00:00.000000630+00:00,1952-08-19T06:22:00.000001159+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12926,1.5-inch Ross-Xpress observation on 1952-08-21T06:29:30.000014,http://dc.g-vo.org/getproduct/dasch/q/fa12926,313.70270595901934,1.3247761037403911,90.31070626524068,34245.250000000175,34245.2909722224,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12926,L,dasch.wide_plates,1952-08-21T06:00:00.000015085+00:00,1952-08-21T06:59:00.000015308+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13003,1.5-inch Ross-Xpress observation on 1952-09-19T04:29:30.000002,http://dc.g-vo.org/getproduct/dasch/q/fa13003,312.8487920715161,0.8063616651479468,90.20171210401884,34274.166666666686,34274.20763888891,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13003,L,dasch.wide_plates,1952-09-19T04:00:00.000001679+00:00,1952-09-19T04:59:00.000001901+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13146,1.5-inch Ross-Xpress observation on 1953-08-05T07:34:29.999986,http://dc.g-vo.org/getproduct/dasch/q/fa13146,314.2793365211698,0.0003312744940793,87.4504230575621,34594.2951388887,34594.336111110926,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13146,L,dasch.wide_plates,1953-08-05T07:04:59.999983792+00:00,1953-08-05T08:03:59.999984015+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13153,1.5-inch Ross-Xpress observation on 1953-08-06T07:34:29.999984,http://dc.g-vo.org/getproduct/dasch/q/fa13153,315.52205875553705,0.2898447015572353,90.60643152867095,34595.2951388887,34595.336111110926,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13153,L,dasch.wide_plates,1953-08-06T07:04:59.999983792+00:00,1953-08-06T08:03:59.999984015+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/rb16962,3-inch Ross Fecker observation on 1951-09-04T21:34:36.400003,http://dc.g-vo.org/getproduct/dasch/q/rb16962,316.11558024606126,0.5005517556550543,32.95852595781032,33893.878199074104,33893.919865740776,3600.0,Harvard-Smithsonian Center for Astrophysics,3-inch Ross Fecker,rb16962,L,dasch.wide_plates,1951-09-04T21:04:36.400002628+00:00,1951-09-04T22:04:36.400003046+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43630,Patrol cameras observation on 1952-06-26T09:30:30.000009,http://dc.g-vo.org/getproduct/dasch/q/ai43630,312.2018775274702,-6.993503527438178,91.60548555991848,34189.37569444458,34189.4166666668,3540.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43630,L,dasch.wide_plates,1952-06-26T09:01:00.000011513+00:00,1952-06-26T10:00:00.000011736+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43632,Patrol cameras observation on 1952-06-27T09:44:59.999999,http://dc.g-vo.org/getproduct/dasch/q/ai43632,314.0403470845443,-6.567169075397182,91.6156600105825,34190.385416666664,34190.427083333336,3600.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43632,L,dasch.wide_plates,1952-06-27T09:14:59.999999786+00:00,1952-06-27T10:15:00.000000213+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43657,Patrol cameras observation on 1952-07-26T07:32:29.999995,http://dc.g-vo.org/getproduct/dasch/q/ai43657,312.3821147733489,-7.201088186452443,91.562779614049,34219.29513888879,34219.33333333323,3300.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43657,L,dasch.wide_plates,1952-07-26T07:04:59.999991335+00:00,1952-07-26T07:59:59.999990778+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43662,Patrol cameras observation on 1952-07-27T07:34:59.999981,http://dc.g-vo.org/getproduct/dasch/q/ai43662,314.7783944390027,-7.226457061554975,91.5595722867666,34220.29513888868,34220.33680555535,3600.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43662,L,dasch.wide_plates,1952-07-27T07:04:59.999981908+00:00,1952-07-27T08:04:59.999982326+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43678,Patrol cameras observation on 1952-08-14T06:32:00.000009,http://dc.g-vo.org/getproduct/dasch/q/ai43678,313.01397655073447,-7.418273249917367,91.11755139091972,34238.25000000007,34238.29444444452,3840.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43678,L,dasch.wide_plates,1952-08-14T06:00:00.000006289+00:00,1952-08-14T07:04:00.000006234+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13134,1.5-inch Ross-Xpress observation on 1953-08-03T07:27:00.000010,http://dc.g-vo.org/getproduct/dasch/q/fa13134,312.3891202889432,-0.2328492122853695,90.5408873116734,34592.295138889014,34592.32569444457,2640.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13134,L,dasch.wide_plates,1953-08-03T07:05:00.000010826+00:00,1953-08-03T07:49:00.000010632+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kh00141,KE Camera with Installed Rough Focus observation on 1951-07-10T08:30:59.999980,http://dc.g-vo.org/getproduct/dasch/q/kh00141,312.9250133841433,-5.802055873001237,72.97449629562914,33837.334722222025,33837.3749999998,3480.0,Harvard-Smithsonian Center for Astrophysics,KE Camera with Installed Rough Focus,kh00141,L,dasch.wide_plates,1951-07-10T08:01:59.999982994+00:00,1951-07-10T08:59:59.999983022+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12723,1.5-inch Ross-Xpress observation on 1952-04-22T11:09:30.000018,http://dc.g-vo.org/getproduct/dasch/q/fa12723,271.34120149500984,0.7821653111817802,90.69243795474264,34124.45972222245,34124.47013888912,900.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12723,L,dasch.wide_plates,1952-04-22T11:02:00.000019464+00:00,1952-04-22T11:17:00.000019881+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43541,Patrol cameras observation on 1952-03-29T09:08:30.000009,http://dc.g-vo.org/getproduct/dasch/q/ai43541,227.97110521575308,-4.705893445147442,91.77361478916715,34100.37708333345,34100.384722222334,660.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43541,L,dasch.wide_plates,1952-03-29T09:03:00.000010019+00:00,1952-03-29T09:14:00.000009648+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43542,Patrol cameras observation on 1952-03-30T09:32:30.000006,http://dc.g-vo.org/getproduct/dasch/q/ai43542,227.24523878644607,-6.596836341350212,91.68537883450765,34101.37847222228,34101.416666666715,3300.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43542,L,dasch.wide_plates,1952-03-30T09:05:00.000004750+00:00,1952-03-30T10:00:00.000004193+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43547,Patrol cameras observation on 1952-04-01T09:31:00.000006,http://dc.g-vo.org/getproduct/dasch/q/ai43547,228.40283001354405,-6.267769378094819,86.10025565782813,34103.376388889,34103.41666666678,3480.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43547,L,dasch.wide_plates,1952-04-01T09:02:00.000009824+00:00,1952-04-01T10:00:00.000009852+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43551,Patrol cameras observation on 1952-04-02T09:31:00.000012,http://dc.g-vo.org/getproduct/dasch/q/ai43551,228.65402544950248,-6.276705593957422,91.53570174534396,34104.376388889,34104.41666666678,3480.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43551,L,dasch.wide_plates,1952-04-02T09:02:00.000009824+00:00,1952-04-02T10:00:00.000009852+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43594,Patrol cameras observation on 1952-05-25T05:29:59.999984,http://dc.g-vo.org/getproduct/dasch/q/ai43594,221.3345252747029,-6.763225644337387,91.56389669663776,34157.208333333176,34157.24999999985,3600.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43594,L,dasch.wide_plates,1952-05-25T04:59:59.999986380+00:00,1952-05-25T05:59:59.999986798+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43609,Patrol cameras observation on 1952-06-14T04:40:00.000004,http://dc.g-vo.org/getproduct/dasch/q/ai43609,225.76790591303896,-6.224245061734779,90.12851617125624,34177.180555555606,34177.20833333339,2400.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43609,L,dasch.wide_plates,1952-06-14T04:20:00.000004332+00:00,1952-06-14T05:00:00.000004610+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/am28344,1-inch observation on 1952-08-11T17:21:55.700017,http://dc.g-vo.org/getproduct/dasch/q/am28344,270.0153288631755,0.6267150100123693,49.26340843353376,34235.692311342806,34235.754811342806,5400.0,Harvard-Smithsonian Center for Astrophysics,1-inch,am28344,L,dasch.wide_plates,1952-08-11T16:36:55.700018403+00:00,1952-08-11T18:06:55.700018403+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43536,Patrol cameras observation on 1952-03-28T10:30:29.999999,http://dc.g-vo.org/getproduct/dasch/q/ai43536,231.20368122898373,-7.6707080286645235,91.63554023352047,34099.41736111109,34099.458333333314,3540.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43536,L,dasch.wide_plates,1952-03-28T10:00:59.999998098+00:00,1952-03-28T10:59:59.999998320+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kh00048,KE Camera with Installed Rough Focus observation on 1951-02-06T12:42:30.000010,http://dc.g-vo.org/getproduct/dasch/q/kh00048,230.13842879027007,-8.67805713143572,80.876347955685,33683.521527777884,33683.5375000001,1380.0,Harvard-Smithsonian Center for Astrophysics,KE Camera with Installed Rough Focus,kh00048,L,dasch.wide_plates,1951-02-06T12:31:00.000009203+00:00,1951-02-06T12:54:00.000008674+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kh00061,KE Camera with Installed Rough Focus observation on 1951-02-11T12:27:29.999983,http://dc.g-vo.org/getproduct/dasch/q/kh00061,227.65055642766745,-7.803035809354549,81.03796117544888,33688.4999999998,33688.538194444234,3300.0,Harvard-Smithsonian Center for Astrophysics,KE Camera with Installed Rough Focus,kh00061,L,dasch.wide_plates,1951-02-11T11:59:59.999983022+00:00,1951-02-11T12:54:59.999981843+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kh00066,KE Camera with Installed Rough Focus observation on 1951-02-15T12:07:30.000011,http://dc.g-vo.org/getproduct/dasch/q/kh00066,227.0435221314492,-7.94832126341356,80.79915054082781,33692.479861111264,33692.53055555571,4380.0,Harvard-Smithsonian Center for Astrophysics,KE Camera with Installed Rough Focus,kh00066,L,dasch.wide_plates,1951-02-15T11:31:00.000013183+00:00,1951-02-15T12:44:00.000013637+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kh00067,KE Camera with Installed Rough Focus observation on 1951-02-14T12:48:59.999989,http://dc.g-vo.org/getproduct/dasch/q/kh00067,226.2651037885461,-8.493392967126828,80.96792996020201,33691.53055555539,33691.53749999983,600.0,Harvard-Smithsonian Center for Astrophysics,KE Camera with Installed Rough Focus,kh00067,L,dasch.wide_plates,1951-02-14T12:43:59.999985972+00:00,1951-02-14T12:53:59.999985415+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kh00071,KE Camera with Installed Rough Focus observation on 1951-02-16T12:00:00,http://dc.g-vo.org/getproduct/dasch/q/kh00071,227.9141141348501,-8.856362112734889,80.82594812479357,33693.47986111111,33693.52013888889,3480.0,Harvard-Smithsonian Center for Astrophysics,KE Camera with Installed Rough Focus,kh00071,L,dasch.wide_plates,1951-02-16T11:30:59.999999981+00:00,1951-02-16T12:29:00.000000018+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kh00105,KE Camera with Installed Rough Focus observation on 1951-03-31T09:14:29.999986,http://dc.g-vo.org/getproduct/dasch/q/kh00105,224.3407713102706,-7.894608469503258,77.90154686912838,33736.35416666653,33736.41597222209,5340.0,Harvard-Smithsonian Center for Astrophysics,KE Camera with Installed Rough Focus,kh00105,L,dasch.wide_plates,1951-03-31T08:29:59.999988477+00:00,1951-03-31T09:58:59.999988282+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kh00112,KE Camera with Installed Rough Focus observation on 1951-04-05T09:37:29.999984,http://dc.g-vo.org/getproduct/dasch/q/kh00112,228.9446535438924,-8.743894718218442,80.6604341622141,33741.38611111096,33741.415972222065,2580.0,Harvard-Smithsonian Center for Astrophysics,KE Camera with Installed Rough Focus,kh00112,L,dasch.wide_plates,1951-04-05T09:15:59.999986788+00:00,1951-04-05T09:58:59.999986390+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ac42062,1.5-inch Cooke Lenses observation on 1951-08-02T04:07:55.699999,http://dc.g-vo.org/getproduct/dasch/q/ac42062,299.9930801976473,1.3746553832273951,49.26347410027133,33860.14126967594,33860.2030752315,5340.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Cooke Lenses,ac42062,L,dasch.wide_plates,1951-08-02T03:23:25.700001518+00:00,1951-08-02T04:52:25.700001323+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ac42166,1.5-inch Cooke Lenses observation on 1951-10-22T00:39:09.099992,http://dc.g-vo.org/getproduct/dasch/q/ac42166,299.9469506474993,0.7126985704786473,49.11342169546711,33940.995591435094,33941.05878587954,5460.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Cooke Lenses,ac42166,L,dasch.wide_plates,1951-10-21T23:53:39.099992121+00:00,1951-10-22T01:24:39.099992316+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ac42292,1.5-inch Cooke Lenses observation on 1952-07-16T07:06:58.200013,http://dc.g-vo.org/getproduct/dasch/q/ac42292,299.9284616417416,1.0138455467354062,49.18049396778259,34209.28400694458,34209.309006944575,2160.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Cooke Lenses,ac42292,L,dasch.wide_plates,1952-07-16T06:48:58.200011807+00:00,1952-07-16T07:24:58.200011297+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/am28345,1-inch observation on 1952-08-11T18:53:40.599994,http://dc.g-vo.org/getproduct/dasch/q/am28345,299.922133980908,0.6609095384254737,49.16776230592178,34235.75602546288,34235.81852546288,5400.0,Harvard-Smithsonian Center for Astrophysics,1-inch,am28345,L,dasch.wide_plates,1952-08-11T18:08:40.599992572+00:00,1952-08-11T19:38:40.599992572+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/am28387,1-inch observation on 1952-10-08T17:54:10.299988,http://dc.g-vo.org/getproduct/dasch/q/am28387,300.0307612291469,1.1052500582315576,49.11545825855643,34293.71470254613,34293.77720254613,5400.0,Harvard-Smithsonian Center for Astrophysics,1-inch,am28387,L,dasch.wide_plates,1952-10-08T17:09:10.299985709+00:00,1952-10-08T18:39:10.299985709+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/bi05380,1.5 inch Ross (short focus) observation on 1951-06-12T23:00:33.100015,http://dc.g-vo.org/getproduct/dasch/q/bi05380,299.7250580886925,1.2672491783028166,90.45461525089834,33809.917049768694,33810.00038310202,7200.0,Harvard-Smithsonian Center for Astrophysics,1.5 inch Ross (short focus),bi05380,L,dasch.wide_plates,1951-06-12T22:00:33.100015135+00:00,1951-06-13T00:00:33.100014718+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12793,1.5-inch Ross-Xpress observation on 1952-06-21T09:31:30.000011,http://dc.g-vo.org/getproduct/dasch/q/fa12793,298.5907410566427,0.0406323012513325,90.6024005278278,34184.37638888898,34184.417361111206,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12793,L,dasch.wide_plates,1952-06-21T09:02:00.000007932+00:00,1952-06-21T10:01:00.000008155+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12925,1.5-inch Ross-Xpress observation on 1952-08-21T05:29:29.999990,http://dc.g-vo.org/getproduct/dasch/q/fa12925,299.20293391648784,1.403063359879659,90.66486250398056,34245.2083333332,34245.24930555542,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12925,L,dasch.wide_plates,1952-08-21T04:59:59.999988264+00:00,1952-08-21T05:58:59.999988486+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12909,1.5-inch Ross-Xpress observation on 1952-08-18T05:31:29.999981,http://dc.g-vo.org/getproduct/dasch/q/fa12909,295.91961667893486,1.3905291865209777,90.5980592382049,34242.209722222,34242.25069444423,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12909,L,dasch.wide_plates,1952-08-18T05:01:59.999981111+00:00,1952-08-18T06:00:59.999981333+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12918,1.5-inch Ross-Xpress observation on 1952-08-19T05:29:29.999986,http://dc.g-vo.org/getproduct/dasch/q/fa12918,296.818427457023,1.200631453333274,90.6124687347848,34243.2083333332,34243.24930555542,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12918,L,dasch.wide_plates,1952-08-19T04:59:59.999988264+00:00,1952-08-19T05:58:59.999988486+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12921,1.5-inch Ross-Xpress observation on 1952-08-20T05:29:29.999992,http://dc.g-vo.org/getproduct/dasch/q/fa12921,297.73167758646497,1.2548255263320165,90.551372125205,34244.2083333332,34244.24930555542,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12921,L,dasch.wide_plates,1952-08-20T04:59:59.999988264+00:00,1952-08-20T05:58:59.999988486+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12932,1.5-inch Ross-Xpress observation on 1952-08-22T05:29:29.999988,http://dc.g-vo.org/getproduct/dasch/q/fa12932,299.35494775795286,0.1295158296699405,85.74322344934254,34246.2083333332,34246.24930555542,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12932,L,dasch.wide_plates,1952-08-22T04:59:59.999988264+00:00,1952-08-22T05:58:59.999988486+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13130,1.5-inch Ross-Xpress observation on 1953-08-03T06:33:30.000002,http://dc.g-vo.org/getproduct/dasch/q/fa13130,296.4349513273377,-0.1867117752771821,90.49303728719808,34592.25277777779,34592.29375000001,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13130,L,dasch.wide_plates,1953-08-03T06:04:00.000000779+00:00,1953-08-03T07:03:00.000001002+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13137,1.5-inch Ross-Xpress observation on 1953-08-05T06:34:29.999997,http://dc.g-vo.org/getproduct/dasch/q/fa13137,298.3400698310312,-0.2389691944907831,90.53994377743548,34594.25347222219,34594.294444444415,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13137,L,dasch.wide_plates,1953-08-05T06:04:59.999997207+00:00,1953-08-05T07:03:59.999997430+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13145,1.5-inch Ross-Xpress observation on 1953-08-05T20:34:30.000009,http://dc.g-vo.org/getproduct/dasch/q/fa13145,299.0132300574702,0.178797464351905,90.53006445899112,34594.420138889014,34595.29444444457,75540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13145,L,dasch.wide_plates,1953-08-05T10:05:00.000010826+00:00,1953-08-06T07:04:00.000010632+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/rh15854,3-inch Ross Fecker observation on 1952-07-25T04:58:50.199988,http://dc.g-vo.org/getproduct/dasch/q/rh15854,294.4431262677221,0.3157187065761,32.499630577813015,34218.17627546284,34218.23877546284,5400.0,Harvard-Smithsonian Center for Astrophysics,3-inch Ross Fecker,rh15854,L,dasch.wide_plates,1952-07-25T04:13:50.199989678+00:00,1952-07-25T05:43:50.199989678+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12782,1.5-inch Ross-Xpress observation on 1952-06-01T10:17:00.000003,http://dc.g-vo.org/getproduct/dasch/q/fa12782,294.6571117937124,1.346331960982733,90.2776039111909,34164.41805555563,34164.43888888896,1800.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12782,L,dasch.wide_plates,1952-06-01T10:02:00.000006466+00:00,1952-06-01T10:32:00.000006048+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12885,1.5-inch Ross-Xpress observation on 1952-08-14T05:47:00.000008,http://dc.g-vo.org/getproduct/dasch/q/fa12885,292.2784012524203,1.015994846129176,90.3435664336039,34238.23194444452,34238.25000000007,1560.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12885,L,dasch.wide_plates,1952-08-14T05:34:00.000006234+00:00,1952-08-14T06:00:00.000006289+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13119,1.5-inch Ross-Xpress observation on 1953-07-15T07:34:29.999983,http://dc.g-vo.org/getproduct/dasch/q/fa13119,293.61864459426306,0.8838888032095796,90.30127845580624,34573.2951388887,34573.336111110926,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13119,L,dasch.wide_plates,1953-07-15T07:04:59.999983792+00:00,1953-07-15T08:03:59.999984015+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13194,1.5-inch Ross-Xpress observation on 1953-08-15T05:34:30.000011,http://dc.g-vo.org/getproduct/dasch/q/fa13194,293.1475917236149,-0.4356083909788353,90.5896760924556,34604.21180555568,34604.2527777779,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13194,L,dasch.wide_plates,1953-08-15T05:05:00.000010613+00:00,1953-08-15T06:04:00.000010836+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13200,1.5-inch Ross-Xpress observation on 1953-10-01T02:40:29.999988,http://dc.g-vo.org/getproduct/dasch/q/fa13200,293.8958627744217,0.1598923990309451,90.48380697251002,34651.09513888876,34651.127777777656,2820.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13200,L,dasch.wide_plates,1953-10-01T02:16:59.999989071+00:00,1953-10-01T03:03:59.999989469+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12825,1.5-inch Ross-Xpress observation on 1952-06-29T10:17:30.000003,http://dc.g-vo.org/getproduct/dasch/q/fa12825,292.2275656077265,1.1407968564533917,90.62835533724189,34192.41805555561,34192.439583333384,1860.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12825,L,dasch.wide_plates,1952-06-29T10:02:00.000004583+00:00,1952-06-29T10:33:00.000004360+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12903,1.5-inch Ross-Xpress observation on 1952-08-17T05:30:59.999986,http://dc.g-vo.org/getproduct/dasch/q/fa12903,294.35469590335373,1.4091234540630373,90.53967129323172,34241.209722222025,34241.2499999998,3480.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12903,L,dasch.wide_plates,1952-08-17T05:01:59.999982994+00:00,1952-08-17T05:59:59.999983022+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kh00148,KE Camera with Installed Rough Focus observation on 1951-07-28T06:04:29.999987,http://dc.g-vo.org/getproduct/dasch/q/kh00148,293.36380929070594,1.1069727783088743,81.90226111295502,33855.23541666648,33855.27083333315,3060.0,Harvard-Smithsonian Center for Astrophysics,KE Camera with Installed Rough Focus,kh00148,L,dasch.wide_plates,1951-07-28T05:38:59.999983949+00:00,1951-07-28T06:29:59.999983866+00:00,Harvard DASCH,https://dc.g-vo.org/tap
