obs_id,obs_title,access_url,s_ra,s_dec,s_fov,t_min,t_max,t_exptime,facility_name,instrument_name,dasch_id,plate_class,dasch_table,obs_start_utc,obs_end_utc,source_archive,source_url
ivo://org.gavo.dc/~?dasch/q/fa12819,1.5-inch Ross-Xpress observation on 1952-06-26T10:17:00.000005,http://dc.g-vo.org/getproduct/dasch/q/fa12819,,,,34189.428472222295,34189.428472222295,,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12819,L,dasch.wide_plates,1952-06-26T10:17:00.000006262+00:00,1952-06-26T10:17:00.000006262+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12899,1.5-inch Ross-Xpress observation on 1952-08-16T10:31:29.999992,http://dc.g-vo.org/getproduct/dasch/q/fa12899,,,,34240.438541666605,34240.438541666605,,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12899,L,dasch.wide_plates,1952-08-16T10:31:29.999994637+00:00,1952-08-16T10:31:29.999994637+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/pz00165,3 inch Perkin-Zeiss Lens observation on 1955-01-16T23:00:28.499999,http://dc.g-vo.org/getproduct/dasch/q/pz00165,,,,35123.95866319444,35123.95866319444,,Harvard-Smithsonian Center for Astrophysics,3 inch Perkin-Zeiss Lens,pz00165,L2,dasch.wide_plates,1955-01-16T23:00:28.499999641+00:00,1955-01-16T23:00:28.499999641+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ka03420,2.8-inch Kodak Aero-Ektar observation on 1954-02-04T10:04:30.000009,http://dc.g-vo.org/getproduct/dasch/q/ka03420,,,,34777.41979166679,34777.41979166679,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,ka03420,,dasch.wide_plates,1954-02-04T10:04:30.000010725+00:00,1954-02-04T10:04:30.000010725+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ka03423,2.8-inch Kodak Aero-Ektar observation on 1954-02-10T10:10:59.999984,http://dc.g-vo.org/getproduct/dasch/q/ka03423,,,,34783.42430555541,34783.42430555541,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,ka03423,M,dasch.wide_plates,1954-02-10T10:10:59.999987484+00:00,1954-02-10T10:10:59.999987484+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ka03470,2.8-inch Kodak Aero-Ektar observation on 1954-03-12T06:59:59.999985,http://dc.g-vo.org/getproduct/dasch/q/ka03470,,,,34813.29166666651,34813.29166666651,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,ka03470,,dasch.wide_plates,1954-03-12T06:59:59.999986584+00:00,1954-03-12T06:59:59.999986584+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ka03471,2.8-inch Kodak Aero-Ektar observation on 1954-03-12T06:59:59.999985,http://dc.g-vo.org/getproduct/dasch/q/ka03471,,,,34813.29166666651,34813.29166666651,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,ka03471,,dasch.wide_plates,1954-03-12T06:59:59.999986584+00:00,1954-03-12T06:59:59.999986584+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ka03476,2.8-inch Kodak Aero-Ektar observation on 1954-03-12T06:59:59.999985,http://dc.g-vo.org/getproduct/dasch/q/ka03476,,,,34813.29166666651,34813.29166666651,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,ka03476,,dasch.wide_plates,1954-03-12T06:59:59.999986584+00:00,1954-03-12T06:59:59.999986584+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ka03418,2.8-inch Kodak Aero-Ektar observation on 1954-02-04T05:21:00.000021,http://dc.g-vo.org/getproduct/dasch/q/ka03418,,,,34777.222916666884,34777.222916666884,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,ka03418,M,dasch.wide_plates,1954-02-04T05:21:00.000018777+00:00,1954-02-04T05:21:00.000018777+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ka03512,2.8-inch Kodak Aero-Ektar observation on 1954-04-06T10:33:29.999989,http://dc.g-vo.org/getproduct/dasch/q/ka03512,,,,34838.43993055541,34838.43993055541,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,ka03512,,dasch.wide_plates,1954-04-06T10:33:29.999987484+00:00,1954-04-06T10:33:29.999987484+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12842,1.5-inch Ross-Xpress observation on 1952-07-21T05:59:30.000004,http://dc.g-vo.org/getproduct/dasch/q/fa12842,,,,34214.2496527778,34214.2496527778,,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12842,L,dasch.wide_plates,1952-07-21T05:59:30.000001790+00:00,1952-07-21T05:59:30.000001790+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13140,1.5-inch Ross-Xpress observation on 1953-08-04T09:12:29.999993,http://dc.g-vo.org/getproduct/dasch/q/fa13140,,,,34593.383680555504,34593.383680555504,,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13140,L,dasch.wide_plates,1953-08-04T09:12:29.999995528+00:00,1953-08-04T09:12:29.999995528+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kb02291,2.8-inch Kodak Aero-Ektar observation on 1952-08-22T08:29:59.999985,http://dc.g-vo.org/getproduct/dasch/q/kb02291,,,,34246.35416666651,34246.35416666651,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,kb02291,L,dasch.wide_plates,1952-08-22T08:29:59.999986584+00:00,1952-08-22T08:29:59.999986584+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kb02307,2.8-inch Kodak Aero-Ektar observation on 1952-08-26T05:29:29.999987,http://dc.g-vo.org/getproduct/dasch/q/kb02307,,,,34250.22881944431,34250.22881944431,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,kb02307,L,dasch.wide_plates,1952-08-26T05:29:29.999988375+00:00,1952-08-26T05:29:29.999988375+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kb02308,2.8-inch Kodak Aero-Ektar observation on 1952-08-26T06:29:30.000019,http://dc.g-vo.org/getproduct/dasch/q/kb02308,,,,34250.27048611129,34250.27048611129,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,kb02308,L,dasch.wide_plates,1952-08-26T06:29:30.000015196+00:00,1952-08-26T06:29:30.000015196+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/pz00163,3 inch Perkin-Zeiss Lens observation on 1955-01-12T20:28:09.799984,http://dc.g-vo.org/getproduct/dasch/q/pz00163,,,,35119.85289120348,35119.85289120348,,Harvard-Smithsonian Center for Astrophysics,3 inch Perkin-Zeiss Lens,pz00163,L2,dasch.wide_plates,1955-01-12T20:28:09.799980818+00:00,1955-01-12T20:28:09.799980818+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ka03287,2.8-inch Kodak Aero-Ektar observation on 1953-11-06T06:03:29.999985,http://dc.g-vo.org/getproduct/dasch/q/ka03287,,,,34687.25243055541,34687.25243055541,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,ka03287,,dasch.wide_plates,1953-11-06T06:03:29.999987484+00:00,1953-11-06T06:03:29.999987484+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ka03389,2.8-inch Kodak Aero-Ektar observation on 1953-12-11T12:22:30,http://dc.g-vo.org/getproduct/dasch/q/ka03389,,,,34722.515625,34722.515625,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,ka03389,,dasch.wide_plates,1953-12-11T12:22:30+00:00,1953-12-11T12:22:30+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ka03409,2.8-inch Kodak Aero-Ektar observation on 1954-01-27T03:49:59.999979,http://dc.g-vo.org/getproduct/dasch/q/ka03409,,,,34769.159722222015,34769.159722222015,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,ka03409,M,dasch.wide_plates,1954-01-27T03:49:59.999982121+00:00,1954-01-27T03:49:59.999982121+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ka03411,2.8-inch Kodak Aero-Ektar observation on 1954-01-30T05:38:59.999997,http://dc.g-vo.org/getproduct/dasch/q/ka03411,,,,34772.235416666605,34772.235416666605,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,ka03411,M,dasch.wide_plates,1954-01-30T05:38:59.999994637+00:00,1954-01-30T05:38:59.999994637+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ka03415,2.8-inch Kodak Aero-Ektar observation on 1954-02-01T12:23:59.999996,http://dc.g-vo.org/getproduct/dasch/q/ka03415,,,,34774.516666666605,34774.516666666605,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,ka03415,M,dasch.wide_plates,1954-02-01T12:23:59.999994637+00:00,1954-02-01T12:23:59.999994637+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ka03417,2.8-inch Kodak Aero-Ektar observation on 1954-02-03T09:40:00.000014,http://dc.g-vo.org/getproduct/dasch/q/ka03417,,,,34776.402777777985,34776.402777777985,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,ka03417,M,dasch.wide_plates,1954-02-03T09:40:00.000017878+00:00,1954-02-03T09:40:00.000017878+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ka03427,2.8-inch Kodak Aero-Ektar observation on 1954-02-22T03:09:00.000006,http://dc.g-vo.org/getproduct/dasch/q/ka03427,,,,34795.13125000009,34795.13125000009,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,ka03427,M,dasch.wide_plates,1954-02-22T03:09:00.000008043+00:00,1954-02-22T03:09:00.000008043+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kb02262,2.8-inch Kodak Aero-Ektar observation on 1952-06-21T08:33:00.000018,http://dc.g-vo.org/getproduct/dasch/q/kb02262,,,,34184.356250000186,34184.356250000186,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,kb02262,L,dasch.wide_plates,1952-06-21T08:33:00.000016096+00:00,1952-06-21T08:33:00.000016096+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kb02264,2.8-inch Kodak Aero-Ektar observation on 1952-06-21T05:22:30.000017,http://dc.g-vo.org/getproduct/dasch/q/kb02264,,,,34184.22395833349,34184.22395833349,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,kb02264,L,dasch.wide_plates,1952-06-21T05:22:30.000013415+00:00,1952-06-21T05:22:30.000013415+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kb02265,2.8-inch Kodak Aero-Ektar observation on 1952-06-21T06:32:00.000006,http://dc.g-vo.org/getproduct/dasch/q/kb02265,,,,34184.272222222295,34184.272222222295,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,kb02265,L,dasch.wide_plates,1952-06-21T06:32:00.000006262+00:00,1952-06-21T06:32:00.000006262+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kb02270,2.8-inch Kodak Aero-Ektar observation on 1952-06-28T06:30:00.000014,http://dc.g-vo.org/getproduct/dasch/q/kb02270,,,,34191.27083333349,34191.27083333349,,Harvard-Smithsonian Center for Astrophysics,2.8-inch Kodak Aero-Ektar,kb02270,L,dasch.wide_plates,1952-06-28T06:30:00.000013415+00:00,1952-06-28T06:30:00.000013415+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/bi05632,1.5 inch Ross (short focus) observation on 1952-09-11T21:28:02.099986,http://dc.g-vo.org/getproduct/dasch/q/bi05632,,,,34266.89446874987,34266.89446874987,,Harvard-Smithsonian Center for Astrophysics,1.5 inch Ross (short focus),bi05632,L,dasch.wide_plates,1952-09-11T21:28:02.099989053+00:00,1952-09-11T21:28:02.099989053+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/am28124,1-inch observation on 1951-01-12T21:39:06.399986,http://dc.g-vo.org/getproduct/dasch/q/am28124,,,,33658.902157407254,33658.902157407254,,Harvard-Smithsonian Center for Astrophysics,1-inch,am28124,L,dasch.wide_plates,1951-01-12T21:39:06.399986745+00:00,1951-01-12T21:39:06.399986745+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/poss01778,Palomar Sky Survey (POSS) observation on 1955-11-18T04:48:00.000018,http://dc.g-vo.org/getproduct/dasch/q/poss01778,,,,35429.200000000186,35429.200000000186,,Harvard-Smithsonian Center for Astrophysics,Palomar Sky Survey (POSS),poss01778,E,dasch.wide_plates,1955-11-18T04:48:00.000016096+00:00,1955-11-18T04:48:00.000016096+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ac42374,1.5-inch Cooke Lenses observation on 1952-09-02T07:03:14.099997,http://dc.g-vo.org/getproduct/dasch/q/ac42374,50.18942135841776,13.51269908297789,49.21707300090282,34257.292177083335,34257.29564930555,300.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Cooke Lenses,ac42374,L,dasch.wide_plates,1952-09-02T07:00:44.100000100+00:00,1952-09-02T07:05:44.099999822+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/kg00074,Eastman Aero-Ektar K-24 Lens on a K-19 Barrel Formerly KE (1951) observation on 1951-02-07T06:59:59.999989,http://dc.g-vo.org/getproduct/dasch/q/kg00074,19.15012624985536,15.259883769135891,81.90226111295505,33684.26111111096,33684.322222222065,5280.0,Harvard-Smithsonian Center for Astrophysics,Eastman Aero-Ektar K-24 Lens on a K-19 Barrel Formerly KE (1951),kg00074,L,dasch.wide_plates,1951-02-07T06:15:59.999986788+00:00,1951-02-07T07:43:59.999986390+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/rh15766,3-inch Ross Fecker observation on 1951-09-30T04:17:17.399994,http://dc.g-vo.org/getproduct/dasch/q/rh15766,19.76502380534664,14.713808205932674,32.52100729627365,33919.15263194436,33919.20471527769,4500.0,Harvard-Smithsonian Center for Astrophysics,3-inch Ross Fecker,rh15766,L,dasch.wide_plates,1951-09-30T03:39:47.399992557+00:00,1951-09-30T04:54:47.399992139+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ac42394,1.5-inch Cooke Lenses observation on 1952-09-21T04:59:10.000001,http://dc.g-vo.org/getproduct/dasch/q/ac42394,30.782120712589517,60.82471697156554,49.144834151688286,34276.17164351855,34276.24386574078,6240.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Cooke Lenses,ac42394,L,dasch.wide_plates,1952-09-21T04:07:10.000002866+00:00,1952-09-21T05:51:10.000003089+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ac42405,1.5-inch Cooke Lenses observation on 1952-09-28T06:10:22.400005,http://dc.g-vo.org/getproduct/dasch/q/ac42405,30.03731852761249,61.16551535667739,49.144394408433705,34283.23637037041,34283.27803703708,3600.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Cooke Lenses,ac42405,L,dasch.wide_plates,1952-09-28T05:40:22.400003458+00:00,1952-09-28T06:40:22.400003884+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/rh15889,3-inch Ross Fecker observation on 1952-09-17T06:05:45.200017,http://dc.g-vo.org/getproduct/dasch/q/rh15889,31.778184719491637,60.07001104538226,32.51992036349248,34272.23316203725,34272.27482870392,3600.0,Harvard-Smithsonian Center for Astrophysics,3-inch Ross Fecker,rh15889,L,dasch.wide_plates,1952-09-17T05:35:45.200018374+00:00,1952-09-17T06:35:45.200018791+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43269,Patrol cameras observation on 1951-08-11T11:10:00.000019,http://dc.g-vo.org/getproduct/dasch/q/ai43269,33.6677496004742,29.916066068533453,91.60414961391504,33869.459027777986,33869.47152777798,1080.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43269,L,dasch.wide_plates,1951-08-11T11:01:00.000018007+00:00,1951-08-11T11:19:00.000017757+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43282,Patrol cameras observation on 1951-08-13T11:10:00.000016,http://dc.g-vo.org/getproduct/dasch/q/ai43282,34.201507201127335,28.98389845924329,91.41369907470715,33871.45833333354,33871.47222222243,1200.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43282,L,dasch.wide_plates,1951-08-13T11:00:00.000017812+00:00,1951-08-13T11:20:00.000017952+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43287,Patrol cameras observation on 1951-08-14T11:11:30.000010,http://dc.g-vo.org/getproduct/dasch/q/ai43287,35.38770395452141,29.77546183249196,91.5910892577067,33872.45833333348,33872.4743055557,1380.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43287,L,dasch.wide_plates,1951-08-14T11:00:00.000012784+00:00,1951-08-14T11:23:00.000012255+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43294,Patrol cameras observation on 1951-08-31T10:31:29.999997,http://dc.g-vo.org/getproduct/dasch/q/ai43294,36.438678586708726,29.724168364415068,91.59099914508788,33889.41874999994,33889.45833333327,3420.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43294,L,dasch.wide_plates,1951-08-31T10:02:59.999994720+00:00,1951-08-31T10:59:59.999994553+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai43300,Patrol cameras observation on 1951-09-01T10:31:59.999991,http://dc.g-vo.org/getproduct/dasch/q/ai43300,37.86596468905383,30.138629209266377,91.591196783953,33890.41805555547,33890.45972222214,3600.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai43300,L,dasch.wide_plates,1951-09-01T10:01:59.999992633+00:00,1951-09-01T11:01:59.999993060+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai44095,Patrol cameras observation on 1953-10-31T07:02:30.000021,http://dc.g-vo.org/getproduct/dasch/q/ai44095,38.907150010930586,24.028535401318383,91.03005034959423,34681.274305555766,34681.312500000204,3300.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai44095,,dasch.wide_plates,1953-10-31T06:35:00.000018156+00:00,1953-10-31T07:30:00.000017599+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai44101,Patrol cameras observation on 1953-11-02T07:04:30.000009,http://dc.g-vo.org/getproduct/dasch/q/ai44101,39.05314212387679,25.82737809327537,91.1512743387764,34683.27430555568,34683.3152777779,3540.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai44101,,dasch.wide_plates,1953-11-02T06:35:00.000010613+00:00,1953-11-02T07:34:00.000010836+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/ai44138,Patrol cameras observation on 1953-11-09T06:04:59.999982,http://dc.g-vo.org/getproduct/dasch/q/ai44138,33.41168115490251,24.41121127565462,91.5591117201095,34690.23263888868,34690.27430555535,3600.0,Harvard-Smithsonian Center for Astrophysics,Patrol cameras,ai44138,,dasch.wide_plates,1953-11-09T05:34:59.999981908+00:00,1953-11-09T06:34:59.999982326+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13310,1.5-inch Ross-Xpress observation on 1953-11-07T04:08:06.000007,http://dc.g-vo.org/getproduct/dasch/q/fa13310,37.92275599257113,29.578620870914097,90.18206469236708,34688.15284722229,34688.19173611118,3360.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13310,,dasch.wide_plates,1953-11-07T03:40:06.000006080+00:00,1953-11-07T04:36:06.000005718+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13302,1.5-inch Ross-Xpress observation on 1953-11-06T04:10:32.200016,http://dc.g-vo.org/getproduct/dasch/q/fa13302,39.28145003550865,29.307128518012075,90.33049157692818,34687.15349768539,34687.19446990761,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13302,,dasch.wide_plates,1953-11-06T03:41:02.200017462+00:00,1953-11-06T04:40:02.200017685+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13326,1.5-inch Ross-Xpress observation on 1953-11-10T05:54:28.900003,http://dc.g-vo.org/getproduct/dasch/q/fa13326,34.80123134865211,29.706468329374776,90.5360069820906,34691.225681713026,34691.26665393525,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13326,,dasch.wide_plates,1953-11-10T05:24:58.900005411+00:00,1953-11-10T06:23:58.900005634+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13288,1.5-inch Ross-Xpress observation on 1953-11-03T07:04:30.000008,http://dc.g-vo.org/getproduct/dasch/q/fa13288,33.47123574919732,29.08709374495086,89.97154883709433,34684.27430555568,34684.3152777779,3540.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13288,,dasch.wide_plates,1953-11-03T06:35:00.000010613+00:00,1953-11-03T07:34:00.000010836+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/rh15752,3-inch Ross Fecker observation on 1951-09-10T07:15:39.200000,http://dc.g-vo.org/getproduct/dasch/q/rh15752,38.84485002320488,29.79678525109479,32.51254606424612,33899.27927314817,33899.32580092595,4020.0,Harvard-Smithsonian Center for Astrophysics,3-inch Ross Fecker,rh15752,L,dasch.wide_plates,1951-09-10T06:42:09.200001689+00:00,1951-09-10T07:49:09.200002218+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/poss01806,Palomar Sky Survey (POSS) observation on 1954-07-02T04:12:31.200019,http://dc.g-vo.org/getproduct/dasch/q/poss01806,,,,34925.175361111294,34925.175361111294,,Harvard-Smithsonian Center for Astrophysics,Palomar Sky Survey (POSS),poss01806,E,dasch.wide_plates,1954-07-02T04:12:31.200015844+00:00,1954-07-02T04:12:31.200015844+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/bi05492,1.5 inch Ross (short focus) observation on 1951-11-15T20:46:52.400008,http://dc.g-vo.org/getproduct/dasch/q/bi05492,60.4649727224842,1.543549808986771,90.39931349550602,33965.83463425934,33965.89713425934,5400.0,Harvard-Smithsonian Center for Astrophysics,1.5 inch Ross (short focus),bi05492,L,dasch.wide_plates,1951-11-15T20:01:52.400007243+00:00,1951-11-15T21:31:52.400007243+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/bi05655,1.5 inch Ross (short focus) observation on 1952-10-15T00:01:30.599989,http://dc.g-vo.org/getproduct/dasch/q/bi05655,60.818617302602185,1.7681210133877685,90.4616412177735,34299.95938194435,34300.04271527768,7200.0,Harvard-Smithsonian Center for Astrophysics,1.5 inch Ross (short focus),bi05655,L,dasch.wide_plates,1952-10-14T23:01:30.599991589+00:00,1952-10-15T01:01:30.599991802+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/am28549,1-inch observation on 1953-12-31T19:14:43.300002,http://dc.g-vo.org/getproduct/dasch/q/am28549,60.41411791351719,2.681254394243243,49.15181610665572,34742.770640046336,34742.833140046336,5400.0,Harvard-Smithsonian Center for Astrophysics,1-inch,am28549,L,dasch.wide_plates,1953-12-31T18:29:43.300003413+00:00,1953-12-31T19:59:43.300003413+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/am28552,1-inch observation on 1954-01-03T19:47:48.200001,http://dc.g-vo.org/getproduct/dasch/q/am28552,60.08709990854105,3.518680578120011,49.12065657022932,34745.79361342592,34745.85611342592,5400.0,Harvard-Smithsonian Center for Astrophysics,1-inch,am28552,L,dasch.wide_plates,1954-01-03T19:02:48.199999626+00:00,1954-01-03T20:32:48.199999626+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/bi05336,1.5 inch Ross (short focus) observation on 1951-01-05T21:08:47.300020,http://dc.g-vo.org/getproduct/dasch/q/bi05336,60.761058240133615,2.245629887813672,90.46812917474512,33651.84638078723,33651.91582523167,6000.0,Harvard-Smithsonian Center for Astrophysics,1.5 inch Ross (short focus),bi05336,L,dasch.wide_plates,1951-01-05T20:18:47.300016862+00:00,1951-01-05T21:58:47.300016305+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/bi05432,1.5 inch Ross (short focus) observation on 1951-08-13T02:59:53.799990,http://dc.g-vo.org/getproduct/dasch/q/bi05432,60.355350871120784,2.14935826815209,90.45851460023866,33871.08499768511,33871.16485879622,6900.0,Harvard-Smithsonian Center for Astrophysics,1.5 inch Ross (short focus),bi05432,L,dasch.wide_plates,1951-08-13T02:02:23.799993469+00:00,1951-08-13T03:57:23.799993330+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa12994,1.5-inch Ross-Xpress observation on 1952-09-17T11:24:00.000010,http://dc.g-vo.org/getproduct/dasch/q/fa12994,55.898292043695214,2.1236403542980904,90.20126228634363,34272.45833333342,34272.49166666676,2880.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa12994,L,dasch.wide_plates,1952-09-17T11:00:00.000007755+00:00,1952-09-17T11:48:00.000008340+00:00,Harvard DASCH,https://dc.g-vo.org/tap
ivo://org.gavo.dc/~?dasch/q/fa13002,1.5-inch Ross-Xpress observation on 1952-09-18T11:26:29.999997,http://dc.g-vo.org/getproduct/dasch/q/fa13002,56.433934539056,2.0162563572439582,90.19500755674773,34273.46909722221,34273.48437499999,1320.0,Harvard-Smithsonian Center for Astrophysics,1.5-inch Ross-Xpress,fa13002,L,dasch.wide_plates,1952-09-18T11:15:29.999998840+00:00,1952-09-18T11:37:29.999999369+00:00,Harvard DASCH,https://dc.g-vo.org/tap
