pair_index,pair_id,plate_a,plate_b,site_a,site_b,parent_pair_status,downstream_pair_class,eligible_fragment_count,admissible_fragment_count,unresolved_fragment_count,witness_count,parent_pair_row_sha256
396,3743|121940,2901,79247,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,a8c05adcf86aaf9ad0592f5928eb211d33cb2b5f7071e43eeac9e0b15f123cd8
399,3751|121952,2909,79259,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,a599e21b67537770d4447fffd7fda464b48d6d88c8cea4f9e132b25ec58e2b9d
400,3754|121955,2912,79262,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,dc6feb3feb05de9a0a3e74301cba009dcda70fa07b5f59004bde3450e2c18c0d
401,3754|121957,2912,79264,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,ce5a559587ae486007819560ce26e7b51522fc0acfbee4a38670449e4f148e71
402,3758|121958,2916,79265,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,ec5baa6e25ebb9e9cc97247dd467fbbbfec99513f64e982dfeaea7ae01507d0f
404,3786|121982,2941,79289,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,de39ac75df3ee627cb008de4ed5308fde7f72d3f945464ed843efd76cc2ecb1a
406,3787|121984,2942,79291,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,eb6bb1d6931f4632e39d66664c150e79229557f909d87042389fdfdab604057b
417,3938|122170,3009,79464,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,62785238960cd5ced0093c02e50d0ee13769071e46595d7ef3378c02cd11bb7c
418,3958|122228,3029,79522,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,a62c801cd00a8f497491d14abde182d525d541d8eb87025913420bddb0a7ce9e
420,3967|122339,3038,79633,"Hamburg-Bergedorf, Germany","Dr. Remeis-Observatory, Bamberg, Germany",FINITE_GEOMETRY_ADMISSIBLE_WITNESS,GEOMETRY_ADMISSIBLE,1,1,0,1,b5b137124f75c171ed56f9556800eb53fdbbc896c272c30b3314415164826afe
