pair_index,canonical_pair,endpoint_a,endpoint_b,detector_coverage_state,endpoint_a_candidates_in_common_polygon,endpoint_b_candidates_in_common_polygon,shifted_endpoint,shift_radius_arcsec,direction,position_angle_deg_east_of_north,control_le_3arcsec_matches,control_le_10arcsec_matches,observed_le_3arcsec_matches,observed_le_10arcsec_matches,fixed_pre_shift_candidate_denominator,population_context_only
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,60.0,NE,45.0,54,513,44,522,True,True
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,60.0,E,90.0,58,607,44,522,True,True
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,60.0,SE,135.0,52,591,44,522,True,True
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,60.0,S,180.0,50,568,44,522,True,True
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,60.0,SW,225.0,40,558,44,522,True,True
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,60.0,W,270.0,44,559,44,522,True,True
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,60.0,NW,315.0,51,519,44,522,True,True
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,120.0,N,0.0,43,585,44,522,True,True
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,120.0,NE,45.0,58,567,44,522,True,True
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,120.0,E,90.0,47,498,44,522,True,True
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,120.0,SE,135.0,44,550,44,522,True,True
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,120.0,S,180.0,40,487,44,522,True,True
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,120.0,SW,225.0,40,623,44,522,True,True
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,120.0,W,270.0,53,641,44,522,True,True
7,APPLAUSE:12568 | APPLAUSE:139012,APPLAUSE:12568,APPLAUSE:139012,COMPLETE_VALID_DETECTOR_COVERAGE,13767,6243,endpoint_b,120.0,NW,315.0,59,572,44,522,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,60.0,N,0.0,5,72,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,60.0,NE,45.0,2,75,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,60.0,E,90.0,7,73,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,60.0,SE,135.0,10,71,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,60.0,S,180.0,6,61,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,60.0,SW,225.0,5,74,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,60.0,W,270.0,7,83,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,60.0,NW,315.0,5,62,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,120.0,N,0.0,3,63,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,120.0,NE,45.0,6,74,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,120.0,E,90.0,9,74,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,120.0,SE,135.0,11,71,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,120.0,S,180.0,4,40,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,120.0,SW,225.0,6,76,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,120.0,W,270.0,5,71,8,57,True,True
8,APPLAUSE:12469 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,DASCH:bi05459:exp0,APPLAUSE:12469,COMPLETE_VALID_DETECTOR_COVERAGE,1104,15904,endpoint_b,120.0,NW,315.0,8,86,8,57,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,60.0,N,0.0,59,576,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,60.0,NE,45.0,60,643,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,60.0,E,90.0,60,613,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,60.0,SE,135.0,52,584,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,60.0,S,180.0,41,603,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,60.0,SW,225.0,52,607,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,60.0,W,270.0,56,632,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,60.0,NW,315.0,42,618,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,120.0,N,0.0,56,548,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,120.0,NE,45.0,48,505,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,120.0,E,90.0,42,554,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,120.0,SE,135.0,49,530,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,120.0,S,180.0,53,569,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,120.0,SW,225.0,55,678,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,120.0,W,270.0,65,701,66,610,True,True
9,APPLAUSE:12563 | APPLAUSE:139010,APPLAUSE:12563,APPLAUSE:139010,COMPLETE_VALID_DETECTOR_COVERAGE,18735,5878,endpoint_b,120.0,NW,315.0,58,617,66,610,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,60.0,N,0.0,30,381,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,60.0,NE,45.0,29,358,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,60.0,E,90.0,29,385,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,60.0,SE,135.0,32,419,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,60.0,S,180.0,33,359,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,60.0,SW,225.0,35,370,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,60.0,W,270.0,38,385,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,60.0,NW,315.0,31,407,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,120.0,N,0.0,23,322,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,120.0,NE,45.0,33,400,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,120.0,E,90.0,24,355,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,120.0,SE,135.0,30,323,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,120.0,S,180.0,37,350,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,120.0,SW,225.0,22,387,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,120.0,W,270.0,33,377,31,362,True,True
10,APPLAUSE:12566 | APPLAUSE:139011,APPLAUSE:139011,APPLAUSE:12566,COMPLETE_VALID_DETECTOR_COVERAGE,4283,13468,endpoint_b,120.0,NW,315.0,31,423,31,362,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,60.0,N,0.0,50,568,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,60.0,NE,45.0,40,558,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,60.0,E,90.0,44,559,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,60.0,SE,135.0,50,520,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,60.0,S,180.0,57,542,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,60.0,SW,225.0,54,513,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,60.0,W,270.0,58,607,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,60.0,NW,315.0,51,591,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,120.0,N,0.0,40,487,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,120.0,NE,45.0,40,626,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,120.0,E,90.0,52,642,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,120.0,SE,135.0,59,572,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,120.0,S,180.0,43,585,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,120.0,SW,225.0,60,571,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,120.0,W,270.0,46,496,44,522,True,True
11,APPLAUSE:12569 | APPLAUSE:139012,APPLAUSE:139012,APPLAUSE:12569,COMPLETE_VALID_DETECTOR_COVERAGE,6243,13767,endpoint_b,120.0,NW,315.0,44,548,44,522,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,60.0,N,0.0,203,2113,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,60.0,NE,45.0,194,2185,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,60.0,E,90.0,422,3471,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,60.0,SE,135.0,157,1903,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,60.0,S,180.0,150,1761,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,60.0,SW,225.0,166,2003,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,60.0,W,270.0,311,3474,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,60.0,NW,315.0,228,2144,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,120.0,N,0.0,120,1348,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,120.0,NE,45.0,133,1555,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,120.0,E,90.0,191,2147,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,120.0,SE,135.0,125,1436,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,120.0,S,180.0,118,1441,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,120.0,SW,225.0,132,1570,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,120.0,W,270.0,750,6233,655,5646,True,True
12,APPLAUSE:132096 | DASCH:ivo://org.gavo.dc/~?dasch/q/mf40300,DASCH:mf40300:exp0,APPLAUSE:132096,COMPLETE_VALID_DETECTOR_COVERAGE,145318,24432,endpoint_b,120.0,NW,315.0,153,1533,655,5646,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,60.0,N,0.0,5367,59020,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,60.0,NE,45.0,5246,58462,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,60.0,E,90.0,5337,58763,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,60.0,SE,135.0,5234,58543,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,60.0,S,180.0,5173,58601,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,60.0,SW,225.0,5252,58448,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,60.0,W,270.0,5180,58758,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,60.0,NW,315.0,5261,58795,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,120.0,N,0.0,5321,59178,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,120.0,NE,45.0,5274,58398,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,120.0,E,90.0,5289,57841,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,120.0,SE,135.0,5256,58526,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,120.0,S,180.0,5282,58527,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,120.0,SW,225.0,5275,58562,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,120.0,W,270.0,5384,58465,64680,177728,True,True
13,APPLAUSE:13878 | APPLAUSE:139432,APPLAUSE:139432,APPLAUSE:13878,COMPLETE_VALID_DETECTOR_COVERAGE,394746,197579,endpoint_b,120.0,NW,315.0,5345,58897,64680,177728,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,COMPLETE_VALID_DETECTOR_COVERAGE,338912,176011,endpoint_b,60.0,N,0.0,4006,43770,35488,102791,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,COMPLETE_VALID_DETECTOR_COVERAGE,338912,176011,endpoint_b,60.0,NE,45.0,3853,43734,35488,102791,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,COMPLETE_VALID_DETECTOR_COVERAGE,338912,176011,endpoint_b,60.0,E,90.0,3946,43552,35488,102791,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,COMPLETE_VALID_DETECTOR_COVERAGE,338912,176011,endpoint_b,60.0,SE,135.0,4013,43755,35488,102791,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,COMPLETE_VALID_DETECTOR_COVERAGE,338912,176011,endpoint_b,60.0,S,180.0,4086,44777,35488,102791,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,COMPLETE_VALID_DETECTOR_COVERAGE,338912,176011,endpoint_b,60.0,SW,225.0,3911,43881,35488,102791,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,COMPLETE_VALID_DETECTOR_COVERAGE,338912,176011,endpoint_b,60.0,W,270.0,4016,43816,35488,102791,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,COMPLETE_VALID_DETECTOR_COVERAGE,338912,176011,endpoint_b,60.0,NW,315.0,3932,43555,35488,102791,True,True
14,APPLAUSE:13879 | APPLAUSE:139433,APPLAUSE:139433,APPLAUSE:13879,COMPLETE_VALID_DETECTOR_COVERAGE,338912,176011,endpoint_b,120.0,N,0.0,3963,43609,35488,102791,True,True
