raw_match_row,population,a_endpoint_status,b_endpoint_status,a_control_count,b_control_count,a_outlier_metric_count,b_outlier_metric_count,a_outlier_metrics,b_outlier_metrics,pair_morphology_context,candidate_disposition_changed
292871,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,7,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292872,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,20,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292873,DIAGNOSTIC_179,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,5,0,sigma_major_px;ellipticity;centroid_offset_px;concentration_f3_f8;peak_to_flux5,,MORPHOLOGY_OUTLIER_ONE_ENDPOINT,False
292874,PRIMARY_424,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,1,0,ellipticity,,MORPHOLOGY_OUTLIER_ONE_ENDPOINT,False
292875,PRIMARY_424,INSUFFICIENT_USABLE_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,2,32,,0,,,MORPHOLOGY_UNRESOLVED_ONE_OR_MORE_ENDPOINTS,False
292879,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,10,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292880,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292881,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,14,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292882,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,5,31,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292885,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292890,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,15,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292891,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,22,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292892,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292893,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,13,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292894,DIAGNOSTIC_179,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,3,0,sigma_major_px;sigma_minor_px;ellipticity,,MORPHOLOGY_OUTLIER_ONE_ENDPOINT,False
292895,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292896,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,10,30,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292897,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292898,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292899,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,24,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292900,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292901,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292903,PRIMARY_424,INSUFFICIENT_USABLE_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,4,32,,0,,,MORPHOLOGY_UNRESOLVED_ONE_OR_MORE_ENDPOINTS,False
292904,DIAGNOSTIC_179,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,3,0,sigma_major_px;concentration_f3_f8;peak_to_flux5,,MORPHOLOGY_OUTLIER_ONE_ENDPOINT,False
292906,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,13,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292908,PRIMARY_424,INSUFFICIENT_USABLE_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,4,32,,0,,,MORPHOLOGY_UNRESOLVED_ONE_OR_MORE_ENDPOINTS,False
292909,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,28,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292910,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,17,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292911,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,14,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292913,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,17,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292915,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,6,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292916,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,26,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292917,PRIMARY_424,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,17,32,1,0,concentration_f3_f8,,MORPHOLOGY_OUTLIER_ONE_ENDPOINT,False
292918,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,12,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292920,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,10,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292923,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,9,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292924,DIAGNOSTIC_179,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,3,0,sigma_major_px;concentration_f3_f8;peak_to_flux5,,MORPHOLOGY_OUTLIER_ONE_ENDPOINT,False
292925,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,27,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292926,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,9,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292930,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,8,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292931,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,10,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292938,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,22,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292940,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292941,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292945,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292947,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292949,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,28,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292952,PRIMARY_424,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,4,0,sigma_major_px;ellipticity;concentration_f3_f8;peak_to_flux5,,MORPHOLOGY_OUTLIER_ONE_ENDPOINT,False
292953,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,12,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292955,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,13,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292956,PRIMARY_424,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,2,0,sigma_major_px;concentration_f3_f8,,MORPHOLOGY_OUTLIER_ONE_ENDPOINT,False
292958,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,7,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292963,DIAGNOSTIC_179,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,4,0,sigma_major_px;ellipticity;concentration_f3_f8;peak_to_flux5,,MORPHOLOGY_OUTLIER_ONE_ENDPOINT,False
292966,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,15,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292967,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,18,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292969,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292970,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,12,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292971,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,26,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292974,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,17,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292979,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,13,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292982,PRIMARY_424,INSUFFICIENT_USABLE_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,1,32,,0,,,MORPHOLOGY_UNRESOLVED_ONE_OR_MORE_ENDPOINTS,False
292984,PRIMARY_424,INSUFFICIENT_USABLE_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,4,32,,0,,,MORPHOLOGY_UNRESOLVED_ONE_OR_MORE_ENDPOINTS,False
292986,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292987,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292988,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292989,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,2,,concentration_f3_f8;peak_to_flux5,MORPHOLOGY_OUTLIER_ONE_ENDPOINT,False
292991,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,12,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292993,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,5,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292994,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
292996,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293004,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,19,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293006,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,14,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293008,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,20,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293009,DIAGNOSTIC_179,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,7,32,1,0,centroid_offset_px,,MORPHOLOGY_OUTLIER_ONE_ENDPOINT,False
293013,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,29,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293014,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293021,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,10,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293023,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293025,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,9,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293029,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,20,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293031,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,25,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293032,DIAGNOSTIC_179,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,19,32,2,3,concentration_f3_f8;peak_to_flux5,sigma_minor_px;concentration_f3_f8;peak_to_flux5,MORPHOLOGY_OUTLIER_BOTH_ENDPOINTS,False
293033,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293035,PRIMARY_424,INSUFFICIENT_USABLE_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,2,29,,0,,,MORPHOLOGY_UNRESOLVED_ONE_OR_MORE_ENDPOINTS,False
293037,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,21,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293038,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293039,DIAGNOSTIC_179,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293041,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293042,DIAGNOSTIC_179,INSUFFICIENT_USABLE_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,3,32,,0,,,MORPHOLOGY_UNRESOLVED_ONE_OR_MORE_ENDPOINTS,False
293043,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,8,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293046,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293047,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,24,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293048,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293051,PRIMARY_424,INSUFFICIENT_USABLE_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,4,28,,0,,,MORPHOLOGY_UNRESOLVED_ONE_OR_MORE_ENDPOINTS,False
293053,PRIMARY_424,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,0,0,,,NO_MORPHOLOGY_OUTLIER_EITHER_ENDPOINT,False
293055,PRIMARY_424,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,4,0,sigma_major_px;ellipticity;concentration_f3_f8;peak_to_flux5,,MORPHOLOGY_OUTLIER_ONE_ENDPOINT,False
293057,DIAGNOSTIC_179,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,32,32,1,0,ellipticity,,MORPHOLOGY_OUTLIER_ONE_ENDPOINT,False
293058,PRIMARY_424,MORPHOLOGY_OUTLIER_VS_SNR_MATCHED_CONTROLS,MORPHOLOGY_NOT_OUTLIER_VS_SNR_MATCHED_CONTROLS,10,32,1,0,peak_to_flux5,,MORPHOLOGY_OUTLIER_ONE_ENDPOINT,False
