raw_match_row,population,target_ra_deg,target_dec_deg,query_sha256,raw_votable_sha256,raw_votable_sha256_kind,raw_query_row_count,cached,http_status,transport_mode,component_query_count,component_cache_hits,decomposition_events,global_timeout_fallback
292761,DIAGNOSTIC_179,84.10934155178094,10.089176753479418,23d53eae9cd5ecf811c87ea610f845604e9c11a58affdacb044ce9a42a028f69,7bdb6d53955df5f56c34480d6161a028c8363ab5cf759de645d3ffdabb3849d9,sha256_of_ordered_component_raw_sha256_list,594,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292766,PRIMARY_424,85.10183894553833,10.114534175520602,9abfa3b7fb54836dda9ec58b1827d8285d77e2665477f0264561484e9f035ac8,34555c3704d54e49fc0827d7baaec8eb101497d3219002305748d9edf0fbc652,sha256_of_ordered_component_raw_sha256_list,882,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292767,PRIMARY_424,85.90381494253681,9.12855297820251,f5829e62740907e0e4b4158fd55d08f19ec40145a9bfff920d3e0c5b692b19d8,bc96ee3867dc9c0751491b50010e0a6ac2a7000f79b7bb5bbf1ee40d958fcd98,sha256_of_ordered_component_raw_sha256_list,741,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292769,PRIMARY_424,85.44739937672041,6.505824535501352,7c188f303963e53750e808dead5238270a450c5b7823cd39e42e3de931d36c6e,59cc1c7bb6823458fab4e7f1589ad2a219c0cbebae3361e455d5a762ea747cec,sha256_of_ordered_component_raw_sha256_list,412,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,3,0,0,False
292771,PRIMARY_424,84.77416951042045,9.329558432893753,ed7b5cb3a5b2f76c265fedbb27b14f816ee6e588316177407bedc8e98679ae45,3908d18568e6b1ee41455088e05d194a7bf7d3d80e58091eb3e80e204ffcc246,sha256_of_ordered_component_raw_sha256_list,577,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292772,PRIMARY_424,85.01448985219062,10.07783996219595,91e65866764030e2fd843cd9b4b39b25997c32947698fe82299958c502c179a3,6dd1ca264761b5ae63391d844b9dfaf9340eeddb28f2cfcac83180a3bb380c42,sha256_of_ordered_component_raw_sha256_list,1053,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292773,PRIMARY_424,84.14077222661253,9.599807592320548,5d80aeab78ff88273cf7e2160213c2849b44f9d0d39d7d1eec89046c7e07fa16,480852b3af440b4badf2c3cf8a195bc7914abfd274e5072d11066e22e2550a7e,sha256_of_ordered_component_raw_sha256_list,780,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,3,0,0,False
292775,DIAGNOSTIC_179,84.20467633864511,7.81913337886211,4c72314cda8452d4b09bce87e2b2a5ab200601f5c58bce4c49f84fc274423dfa,070306debf7c90b41fb9d1f91b9d655d4170a2a339d593b4718d9e750273681f,sha256_of_ordered_component_raw_sha256_list,379,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,3,0,0,False
292778,PRIMARY_424,83.94768560150737,6.612814917568395,ecd57c4e3c35096e856b0c9f0fd040e363e1ccb2fda60b7e6c2fb6ffb75b8204,5214ec2dfb4ef7db17984788c9dd5627de922abc54fd76c7bce99db2bbe5ba52,sha256_of_ordered_component_raw_sha256_list,487,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,3,0,0,False
292779,PRIMARY_424,84.90021824456538,6.883021228769949,6a2712663b4930a9271cd9c71f83a8c3dbbb880c72c4f90f5006c18af83a8f2c,ad2d7e8b6634b946e6b98977d9b7855d71b23ae110092d5cddd24709d3e57851,sha256_of_ordered_component_raw_sha256_list,1039,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
