raw_match_row,population,target_ra_deg,target_dec_deg,eligible_physical_plate_count,raw_source_calib_rows_in_15arcsec,eligible_source_calib_rows_in_15arcsec,physical_plates_with_any_source_within_15arcsec,strict_physical_plate_recurrence_count,diagnostic_physical_plate_recurrence_count,wide_5_to_15_physical_plate_context_count,best_eligible_separation_arcsec,distinct_nonnull_gaiaedr3_ids_on_strict_plates,gaiaedr3_ids_repeated_on_2plus_strict_plates,catalog_recurrence_class,candidate_disposition_changed
292947,PRIMARY_424,84.01787297337798,9.83162443187417,768,759,759,411,339,32,39,0.10983498487118569,1,3337940834609260416:310,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292949,PRIMARY_424,84.21353156778034,5.939534851194998,636,359,359,221,174,20,27,0.15581591257566024,1,3332991035122121472:163,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292952,PRIMARY_424,84.15068946111775,7.959732323502687,749,773,773,356,313,34,9,0.31386707285980064,1,3334452599610179200:313,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292953,PRIMARY_424,85.11118265398956,9.691158767468467,918,906,906,461,398,34,29,0.1239001775061322,1,3336429487157459840:395,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292955,PRIMARY_424,85.08141517968313,9.500088989039678,913,1059,1059,530,447,48,35,0.24087967246015787,1,3336356330976853376:446,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292956,PRIMARY_424,83.94699015038998,8.81087983249313,735,545,545,289,105,160,24,1.0058046103592757,1,3334849798185907584:90,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292958,DIAGNOSTIC_179,84.36838677899465,9.784376172875042,773,845,845,428,269,125,34,1.02294989809918,1,3339426034300423680:267,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292963,DIAGNOSTIC_179,83.84844480701275,9.965847757834073,710,211,211,116,102,8,6,0.08982023381463296,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292966,DIAGNOSTIC_179,85.40525059836698,10.272617354621849,929,919,919,471,430,24,17,0.2716778039607615,1,3336561634711373056:424,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292967,DIAGNOSTIC_179,85.03635121331175,9.093500141239053,905,900,900,461,438,9,14,0.16747513814953913,1,3336324513860538112:434,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292969,PRIMARY_424,83.96164179212731,6.634005932466094,668,382,382,219,187,12,19,0.10953353560870956,1,3333183866270097408:180,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292970,PRIMARY_424,84.45821477817684,8.401299170651972,751,479,479,251,230,9,11,0.36384030487317487,1,3334587392864063744:229,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292971,PRIMARY_424,84.65272367671993,6.8848848853921165,764,331,331,196,143,22,31,0.3145735922252277,1,3333203378306753024:9,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292974,PRIMARY_424,83.93041974815121,7.568510793386476,716,451,451,254,38,191,25,1.306129031458451,1,3334427345202569984:27,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292979,DIAGNOSTIC_179,84.89136672191785,10.06690788684745,923,820,820,422,384,9,28,0.056674109434187846,1,3339463172880698624:382,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292982,PRIMARY_424,84.73570585971028,5.955938811334411,638,752,752,395,334,26,35,0.11884087540558991,1,3332883523500524032:333,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292984,PRIMARY_424,85.43881164428652,6.117567062525827,645,713,713,369,28,305,36,0.6112958254888543,1,3332868134634136320:26,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292986,PRIMARY_424,83.96786776989168,7.684015286108886,725,281,281,162,63,89,10,0.47647509308893793,1,3334430712456904704:55,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292987,PRIMARY_424,84.68663023613135,6.651263229241697,684,429,429,243,56,159,28,0.8063109914710224,1,3333148711961240064:50,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292988,DIAGNOSTIC_179,84.66559857381941,7.083512579531363,791,403,403,225,203,9,13,0.11943557907974955,1,3333586283229347968:200,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292989,PRIMARY_424,84.64025022466225,9.792071836498632,847,380,380,215,207,3,5,0.18507985295903323,1,3336426115605469952:203,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292991,PRIMARY_424,85.41067284737593,7.031213673911106,842,592,592,314,4,254,55,2.714308066956848,1,3333548453157406720:2,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292993,PRIMARY_424,84.61429852247186,7.485234281208454,770,840,840,416,369,18,28,0.9171446173759403,1,3334364913558254208:368,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292994,PRIMARY_424,85.33784289774184,10.438191487997349,918,393,393,216,195,16,5,0.2906448143149586,1,3339570860597634176:194,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292996,DIAGNOSTIC_179,84.03173251450198,9.42936204109157,749,459,459,236,221,6,9,0.052790558164446576,1,3337908295937114112:207,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293004,PRIMARY_424,84.79818841824519,10.41898741909372,894,994,994,501,452,20,29,0.036237034214363445,1,3339487984908437376:443,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293006,PRIMARY_424,85.8513108120209,10.003026130989682,935,1120,1120,574,510,20,43,0.12743337469383595,1,3336492502918056704:508,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293008,PRIMARY_424,84.43108977624458,7.723866936680562,746,381,381,213,195,4,13,0.09542974489540394,1,3334386560193242496:195,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293009,DIAGNOSTIC_179,85.2261451690713,7.745215864604138,882,1054,1054,526,47,446,32,0.6068676888602095,1,3333738844764766208:42,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293013,PRIMARY_424,85.12183276162605,9.736468453669984,920,605,605,309,37,252,20,2.056892218515741,1,3336431853681778944:33,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293014,PRIMARY_424,84.88646083167902,9.535299204722621,907,324,324,181,157,12,12,0.3158772347710158,1,3336403786073236608:154,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293021,PRIMARY_424,84.82582486328687,9.169890496381097,889,1014,1014,512,414,64,34,0.2163332361774686,1,3334840349257876352:411,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293023,PRIMARY_424,85.88942673273867,9.10858288889679,911,395,395,218,193,12,12,0.17195603190501238,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293025,PRIMARY_424,85.63104292398415,10.652968100378947,920,864,864,436,358,52,26,0.3939108424863191,1,3336601388928589056:356,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293029,DIAGNOSTIC_179,85.65870410098194,7.827260209710506,886,385,385,211,35,171,5,1.7549955758636728,1,3333732247695139712:32,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293031,DIAGNOSTIC_179,86.06145175031348,9.995282935109959,929,993,993,499,466,9,23,0.07769546584963412,1,3336503257516316160:463,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293032,DIAGNOSTIC_179,84.82078253643003,10.260355296278574,912,895,895,500,372,74,52,0.531970019054797,1,3339469598151767552:247,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293033,PRIMARY_424,85.3439423792404,7.917914346103081,898,664,664,354,314,13,27,0.565172049924986,1,3333750557140752768:312,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293035,PRIMARY_424,85.64474639099967,7.128610829678351,852,1032,1032,516,51,422,43,1.231683394036545,1,3333553199098200832:49,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293037,PRIMARY_424,84.77246768949574,7.508580524710104,845,571,571,303,275,10,18,0.31110087118748353,1,3333637307442671744:265,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293038,PRIMARY_424,84.2485888277136,8.78291910455583,746,587,587,310,292,6,12,0.24193625313938882,1,3334799976565235072:288,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293039,DIAGNOSTIC_179,84.90548859923663,5.7886652307168305,629,15,15,10,2,0,8,0.6238696432999775,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293041,PRIMARY_424,85.43821578976613,10.357574645041499,929,580,580,299,18,270,11,2.2982567080660723,1,3336564035595952128:16,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293042,DIAGNOSTIC_179,85.46611429594955,6.5739019492584445,685,662,662,342,16,296,30,0.20974825909323383,1,3333311443978642432:14,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293043,PRIMARY_424,84.45643527977074,9.675497182729858,770,803,803,402,356,25,20,0.1467938593186071,1,3339419845250292864:354,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293046,PRIMARY_424,84.83780404262275,10.445320633658133,902,529,529,290,279,5,6,0.2619408714261827,1,3339579033918608384:270,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293047,PRIMARY_424,86.15208318116485,9.686809596920558,927,1008,1008,507,422,58,27,0.13180628228367922,1,3336279850497224704:413,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293048,PRIMARY_424,84.36065590168518,10.277023661607254,776,506,506,249,235,8,6,0.1623481512933209,1,3339525952419474432:231,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293051,PRIMARY_424,84.70266181482438,6.394952335586713,660,787,787,396,338,20,38,0.33230274226788975,1,3333123148315901056:335,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293053,PRIMARY_424,84.28769572945858,9.612927838666797,763,560,560,312,245,46,20,1.1723501416253412,1,3337918840079123840:240,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293055,PRIMARY_424,84.10590310888585,8.98479440628491,748,722,722,366,260,81,25,0.8225272145945014,1,3334858869156785792:255,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293057,DIAGNOSTIC_179,83.97488391747333,6.41610385446066,656,655,655,353,298,17,37,0.013397446960808189,1,3333161356346030976:292,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293058,PRIMARY_424,85.0592382103228,7.185105416784383,854,1030,1030,517,157,324,35,0.42897163355698253,1,3333590303320574336:153,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293060,PRIMARY_424,84.24262156871897,10.28251594135164,774,840,840,436,353,38,45,0.13916248537680398,1,3339505851972300288:338,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293061,PRIMARY_424,85.5184064587799,10.252248797101936,929,830,830,426,376,30,20,0.6714077691202887,1,3336549265205547776:374,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293064,PRIMARY_424,84.29555987350255,9.606936387882625,763,503,503,270,248,15,7,0.0757250539559767,1,3337918874438862464:237,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293065,PRIMARY_424,84.58468261942276,6.172323227420147,646,771,771,387,327,30,29,0.11099004861229807,1,3333094908907602432:325,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293069,PRIMARY_424,84.38174272004755,10.266326591267603,776,642,642,313,287,5,21,0.2892111316003367,1,3339525196505228416:284,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293070,DIAGNOSTIC_179,85.63708310467317,7.447544929082919,871,893,893,430,241,182,7,1.6853339187030054,1,3333668304222120576:241,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293071,PRIMARY_424,85.57901191725931,9.64590998929049,929,805,805,399,70,307,22,1.235657675833179,1,3336373854444837120:63,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293072,PRIMARY_424,84.23067861979526,6.649874290179714,682,647,647,345,218,97,30,0.39299845481631424,1,3333172561916132608:200,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293078,PRIMARY_424,85.84135632646039,8.99430011182982,911,993,993,502,447,30,25,0.8470111365953104,1,3336099908547388544:443,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293079,PRIMARY_424,83.9513741207863,8.97983685363652,738,344,344,187,167,7,13,0.36264397182561253,1,3334865771168130560:154,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293080,PRIMARY_424,85.91363603222577,9.839099983292286,936,1094,1094,541,505,15,21,0.3764984961136606,1,3336473948659370240:496,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293081,PRIMARY_424,84.9896232090552,8.971784993821284,903,748,748,390,344,16,30,0.4507494064013305,1,3334821485761522688:342,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293082,PRIMARY_424,86.86237908331675,7.9132089161969645,891,307,307,164,7,117,40,1.1315845178113868,1,3335015652642529408:5,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293083,PRIMARY_424,84.90454062604967,10.187022187348582,922,805,805,419,379,11,29,0.24546382835270147,1,3339465268824736128:374,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293084,PRIMARY_424,84.23612984620524,8.882941569602664,749,408,408,237,183,10,43,0.5459486673610738,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293086,PRIMARY_424,85.23748473060031,10.240186819635134,926,1052,1052,526,488,14,24,0.06606420812212424,1,3336558507975208448:485,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293087,PRIMARY_424,84.8459744874007,9.322994365188984,897,995,995,508,368,90,49,0.7145209558939956,1,3336346714548146688:365,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293092,PRIMARY_424,86.13988075704953,7.0626844249076415,843,894,894,454,423,10,21,0.04100674023033486,1,3333444587965302272:420,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293093,PRIMARY_424,85.0166612244315,7.514911677834497,875,690,690,362,125,210,27,0.328140301074958,1,3333635284512852736:122,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293105,PRIMARY_424,85.27359815138642,9.42439170018925,914,839,839,429,394,18,17,0.766765551099285,1,3336340392354016640:392,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293108,DIAGNOSTIC_179,84.49617722073383,6.694295419806709,689,690,690,352,312,19,20,0.29670844108811883,1,3333193860657454848:301,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293109,DIAGNOSTIC_179,85.36305064295699,8.27335472414254,903,1031,1031,529,86,415,27,0.6816987316008053,1,3334534783807027200:85,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293110,PRIMARY_424,84.98870110497008,8.133417459275961,899,1052,1052,539,395,108,36,0.7368403518087789,1,3334515164396424192:393,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293111,DIAGNOSTIC_179,86.48817833602423,9.412912344403193,910,975,975,491,447,28,16,0.0696829944990668,1,3336210611327325696:434,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293113,DIAGNOSTIC_179,84.31838474231294,5.894715159697376,633,306,306,187,154,11,22,0.1260544673593685,1,3332803637110245376:143,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293117,PRIMARY_424,83.93821531656567,10.3988435343952,768,677,677,373,303,25,44,0.1040489147335983,1,3339522340350776192:285,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293118,PRIMARY_424,84.58520864371135,8.490080624638162,761,5,5,5,0,0,5,6.653310856680312,0,,WIDE_5_TO_15_ARCSEC_CONTEXT_ONLY,False
293120,PRIMARY_424,85.28425629934011,9.698195666340245,923,363,363,202,97,94,11,1.027796020462521,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293121,PRIMARY_424,85.22405926735983,7.244998453077119,855,804,804,418,20,367,31,0.9392355151435637,1,3333568764059576320:17,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293124,DIAGNOSTIC_179,85.52857001901228,6.590844439605029,687,617,617,305,29,266,10,1.3914042128270077,1,3333311925014968448:24,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293125,PRIMARY_424,85.82437440288926,6.494659065559766,679,780,780,401,333,24,44,0.49718030272215025,1,3333260316688082688:330,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293127,PRIMARY_424,84.4004526147395,9.048288949896216,753,402,402,214,200,5,9,0.44269229733233406,1,3334880958171065600:198,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293134,PRIMARY_424,85.17425289001541,6.9334892294481145,834,1009,1009,507,38,411,57,0.3222723991835045,1,3333523439267877760:22,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293135,PRIMARY_424,84.50444044537828,8.200307041064123,753,751,751,376,258,95,23,0.6441342789143798,1,3334486886331717888:255,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293137,PRIMARY_424,84.84473464472772,8.129943737471296,889,799,799,419,202,181,34,1.3329653587083816,1,3334517195918796416:196,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293139,PRIMARY_424,84.63926995620582,7.884794229664997,818,660,660,347,241,80,26,0.6936503521862897,1,3334418647891325824:238,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293142,DIAGNOSTIC_179,84.32250509834958,8.32921081359104,749,322,322,173,166,4,3,0.5784549267388713,1,3334492697424785408:164,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293147,DIAGNOSTIC_179,84.57142315714745,8.737912275428195,763,793,793,392,198,167,27,0.6405310107737958,1,3334790424558141312:198,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293148,DIAGNOSTIC_179,84.83756852490103,9.303239767501145,894,705,705,363,337,11,15,0.17035537921587535,1,3336345821194955648:329,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293149,PRIMARY_424,85.39289141777482,7.5719487175610745,871,564,564,308,8,270,29,1.1003735238966694,1,3333720805902126080:5,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293151,DIAGNOSTIC_179,86.12942604100847,6.890907610968191,826,607,607,330,292,12,26,0.047714872447701645,1,3333437784737134848:283,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293152,PRIMARY_424,84.77725361094342,7.94319516025505,873,944,944,481,358,89,34,0.48911546910594095,1,3334417861914801536:345,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293154,PRIMARY_424,85.35103689540277,9.475352224883869,917,469,469,252,126,113,13,1.4120539802430636,1,3336364341093786112:122,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293155,PRIMARY_424,85.75281239519732,10.619003993749155,920,942,942,463,419,14,27,0.6964434632337004,1,3336597570699970048:414,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293157,PRIMARY_424,84.02174174408597,7.25374815665078,716,382,382,211,108,85,18,0.745203375159366,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293162,PRIMARY_424,85.37722716644653,10.376524848470607,929,1076,1076,546,38,462,46,0.48048305495537064,1,3336565826599441024:38,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293163,DIAGNOSTIC_179,84.07311940221125,9.315925560358673,748,444,444,237,210,12,15,0.37037657271942165,1,3334903949133320192:204,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293164,PRIMARY_424,84.22701456627408,9.455271987758811,758,691,691,348,178,147,23,1.7919054007663788,1,3334912607785073408:176,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293166,PRIMARY_424,84.22468500584537,7.784926254525813,747,833,833,418,351,26,40,0.44016700886405263,1,3334435346726081152:344,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293169,DIAGNOSTIC_179,84.55013000770532,9.459178151774706,772,611,611,320,288,12,20,0.7837822869634142,1,3336410864179414912:287,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293171,DIAGNOSTIC_179,83.87469057891272,6.402183571727427,588,288,288,162,62,79,21,0.4758302892572829,1,3333068039592028672:51,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293173,PRIMARY_424,85.87483031260666,10.881589100551844,921,970,970,474,402,62,10,0.6678101978967054,1,3336981850013866112:397,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293174,PRIMARY_424,85.119777833194,9.5847968135187,916,450,450,247,94,137,16,1.2105126846588856,1,3336381276147339008:91,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293176,PRIMARY_424,85.08686279379364,8.88755560631568,904,511,511,269,148,110,11,0.658995574043429,1,3334632301042007040:143,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293179,PRIMARY_424,84.5184109551901,6.108007240952097,643,360,360,201,181,8,12,0.4871123366678761,1,3333088719858059008:174,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293180,PRIMARY_424,84.21765643901834,9.500376479677282,759,728,728,365,301,42,22,0.17082608981590788,1,3337915438465024896:301,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293186,PRIMARY_424,85.53953218348026,6.183510335233425,647,745,745,383,10,231,141,1.6678610809638448,1,3332870123202547712:9,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293198,PRIMARY_424,84.53939914119753,6.596710652758425,682,656,656,333,287,16,30,0.2734109027049396,1,3333145383363228288:283,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293201,PRIMARY_424,85.04873441968172,9.44442541878014,910,673,673,356,307,37,12,0.23000604984938622,1,3336354445489210240:304,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293203,PRIMARY_424,84.48550486483022,6.26555166980312,649,780,780,400,349,16,35,0.15584622400724274,1,3333099959789141888:341,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293204,PRIMARY_424,84.13865546360059,7.402319251145071,731,781,781,397,255,103,39,0.26801944281935414,1,3334371544987695616:251,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293205,DIAGNOSTIC_179,84.65620997689341,9.300538206431632,843,528,528,278,248,12,17,0.8267601204189682,1,3334892262524979968:245,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293209,PRIMARY_424,85.39834356585234,8.842938584539878,907,923,923,459,2,443,14,2.916103472578813,1,3336116950977747968:2,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293210,PRIMARY_424,84.75983414572052,8.937630309561778,872,735,735,384,238,122,24,0.7339757320697674,1,3334817603111130752:232,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293211,PRIMARY_424,85.27452643918026,8.890102245044488,907,558,558,293,208,79,6,0.9921445188902936,1,3336129629721219968:205,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293213,PRIMARY_424,85.36466165676171,8.880358239253688,908,918,918,478,20,372,85,1.2882612247689433,1,3336118080551045632:19,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293215,DIAGNOSTIC_179,84.88676956948002,9.099737831201889,897,1046,1046,537,55,421,59,1.268128594802624,1,3334827326917037184:52,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293216,PRIMARY_424,84.77597250489666,7.77459333266411,858,899,899,449,366,53,30,0.6393057063134494,1,3334402159514396416:357,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293218,PRIMARY_424,84.6753410018871,10.274448682927359,874,611,611,316,218,65,32,0.6724832875552793,1,3339482105096532992:213,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293221,DIAGNOSTIC_179,84.91509289983058,8.140789856117967,896,869,869,446,376,44,26,0.7980674903948423,1,3334517951833025408:375,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293224,PRIMARY_424,85.74433528587895,10.838824383344566,921,653,653,346,143,186,17,0.9271534617673074,1,3339982421544315392:124,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293225,PRIMARY_424,83.957222775235,7.6555280930966445,723,648,648,344,257,55,32,0.5873443449755537,1,3334429131908945280:244,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293226,DIAGNOSTIC_179,85.24695637022178,8.88377196721673,907,893,893,457,420,16,21,0.4539967193834621,1,3336129797221828992:416,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293229,PRIMARY_424,84.82797446678426,9.000993333916332,888,1003,1003,510,422,48,39,0.6341723059691686,1,3334824097101661440:420,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293233,PRIMARY_424,85.16320282792803,9.085371738673281,904,591,591,311,8,267,35,1.8765439154707486,1,3336325170992178816:8,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293234,PRIMARY_424,84.93205932874923,8.038406166993253,898,979,979,482,18,432,32,1.1587538217481965,1,3334512694793073024:15,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293237,DIAGNOSTIC_179,84.01027425096409,8.115916125145676,740,431,431,260,113,98,49,0.9538667299789281,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293238,PRIMARY_424,84.53589148413525,7.892792816389935,758,618,618,325,279,15,31,0.7748787903628392,1,3334413906247430656:278,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293244,PRIMARY_424,85.07771621490791,7.989379525441433,900,878,878,455,327,95,33,1.0155536425395644,1,3334500320989452032:322,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293250,PRIMARY_424,84.45181496613183,7.343127343150356,733,540,540,294,160,109,25,0.890740666231781,1,3334356495422372992:152,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293251,PRIMARY_424,84.89045063827756,10.32143958502085,920,959,959,484,440,13,31,0.16761609864764368,2,3339471664032717696:396;3339471664030522368:41,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293254,PRIMARY_424,83.98313473014562,8.257261413282857,736,581,581,302,57,212,33,1.8459687180190194,1,3334674632239620224:55,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293255,PRIMARY_424,83.8835021091898,9.35043244187131,719,309,309,155,9,124,22,1.6103298308462861,1,3337887022961596288:3,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
