raw_match_row,population,target_ra_deg,target_dec_deg,eligible_physical_plate_count,raw_source_calib_rows_in_15arcsec,eligible_source_calib_rows_in_15arcsec,physical_plates_with_any_source_within_15arcsec,strict_physical_plate_recurrence_count,diagnostic_physical_plate_recurrence_count,wide_5_to_15_physical_plate_context_count,best_eligible_separation_arcsec,distinct_nonnull_gaiaedr3_ids_on_strict_plates,gaiaedr3_ids_repeated_on_2plus_strict_plates,catalog_recurrence_class,candidate_disposition_changed
292691,DIAGNOSTIC_179,85.268053103736,5.7745665907210135,630,244,243,144,4,18,121,1.3856790782161073,1,3332821538532526080:4,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292692,PRIMARY_424,84.96366278713406,6.527192211172705,684,313,310,172,30,113,28,1.5890256751905176,1,3333132391085518976:25,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292693,PRIMARY_424,84.5208872148356,9.23174142376802,764,570,566,298,248,33,17,0.7301365999435052,1,3334890686274390144:237,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292695,DIAGNOSTIC_179,85.41953361894292,9.329138097733253,913,775,770,405,62,314,29,1.0577956548706553,1,3336358392562563840:57,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292697,PRIMARY_424,84.4452378011296,9.180603748960722,756,774,767,378,345,8,24,0.07344518008392376,1,3334884497224112128:345,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292698,PRIMARY_424,84.92147137230093,9.849296474599306,920,682,681,362,335,13,14,0.3621095502119911,1,3336447835257750272:328,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292700,PRIMARY_424,85.68542365397536,9.25526012867555,917,909,906,461,436,8,17,0.03281690890998135,1,3336167077539168768:431,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292701,PRIMARY_424,84.92838260184355,10.062208499502209,924,718,713,368,341,7,20,0.08247294332999,1,3336460715863246592:333,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292702,PRIMARY_424,84.12198277868859,6.834053203811565,699,808,796,397,348,14,35,0.11030702644202792,1,3333213690522941056:342,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292704,PRIMARY_424,85.00661728698256,9.937294010330833,925,695,692,366,346,6,14,0.21774783405227835,1,3336450103000453120:339,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292710,PRIMARY_424,84.49030382270293,10.059628968939531,783,461,460,243,227,6,10,0.17709825735787052,1,3339448643008178176:224,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292711,PRIMARY_424,84.33985366179427,9.362105897999312,757,643,639,309,300,4,5,0.41300567474009525,1,3334908037942270208:300,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292712,PRIMARY_424,84.29791041468305,9.372564901548268,756,737,733,365,327,12,26,0.026618028002479786,1,3334908175381621504:324,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292713,DIAGNOSTIC_179,85.3559684126239,10.082125034091769,929,444,443,245,209,19,16,0.09926300079920115,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292714,PRIMARY_424,85.1120848967332,6.775524615809233,809,897,885,454,350,55,49,0.6172092611040327,1,3333514918052765184:345,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292715,DIAGNOSTIC_179,83.92618885785956,10.229105776925381,764,418,415,224,198,11,15,0.12217259241420132,1,3339511035996854912:193,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292720,PRIMARY_424,85.94178847467174,9.601544857845933,922,866,866,446,419,11,15,0.0974379810829784,1,3336275315011827072:416,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292721,PRIMARY_424,84.01622442895714,6.222886962771511,637,410,410,225,168,20,36,0.19485172235466552,1,3333015091235214208:162,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292725,PRIMARY_424,84.48611713683263,9.171127775801445,757,777,777,380,337,12,31,0.5220482301584553,1,3334884325425420672:333,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292728,DIAGNOSTIC_179,85.1394767401251,9.23459437679201,908,756,756,397,348,32,17,0.03223603276283396,1,3336330496751595776:343,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292730,PRIMARY_424,85.8514442158669,9.263396089502903,917,1065,1065,527,480,13,33,0.05287995798829358,1,3336160553485542912:477,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292733,PRIMARY_424,85.08846765344926,6.4243766554808355,673,362,362,212,157,27,28,0.2886553016549866,1,3332940045271981056:8,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292737,DIAGNOSTIC_179,85.3237246248391,6.877674807396708,830,828,828,422,363,25,33,0.1829493294668156,1,3333520419907728768:352,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292738,PRIMARY_424,85.66336505838512,9.247587675156803,917,863,863,452,414,15,23,0.05420326410643417,1,3336167043178208128:412,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292739,PRIMARY_424,85.09138082797885,6.666738984670975,702,813,813,418,358,31,29,0.2579981342636494,1,3333509076897244160:351,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292740,PRIMARY_424,84.86817786790317,10.30845524762269,921,819,819,412,379,7,26,0.023407726945025728,1,3339471694095807232:376,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292742,PRIMARY_424,84.47767314921458,7.010041452800837,714,512,512,293,255,12,24,0.03238222867278257,1,3333220528110797312:252,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292746,PRIMARY_424,85.63172578168715,9.081087710728236,913,840,840,439,415,6,18,0.006147170253011476,1,3336128216673857152:413,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292747,PRIMARY_424,84.98903162265863,9.699526941150731,916,1042,1042,517,423,57,35,0.5898881715780859,1,3336432957491516800:419,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292753,PRIMARY_424,84.27683330045211,8.972032170783136,751,666,666,342,286,27,29,0.17470837526299465,1,3334856631476303104:267,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292754,PRIMARY_424,85.038727025195,9.652562116033122,917,522,522,279,256,11,12,0.04180527745425577,1,3336429585939050240:248,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292756,PRIMARY_424,85.55062716569904,9.906165669011424,931,733,733,388,362,10,16,0.07446707518117004,1,3336486489963943552:354,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292758,DIAGNOSTIC_179,85.32380486105673,9.264242175105124,912,1039,1039,537,501,14,22,0.15843131361219348,1,3336334276322769280:482,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292761,DIAGNOSTIC_179,84.10934155178094,10.089176753479418,772,594,594,307,283,11,13,0.04661322636196498,1,3339493757344726912:279,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292766,PRIMARY_424,85.10183894553833,10.114534175520602,926,882,882,466,421,11,32,0.14416392116521695,1,3336462262051472128:413,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292767,PRIMARY_424,85.90381494253681,9.12855297820251,911,741,741,389,379,2,8,0.014084936497102967,2,3336149794590774400:327;3336149833244540672:32,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292769,PRIMARY_424,85.44739937672041,6.505824535501352,684,412,412,222,13,184,25,0.9258789393244802,1,3333304533374735104:9,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292771,PRIMARY_424,84.77416951042045,9.329558432893753,882,577,577,310,276,9,25,0.17837389154421873,1,3336346882048786688:268,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292772,PRIMARY_424,85.01448985219062,10.07783996219595,927,1053,1053,531,490,9,32,0.01683471906199563,1,3336461029397231616:485,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292773,PRIMARY_424,84.14077222661253,9.599807592320548,760,780,780,386,318,41,26,0.43817726375212385,1,3337920248828604800:316,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292775,DIAGNOSTIC_179,84.20467633864511,7.81913337886211,748,379,379,207,187,3,17,0.29106705095553775,1,3334438546477198976:181,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292778,PRIMARY_424,83.94768560150737,6.612814917568395,665,487,487,258,161,71,25,0.15958982182003478,1,3333177956395106176:141,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292779,PRIMARY_424,84.90021824456538,6.883021228769949,826,1039,1039,524,412,61,50,0.47539331027198367,1,3333532338440116224:384,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292780,PRIMARY_424,85.66759264872441,9.308646389411011,917,393,393,217,182,30,5,0.9309056733677019,1,3336168318786441600:177,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292781,PRIMARY_424,84.90852057846169,6.532088409356648,683,678,678,345,318,13,14,0.08467713078025829,1,3333131673827591680:317,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292782,PRIMARY_424,85.13864295812104,6.827151733622772,826,987,987,506,81,366,59,1.1326109061062368,2,3333515746982054528:66;3333515746983338240:11,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292784,PRIMARY_424,84.90183556397949,10.026474354353212,924,1019,1019,506,465,11,29,0.03971947335362735,1,3336454702909032576:454,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292786,PRIMARY_424,85.17255958334319,9.73125632329167,922,694,694,364,256,83,24,1.2135057472163244,1,3336431097767534976:251,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292787,DIAGNOSTIC_179,83.82780692096863,10.637805010862332,686,263,263,119,4,60,55,1.409475899212972,1,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292789,PRIMARY_424,85.91373626462337,9.001517969941164,908,755,755,392,361,13,17,0.15191721123523586,1,3336099560653284736:359,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292793,PRIMARY_424,84.1379418032549,9.378360300517656,753,592,592,308,273,10,25,0.4007464709862889,1,3334906006421765504:264,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292794,PRIMARY_424,84.86213074825753,6.7107221654169855,734,580,580,311,281,9,21,0.15232087546157186,1,3333150296805769600:265,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292795,PRIMARY_424,84.43376611489572,9.865001946805824,775,646,646,332,303,15,14,0.5499227037162686,1,3339432665729893120:296,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292796,PRIMARY_424,85.46093376523349,9.593261157427964,920,980,980,490,86,367,37,1.2875974097994525,1,3336372686213733760:83,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292797,DIAGNOSTIC_179,84.09514944912657,6.641038492599626,680,362,362,211,179,8,24,0.04801093447632602,1,3333183380938320768:177,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292798,PRIMARY_424,85.89128558150516,9.951424683253274,936,740,740,388,349,19,19,0.34159687373433467,1,3336478724663123840:346,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292800,DIAGNOSTIC_179,83.79880582936069,10.00896315740292,615,8,8,6,0,0,6,9.859961443855122,0,,WIDE_5_TO_15_ARCSEC_CONTEXT_ONLY,False
292801,PRIMARY_424,85.22364284308647,9.686710303045391,919,918,918,469,352,40,76,1.4109396219962087,1,3336383818767542144:348,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292802,PRIMARY_424,84.97127462814669,9.98215699750183,925,488,488,256,242,6,8,0.08876224361696693,1,3336453431598714496:238,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292803,PRIMARY_424,84.98541642836375,9.942768300879747,923,1014,1014,487,462,8,17,0.20929738097273162,1,3336450309158886656:436,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292804,PRIMARY_424,86.01038895219402,9.520320634559875,919,1098,1098,557,505,18,34,0.0686586909240834,1,3336270878308408832:487,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292805,DIAGNOSTIC_179,83.99718261570543,6.9644701509775615,699,511,511,283,67,175,41,0.1306183276074187,1,3333966886052662272:55,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292811,DIAGNOSTIC_179,84.25346353088557,9.818301954344507,772,337,337,184,177,3,4,0.11703863472513015,1,3339437476093315584:174,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292812,PRIMARY_424,84.79448922725523,9.38614006988129,889,847,847,438,391,21,25,0.09680573395020796,1,3336395539733722112:384,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292814,DIAGNOSTIC_179,84.084089092507,9.290508651174887,749,464,464,250,189,48,13,0.4783944166552426,1,3334903635599805952:186,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292816,DIAGNOSTIC_179,83.89528953768924,9.326453661597153,728,394,394,208,66,123,19,0.8256738949879092,1,3337884003602133504:51,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292817,DIAGNOSTIC_179,83.88442365957751,6.797053476521099,643,253,253,159,34,95,30,0.8582900476501895,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292821,PRIMARY_424,83.86777481215088,6.46271238499265,596,269,269,151,5,24,121,1.0259238573051699,1,3333174039384967680:4,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292825,PRIMARY_424,84.81302907396804,9.835235232073664,906,684,684,368,300,53,15,0.9438208743407478,1,3336450446597891584:288,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292826,PRIMARY_424,84.46765070217916,9.936941455085355,777,206,206,106,101,3,2,0.12709934168236545,1,3339434177558359040:100,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292829,PRIMARY_424,84.26940880413106,9.37304252493978,756,729,729,361,298,33,30,0.7534610426512292,1,3334905319225558784:296,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292831,PRIMARY_424,84.82809559691711,6.428597924304323,671,773,773,386,339,12,35,0.0701558850066487,1,3333124213467789824:333,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292832,PRIMARY_424,85.41599853729329,7.681124679891837,877,821,821,415,16,369,29,0.8940171035176283,1,3333726333525210624:14,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292833,DIAGNOSTIC_179,84.17786588580634,5.775950289612918,625,30,30,17,2,0,15,0.3657437156030128,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292835,PRIMARY_424,84.39915932696078,9.964948209497576,776,866,866,440,371,22,47,0.009220755379517215,1,3339446340905748608:361,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292840,PRIMARY_424,84.94650699022579,9.725674124050297,915,701,701,371,345,10,16,0.6803670707525512,1,3336433953923473152:340,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292841,PRIMARY_424,84.45818172507309,9.303841791000854,759,527,527,283,270,3,9,0.28074133948490454,1,3334895187400113664:265,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292842,PRIMARY_424,84.15585565957315,9.338227504210161,755,794,794,395,337,21,37,0.21096081667280253,1,3334905632760495872:337,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292845,PRIMARY_424,84.02219567422077,10.357181642817675,771,713,713,376,329,16,31,0.097631694954284,1,3339522482085688320:323,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292846,PRIMARY_424,84.06865975669837,9.990370792143098,769,436,436,250,222,16,12,0.19747634943794268,1,3339490454513576320:217,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292848,PRIMARY_424,84.89986158251116,6.996714232383006,834,1025,1025,513,436,46,31,0.3284712110318823,1,3333534400024415488:426,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292850,PRIMARY_424,85.51071507316323,9.672123988512453,926,593,593,304,94,192,17,1.3995076359889729,1,3336385197454896128:87,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292854,DIAGNOSTIC_179,83.91451353371721,9.873067970251016,756,318,318,162,98,53,11,0.7130386280510842,1,3337987941810575872:92,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292855,PRIMARY_424,85.27923510104553,10.189281082128186,926,1124,1124,569,506,20,43,0.0702231808350775,1,3336555175080589568:498,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292861,PRIMARY_424,85.59160119189872,9.610735329793371,926,1082,1082,555,322,192,40,0.1766442612291342,1,3336373549503587200:319,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292863,PRIMARY_424,85.02898050765417,9.663214788290054,918,1105,1105,565,448,58,57,0.5057331923020537,1,3336429658956173184:443,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292864,PRIMARY_424,84.88241057697451,9.287263935720983,900,701,701,370,342,11,17,0.06085388079417717,1,3336345580676781184:339,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292865,PRIMARY_424,85.00559995889188,6.703486059476672,738,611,611,321,274,23,24,0.3794975358326058,1,3333512787748987520:273,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292866,PRIMARY_424,84.25908954652645,9.37900510746766,756,525,525,260,247,7,6,0.34087708051072774,1,3334905323522947456:246,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292868,PRIMARY_424,85.44037117215215,9.456036206425608,917,1092,1092,542,91,427,24,0.5260052803149377,1,3336364714754435968:89,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292869,DIAGNOSTIC_179,85.12186911387832,6.963126078017294,835,1033,1033,514,364,116,34,0.16038696398977434,1,3333535499536043904:357,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292871,PRIMARY_424,85.5668563395081,7.168805756750195,853,710,710,371,147,199,25,1.3635602840247183,1,3333557184827720320:145,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292872,PRIMARY_424,84.9195355365013,10.352122837215466,922,831,831,417,406,2,9,0.06824466489205985,1,3339565702340124160:402,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292873,DIAGNOSTIC_179,84.1371045145421,7.952276277026372,748,714,714,341,318,3,20,0.03450090747740618,1,3334452565248225536:311,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292874,PRIMARY_424,85.45304101006946,5.837050823834499,634,714,714,384,18,288,77,1.0010738005074402,1,3332843322606645504:16,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292875,PRIMARY_424,85.47289223276991,6.801804272913602,822,792,792,410,117,251,41,0.7143953421086962,1,3333330685432094592:115,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292879,PRIMARY_424,84.8523395511915,8.026450882132284,891,717,717,377,332,11,34,0.3502673576805951,1,3334512488634658176:325,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292880,DIAGNOSTIC_179,84.31019786237746,5.702631214306621,623,552,552,308,248,26,34,0.10905814615202199,1,3332790859582192128:228,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292881,PRIMARY_424,84.983828527963,9.623446318136885,915,943,943,482,443,21,18,0.21666050161015638,1,3336406019456196096:437,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292882,PRIMARY_424,84.97872074909097,6.405293209991697,666,790,790,402,339,30,31,0.1706601049121128,1,3332941286517140992:337,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292885,DIAGNOSTIC_179,84.33182565574414,9.347208797154039,757,457,457,240,227,5,8,0.01567227053674131,1,3334907827486460160:216,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292890,PRIMARY_424,85.35676218287473,10.319828715722679,928,1039,1039,520,223,255,40,0.8611744549152421,1,3336565036325470464:220,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292891,DIAGNOSTIC_179,84.24947034922292,7.709846111025315,741,542,542,289,237,29,23,0.6635741449706206,1,3334432494867798272:236,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292892,DIAGNOSTIC_179,84.37640671538456,10.390880052183805,777,527,527,275,218,52,5,0.25337976616346886,1,3339531690495747072:214,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292893,PRIMARY_424,84.88209643727401,9.988374685140029,922,736,736,383,345,10,28,0.12631649623055274,1,3336453981354528256:344,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292894,DIAGNOSTIC_179,85.57623616961318,5.848899289136627,634,702,702,377,126,203,48,0.09719529582174988,1,3332842841570306816:123,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292895,PRIMARY_424,84.32380498925295,6.6513362052489455,685,507,507,275,243,14,18,0.1285037969331103,1,3333192898584773504:237,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292896,DIAGNOSTIC_179,85.08593418007521,6.186009230064792,648,682,682,350,31,283,36,0.6798670254735515,1,3332917062901609472:31,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292897,PRIMARY_424,84.1821113837729,8.077646125273871,750,326,326,185,25,151,9,1.0270052524147326,1,3334480808955359104:22,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292898,PRIMARY_424,85.5511320944457,9.122611992514457,913,613,613,334,311,17,6,0.06380928540092848,1,3336140998496528640:299,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292899,PRIMARY_424,86.16754646626626,9.987617901206962,928,1076,1076,540,496,18,26,0.09107359999051536,1,3336499851605575168:488,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292900,PRIMARY_424,85.05443445238338,7.072937648189322,849,513,513,291,202,63,26,0.7742811769972501,1,3333541516787093376:196,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292901,DIAGNOSTIC_179,86.07335893255416,6.974586337211351,832,708,708,367,339,2,26,0.06747901974244214,1,3333439360989581184:335,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292903,PRIMARY_424,85.4329307436485,10.134847097481101,929,731,731,415,348,15,50,0.16405575526211152,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292904,DIAGNOSTIC_179,84.17206005824413,7.552161927128624,737,661,661,329,290,22,17,0.2872116880053837,1,3334378000322749440:285,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292906,PRIMARY_424,84.27821023500574,6.57157764052818,681,782,782,390,346,14,29,0.1811590993872398,1,3333167820272242560:346,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292908,PRIMARY_424,85.31568268737617,6.486598437712727,685,735,735,376,122,224,29,0.617744734319669,1,3333315219253368064:122,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292909,PRIMARY_424,84.26155167049096,9.568618294463253,763,413,413,233,212,16,5,0.4149339920783446,1,3337917568768804736:210,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292910,PRIMARY_424,84.48951990821102,6.883118477755923,705,685,685,348,311,16,21,0.11196459341304052,1,3333205542968496384:306,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292911,PRIMARY_424,84.59033217930613,6.606360848739251,682,753,753,379,335,17,27,0.12488744552527242,1,3333142527208334976:330,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292913,DIAGNOSTIC_179,85.47902886570563,9.830392327831637,930,521,521,287,6,199,80,1.9637972184622015,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292915,DIAGNOSTIC_179,85.08476432443955,6.532451264840164,684,720,720,368,321,26,21,0.71320421916252,1,3332944756850679808:319,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292916,PRIMARY_424,84.01117918538601,6.827493103217721,690,419,419,239,195,24,20,0.30416071691476715,1,3333191008800849792:184,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292917,PRIMARY_424,83.86145065400902,7.8642204551968975,674,280,280,149,14,110,25,1.5295649365708381,1,3334448025469537664:9,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292918,DIAGNOSTIC_179,85.4885512428729,9.186775900369373,910,666,666,353,327,8,18,0.062462630779045424,1,3336142407245799680:322,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292920,DIAGNOSTIC_179,86.00041420220832,9.305186156238078,911,894,894,456,417,10,29,0.32447801933336584,1,3336159488333613696:409,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292923,PRIMARY_424,85.22230263732969,8.028448184066797,899,1043,1043,534,470,31,32,0.21904550843660608,1,3334503658182014080:465,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292924,DIAGNOSTIC_179,84.0861338030769,8.829230484913769,742,576,576,295,261,13,21,0.7135948618351197,1,3334848591298950016:256,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292925,PRIMARY_424,85.11643981667774,8.984761607062078,903,644,644,323,295,19,9,0.6925804240519436,1,3336134989840128896:279,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292926,PRIMARY_424,85.82567910126551,10.523104679650013,919,924,924,434,425,5,4,0.07175356725475868,1,3336583998603315968:423,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292930,PRIMARY_424,84.89873827059327,9.497507112364858,908,820,820,419,342,45,32,1.1185400857050027,1,3336402544824958720:339,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292931,PRIMARY_424,84.5340177756854,6.1104008639991285,643,693,693,357,304,6,46,0.011903944008107542,1,3332901154342673024:299,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292938,PRIMARY_424,84.45735148929451,8.280262106394652,753,520,520,278,251,7,20,0.1352377455662549,1,3334488776117326976:251,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292940,DIAGNOSTIC_179,84.09739606577307,5.772007535597298,624,456,456,253,202,22,29,0.13094338408918513,1,3332982655642453248:180,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292941,PRIMARY_424,84.20891083865311,9.51142212915918,759,274,274,155,128,22,5,1.0049213363345166,1,3337915885141623552:124,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
292945,PRIMARY_424,83.85336639009599,6.356477182642571,547,285,285,146,87,29,30,0.46157021627254247,1,3333067043159628672:74,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
