cell_ira,cell_idec,consumer_pair_count,consumer_pair_indices
1317,458,1,1
1317,459,1,1
1317,470,1,1
1317,471,1,1
1317,472,1,1
1317,473,1,1
1317,474,1,1
1317,475,1,1
1317,476,1,1
1317,477,1,1
1317,478,1,1
1317,479,1,1
1317,480,1,1
1317,484,1,1
1317,485,1,1
1317,486,1,1
1318,318,1,1
1318,319,1,1
1318,320,1,1
1318,321,1,1
1318,322,1,1
1318,323,1,1
1318,324,1,1
1318,325,1,1
1318,326,1,1
1318,327,1,1
1318,360,1,1
1318,361,1,1
1318,362,1,1
1318,363,1,1
1318,370,1,1
1318,385,1,1
1318,386,1,1
1318,387,1,1
1318,391,1,1
1318,392,1,1
1318,393,1,1
1318,397,1,1
1318,398,1,1
1318,399,1,1
1318,400,1,1
1318,401,1,1
1318,421,1,1
1318,424,1,1
1318,425,1,1
1318,431,1,1
1318,432,1,1
1318,433,1,1
1318,434,1,1
1318,435,1,1
1318,436,1,1
1318,437,1,1
1318,439,1,1
1318,440,1,1
1318,441,1,1
1318,442,1,1
1318,443,1,1
1318,444,1,1
1318,445,1,1
1318,447,1,1
1318,455,1,1
1318,456,1,1
1318,457,1,1
1318,458,1,1
1318,459,1,1
1318,470,1,1
1318,471,1,1
1318,472,1,1
1318,473,1,1
1318,474,1,1
1318,475,1,1
1318,476,1,1
1318,477,1,1
1318,478,1,1
1318,479,1,1
1318,480,1,1
1318,484,1,1
1318,485,1,1
1318,486,1,1
1319,318,1,1
1319,319,1,1
1319,320,1,1
1319,321,1,1
1319,322,1,1
1319,323,1,1
1319,324,1,1
1319,325,1,1
1319,326,1,1
1319,327,1,1
1319,333,1,1
1319,334,1,1
1319,349,1,1
1319,360,1,1
1319,361,1,1
1319,362,1,1
1319,363,1,1
1319,385,1,1
1319,386,1,1
1319,387,1,1
1319,388,1,1
1319,389,1,1
1319,390,1,1
1319,391,1,1
1319,392,1,1
1319,393,1,1
1319,398,1,1
1319,399,1,1
1319,400,1,1
1319,401,1,1
1319,422,1,1
1319,423,1,1
1319,424,1,1
1319,425,1,1
1319,431,1,1
1319,432,1,1
1319,433,1,1
1319,434,1,1
1319,435,1,1
1319,436,1,1
1319,437,1,1
1319,440,1,1
1319,441,1,1
1319,442,1,1
1319,444,1,1
1319,445,1,1
1319,446,1,1
1319,456,1,1
1319,457,1,1
1319,458,1,1
1319,459,1,1
1319,470,1,1
1319,471,1,1
1319,472,1,1
1319,473,1,1
1319,474,1,1
1319,475,1,1
1319,476,1,1
1319,477,1,1
1319,478,1,1
1319,483,1,1
1319,484,1,1
1319,485,1,1
1319,486,1,1
1320,317,1,1
1320,318,1,1
1320,319,1,1
1320,320,1,1
1320,321,1,1
1320,322,1,1
1320,323,1,1
1320,324,1,1
1320,325,1,1
1320,326,1,1
1320,327,1,1
1320,328,1,1
1320,332,1,1
1320,333,1,1
1320,334,1,1
1320,335,1,1
1320,336,1,1
1320,348,1,1
1320,349,1,1
1320,350,1,1
1320,361,1,1
1320,362,1,1
1320,376,1,1
1320,377,1,1
1320,384,1,1
1320,385,1,1
1320,386,1,1
1320,387,1,1
1320,388,1,1
1320,389,1,1
1320,390,1,1
1320,391,1,1
1320,392,1,1
1320,393,1,1
1320,394,1,1
1320,398,1,1
1320,399,1,1
1320,400,1,1
1320,401,1,1
1320,420,1,1
1320,421,1,1
1320,422,1,1
1320,423,1,1
1320,424,1,1
1320,425,1,1
1320,426,1,1
1320,427,1,1
1320,429,1,1
1320,430,1,1
1320,431,1,1
1320,432,1,1
1320,433,1,1
1320,443,1,1
1320,444,1,1
1320,445,1,1
1320,455,1,1
1320,456,1,1
1320,457,1,1
1320,458,1,1
1320,465,1,1
1320,466,1,1
1320,467,1,1
1320,468,1,1
1320,474,1,1
1320,475,1,1
1320,476,1,1
1320,477,1,1
1320,478,1,1
1320,479,1,1
1320,480,1,1
1320,481,1,1
1320,483,1,1
1320,484,1,1
1320,485,1,1
1320,486,1,1
1321,316,1,1
1321,317,1,1
1321,318,1,1
1321,319,1,1
1321,320,1,1
1321,321,1,1
1321,322,1,1
1321,323,1,1
1321,324,1,1
1321,325,1,1
1321,326,1,1
1321,327,1,1
1321,328,1,1
1321,332,1,1
1321,333,1,1
1321,334,1,1
1321,335,1,1
1321,347,1,1
1321,348,1,1
1321,349,1,1
1321,350,1,1
1321,351,1,1
1321,354,1,1
1321,355,1,1
1321,356,1,1
1321,357,1,1
1321,374,1,1
1321,375,1,1
1321,376,1,1
1321,377,1,1
1321,381,1,1
1321,382,1,1
1321,385,1,1
1321,386,1,1
1321,387,1,1
1321,388,1,1
1321,389,1,1
1321,390,1,1
1321,391,1,1
1321,392,1,1
1321,393,1,1
1321,397,1,1
1321,398,1,1
1321,399,1,1
1321,419,1,1
1321,420,1,1
1321,421,1,1
1321,422,1,1
1321,423,1,1
1321,424,1,1
1321,425,1,1
1321,426,1,1
1321,427,1,1
1321,428,1,1
1321,429,1,1
1321,430,1,1
1321,431,1,1
1321,432,1,1
1321,434,1,1
1321,435,1,1
1321,444,1,1
1321,445,1,1
1321,446,1,1
1321,447,1,1
1321,455,1,1
1321,457,1,1
1321,458,1,1
1321,465,1,1
1321,466,1,1
1321,467,1,1
1321,468,1,1
1321,473,1,1
1321,474,1,1
1321,477,1,1
1321,478,1,1
1321,479,1,1
1321,480,1,1
1321,481,1,1
1321,482,1,1
1321,483,1,1
1321,484,1,1
1321,485,1,1
1321,486,1,1
1322,318,1,1
1322,319,1,1
1322,320,1,1
1322,321,1,1
1322,322,1,1
1322,323,1,1
1322,324,1,1
1322,325,1,1
1322,326,1,1
1322,327,1,1
1322,328,1,1
1322,329,1,1
1322,332,1,1
1322,333,1,1
1322,334,1,1
1322,335,1,1
1322,343,1,1
1322,344,1,1
1322,345,1,1
1322,347,1,1
1322,349,1,1
1322,350,1,1
1322,354,1,1
1322,355,1,1
1322,356,1,1
1322,357,1,1
1322,370,1,1
1322,371,1,1
1322,374,1,1
1322,375,1,1
1322,376,1,1
1322,377,1,1
1322,378,1,1
1322,380,1,1
1322,381,1,1
1322,382,1,1
1322,383,1,1
1322,385,1,1
1322,386,1,1
1322,387,1,1
1322,388,1,1
1322,389,1,1
1322,390,1,1
1322,392,1,1
1322,396,1,1
1322,397,1,1
1322,398,1,1
1322,399,1,1
1322,420,1,1
1322,421,1,1
1322,422,1,1
1322,423,1,1
1322,424,1,1
1322,425,1,1
1322,426,1,1
1322,427,1,1
1322,430,1,1
1322,431,1,1
1322,433,1,1
1322,434,1,1
1322,435,1,1
1322,436,1,1
1322,437,1,1
1322,443,1,1
1322,444,1,1
1322,445,1,1
1322,446,1,1
1322,447,1,1
1322,455,1,1
1322,456,1,1
1322,457,1,1
1322,459,1,1
1322,465,1,1
1322,466,1,1
1322,467,1,1
1322,468,1,1
1322,469,1,1
1322,472,1,1
1322,473,1,1
1322,474,1,1
1322,475,1,1
1322,477,1,1
1322,478,1,1
1322,479,1,1
1322,480,1,1
1322,481,1,1
1322,482,1,1
1322,483,1,1
1322,484,1,1
1322,485,1,1
1322,486,1,1
1322,487,1,1
1323,318,1,1
1323,319,1,1
1323,320,1,1
1323,321,1,1
1323,322,1,1
1323,323,1,1
1323,324,1,1
1323,325,1,1
1323,326,1,1
1323,327,1,1
1323,328,1,1
1323,333,1,1
1323,334,1,1
1323,335,1,1
1323,343,1,1
1323,344,1,1
1323,345,1,1
1323,346,1,1
1323,347,1,1
1323,349,1,1
1323,354,1,1
1323,355,1,1
1323,356,1,1
1323,357,1,1
1323,368,1,1
1323,369,1,1
1323,370,1,1
1323,371,1,1
1323,372,1,1
1323,374,1,1
1323,375,1,1
1323,376,1,1
1323,377,1,1
1323,378,1,1
1323,379,1,1
1323,380,1,1
1323,381,1,1
1323,382,1,1
1323,383,1,1
1323,388,1,1
1323,389,1,1
1323,390,1,1
1323,396,1,1
1323,397,1,1
1323,420,1,1
1323,421,1,1
1323,422,1,1
1323,423,1,1
1323,424,1,1
1323,425,1,1
1323,433,1,1
1323,434,1,1
1323,435,1,1
1323,436,1,1
1323,437,1,1
1323,443,1,1
1323,444,1,1
1323,445,1,1
1323,446,1,1
1323,448,1,1
1323,465,1,1
1323,466,1,1
1323,467,1,1
1323,468,1,1
1323,472,1,1
1323,473,1,1
1323,474,1,1
1323,475,1,1
1323,477,1,1
1323,478,1,1
1323,479,1,1
1323,480,1,1
1323,481,1,1
1323,482,1,1
1323,483,1,1
1323,484,1,1
1323,486,1,1
1323,487,1,1
1323,488,1,1
1323,489,1,1
1324,318,1,1
1324,319,1,1
1324,320,1,1
1324,321,1,1
1324,322,1,1
1324,323,1,1
1324,324,1,1
1324,325,1,1
1324,327,1,1
1324,328,1,1
1324,342,1,1
1324,343,1,1
1324,344,1,1
1324,345,1,1
1324,346,1,1
1324,351,1,1
1324,352,1,1
1324,353,1,1
1324,354,1,1
1324,355,1,1
1324,356,1,1
1324,357,1,1
1324,368,1,1
1324,369,1,1
1324,370,1,1
1324,371,1,1
1324,372,1,1
1324,375,1,1
1324,376,1,1
1324,377,1,1
1324,380,1,1
1324,381,1,1
1324,382,1,1
1324,383,1,1
1324,396,1,1
1324,420,1,1
1324,421,1,1
1324,422,1,1
1324,423,1,1
1324,424,1,1
1324,425,1,1
1324,433,1,1
1324,434,1,1
1324,435,1,1
1324,436,1,1
1324,437,1,1
1324,444,1,1
1324,445,1,1
1324,446,1,1
1324,447,1,1
1324,448,1,1
1324,449,1,1
1324,450,1,1
1324,471,1,1
1324,472,1,1
1324,473,1,1
1324,474,1,1
1324,475,1,1
1324,477,1,1
1324,478,1,1
1324,479,1,1
1324,480,1,1
1324,481,1,1
1324,482,1,1
1324,483,1,1
1324,484,1,1
1324,487,1,1
1324,488,1,1
1324,489,1,1
1324,501,1,25
1324,502,1,25
1324,503,1,25
1325,317,1,1
1325,318,1,1
1325,319,1,1
1325,320,1,1
1325,321,1,1
1325,322,1,1
1325,323,1,1
1325,324,1,1
1325,325,1,1
1325,343,1,1
1325,344,1,1
1325,345,1,1
1325,346,1,1
1325,351,1,1
1325,353,1,1
1325,354,1,1
1325,355,1,1
1325,369,1,1
1325,370,1,1
1325,371,1,1
1325,372,1,1
1325,373,1,1
1325,374,1,1
1325,375,1,1
1325,381,1,1
1325,382,1,1
1325,421,1,1
1325,422,1,1
1325,423,1,1
1325,424,1,1
1325,425,1,1
1325,435,1,1
1325,436,1,1
1325,447,1,1
1325,448,1,1
1325,449,1,1
1325,450,1,1
1325,451,1,1
1325,461,1,1
1325,462,1,1
1325,470,1,25
1325,471,1,1
1325,472,1,1
1325,473,1,1
1325,474,1,1
1325,475,1,1
1325,478,1,1
1325,479,1,1
1325,480,1,1
1325,481,2,1;25
1325,482,2,1;25
1325,483,1,1
1325,491,1,25
1325,492,1,25
1325,496,1,25
1325,499,1,25
1325,501,1,25
1325,502,1,25
1325,503,1,25
1326,317,1,1
1326,318,1,1
1326,319,1,1
1326,320,1,1
1326,321,1,1
1326,322,1,1
1326,323,1,1
1326,324,1,1
1326,325,1,1
1326,326,1,1
1326,327,1,1
1326,331,1,1
1326,332,1,1
1326,345,1,1
1326,351,1,1
1326,352,1,1
1326,353,1,1
1326,354,1,1
1326,355,1,1
1326,367,1,1
1326,368,1,1
1326,369,1,1
1326,370,1,1
1326,371,1,1
1326,372,1,1
1326,373,1,1
1326,374,1,1
1326,375,1,1
1326,376,1,1
1326,380,1,1
1326,382,1,1
1326,384,1,1
1326,385,1,1
1326,386,1,1
1326,387,1,1
1326,415,1,1
1326,422,1,1
1326,423,1,1
1326,424,1,1
1326,425,1,1
1326,427,1,1
1326,447,1,1
1326,448,1,1
1326,449,1,1
1326,451,1,1
1326,452,1,1
1326,460,2,1;25
1326,461,1,1
1326,462,1,1
1326,469,1,25
1326,470,1,25
1326,471,1,1
1326,472,2,1;25
1326,473,1,1
1326,474,1,1
1326,475,1,1
1326,476,1,1
1326,479,1,1
1326,480,2,1;25
1326,481,1,1
1326,482,2,1;25
1326,483,2,1;25
1326,486,1,1
1326,492,1,25
1326,496,1,25
1326,497,1,25
1326,499,1,25
1326,500,1,25
1326,501,1,25
1326,502,1,25
1326,503,1,25
1326,504,1,25
1326,505,1,25
1327,317,1,1
1327,318,1,1
1327,319,1,1
1327,320,1,1
1327,321,1,1
1327,322,1,1
1327,323,1,1
1327,324,1,1
1327,325,1,1
1327,326,1,1
1327,327,1,1
1327,328,1,1
1327,330,1,1
1327,331,1,1
1327,332,1,1
1327,333,1,1
1327,344,1,1
1327,345,1,1
1327,346,1,1
1327,351,1,1
1327,352,1,1
1327,353,1,1
1327,354,1,1
1327,368,1,1
1327,369,1,1
1327,370,1,1
1327,371,1,1
1327,372,1,1
1327,373,1,1
1327,374,1,1
1327,375,1,1
1327,376,1,1
1327,380,1,1
1327,381,1,1
1327,382,1,1
1327,383,1,1
1327,384,1,1
1327,385,1,1
1327,386,1,1
1327,387,1,1
1327,388,1,1
1327,406,1,1
1327,407,1,1
1327,414,1,1
1327,415,1,1
1327,416,1,1
1327,417,1,1
1327,418,1,1
1327,422,1,1
1327,423,1,1
1327,424,1,1
1327,425,1,1
1327,426,1,1
1327,427,1,1
1327,448,1,1
1327,449,1,1
1327,450,1,1
1327,451,1,1
1327,452,1,1
1327,456,1,25
1327,457,1,25
1327,458,1,25
1327,459,2,1;25
1327,460,2,1;25
1327,461,1,1
1327,462,1,1
1327,463,1,1
1327,469,1,25
1327,470,1,25
1327,471,1,25
1327,472,2,1;25
1327,473,2,1;25
1327,474,2,1;25
1327,475,2,1;25
1327,476,2,1;25
1327,478,1,25
1327,479,2,1;25
1327,480,2,1;25
1327,481,2,1;25
1327,482,1,25
1327,483,2,1;25
1327,484,2,1;25
1327,486,1,1
1327,492,1,25
1327,493,1,25
1327,494,1,25
1327,495,1,25
1327,496,1,25
1327,497,1,25
1327,498,1,25
1327,499,1,25
1327,500,1,25
1327,501,1,25
1327,502,1,25
1327,503,1,25
1327,504,1,25
1327,505,1,25
1328,317,1,1
1328,318,1,1
1328,319,1,1
1328,320,1,1
1328,321,1,1
1328,322,1,1
1328,323,1,1
1328,324,1,1
1328,325,1,1
1328,326,1,1
1328,327,1,1
1328,328,1,1
1328,330,1,1
1328,331,1,1
1328,332,1,1
1328,333,1,1
1328,334,1,1
1328,335,1,1
1328,344,1,1
1328,345,1,1
1328,346,1,1
1328,347,1,1
1328,353,1,1
1328,368,1,1
1328,369,1,1
1328,370,1,1
1328,373,1,1
1328,374,1,1
1328,379,1,1
1328,380,1,1
1328,381,1,1
1328,382,1,1
1328,383,1,1
1328,384,1,1
1328,385,1,1
1328,386,1,1
1328,387,1,1
1328,388,1,1
1328,404,1,1
1328,406,1,1
1328,407,1,1
1328,408,1,1
1328,409,1,1
1328,414,1,1
1328,415,1,1
1328,416,1,1
1328,417,1,1
1328,418,1,1
1328,419,1,1
1328,422,1,1
1328,423,1,1
1328,424,1,1
1328,425,1,1
1328,426,1,1
1328,427,1,1
1328,428,1,1
1328,450,1,1
1328,451,1,1
1328,452,1,1
1328,453,1,1
1328,456,1,25
1328,457,2,1;25
1328,458,2,1;25
1328,459,2,1;25
1328,460,2,1;25
1328,461,1,1
1328,462,1,1
1328,463,1,1
1328,469,1,25
1328,470,1,25
1328,471,1,25
1328,472,1,25
1328,473,2,1;25
1328,474,2,1;25
1328,475,2,1;25
1328,476,2,1;25
1328,477,1,1
1328,478,2,1;25
1328,479,2,1;25
1328,480,2,1;25
1328,481,2,1;25
1328,482,2,1;25
1328,483,2,1;25
1328,484,2,1;25
1328,485,2,1;25
1328,486,2,1;25
1328,492,1,25
1328,493,1,25
1328,494,1,25
1328,495,1,25
1328,496,1,25
1328,497,1,25
1328,498,1,25
1328,499,1,25
1328,500,1,25
1328,501,1,25
1328,502,1,25
1328,503,1,25
1328,504,1,25
1329,317,1,1
1329,318,1,1
1329,319,1,1
1329,320,1,1
1329,321,1,1
1329,322,1,1
1329,323,1,1
1329,324,1,1
1329,325,1,1
1329,326,1,1
1329,327,1,1
1329,328,1,1
1329,330,1,1
1329,331,1,1
1329,332,1,1
1329,333,1,1
1329,334,1,1
1329,335,1,1
1329,336,1,1
1329,343,1,1
1329,344,1,1
1329,345,1,1
1329,346,1,1
1329,347,1,1
1329,360,1,1
1329,361,1,1
1329,362,1,1
1329,380,1,1
1329,381,1,1
1329,382,1,1
1329,383,1,1
1329,384,1,1
1329,385,1,1
1329,386,1,1
1329,387,1,1
1329,398,1,1
1329,399,1,1
1329,404,1,1
1329,405,1,1
1329,406,1,1
1329,407,1,1
1329,408,1,1
1329,409,1,1
1329,410,1,1
1329,411,1,1
1329,412,1,1
1329,413,1,1
1329,414,1,1
1329,415,1,1
1329,416,1,1
1329,417,1,1
1329,419,1,1
1329,421,1,1
1329,422,1,1
1329,423,1,1
1329,424,1,1
1329,425,1,1
1329,426,1,1
1329,427,1,1
1329,428,1,1
1329,438,1,1
1329,439,1,1
1329,440,1,1
1329,441,1,1
1329,443,1,1
1329,444,1,1
1329,445,1,1
1329,446,1,1
1329,448,1,1
1329,450,1,1
1329,451,1,1
1329,452,1,1
1329,453,1,1
1329,456,2,1;25
1329,457,2,1;25
1329,458,2,1;25
1329,459,2,1;25
1329,460,2,1;25
1329,461,1,1
1329,462,1,1
1329,469,1,25
1329,470,1,25
1329,471,1,25
1329,472,1,25
1329,473,1,25
1329,474,1,25
1329,475,2,1;25
1329,476,2,1;25
1329,477,2,1;25
1329,478,2,1;25
1329,479,2,1;25
1329,480,2,1;25
1329,481,2,1;25
1329,482,2,1;25
1329,483,2,1;25
1329,484,2,1;25
1329,485,2,1;25
1329,486,2,1;25
1329,492,1,25
1329,493,1,25
1329,495,1,25
1329,496,1,25
1329,497,1,25
1329,498,1,25
1329,499,1,25
1329,500,1,25
1329,501,1,25
1329,502,1,25
1329,503,1,25
1330,317,1,1
1330,318,1,1
1330,319,1,1
1330,320,1,1
1330,321,1,1
1330,322,1,1
1330,323,1,1
1330,324,1,1
1330,325,1,1
1330,326,1,1
1330,327,1,1
1330,331,1,1
1330,332,1,1
1330,333,1,1
1330,334,1,1
1330,335,1,1
1330,336,1,1
1330,344,1,1
1330,345,1,1
1330,346,1,1
1330,347,1,1
1330,359,1,1
1330,360,1,1
1330,361,1,1
1330,362,1,1
1330,363,1,1
1330,381,1,1
1330,384,1,1
1330,385,1,1
1330,386,1,1
1330,387,1,1
1330,397,1,1
1330,398,1,1
1330,405,1,1
1330,406,1,1
1330,407,1,1
1330,408,1,1
1330,409,1,1
1330,410,1,1
1330,411,1,1
1330,412,1,1
1330,413,1,1
1330,414,1,1
1330,415,1,1
1330,416,1,1
1330,417,1,1
1330,418,1,1
1330,419,1,1
1330,420,1,1
1330,422,1,1
1330,423,1,1
1330,424,1,1
1330,425,1,1
1330,426,1,1
1330,427,1,1
1330,428,1,1
1330,438,1,1
1330,439,1,1
1330,440,1,1
1330,441,1,1
1330,443,1,1
1330,444,1,1
1330,445,1,1
1330,446,1,1
1330,447,1,1
1330,448,1,1
1330,449,1,1
1330,450,1,1
1330,451,1,1
1330,452,1,1
1330,453,1,1
1330,456,2,1;25
1330,457,2,1;25
1330,458,2,1;25
1330,459,2,1;25
1330,460,2,1;25
1330,473,1,25
1330,474,1,25
1330,475,2,1;25
1330,476,2,1;25
1330,477,2,1;25
1330,478,1,1
1330,479,2,1;25
1330,480,1,25
1330,481,2,1;25
1330,482,2,1;25
1330,483,2,1;25
1330,484,2,1;25
1330,485,2,1;25
1330,486,2,1;25
1330,487,2,1;25
1330,488,2,1;25
1330,491,1,25
1330,492,1,25
1330,493,1,25
1330,496,1,25
1330,497,1,25
1330,498,1,25
1330,499,1,25
1330,500,1,25
1330,501,1,25
1330,502,1,25
1331,317,1,1
1331,318,1,1
1331,319,1,1
1331,320,1,1
1331,321,1,1
1331,322,1,1
1331,323,1,1
1331,324,1,1
1331,325,1,1
1331,326,1,1
1331,327,1,1
1331,331,1,1
1331,332,1,1
1331,333,1,1
1331,334,1,1
1331,335,1,1
1331,344,1,1
1331,345,1,1
1331,346,1,1
1331,359,1,1
1331,360,1,1
1331,361,1,1
1331,362,1,1
1331,363,1,1
1331,396,1,1
1331,397,1,1
1331,405,1,1
1331,406,1,1
1331,407,1,1
1331,408,1,1
1331,409,1,1
1331,410,1,1
1331,411,1,1
1331,412,1,1
1331,413,1,1
1331,416,1,1
1331,417,1,1
1331,418,1,1
1331,419,1,1
1331,420,1,1
1331,422,1,1
1331,423,1,1
1331,424,1,1
1331,425,1,1
1331,426,1,1
1331,427,1,1
1331,428,1,1
1331,429,1,1
1331,438,1,1
1331,439,1,1
1331,440,1,1
1331,441,1,1
1331,443,1,1
1331,444,1,1
1331,445,1,1
1331,446,1,1
1331,447,1,1
1331,448,1,1
1331,449,1,1
1331,456,2,1;25
1331,457,2,1;25
1331,458,2,1;25
1331,459,2,1;25
1331,460,2,1;25
1331,473,1,25
1331,474,2,1;25
1331,475,2,1;25
1331,476,2,1;25
1331,477,2,1;25
1331,478,1,1
1331,479,2,1;25
1331,480,1,25
1331,481,1,25
1331,482,2,1;25
1331,483,2,1;25
1331,484,1,25
1331,485,2,1;25
1331,486,2,1;25
1331,487,2,1;25
1331,488,2,1;25
1331,489,1,25
1331,490,1,25
1331,491,1,25
1331,492,1,25
1331,493,1,25
1331,496,1,25
1331,497,1,25
1331,498,1,25
1331,499,1,25
1331,500,1,25
1331,501,1,25
1331,502,1,25
1332,318,1,1
1332,319,1,1
1332,320,1,1
1332,321,1,1
1332,322,1,1
1332,323,1,1
1332,324,1,1
1332,331,1,1
1332,332,1,1
1332,333,1,1
1332,334,1,1
1332,359,1,1
1332,360,1,1
1332,361,1,1
1332,362,1,1
1332,396,1,1
1332,397,1,1
1332,398,1,1
1332,405,1,1
1332,406,1,1
1332,407,1,1
1332,408,1,1
1332,409,1,1
1332,410,1,1
1332,411,1,1
1332,412,1,1
1332,416,1,1
1332,417,1,1
1332,418,1,1
1332,419,1,1
1332,420,1,1
1332,422,1,1
1332,423,1,1
1332,424,1,1
1332,425,1,1
1332,426,1,1
1332,427,1,1
1332,428,1,1
1332,429,1,1
1332,438,1,1
1332,439,1,1
1332,440,1,1
1332,441,1,1
1332,443,1,1
1332,444,1,1
1332,445,1,1
1332,446,1,1
1332,447,1,1
1332,448,1,1
1332,449,1,1
1332,458,2,1;25
1332,459,2,1;25
1332,460,2,1;25
1332,461,1,1
1332,473,1,25
1332,474,1,25
1332,475,2,1;25
1332,476,2,1;25
1332,477,2,1;25
1332,478,1,1
1332,479,1,1
1332,480,1,25
1332,481,1,25
1332,482,1,25
1332,483,1,25
1332,484,2,1;25
1332,485,2,1;25
1332,486,2,1;25
1332,487,2,1;25
1332,488,2,1;25
1332,489,1,25
1332,490,1,25
1332,491,1,25
1332,492,1,25
1332,493,1,25
1332,497,1,25
1332,498,1,25
1332,499,1,25
1332,500,1,25
1332,501,1,25
1332,502,1,25
1333,332,1,1
1333,333,1,1
1333,334,1,1
1333,397,1,1
1333,398,1,1
1333,408,1,1
1333,411,1,1
1333,416,1,1
1333,417,1,1
1333,418,1,1
1333,419,1,1
1333,420,1,1
1333,422,1,1
1333,423,1,1
1333,424,1,1
1333,425,1,1
1333,426,1,1
1333,427,1,1
1333,428,1,1
1333,429,1,1
1333,439,1,1
1333,440,1,1
1333,443,1,1
1333,444,1,1
1333,445,1,1
1333,446,1,1
1333,447,1,1
1333,448,1,1
1333,449,1,1
1333,458,2,1;25
1333,459,2,1;25
1333,460,1,1
1333,461,1,1
1333,462,1,1
1333,473,1,25
1333,474,2,1;25
1333,475,2,1;25
1333,476,2,1;25
1333,477,1,1
1333,478,1,1
1333,479,1,1
1333,481,1,25
1333,482,1,25
1333,483,1,25
1333,484,2,1;25
1333,485,1,1
1333,486,1,1
1333,487,2,1;25
1333,488,2,1;25
1333,489,1,25
1333,497,1,25
1333,498,1,25
1333,499,1,25
1333,500,1,25
1333,501,1,25
1334,417,1,1
1334,418,1,1
1334,424,1,1
1334,426,1,1
1334,427,1,1
1334,428,1,1
1334,429,1,1
1334,444,1,1
1334,445,1,1
1334,446,1,1
1334,448,1,1
1334,458,1,1
1334,459,1,1
1334,460,1,1
1334,461,1,1
1334,474,1,1
1334,475,1,1
1334,476,1,1
1334,477,1,1
1334,478,1,1
1334,482,1,25
1334,483,1,25
1334,484,2,1;25
1334,485,1,1
1334,486,1,1
1334,487,1,1
1334,488,1,1
1335,445,1,1
1335,460,1,1
1335,484,1,1
1335,485,1,1
1335,486,1,1
1335,487,1,1
