pair_index,pair_id,plate_a,plate_b,site_a,site_b,legacy_infinity_geometry_status,overlap_fragment_count,pair_status,extent_status,witness_fragment_index,witness_time_utc,witness_distance_km,witness_disparity_arcsec,witness_ge2arcsec,deltat_sources,deltat_uncertainty_qualification,published_reference_max_score_arcsec,height107m_max_score_arcsec,cells_processed,cells_certified_empty,cells_unresolved,exact_time_probes,negative_certificate_digest_sha256,input_hold_reason
4921,19138|44271,31248,11401,"Boyden Observatory, Bloemfontein, South Africa","Hamburg-Bergedorf, Germany",LEGACY_TANGENT_NONPOSITIVE,2,FINITE_GEOMETRY_CERTIFIED_NONADMISSIBLE,FULL_TIME_DOMAIN_CLASSIFIED,,,,,,,,,,2,2,0,6,5990b27690279ca6034544486d41199a82c78719b0c5c7c8582b38e23edd44c6,
4922,19139|44271,31249,11401,"Boyden Observatory, Bloemfontein, South Africa","Hamburg-Bergedorf, Germany",LEGACY_TANGENT_NONPOSITIVE,2,FINITE_GEOMETRY_CERTIFIED_NONADMISSIBLE,FULL_TIME_DOMAIN_CLASSIFIED,,,,,,,,,,2,2,0,6,5990b27690279ca6034544486d41199a82c78719b0c5c7c8582b38e23edd44c6,
4923,19140|44271,31250,11401,"Boyden Observatory, Bloemfontein, South Africa","Hamburg-Bergedorf, Germany",LEGACY_TANGENT_NONPOSITIVE,2,FINITE_GEOMETRY_CERTIFIED_NONADMISSIBLE,FULL_TIME_DOMAIN_CLASSIFIED,,,,,,,,,,2,2,0,6,5990b27690279ca6034544486d41199a82c78719b0c5c7c8582b38e23edd44c6,
4924,19141|44271,31251,11401,"Boyden Observatory, Bloemfontein, South Africa","Hamburg-Bergedorf, Germany",LEGACY_TANGENT_NONPOSITIVE,2,FINITE_GEOMETRY_CERTIFIED_NONADMISSIBLE,FULL_TIME_DOMAIN_CLASSIFIED,,,,,,,,,,2,2,0,6,5990b27690279ca6034544486d41199a82c78719b0c5c7c8582b38e23edd44c6,
4925,19142|44271,31252,11401,"Boyden Observatory, Bloemfontein, South Africa","Hamburg-Bergedorf, Germany",LEGACY_TANGENT_NONPOSITIVE,2,FINITE_GEOMETRY_CERTIFIED_NONADMISSIBLE,FULL_TIME_DOMAIN_CLASSIFIED,,,,,,,,,,4,3,0,8,bb0d28a9a49cef305b883235e22a91598e9acc0c3cbf2b5ca97426504529644e,
4926,19143|44271,31253,11401,"Boyden Observatory, Bloemfontein, South Africa","Hamburg-Bergedorf, Germany",LEGACY_TANGENT_NONPOSITIVE,2,FINITE_GEOMETRY_CERTIFIED_NONADMISSIBLE,FULL_TIME_DOMAIN_CLASSIFIED,,,,,,,,,,4,3,0,8,bb0d28a9a49cef305b883235e22a91598e9acc0c3cbf2b5ca97426504529644e,
4927,19144|44271,31254,11401,"Boyden Observatory, Bloemfontein, South Africa","Hamburg-Bergedorf, Germany",LEGACY_TANGENT_NONPOSITIVE,2,FINITE_GEOMETRY_CERTIFIED_NONADMISSIBLE,FULL_TIME_DOMAIN_CLASSIFIED,,,,,,,,,,4,3,0,8,bb0d28a9a49cef305b883235e22a91598e9acc0c3cbf2b5ca97426504529644e,
4928,19145|44271,31255,11401,"Boyden Observatory, Bloemfontein, South Africa","Hamburg-Bergedorf, Germany",LEGACY_TANGENT_NONPOSITIVE,2,FINITE_GEOMETRY_CERTIFIED_NONADMISSIBLE,FULL_TIME_DOMAIN_CLASSIFIED,,,,,,,,,,2,2,0,6,ed8067a530a3e1c4451ca314bd2aa515900854881eaf3879d6debb3767bfd504,
4929,19146|44271,31256,11401,"Boyden Observatory, Bloemfontein, South Africa","Hamburg-Bergedorf, Germany",LEGACY_TANGENT_NONPOSITIVE,2,FINITE_GEOMETRY_CERTIFIED_NONADMISSIBLE,FULL_TIME_DOMAIN_CLASSIFIED,,,,,,,,,,4,3,0,8,bb0d28a9a49cef305b883235e22a91598e9acc0c3cbf2b5ca97426504529644e,
4930,19147|44271,31257,11401,"Boyden Observatory, Bloemfontein, South Africa","Hamburg-Bergedorf, Germany",LEGACY_TANGENT_NONPOSITIVE,2,FINITE_GEOMETRY_CERTIFIED_NONADMISSIBLE,FULL_TIME_DOMAIN_CLASSIFIED,,,,,,,,,,4,3,0,8,bb0d28a9a49cef305b883235e22a91598e9acc0c3cbf2b5ca97426504529644e,
