pair_index,pair_id,fragment_index,time_utc,component_a,component_b,x_km,y_km,z_km,distance_km,topocentric_ra_a_deg,topocentric_dec_a_deg,topocentric_ra_b_deg,topocentric_dec_b_deg,altitude_a_deg,altitude_b_deg,disparity_arcsec,ge2arcsec,interval_min_distance_km,interval_max_distance_km,interval_max_unbounded,interval_upper_extent_state,interval_lower_closed,interval_upper_closed,deltat_source,deltat_uncertainty_qualification,published_reference_max_score_arcsec,height107m_max_score_arcsec
6829,43642|138175,1,1962-09-03T20:57:00+00:00,0,0,3058.6340882027384,-4838.37215434245,5885.023972363131,8209.664715731144,292.73864,21.419910000000012,288.46473507293007,31.20621809460713,55.96314968765938,66.23428167412342,37823.23970347767,True,,,True,VERIFIED_UNBOUNDED,,False,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.004064971608249164,7.346749106971942
6833,43642|138179,1,1962-09-03T20:57:00+00:00,1,0,2935.4275137127806,-4176.283053389376,5629.044437365646,7598.961515110233,298.9148,21.391350000000052,293.6717531749658,36.797891706764624,57.16151595448737,73.26982919636143,57836.10916885352,True,7598.961515110233,,False,UNRESOLVED,True,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.006181205626282747,7.761484608783899
6833,43642|138179,1,1962-09-03T20:57:00+00:00,1,1,2947.2587772867987,-4197.702271664364,5638.6297105164995,7622.413244776854,298.9148,21.391350000000006,293.79408580239243,36.49345453806726,57.161515954487314,73.06788568201249,56684.58255055418,True,,,False,UNRESOLVED,,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.006061283471665206,7.6109032873243985
6833,43642|138179,1,1962-09-03T20:57:00+00:00,0,1,3097.65703110707,-4571.945024098917,5948.1707143698,8116.581499192654,297.2986387086617,25.59165206154445,293.2657800000002,36.78036999999985,61.01665480558779,73.07500791408383,42138.385495813505,True,8116.581499192654,,False,UNRESOLVED,True,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.004364789741502013,5.608077791851741
6834,43663|138236,1,1962-10-01T18:25:00+00:00,1,1,1850.8097571505655,-3683.26135744921,5259.03276543696,6682.015909318225,296.16508635289614,24.69737214570146,220.3406300000009,82.36186000000002,61.11990706586208,51.09210104246712,229177.36656222036,True,,,False,UNRESOLVED,,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.019930845313171297,8.72234557421244
6834,43663|138236,1,1962-10-01T18:25:00+00:00,0,0,1850.809757150566,-3683.2613574492098,5259.032765436962,6682.015909318226,296.16508635289625,24.69737214570174,220.34063000000086,82.36186000000016,61.11990706586237,51.09210104246711,229177.36656221954,True,6682.015909318226,,False,UNRESOLVED,True,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.019930845313171235,8.722345574212413
6836,43663|138238,1,1962-10-01T18:51:56+00:00,0,1,2296.5929330652853,-3531.149575374477,5325.141927294643,6789.7343813807665,298.94991999999985,27.10462999999996,265.43156597567724,73.99114949463667,63.29662907828813,61.00011126619292,180044.73778269833,True,,,False,UNRESOLVED,,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.016224942493563016,12.500223952468996
6837,43663|138239,1,1962-10-01T18:25:25.250000+00:00,0,0,5177.400015269046,-11703.898408261724,8641.586591495021,15442.270807343257,292.61385,21.41046000000002,292.14246571418573,23.483501498354958,57.67521280946099,63.17436774092126,7625.9498520657335,True,,,True,VERIFIED_UNBOUNDED,,False,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.0008183246713174261,0.7051314609823721
6839,43663|138241,1,1962-10-01T18:25:00+00:00,0,1,1912.1441637081857,-3883.1264775315644,5318.2351036773225,6857.010366135938,292.61385,21.41045999999999,275.0481388150248,62.74318989431512,57.68348664986231,72.39428540872558,154905.19543416574,True,,,False,UNRESOLVED,,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.01510200920528386,12.855908598103534
6840,43663|138242,1,1962-10-01T18:25:00.394531+00:00,1,0,1988.9497683359455,-4067.230680047666,5396.457251649676,7044.149164701652,292.6138500000001,21.410460000000057,283.1011268013515,51.22422977120229,57.6833589011162,80.85337593231054,110610.42670136165,True,,,False,UNRESOLVED,,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.011307562562137994,9.627644415806808
6841,43663|138243,1,1962-10-01T18:25:00+00:00,1,0,2236.2987777338617,-4661.327651707173,5648.786386279928,7657.531935139763,292.61385,21.41046000000001,288.8075975537111,36.35173565646383,57.683486649862324,75.02435200186065,55096.210715388595,True,,,False,UNRESOLVED,,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.005841626480132169,4.972809585512598
6842,43665|138244,1,1962-10-01T20:54:47.375000+00:00,0,0,3760.5113546705347,-1770.4944950441572,5808.5602854838025,7142.511392758668,338.74853000000024,61.88967999999998,314.86300239411844,86.46372508358792,81.46405993419243,53.374956803915346,89693.09264279228,True,,,False,UNRESOLVED,,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.008302437996724718,2.719726628942933
6843,43665|138245,1,1962-10-01T20:49:37+00:00,1,0,3830.273573876244,-1881.7305138119373,5836.031532816385,7229.880319159703,339.6250600000001,56.17678000000001,335.64312641639196,80.29243965040934,85.48994905877858,59.77204248065248,86930.68716016633,True,7229.880319159703,,False,UNRESOLVED,True,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.007695631754575897,3.2689407022912107
6844,43665|138246,1,1962-10-01T21:10:18.500000+00:00,0,0,4298.59481914078,-1619.9448047628048,6487.695067222857,7949.360092164006,344.22170551410346,59.422614730363314,342.51398,73.05898000000002,83.39867475024143,66.96748289767042,49148.4814167809,True,,,False,UNRESOLVED,,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.004340908584111834,1.735022558081226
6850,43665|138252,1,1962-10-01T21:42:00+00:00,1,0,4011.481544081016,-1021.1048530606176,5647.324581259678,7001.922180769104,339.6250600000001,56.17678000000009,280.0110164052753,82.92899362622465,85.4338554541003,52.385436483330196,110823.55837548945,True,7001.922180769104,,False,UNRESOLVED,True,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.010587260587427006,3.6537984568132544
6852,43665|138254,1,1962-10-01T21:43:52+00:00,1,0,4301.12596100967,-976.8539764473708,6048.812940996403,7486.1249133939755,349.88679999999994,56.13839000000002,344.3809864058017,75.25326642069588,86.95949411292546,64.80391132938996,69224.53433790413,True,,,False,UNRESOLVED,,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.006178957630481373,1.3317340034051497
6855,43665|138257,1,1962-10-01T21:42:00+00:00,0,0,5431.094358107293,-1209.9044029123113,7770.273173691919,9557.08113309957,349.8868,56.138390000000015,348.82210372755645,63.21914133310412,86.79223693198838,76.82956265233437,25563.131456838753,True,,,True,VERIFIED_UNBOUNDED,,False,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.002240863080886051,0.5466021818426864
6858,43745|138396,1,1962-10-23T18:53:41.875000+00:00,0,0,3442.6443721547644,-2262.1557610394634,5032.044924562597,6503.124255552026,337.9566660071107,-13.63446445221071,22.324729999999075,80.12801999999995,21.898015730739132,54.77973399275198,347384.5867277051,True,6503.124255552026,,False,UNRESOLVED,True,,HISTORIC_WITH_ERROR,HISTORIC_DELTAT_ERROR_AVAILABLE,0.03814735705233711,62.27949964290956
