exposure_a,archive_a,site_a,start_a_utc,duration_a_s,end_a_utc,time_precision_a,ra_a_deg,dec_a_deg,fov_a_deg,access_a,exposure_b,archive_b,site_b,start_b_utc,duration_b_s,end_b_utc,time_precision_b,ra_b_deg,dec_b_deg,fov_b_deg,access_b,midpoint_delta_minutes,center_separation_deg,classification,validation_needed
POSS-I:232:O,POSS-I Palomar,Palomar Observatory,1951-01-03T20:59:00+00:00,720.0,1951-01-03T21:11:00+00:00,catalog_recorded_time_basis_verify,61.86291666666666,0.38527777777777783,6.5,https://archive.stsci.edu/dss/,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05332,Harvard DASCH,DASCH historical observing site unresolved,1951-01-03T20:20:40.100008528+00:00,6000.0,1951-01-03T22:00:40.100008528+00:00,service_timestamp,45.15471418709462,-28.44621135048249,90.44598372047372,http://dc.g-vo.org/getproduct/dasch/q/bi05332,5.668333466666667,32.973619042805524,candidate_independent_overlap,inspect logbooks; verify timestamp precision; use true footprint; inspect pixels
DASCH:ivo://org.gavo.dc/~?dasch/q/bi05341,Harvard DASCH,DASCH historical observing site unresolved,1951-01-14T20:19:18.199990079+00:00,6000.0,1951-01-14T21:59:18.199990079+00:00,service_timestamp,90.09535669034608,0.959742425470562,90.49929207620762,http://dc.g-vo.org/getproduct/dasch/q/bi05341,APPLAUSE:11751,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-14T21:24:55+00:00,600.0,1951-01-14T21:34:55+00:00,calibrated_ut,68.9069,17.2148,5.0,https://www.plate-archive.org/,20.613333483333335,26.432507537159978,candidate_independent_overlap,inspect logbooks; verify timestamp precision; use true footprint; inspect pixels
APPLAUSE:11781,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30T18:51:15+00:00,600.0,1951-01-30T19:01:15+00:00,calibrated_ut,68.9063,17.2147,5.0,https://www.plate-archive.org/,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05351,Harvard DASCH,DASCH historical observing site unresolved,1951-01-30T18:18:31.500013086+00:00,7200.0,1951-01-30T20:18:31.500013086+00:00,service_timestamp,104.4408755485738,13.935066629292065,83.78054776256148,http://dc.g-vo.org/getproduct/dasch/q/bi05351,22.27500021666667,34.33991399072789,candidate_independent_overlap,inspect logbooks; verify timestamp precision; use true footprint; inspect pixels
APPLAUSE:11782,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30T19:06:13+00:00,600.0,1951-01-30T19:16:13+00:00,calibrated_ut,68.9063,17.2147,5.0,https://www.plate-archive.org/,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05351,Harvard DASCH,DASCH historical observing site unresolved,1951-01-30T18:18:31.500013086+00:00,7200.0,1951-01-30T20:18:31.500013086+00:00,service_timestamp,104.4408755485738,13.935066629292065,83.78054776256148,http://dc.g-vo.org/getproduct/dasch/q/bi05351,7.30833355,34.33991399072789,candidate_independent_overlap,inspect logbooks; verify timestamp precision; use true footprint; inspect pixels
DASCH:ivo://org.gavo.dc/~?dasch/q/bi05351,Harvard DASCH,DASCH historical observing site unresolved,1951-01-30T18:18:31.500013086+00:00,7200.0,1951-01-30T20:18:31.500013086+00:00,service_timestamp,104.4408755485738,13.935066629292065,83.78054776256148,http://dc.g-vo.org/getproduct/dasch/q/bi05351,APPLAUSE:11783,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30T19:38:08+00:00,600.0,1951-01-30T19:48:08+00:00,calibrated_ut,68.9063,17.2147,5.0,https://www.plate-archive.org/,24.6083331,34.33991399072789,candidate_independent_overlap,inspect logbooks; verify timestamp precision; use true footprint; inspect pixels
DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,Harvard DASCH,DASCH historical observing site unresolved,1951-01-30T20:17:13.599981942+00:00,6000.0,1951-01-30T21:57:13.599981942+00:00,service_timestamp,76.14779641050364,0.363381862911414,33.002542663163524,http://dc.g-vo.org/getproduct/dasch/q/rb16848,APPLAUSE:11788,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30T21:13:52+00:00,120.0,1951-01-30T21:15:52+00:00,calibrated_ut,86.4218,9.05,5.0,https://www.plate-archive.org/,7.6400003,13.419939432395154,candidate_independent_overlap,inspect logbooks; verify timestamp precision; use true footprint; inspect pixels
DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,Harvard DASCH,DASCH historical observing site unresolved,1951-01-30T20:17:13.599981942+00:00,6000.0,1951-01-30T21:57:13.599981942+00:00,service_timestamp,76.14779641050364,0.363381862911414,33.002542663163524,http://dc.g-vo.org/getproduct/dasch/q/rb16848,APPLAUSE:11787,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30T21:10:53+00:00,480.0,1951-01-30T21:18:53+00:00,calibrated_ut,86.4218,9.05,5.0,https://www.plate-archive.org/,7.656666966666666,13.419939432395154,candidate_independent_overlap,inspect logbooks; verify timestamp precision; use true footprint; inspect pixels
DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,Harvard DASCH,DASCH historical observing site unresolved,1951-01-30T20:17:13.599981942+00:00,6000.0,1951-01-30T21:57:13.599981942+00:00,service_timestamp,76.14779641050364,0.363381862911414,33.002542663163524,http://dc.g-vo.org/getproduct/dasch/q/rb16848,APPLAUSE:11789,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30T21:29:50+00:00,120.0,1951-01-30T21:31:50+00:00,calibrated_ut,86.4218,9.05,5.0,https://www.plate-archive.org/,23.60666696666667,13.419939432395154,candidate_independent_overlap,inspect logbooks; verify timestamp precision; use true footprint; inspect pixels
DASCH:ivo://org.gavo.dc/~?dasch/q/rb16848,Harvard DASCH,DASCH historical observing site unresolved,1951-01-30T20:17:13.599981942+00:00,6000.0,1951-01-30T21:57:13.599981942+00:00,service_timestamp,76.14779641050364,0.363381862911414,33.002542663163524,http://dc.g-vo.org/getproduct/dasch/q/rb16848,APPLAUSE:11790,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30T21:32:49+00:00,120.0,1951-01-30T21:34:49+00:00,calibrated_ut,86.4218,9.05,5.0,https://www.plate-archive.org/,26.5900003,13.419939432395154,candidate_independent_overlap,inspect logbooks; verify timestamp precision; use true footprint; inspect pixels
DASCH:ivo://org.gavo.dc/~?dasch/q/bi05352,Harvard DASCH,DASCH historical observing site unresolved,1951-01-30T20:20:13.099994047+00:00,6000.0,1951-01-30T22:00:13.099994047+00:00,service_timestamp,110.37004991642574,-15.422992913911273,89.60784950226463,http://dc.g-vo.org/getproduct/dasch/q/bi05352,APPLAUSE:11788,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,1951-01-30T21:13:52+00:00,120.0,1951-01-30T21:15:52+00:00,calibrated_ut,86.4218,9.05,5.0,https://www.plate-archive.org/,4.648333416666667,34.085490184381804,candidate_independent_overlap,inspect logbooks; verify timestamp precision; use true footprint; inspect pixels
