_provenance,archive_availability_status,archive_failure_kind,archive_unavailable_provenance_sidecar,attempts,band,created_at,dec_deg,eligible_for_science,exposure_id,finder_candidate_count,finder_diagnostics_json,finder_epoch_clock_raw,finder_epoch_date,finder_exposure_min,finder_plate_id,finder_region,finder_response_sha256,fits_bytes,fits_header_region,fits_header_region_match,fits_path,fits_sha256,fits_shape_json,identity_source,identity_status,job_key,last_error,poss,primary_archive_failure,provenance_sidecar,publication_cohort,queue_canonical_order_first_seen,queue_duration_s,queue_end_utc,queue_start_delta_s,queue_start_utc,ra_deg,recno,skyview_descriptor_epoch_delta_days,skyview_descriptor_hhh_center_sep_arcsec,skyview_descriptor_image_count,skyview_descriptor_image_path,skyview_descriptor_nominal_center_sep_arcsec,skyview_descriptor_sha256,skyview_descriptor_url,skyview_hhh_date_obs,skyview_hhh_nominal_center_sep_arcsec,skyview_hhh_observing_date,skyview_hhh_sha256,skyview_hhh_url,skyview_probe_tile_bytes,skyview_probe_tile_magic,skyview_probe_tile_sha256,skyview_probe_tile_url,skyview_raw_hhh_failure,skyview_raw_hhh_url,skyview_raw_plate_directory,status,stsci_platefinder_resolution_status,updated_at,vi25_dec_icrs,vi25_mlp,vi25_normalized_start_utc,vi25_observing_night_final,vi25_observing_night_initial,vi25_poss,vi25_ra_icrs,vi25_raw_start_pst
"{'active_snapshot': {'activated_at_utc': '2026-08-20T16:00:45.636396+00:00', 'code_fingerprint_sha256': '518543227afac4b0804b645833b97cf4018a47423a6c475704c29fe7e9ccddd1', 'inputs': [{'bytes': 11222, 'logical_role': 'protocol', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\PROTOCOL_v1.0_PRE_REMAINING_SUB5_2026-08-20.md', 'sha256': '9479666b93df3f7dc85b3f61861c93ea70fe50be47c1070e6ce7ec444c66a700'}, {'bytes': 49892, 'logical_role': 'queue', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\production_sub5_queue_2026-08-20.csv', 'sha256': 'b044684fef65437a352edd28eafd21d668640bbec50cd0bc95f92e3529d0d77c'}, {'bytes': 304, 'logical_role': 'frozen_method', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\frozen_method.json', 'sha256': '2cb3cabd573d7af99399899f2ccecd3002be90297e55bb0e0dcdd9dea1d0c4c1'}, {'bytes': 43286, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\canonical_sub5_pairs_74.csv', 'sha256': '58529e1d4de46f3c49865a89454d1cd488ee23ec920b01250006f2180d2ed99a'}, {'bytes': 5588, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\PRE_FREEZE_ANALYSIS_INVENTORY_2026-08-20.csv', 'sha256': 'c3a4816b66eca61c2bf657a1ffa947061b2bd0eb7cf67eb4b1a54b894d2fbee2'}, {'bytes': 1343, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\CURRENT_STATE_PRE_FREEZE_2026-08-18.json', 'sha256': '2bd5df0896076fdeb7cb2c35200f932fde5cc214362e85376735f912795d2ee9'}, {'bytes': 1885, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\LEGACY_EVIDENCE_GAPS_AT_FREEZE_2026-08-20.md', 'sha256': 'b495da8972a063ebe1dc057302a09bbcddbf69b84076d5b2ed4d4b7ada36fe98'}, {'bytes': 1520, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\PAIR13623_BI05607_REVALIDATED_CLOSURE_2026-08-20.md', 'sha256': '110353e55690856790fd1ccd9e20bb443df927f32e99df5466a380e5aaa8d467'}, {'bytes': 702, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\superseded_results.csv', 'sha256': '4fdad3c21928ef78f2b6f317d4841be5885094ca2932577e50f42f821c1388d9'}, {'bytes': 1408, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\EVIDENCE_POLICY.md', 'sha256': '58499c6dc2a897407ba78eacd26ba93b4b5b303cc42754017a8fa246e1604fa2'}, {'bytes': 1979, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\DATA_DICTIONARY.md', 'sha256': 'a9a6ce11b3c24908ec2c61b5deebab04db8c9383fb92f564b1feaf6e4145314f'}, {'bytes': 234911, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\poss1_plate_metadata.csv', 'sha256': '41b5732086f5a1d17e6f6d85c99f97a48a0985f19db1ad496cd3e3a2387830c1'}, {'bytes': 1685, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\POSS1_TIMESTAMP_AND_IDENTITY_NOTE_2026-08-20.md', 'sha256': '1a19a2982722ed46b8f52712538379a62a79128a8d1c9c991a6f184996350d8a'}], 'snapshot_id': 'a891fbe9330e3a238de49bd13fc4be09ab2b0ffd997c9c3d6d37ad63f4c85134', 'snapshot_path': 'C:\\Dev\\Transients\\historical_transient_laptop_pipeline_v0.2.0_publication\\transient_laptop_pipeline_v0.2.0\\research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20'}, 'code_fingerprint_sha256': '518543227afac4b0804b645833b97cf4018a47423a6c475704c29fe7e9ccddd1', 'cohort': 'prospective_production', 'frozen_config_path': 'config\\frozen_method.json', 'frozen_config_sha256': '2cb3cabd573d7af99399899f2ccecd3002be90297e55bb0e0dcdd9dea1d0c4c1', 'queue_path': 'research\\production_sub5_queue_2026-08-20.csv', 'queue_sha256': 'b044684fef65437a352edd28eafd21d668640bbec50cd0bc95f92e3529d0d77c', 'science_analysis_performed': False, 'vi25_path': 'research\\poss1_plate_metadata.csv', 'vi25_sha256': '41b5732086f5a1d17e6f6d85c99f97a48a0985f19db1ad496cd3e3a2387830c1'}",,,,4,E,2026-08-20T16:01:01.025247+00:00,-12.586944444444445,True,POSS-I:1024:E:rec742,,,09:75:00,1954-04-01,45.0,0FGT,XE742,581704478d27854973ba1ba7f0517d5211fb88daa4b14d2c9ae8992c1a26ecbd,622080,XE742,True,cache\poss1_identity\POSS-I_1024_E_rec742\0FGT_identity.fits,722cb1c44951398fe20fa86f6a6de77b2ede4af1335c596dcabff2937f0d6bd7,"[530, 530]",,validated,POSS-I:1024:E:rec742,,1024,,cache\poss1_identity\POSS-I_1024_E_rec742\0FGT_identity.fits.provenance.json,prospective_production,65,2700.0,1954-04-02T10:30:00+00:00,0.0,1954-04-02T09:45:00+00:00,223.97916666666663,742,,,,,,,,,,,,,,,,,,,,succeeded,,2026-08-20T23:31:29.877911+00:00,,743,1954-04-02T09:45:00+00:00,0-04-02,1954-04-01,1024,,01:45
"{'active_snapshot': {'activated_at_utc': '2026-08-20T16:00:45.636396+00:00', 'code_fingerprint_sha256': '518543227afac4b0804b645833b97cf4018a47423a6c475704c29fe7e9ccddd1', 'inputs': [{'bytes': 11222, 'logical_role': 'protocol', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\PROTOCOL_v1.0_PRE_REMAINING_SUB5_2026-08-20.md', 'sha256': '9479666b93df3f7dc85b3f61861c93ea70fe50be47c1070e6ce7ec444c66a700'}, {'bytes': 49892, 'logical_role': 'queue', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\production_sub5_queue_2026-08-20.csv', 'sha256': 'b044684fef65437a352edd28eafd21d668640bbec50cd0bc95f92e3529d0d77c'}, {'bytes': 304, 'logical_role': 'frozen_method', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\frozen_method.json', 'sha256': '2cb3cabd573d7af99399899f2ccecd3002be90297e55bb0e0dcdd9dea1d0c4c1'}, {'bytes': 43286, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\canonical_sub5_pairs_74.csv', 'sha256': '58529e1d4de46f3c49865a89454d1cd488ee23ec920b01250006f2180d2ed99a'}, {'bytes': 5588, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\PRE_FREEZE_ANALYSIS_INVENTORY_2026-08-20.csv', 'sha256': 'c3a4816b66eca61c2bf657a1ffa947061b2bd0eb7cf67eb4b1a54b894d2fbee2'}, {'bytes': 1343, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\CURRENT_STATE_PRE_FREEZE_2026-08-18.json', 'sha256': '2bd5df0896076fdeb7cb2c35200f932fde5cc214362e85376735f912795d2ee9'}, {'bytes': 1885, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\LEGACY_EVIDENCE_GAPS_AT_FREEZE_2026-08-20.md', 'sha256': 'b495da8972a063ebe1dc057302a09bbcddbf69b84076d5b2ed4d4b7ada36fe98'}, {'bytes': 1520, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\PAIR13623_BI05607_REVALIDATED_CLOSURE_2026-08-20.md', 'sha256': '110353e55690856790fd1ccd9e20bb443df927f32e99df5466a380e5aaa8d467'}, {'bytes': 702, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\superseded_results.csv', 'sha256': '4fdad3c21928ef78f2b6f317d4841be5885094ca2932577e50f42f821c1388d9'}, {'bytes': 1408, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\EVIDENCE_POLICY.md', 'sha256': '58499c6dc2a897407ba78eacd26ba93b4b5b303cc42754017a8fa246e1604fa2'}, {'bytes': 1979, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\DATA_DICTIONARY.md', 'sha256': 'a9a6ce11b3c24908ec2c61b5deebab04db8c9383fb92f564b1feaf6e4145314f'}, {'bytes': 234911, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\poss1_plate_metadata.csv', 'sha256': '41b5732086f5a1d17e6f6d85c99f97a48a0985f19db1ad496cd3e3a2387830c1'}, {'bytes': 1685, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\POSS1_TIMESTAMP_AND_IDENTITY_NOTE_2026-08-20.md', 'sha256': '1a19a2982722ed46b8f52712538379a62a79128a8d1c9c991a6f184996350d8a'}], 'snapshot_id': 'a891fbe9330e3a238de49bd13fc4be09ab2b0ffd997c9c3d6d37ad63f4c85134', 'snapshot_path': 'C:\\Dev\\Transients\\historical_transient_laptop_pipeline_v0.2.0_publication\\transient_laptop_pipeline_v0.2.0\\research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20'}, 'code_fingerprint_sha256': '518543227afac4b0804b645833b97cf4018a47423a6c475704c29fe7e9ccddd1', 'cohort': 'prospective_production', 'frozen_config_path': 'config\\frozen_method.json', 'frozen_config_sha256': '2cb3cabd573d7af99399899f2ccecd3002be90297e55bb0e0dcdd9dea1d0c4c1', 'queue_path': 'research\\production_sub5_queue_2026-08-20.csv', 'queue_sha256': 'b044684fef65437a352edd28eafd21d668640bbec50cd0bc95f92e3529d0d77c', 'science_analysis_performed': False, 'vi25_path': 'research\\poss1_plate_metadata.csv', 'vi25_sha256': '41b5732086f5a1d17e6f6d85c99f97a48a0985f19db1ad496cd3e3a2387830c1'}",,,,4,E,2026-08-20T16:01:01.025247+00:00,53.95472222222222,True,POSS-I:1102:E:rec140,,,07:17:00,1954-06-28,50.0,07PT,XE139,008c3e6c183157fc1ee2cde6fcabb7cf72f13d96f41ac6e557d988bbdc2a4b2d,622080,XE139,True,cache\poss1_identity\POSS-I_1102_E_rec140\07PT_identity.fits,b794f46dea7db1eeb946cdddc4e79f0a98ae68e47a316f91f4ebc43016aa2493,"[530, 530]",,validated,POSS-I:1102:E:rec140,,1102,,cache\poss1_identity\POSS-I_1102_E_rec140\07PT_identity.fits.provenance.json,prospective_production,38,3000.0,1954-06-29T08:00:00+00:00,0.0,1954-06-29T07:10:00+00:00,266.7420833333333,140,,,,,,,,,,,,,,,,,,,,succeeded,,2026-08-20T23:31:30.638552+00:00,,140,1954-06-29T07:10:00+00:00,0-06-29,1954-06-28,1102,,23:10
"{'active_snapshot': {'activated_at_utc': '2026-08-20T16:00:45.636396+00:00', 'code_fingerprint_sha256': '518543227afac4b0804b645833b97cf4018a47423a6c475704c29fe7e9ccddd1', 'inputs': [{'bytes': 11222, 'logical_role': 'protocol', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\PROTOCOL_v1.0_PRE_REMAINING_SUB5_2026-08-20.md', 'sha256': '9479666b93df3f7dc85b3f61861c93ea70fe50be47c1070e6ce7ec444c66a700'}, {'bytes': 49892, 'logical_role': 'queue', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\production_sub5_queue_2026-08-20.csv', 'sha256': 'b044684fef65437a352edd28eafd21d668640bbec50cd0bc95f92e3529d0d77c'}, {'bytes': 304, 'logical_role': 'frozen_method', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\frozen_method.json', 'sha256': '2cb3cabd573d7af99399899f2ccecd3002be90297e55bb0e0dcdd9dea1d0c4c1'}, {'bytes': 43286, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\canonical_sub5_pairs_74.csv', 'sha256': '58529e1d4de46f3c49865a89454d1cd488ee23ec920b01250006f2180d2ed99a'}, {'bytes': 5588, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\PRE_FREEZE_ANALYSIS_INVENTORY_2026-08-20.csv', 'sha256': 'c3a4816b66eca61c2bf657a1ffa947061b2bd0eb7cf67eb4b1a54b894d2fbee2'}, {'bytes': 1343, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\CURRENT_STATE_PRE_FREEZE_2026-08-18.json', 'sha256': '2bd5df0896076fdeb7cb2c35200f932fde5cc214362e85376735f912795d2ee9'}, {'bytes': 1885, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\LEGACY_EVIDENCE_GAPS_AT_FREEZE_2026-08-20.md', 'sha256': 'b495da8972a063ebe1dc057302a09bbcddbf69b84076d5b2ed4d4b7ada36fe98'}, {'bytes': 1520, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\PAIR13623_BI05607_REVALIDATED_CLOSURE_2026-08-20.md', 'sha256': '110353e55690856790fd1ccd9e20bb443df927f32e99df5466a380e5aaa8d467'}, {'bytes': 702, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\superseded_results.csv', 'sha256': '4fdad3c21928ef78f2b6f317d4841be5885094ca2932577e50f42f821c1388d9'}, {'bytes': 1408, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\EVIDENCE_POLICY.md', 'sha256': '58499c6dc2a897407ba78eacd26ba93b4b5b303cc42754017a8fa246e1604fa2'}, {'bytes': 1979, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\DATA_DICTIONARY.md', 'sha256': 'a9a6ce11b3c24908ec2c61b5deebab04db8c9383fb92f564b1feaf6e4145314f'}, {'bytes': 234911, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\poss1_plate_metadata.csv', 'sha256': '41b5732086f5a1d17e6f6d85c99f97a48a0985f19db1ad496cd3e3a2387830c1'}, {'bytes': 1685, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\POSS1_TIMESTAMP_AND_IDENTITY_NOTE_2026-08-20.md', 'sha256': '1a19a2982722ed46b8f52712538379a62a79128a8d1c9c991a6f184996350d8a'}], 'snapshot_id': 'a891fbe9330e3a238de49bd13fc4be09ab2b0ffd997c9c3d6d37ad63f4c85134', 'snapshot_path': 'C:\\Dev\\Transients\\historical_transient_laptop_pipeline_v0.2.0_publication\\transient_laptop_pipeline_v0.2.0\\research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20'}, 'code_fingerprint_sha256': '518543227afac4b0804b645833b97cf4018a47423a6c475704c29fe7e9ccddd1', 'cohort': 'prospective_production', 'frozen_config_path': 'config\\frozen_method.json', 'frozen_config_sha256': '2cb3cabd573d7af99399899f2ccecd3002be90297e55bb0e0dcdd9dea1d0c4c1', 'queue_path': 'research\\production_sub5_queue_2026-08-20.csv', 'queue_sha256': 'b044684fef65437a352edd28eafd21d668640bbec50cd0bc95f92e3529d0d77c', 'science_analysis_performed': False, 'vi25_path': 'research\\poss1_plate_metadata.csv', 'vi25_sha256': '41b5732086f5a1d17e6f6d85c99f97a48a0985f19db1ad496cd3e3a2387830c1'}",,,,4,E,2026-08-20T16:01:01.025247+00:00,24.547500000000003,True,POSS-I:1103:E:rec397,,,09:18:00,1954-06-28,50.0,072W,XE396,42475038cb092dd22f98d2232796a94f4a079992f5668f59f334f54d541d4877,622080,XE396,True,cache\poss1_identity\POSS-I_1103_E_rec397\072W_identity.fits,aa56bc3e4a26414d186eb085ea5885ffe0428e4c4e85525f41562c7b1da01ee1,"[530, 530]",,validated,POSS-I:1103:E:rec397,,1103,,cache\poss1_identity\POSS-I_1103_E_rec397\072W_identity.fits.provenance.json,prospective_production,67,3000.0,1954-06-29T10:01:00+00:00,0.0,1954-06-29T09:11:00+00:00,313.58624999999995,397,,,,,,,,,,,,,,,,,,,,succeeded,,2026-08-20T23:31:32.156335+00:00,,397,1954-06-29T09:11:00+00:00,0-06-29,1954-06-28,1103,,01:11
"{'active_snapshot': {'activated_at_utc': '2026-08-20T16:00:45.636396+00:00', 'code_fingerprint_sha256': '518543227afac4b0804b645833b97cf4018a47423a6c475704c29fe7e9ccddd1', 'inputs': [{'bytes': 11222, 'logical_role': 'protocol', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\PROTOCOL_v1.0_PRE_REMAINING_SUB5_2026-08-20.md', 'sha256': '9479666b93df3f7dc85b3f61861c93ea70fe50be47c1070e6ce7ec444c66a700'}, {'bytes': 49892, 'logical_role': 'queue', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\production_sub5_queue_2026-08-20.csv', 'sha256': 'b044684fef65437a352edd28eafd21d668640bbec50cd0bc95f92e3529d0d77c'}, {'bytes': 304, 'logical_role': 'frozen_method', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\frozen_method.json', 'sha256': '2cb3cabd573d7af99399899f2ccecd3002be90297e55bb0e0dcdd9dea1d0c4c1'}, {'bytes': 43286, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\canonical_sub5_pairs_74.csv', 'sha256': '58529e1d4de46f3c49865a89454d1cd488ee23ec920b01250006f2180d2ed99a'}, {'bytes': 5588, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\PRE_FREEZE_ANALYSIS_INVENTORY_2026-08-20.csv', 'sha256': 'c3a4816b66eca61c2bf657a1ffa947061b2bd0eb7cf67eb4b1a54b894d2fbee2'}, {'bytes': 1343, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\CURRENT_STATE_PRE_FREEZE_2026-08-18.json', 'sha256': '2bd5df0896076fdeb7cb2c35200f932fde5cc214362e85376735f912795d2ee9'}, {'bytes': 1885, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\LEGACY_EVIDENCE_GAPS_AT_FREEZE_2026-08-20.md', 'sha256': 'b495da8972a063ebe1dc057302a09bbcddbf69b84076d5b2ed4d4b7ada36fe98'}, {'bytes': 1520, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\PAIR13623_BI05607_REVALIDATED_CLOSURE_2026-08-20.md', 'sha256': '110353e55690856790fd1ccd9e20bb443df927f32e99df5466a380e5aaa8d467'}, {'bytes': 702, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\superseded_results.csv', 'sha256': '4fdad3c21928ef78f2b6f317d4841be5885094ca2932577e50f42f821c1388d9'}, {'bytes': 1408, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\EVIDENCE_POLICY.md', 'sha256': '58499c6dc2a897407ba78eacd26ba93b4b5b303cc42754017a8fa246e1604fa2'}, {'bytes': 1979, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\DATA_DICTIONARY.md', 'sha256': 'a9a6ce11b3c24908ec2c61b5deebab04db8c9383fb92f564b1feaf6e4145314f'}, {'bytes': 234911, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\poss1_plate_metadata.csv', 'sha256': '41b5732086f5a1d17e6f6d85c99f97a48a0985f19db1ad496cd3e3a2387830c1'}, {'bytes': 1685, 'logical_role': 'extra_input', 'path': 'research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20\\inputs\\POSS1_TIMESTAMP_AND_IDENTITY_NOTE_2026-08-20.md', 'sha256': '1a19a2982722ed46b8f52712538379a62a79128a8d1c9c991a6f184996350d8a'}], 'snapshot_id': 'a891fbe9330e3a238de49bd13fc4be09ab2b0ffd997c9c3d6d37ad63f4c85134', 'snapshot_path': 'C:\\Dev\\Transients\\historical_transient_laptop_pipeline_v0.2.0_publication\\transient_laptop_pipeline_v0.2.0\\research_snapshots\\sub5_production_freeze_v0.2.1_2026-08-20'}, 'code_fingerprint_sha256': '518543227afac4b0804b645833b97cf4018a47423a6c475704c29fe7e9ccddd1', 'cohort': 'prospective_production', 'frozen_config_path': 'config\\frozen_method.json', 'frozen_config_sha256': '2cb3cabd573d7af99399899f2ccecd3002be90297e55bb0e0dcdd9dea1d0c4c1', 'queue_path': 'research\\production_sub5_queue_2026-08-20.csv', 'queue_sha256': 'b044684fef65437a352edd28eafd21d668640bbec50cd0bc95f92e3529d0d77c', 'science_analysis_performed': False, 'vi25_path': 'research\\poss1_plate_metadata.csv', 'vi25_sha256': '41b5732086f5a1d17e6f6d85c99f97a48a0985f19db1ad496cd3e3a2387830c1'}",,,,4,O,2026-08-20T16:01:01.025247+00:00,-0.8013888888888889,True,POSS-I:1405:O:rec616,,,05:87:00,1955-04-20,12.0,A3OI,XO615,f819d2ad99c3a172fb95f3f747826950b0bedcec437653ce6bdde8024f89cf97,1650240,XO615,True,cache\poss1_identity\POSS-I_1405_O_rec616\A3OI_identity.fits,b2025288697732091b4b61dbce34c4f921462d5b86f1ad17f579b7a7536ad0a4,"[893, 891]",,validated,POSS-I:1405:O:rec616,,1405,,cache\poss1_identity\POSS-I_1405_O_rec616\A3OI_identity.fits.provenance.json,prospective_production,56,720.0,1955-04-21T06:04:00+00:00,0.0,1955-04-21T05:52:00+00:00,187.85791666666668,616,,,,,,,,,,,,,,,,,,,,succeeded,,2026-08-20T23:31:33.926339+00:00,,616,1955-04-21T05:52:00+00:00,0-04-21,1955-04-20,1405,,21:52
